ENSCLAP00000011920	ENSCLAG00000008228	Chinchilla_lanigera
ENSCAFP00000051481	ENSCAFG00000042713	Canis_lupus_familiaris
ENSCAFP00020027693	ENSCAFG00020021634	Canis_lupus_dingo
ENSVVUP00000011971	ENSVVUG00000007264	Vulpes_vulpes
ENSFCAP00000055909	ENSFCAG00000030501	Felis_catus
ENSPTIP00000024668	ENSPTIG00000020686	Panthera_tigris_altaica
ENSEEUP00000008323	ENSEEUG00000009163	Erinaceus_europaeus
ENSMLUP00000018261	ENSMLUG00000029090	Myotis_lucifugus
ENSMLUP00000008725	ENSMLUG00000009601	Myotis_lucifugus
ENSLAFP00000018241	ENSLAFG00000032122	Loxodonta_africana
ENSPCAP00000000836	ENSPCAG00000000921	Procavia_capensis
ENSLAFP00000016658	ENSLAFG00000022318	Loxodonta_africana
ENSPCAP00000005376	ENSPCAG00000005836	Procavia_capensis
ENSDNOP00000030186	ENSDNOG00000040668	Dasypus_novemcinctus
