ENSDNVP00000020225	ENSDNVG00000014154	Dromaius_novaehollandiae
ENSSTOP00000021479	ENSSTOG00000028420	Ictidomys_tridecemlineatus
ENSUPAP00010003279	ENSUPAG00010002712	Urocitellus_parryii
ENSCCNP00000008607	ENSCCNG00000009104	Castor_canadensis
ENSODEP00000026495	ENSODEG00000019928	Octodon_degus
ENSCPOP00000019719	ENSCPOG00000020666	Cavia_porcellus
ENSCLAP00000010345	ENSCLAG00000007149	Chinchilla_lanigera
ENSHGLP00000011776	ENSHGLG00000008438	Heterocephalus_glaber_HetGla_female_1.0
ENSPCOP00000028308	ENSPCOG00000026760	Propithecus_coquereli
ENSPSMP00000017372	ENSPSMG00000012377	Prolemur_simus
ENSMICP00000033097	ENSMICG00000001967	Microcebus_murinus
ENSOGAP00000018626	ENSOGAG00000030324	Otolemur_garnettii
ENSCJAP00000048204	ENSCJAG00000014345	Callithrix_jacchus
ENSCCAP00000005763	ENSCCAG00000020642	Cebus_capucinus_imitator
ENSSBOP00000001413	ENSSBOG00000007080	Saimiri_boliviensis_boliviensis
ENSANAP00000002350	ENSANAG00000018134	Aotus_nancymaae
ENSGGOP00000005366	ENSGGOG00000005479	Gorilla_gorilla
ENSP00000266744	ENSG00000139352	Homo_sapiens
ENSPTRP00000077846	ENSPTRG00000005366	Pan_troglodytes
ENSPPAP00000026430	ENSPPAG00000036317	Pan_paniscus
ENSPPYP00000005575	ENSPPYG00000004884	Pongo_abelii
ENSNLEP00000027743	ENSNLEG00000031286	Nomascus_leucogenys
ENSMFAP00000024718	ENSMFAG00000043919	Macaca_fascicularis
ENSMNEP00000028815	ENSMNEG00000037876	Macaca_nemestrina
ENSMMUP00000007582	ENSMMUG00000005747	Macaca_mulatta
ENSTGEP00000011006	ENSTGEG00000009004	Theropithecus_gelada
ENSMLEP00000010401	ENSMLEG00000029400	Mandrillus_leucophaeus
ENSCATP00000017326	ENSCATG00000032568	Cercocebus_atys
ENSPANP00000038688	ENSPANG00000006618	Papio_anubis
ENSCSAP00000018456	ENSCSAG00000018938	Chlorocebus_sabaeus
ENSRROP00000021563	ENSRROG00000034690	Rhinopithecus_roxellana
ENSRBIP00000010802	ENSRBIG00000029242	Rhinopithecus_bieti
ENSPTEP00000011901	ENSPTEG00000013372	Piliocolobus_tephrosceles
ENSCANP00000025509	ENSCANG00000036186	Colobus_angolensis_palliatus
ENSDNOP00000001254	ENSDNOG00000001616	Dasypus_novemcinctus
ENSVPAP00000001863	ENSVPAG00000002018	Vicugna_pacos
ENSCAFP00020031569	ENSCAFG00020024624	Canis_lupus_dingo
ENSCAFP00000010864	ENSCAFG00000007324	Canis_lupus_familiaris
ENSVVUP00000024445	ENSVVUG00000017907	Vulpes_vulpes
ENSUAMP00000010094	ENSUAMG00000008338	Ursus_americanus
ENSAMEP00000006780	ENSAMEG00000006449	Ailuropoda_melanoleuca
ENSTTRP00000015398	ENSTTRG00000016243	Tursiops_truncatus
ENSTSYP00000021605	ENSTSYG00000032547	Carlito_syrichta
ENSJJAP00000013322	ENSJJAG00000016132	Jaculus_jaculus
ENSCHIP00000010956	ENSCHIG00000013292	Capra_hircus
ENSOARP00000017049	ENSOARG00000015879	Ovis_aries
ENSBIXP00005017518	ENSBIXG00005021003	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSBIXP00000025353	ENSBIXG00000027448	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSBTAP00000021592	ENSBTAG00000016227	Bos_taurus
ENSBBBP00000022217	ENSBBBG00000003978	Bison_bison_bison
ENSPCIP00000012280	ENSPCIG00000009761	Phascolarctos_cinereus
ENSVURP00010031317	ENSVURG00010023971	Vombatus_ursinus
ENSSHAP00000013957	ENSSHAG00000011936	Sarcophilus_harrisii
ENSMODP00000058280	ENSMODG00000041211	Monodelphis_domestica
ENSOANP00000022025	ENSOANG00000013973	Ornithorhynchus_anatinus
ENSGALP00000047577	ENSGALG00000037082	Gallus_gallus
ENSCJPP00005026090	ENSCJPG00005020359	Coturnix_japonica
ENSABRP00000013736	ENSABRG00000012208	Anser_brachyrhynchus
ENSCPGP00000015509	ENSCPGG00000010930	Calidris_pygmaea
ENSCPUP00000009157	ENSCPUG00000006529	Calidris_pugnax
ENSNMEP00000013096	ENSNMEG00000012005	Numida_meleagris
ENSPMJP00000011468	ENSPMJG00000008887	Parus_major
ENSLSDP00000021104	ENSLSDG00000014930	Lonchura_striata_domestica
ENSJHYP00000009730	ENSJHYG00000007650	Junco_hyemalis
ENSLCOP00000013519	ENSLCOG00000009743	Lepidothrix_coronata
ENSNPEP00000015294	ENSNPEG00000011417	Nothoprocta_perdicaria
ENSCPRP00005026283	ENSCPRG00005018236	Crocodylus_porosus
ENSGAGP00000004134	ENSGAGG00000003406	Gopherus_agassizii
ENSCABP00000011622	ENSCABG00000008679	Chelonoidis_abingdonii
ENSCPBP00000010551	ENSCPBG00000008090	Chrysemys_picta_bellii
ENSNSUP00000018502	ENSNSUG00000013526	Notechis_scutatus
ENSSMRP00000020525	ENSSMRG00000015968	Salvator_merianae
ENSSPUP00000003171	ENSSPUG00000002458	Sphenodon_punctatus
ENSECRP00000008602	ENSECRG00000005766	Erpetoichthys_calabaricus
ENSLACP00000012171	ENSLACG00000010712	Latimeria_chalumnae
ENSXETP00000003274	ENSXETG00000004998	Xenopus_tropicalis	ENSXETT00000012851
ENSHGLP00100009638	ENSHGLG00100007145	Heterocephalus_glaber_HetGla_1.0
ENSMMMP00000019878	ENSMMMG00000017578	Marmota_marmota_marmota
ENSCMIP00000025742	ENSCMIG00000011305	Callorhinchus_milii
ENSPVIP00000018749	ENSPVIG00000014350	Pogona_vitticeps
ENSSFOP00015001562	ENSSFOG00015001095	Scleropages_formosus
ENSEBUP00000013266	ENSEBUG00000008389	Eptatretus_burgeri
