ENSTRUP00000056177	ENSTRUG00000024597	Takifugu_rubripes
ENSORLP00015002702	ENSORLG00015003373	Oryzias_latipes_ASM223469v1
ENSNBRP00000009901	ENSNBRG00000007720	Neolamprologus_brichardi
ENSOCUP00000019493	ENSOCUG00000025219	Oryctolagus_cuniculus
ENSACLP00000028559	ENSACLG00000019389	Astatotilapia_calliptera
ENSPCIP00000023901	ENSPCIG00000018076	Phascolarctos_cinereus
ENSBIXP00000003384	ENSBIXG00000009790	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSOANP00000015852	ENSOANG00000010002	Ornithorhynchus_anatinus
ENSTGEP00000032271	ENSTGEG00000025797	Theropithecus_gelada
ENSCPOP00000027329	ENSCPOG00000037745	Cavia_porcellus
ENSSMAP00000025583	ENSSMAG00000015656	Scophthalmus_maximus
ENSRROP00000023376	ENSRROG00000035538	Rhinopithecus_roxellana
ENSSCAP00000010729	ENSSCAG00000008080	Serinus_canaria
ENSNGAP00000009036	ENSNGAG00000011846	Nannospalax_galili
ENSMSIP00000006155	ENSMSIG00000005521	Mus_spicilegus
ENSHGLP00100022851	ENSHGLG00100016801	Heterocephalus_glaber_HetGla_1.0
ENSMEUP00000014085	ENSMEUG00000015433	Notamacropus_eugenii
ENSDARP00000100763	ENSDARG00000077107	Danio_rerio
ENSNMEP00000013433	ENSNMEG00000012249	Numida_meleagris
ENSXETP00000013791	ENSXETG00000000915	Xenopus_tropicalis
ENSHBUP00000031726	ENSHBUG00000017571	Haplochromis_burtoni
ENSGAFP00000016683	ENSGAFG00000011256	Gambusia_affinis
ENSAOCP00000015805	ENSAOCG00000020621	Amphiprion_ocellaris
ENSSFOP00015003293	ENSSFOG00015002161	Scleropages_formosus
ENSEEUP00000000092	ENSEEUG00000000104	Erinaceus_europaeus
ENSIPUP00000017194	ENSIPUG00000011673	Ictalurus_punctatus
ENSGMOP00000012670	ENSGMOG00000011847	Gadus_morhua
ENSCPGP00000010704	ENSCPGG00000007625	Calidris_pygmaea
ENSPVAP00000011121	ENSPVAG00000011798	Pteropus_vampyrus
ENSMODP00000058408	ENSMODG00000044397	Monodelphis_domestica
ENSFDAP00000005773	ENSFDAG00000014689	Fukomys_damarensis
ENSACIP00000002480	ENSACIG00000002012	Amphilophus_citrinellus
ENSDORP00000021873	ENSDORG00000028006	Dipodomys_ordii
ENSPANP00000001786	ENSPANG00000020665	Papio_anubis
ENSCCEP00000006812	ENSCCEG00000007261	Cyanistes_caeruleus
ENSDARP00000103787	ENSDARG00000075851	Danio_rerio
ENSBTAP00000028443	ENSBTAG00000021338	Bos_taurus
ENSPMEP00000025648	ENSPMEG00000008781	Poecilia_mexicana
ENSMZEP00005021004	ENSMZEG00005015767	Maylandia_zebra
ENSPNAP00000023857	ENSPNAG00000008353	Pygocentrus_nattereri
ENSEEEP00000033688	ENSEEEG00000016034	Electrophorus_electricus
MGP_SPRETEiJ_P0091063	MGP_SPRETEiJ_G0033229	Mus_spretus_strain_SPRET/EiJ
ENSPPAP00000023542	ENSPPAG00000034947	Pan_paniscus
ENSLCAP00010018327	ENSLCAG00010008692	Lates_calcarifer
ENSMAMP00000014758	ENSMAMG00000010019	Mastacembelus_armatus
ENSPSIP00000016099	ENSPSIG00000014368	Pelodiscus_sinensis
ENSAHAP00000002220	ENSAHAG00000001848	Apteryx_haastii
ENSOGAP00000012404	ENSOGAG00000013849	Otolemur_garnettii
ENSNLEP00000009025	ENSNLEG00000007402	Nomascus_leucogenys
ENSDNVP00000014831	ENSDNVG00000010433	Dromaius_novaehollandiae
ENSHCOP00000020030	ENSHCOG00000005768	Hippocampus_comes
ENSSHAP00000021611	ENSSHAG00000018302	Sarcophilus_harrisii
ENSCAPP00000014710	ENSCAPG00000015014	Cavia_aperea
ENSMVIP00005024185	ENSMVIG00005016969	Manacus_vitellinus
ENSCGOP00000038245	ENSCGOG00000017541	Cottoperca_gobio
ENSMUNP00000012347	ENSMUNG00000009706	Melopsittacus_undulatus
ENSFCAP00000025869	ENSFCAG00000032399	Felis_catus
ENSCJPP00005010730	ENSCJPG00005009296	Coturnix_japonica
ENSSPAP00000005407	ENSSPAG00000004203	Stegastes_partitus
ENSPEMP00000022516	ENSPEMG00000019857	Peromyscus_maniculatus_bairdii
ENSCCAP00000005053	ENSCCAG00000020197	Cebus_capucinus_imitator
ENSLOCP00000002476	ENSLOCG00000002126	Lepisosteus_oculatus
ENSGAGP00000002373	ENSGAGG00000001930	Gopherus_agassizii
ENSMNEP00000025883	ENSMNEG00000036407	Macaca_nemestrina
ENSSFOP00015014535	ENSSFOG00015009360	Scleropages_formosus
ENSSDAP00000018375	ENSSDAG00000016807	Spermophilus_dauricus
ENSCGRP00015018406	ENSCGRG00015014167	Cricetulus_griseus_CriGri-PICR
ENSCAFP00020015552	ENSCAFG00020012492	Canis_lupus_dingo
ENSCHAP00000010116	ENSCHAG00000005861	Clupea_harengus
ENSMMOP00000015867	ENSMMOG00000012109	Mola_mola
ENSBIXP00005026440	ENSBIXG00005028761	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSAOWP00000011822	ENSAOWG00000008115	Apteryx_owenii
ENSORLP00020035154	ENSORLG00020021970	Oryzias_latipes_ASM223471v1
ENSCABP00000012907	ENSCABG00000009661	Chelonoidis_abingdonii
MGP_CAROLIEiJ_P0087473	MGP_CAROLIEiJ_G0032090	Mus_caroli_strain_CAROLI_EIJ
ENSRNOP00000012825	ENSRNOG00000009243	Rattus_norvegicus
ENSGWIP00000010568	ENSGWIG00000006198	Gouania_willdenowi
ENSMUSP00000034512	ENSMUSG00000032014	Mus_musculus_strain_reference_(CL57BL6)
ENSARWP00000007631	ENSARWG00000005310	Apteryx_rowi
ENSDNOP00000019698	ENSDNOG00000043139	Dasypus_novemcinctus
ENSUPAP00010023962	ENSUPAG00010019004	Urocitellus_parryii
ENSOMEP00000030798	ENSOMEG00000015252	Oryzias_melastigma
ENSPSMP00000006643	ENSPSMG00000004988	Prolemur_simus
ENSMICP00000010137	ENSMICG00000011133	Microcebus_murinus
ENSGALP00000010848	ENSGALG00000006715	Gallus_gallus
ENSTTRP00000011076	ENSTTRG00000011683	Tursiops_truncatus
ENSONIP00000007783	ENSONIG00000006177	Oreochromis_niloticus
ENSCPBP00000010451	ENSCPBG00000008027	Chrysemys_picta_bellii
ENSAPOP00000022166	ENSAPOG00000003194	Acanthochromis_polyacanthus
ENSHGLP00000020010	ENSHGLG00000014330	Heterocephalus_glaber_HetGla_female_1.0
ENSAMEP00000008420	ENSAMEG00000008008	Ailuropoda_melanoleuca
ENSCPRP00005005465	ENSCPRG00005003929	Crocodylus_porosus
ENSTGUP00000000416	ENSTGUG00000000407	Taeniopygia_guttata
ENSSSCP00000051092	ENSSSCG00000036307	Sus_scrofa_strain_reference
ENSPKIP00000040480	ENSPKIG00000017432	Paramormyrops_kingsleyae
ENSOANP00000022859	ENSOANG00000014509	Ornithorhynchus_anatinus
ENSCSEP00000025772	ENSCSEG00000016467	Cynoglossus_semilaevis
ENSNVIP00000002639	ENSNVIG00000002114	Neovison_vison
ENSPCOP00000017975	ENSPCOG00000020839	Propithecus_coquereli
ENSBSLP00000004595	ENSBSLG00000002462	Betta_splendens
ENSNSUP00000016355	ENSNSUG00000012085	Notechis_scutatus	ENSNSUT00000017413
ENSELUP00000019294	ENSELUG00000018647	Esox_lucius
ENSPFOP00000006729	ENSPFOG00000006797	Poecilia_formosa
FBpp0077459	FBgn0011818	Drosophila_melanogaster
ENSECRP00000017214	ENSECRG00000011474	Erpetoichthys_calabaricus
ENSMALP00000009153	ENSMALG00000006503	Monopterus_albus
ENSPNYP00000023098	ENSPNYG00000017432	Pundamilia_nyererei
ENSCGRP00000015784	ENSCGRG00000011448	Cricetulus_griseus_CriGri_1.0
ENSPKIP00000020546	ENSPKIG00000005284	Paramormyrops_kingsleyae
ENSCMIP00000023837	ENSCMIG00000010620	Callorhinchus_milii
ENSLACP00000012671	ENSLACG00000011164	Latimeria_chalumnae
ENSP00000332613	ENSG00000184232	Homo_sapiens
ENSPMJP00000011068	ENSPMJG00000008628	Parus_major
ENSEEEP00000009705	ENSEEEG00000004947	Electrophorus_electricus
ENSPPRP00000029794	ENSPPRG00000022567	Panthera_pardus
ENSLCOP00000006080	ENSLCOG00000004506	Lepidothrix_coronata
ENSANAP00000021727	ENSANAG00000028659	Aotus_nancymaae
MGP_PahariEiJ_P0023129	MGP_PahariEiJ_G0014959	Mus_pahari_strain_PAHARI_EIJ
ENSCVAP00000005907	ENSCVAG00000007380	Cyprinodon_variegatus
ENSRBIP00000014903	ENSRBIG00000031564	Rhinopithecus_bieti
ENSCATP00000033971	ENSCATG00000039933	Cercocebus_atys
ENSMLEP00000025387	ENSMLEG00000036891	Mandrillus_leucophaeus
ENSDCDP00000025156	ENSDCDG00000018904	Denticeps_clupeoides
ENSACAP00000003361	ENSACAG00000003470	Anolis_carolinensis	ENSACAT00000003444
ENSMOCP00000020946	ENSMOCG00000018469	Microtus_ochrogaster
ENSIPUP00000033871	ENSIPUG00000022760	Ictalurus_punctatus
ENSAMXP00005010609	ENSAMXG00005005909	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSFHEP00000004978	ENSFHEG00000000155	Fundulus_heteroclitus
ENSJHYP00000008250	ENSJHYG00000006564	Junco_hyemalis
ENSGACP00000011997	ENSGACG00000009089	Gasterosteus_aculeatus
ENSHHUP00000074416	ENSHHUG00000043664	Hucho_hucho
ENSPLAP00000012181	ENSPLAG00000015420	Poecilia_latipinna
ENSMFAP00000019484	ENSMFAG00000032739	Macaca_fascicularis
ENSETEP00000008841	ENSETEG00000010899	Echinops_telfairi
ENSMAUP00000008693	ENSMAUG00000010047	Mesocricetus_auratus
ENSTSYP00000018252	ENSTSYG00000028969	Carlito_syrichta
ENSHHUP00000077691	ENSHHUG00000045364	Hucho_hucho
ENSZALP00000012033	ENSZALG00000010139	Zonotrichia_albicollis
ENSPMGP00000011727	ENSPMGG00000009696	Periophthalmus_magnuspinnatus
ENSPVIP00000007429	ENSPVIG00000006063	Pogona_vitticeps
ENSNPEP00000010336	ENSNPEG00000007767	Nothoprocta_perdicaria
ENSSPUP00000014696	ENSSPUG00000011344	Sphenodon_punctatus	ENSSPUT00000015682
ENSAMXP00000033267	ENSAMXG00000033094	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSPTRP00000007517	ENSPTRG00000004390	Pan_troglodytes
ENSSMRP00000028533	ENSSMRG00000021923	Salvator_merianae	ENSSMRT00000033257
ENSPNAP00000009761	ENSPNAG00000015227	Pygocentrus_nattereri
ENSSBOP00000007272	ENSSBOG00000020591	Saimiri_boliviensis_boliviensis
ENSPTEP00000013457	ENSPTEG00000015079	Piliocolobus_tephrosceles
ENSCGRP00001018635	ENSCGRG00001018323	Cricetulus_griseus_CHOK1GS_HDv1
ENSOPRP00000004914	ENSOPRG00000005370	Ochotona_princeps
ENSVVUP00000030544	ENSVVUG00000022279	Vulpes_vulpes
ENSTNIP00000010604	ENSTNIG00000007785	Tetraodon_nigroviridis
ENSAPLP00000000158	ENSAPLG00000000725	Anas_platyrhynchos_platyrhynchos
ENSCPUP00000020482	ENSCPUG00000014011	Calidris_pugnax
ENSMUGP00000012838	ENSMUGG00000011154	Meriones_unguiculatus
ENSLAFP00000022811	ENSLAFG00000028646	Loxodonta_africana
ENSHHUP00000041443	ENSHHUG00000025601	Hucho_hucho
ENSAMXP00005014422	ENSAMXG00005007699	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSLBEP00000026217	ENSLBEG00000019973	Labrus_bergylta
ENSPCAP00000009206	ENSPCAG00000009900	Procavia_capensis
ENSORLP00000044362	ENSORLG00000027823	Oryzias_latipes_ASM223467v1
ENSUAMP00000033312	ENSUAMG00000025398	Ursus_americanus
ENSXCOP00000016897	ENSXCOG00000012742	Xiphophorus_couchianus
ENSBMUP00000012995	ENSBMUG00000009919	Bos_mutus
ENSFALP00000006271	ENSFALG00000006018	Ficedula_albicollis
ENSPRNP00000038232	ENSPRNG00000018953	Parambassis_ranga
ENSAMXP00000048887	ENSAMXG00000035174	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSHHUP00000052468	ENSHHUG00000031562	Hucho_hucho
ENSMMUP00000016066	ENSMMUG00000012249	Macaca_mulatta
ENSPPYP00000004549	ENSPPYG00000003971	Pongo_abelii
