ENSOARP00000008848	ENSOARG00000008250	Ovis_aries
ENSSTOP00000008756	ENSSTOG00000009756	Ictidomys_tridecemlineatus
ENSMMMP00000011811	ENSMMMG00000010575	Marmota_marmota_marmota
ENSOCUP00000009740	ENSOCUG00000011311	Oryctolagus_cuniculus
ENSOPRP00000004767	ENSOPRG00000005182	Ochotona_princeps
ENSLAFP00000014755	ENSLAFG00000017589	Loxodonta_africana
ENSPCAP00000001571	ENSPCAG00000001634	Procavia_capensis
ENSETEP00000007053	ENSETEG00000008681	Echinops_telfairi
ENSCHOP00000009318	ENSCHOG00000010524	Choloepus_hoffmanni
ENSDNOP00000008344	ENSDNOG00000010757	Dasypus_novemcinctus
ENSPCIP00000044547	ENSPCIG00000037203	Phascolarctos_cinereus
ENSPCIP00000052352	ENSPCIG00000030868	Phascolarctos_cinereus
ENSPCIP00000037263	ENSPCIG00000027468	Phascolarctos_cinereus
ENSVURP00010008341	ENSVURG00010006471	Vombatus_ursinus
ENSMEUP00000005068	ENSMEUG00000005546	Notamacropus_eugenii
ENSSHAP00000006425	ENSSHAG00000005594	Sarcophilus_harrisii
ENSMODP00000051229	ENSMODG00000004972	Monodelphis_domestica
ENSOANP00000031774	ENSOANG00000030622	Ornithorhynchus_anatinus
