FBpp0086103	FBgn0010409	Drosophila_melanogaster	FBtr0086947
E04A4.8.1	WBGene00004432	Caenorhabditis_elegans_strain_N2	E04A4.8.1
ENSBSLP00000003716	ENSBSLG00000002004	Betta_splendens
ENSPMGP00000020674	ENSPMGG00000016684	Periophthalmus_magnuspinnatus
ENSCHAP00000006717	ENSCHAG00000004152	Clupea_harengus
ENSORLP00020003018	ENSORLG00020003794	Oryzias_latipes_ASM223471v1
ENSORLP00000044256	ENSORLG00000024868	Oryzias_latipes_ASM223467v1
ENSORLP00015002355	ENSORLG00015003029	Oryzias_latipes_ASM223469v1
ENSOMEP00000019507	ENSOMEG00000021320	Oryzias_melastigma
ENSGWIP00000030077	ENSGWIG00000015657	Gouania_willdenowi
ENSAMXP00000037832	ENSAMXG00000034269	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSAMXP00005024779	ENSAMXG00005012575	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSPNAP00000024496	ENSPNAG00000001280	Pygocentrus_nattereri
ENSIPUP00000022430	ENSIPUG00000015193	Ictalurus_punctatus
ENSELUP00000031740	ENSELUG00000009374	Esox_lucius
ENSPKIP00000000188	ENSPKIG00000018947	Paramormyrops_kingsleyae
ENSPKIP00000015321	ENSPKIG00000002081	Paramormyrops_kingsleyae
ENSSFOP00015018046	ENSSFOG00015011612	Scleropages_formosus
ENSSFOP00015001290	ENSSFOG00015000912	Scleropages_formosus
ENSGMOP00000020309	ENSGMOG00000018907	Gadus_morhua
ENSMAMP00000030740	ENSMAMG00000020722	Mastacembelus_armatus
ENSCGOP00000040395	ENSCGOG00000018418	Cottoperca_gobio
ENSDCDP00000057150	ENSDCDG00000033439	Denticeps_clupeoides
ENSLOCP00000020392	ENSLOCG00000016509	Lepisosteus_oculatus	ENSLOCT00000020427
ENSECRP00000003826	ENSECRG00000002630	Erpetoichthys_calabaricus	ENSECRT00000003887
ENSXETP00000035732	ENSXETG00000013980	Xenopus_tropicalis
ENSLACP00000020757	ENSLACG00000018235	Latimeria_chalumnae
ENSGAGP00000029553	ENSGAGG00000021349	Gopherus_agassizii
ENSCABP00000018452	ENSCABG00000013651	Chelonoidis_abingdonii
ENSMVIP00005027110	ENSMVIG00005018891	Manacus_vitellinus
ENSMVIP00005001677	ENSMVIG00005001321	Manacus_vitellinus
ENSLCOP00000010289	ENSLCOG00000007469	Lepidothrix_coronata
ENSVURP00010007091	ENSVURG00010005493	Vombatus_ursinus
ENSVURP00010002374	ENSVURG00010001954	Vombatus_ursinus
ENSPCIP00000020807	ENSPCIG00000015824	Phascolarctos_cinereus
ENSODEP00000007962	ENSODEG00000005936	Octodon_degus
ENSODEP00000025447	ENSODEG00000018695	Octodon_degus
ENSODEP00000026753	ENSODEG00000020224	Octodon_degus
ENSCPOP00000018235	ENSCPOG00000021022	Cavia_porcellus
ENSCAPP00000016322	ENSCAPG00000016240	Cavia_aperea
ENSDORP00000022406	ENSDORG00000024213	Dipodomys_ordii
ENSCAFP00000037218	ENSCAFG00000012879	Canis_lupus_familiaris
ENSGAGP00000032662	ENSGAGG00000023349	Gopherus_agassizii
ENSCABP00000014913	ENSCABG00000011139	Chelonoidis_abingdonii
ENSCPBP00000001212	ENSCPBG00000000983	Chrysemys_picta_bellii
ENSPSIP00000008798	ENSPSIG00000008018	Pelodiscus_sinensis
ENSACAP00000003034	ENSACAG00000003125	Anolis_carolinensis
ENSPVIP00000005930	ENSPVIG00000004850	Pogona_vitticeps
ENSNSUP00000007189	ENSNSUG00000005673	Notechis_scutatus
ENSSMRP00000020695	ENSSMRG00000016097	Salvator_merianae
ENSHGLP00000003105	ENSHGLG00000002321	Heterocephalus_glaber_HetGla_female_1.0
ENSCPOP00000022940	ENSCPOG00000015205	Cavia_porcellus
ENSJJAP00000003915	ENSJJAG00000007815	Jaculus_jaculus
ENSFCAP00000052506	ENSFCAG00000046739	Felis_catus
ENSPPRP00000003808	ENSPPRG00000000126	Panthera_pardus
ENSCAFP00000022289	ENSCAFG00000015122	Canis_lupus_familiaris
ENSSSCP00000045882	ENSSSCG00000013889	Sus_scrofa_strain_reference
ENSPTIP00000023645	ENSPTIG00000020020	Panthera_tigris_altaica
ENSMPUP00000015677	ENSMPUG00000015786	Mustela_putorius_furo
ENSCHIP00000031172	ENSCHIG00000025646	Capra_hircus
ENSPVAP00000016396	ENSPVAG00000017378	Pteropus_vampyrus
ENSLAFP00000005616	ENSLAFG00000006690	Loxodonta_africana
ENSPPAP00000024189	ENSPPAG00000035235	Pan_paniscus
ENSP00000222247	ENSG00000105640	Homo_sapiens
ENSGGOP00000002822	ENSGGOG00000002870	Gorilla_gorilla
ENSANAP00000040601	ENSANAG00000037640	Aotus_nancymaae
ENSMICP00000034551	ENSMICG00000029204	Microcebus_murinus
ENSRROP00000002706	ENSRROG00000010826	Rhinopithecus_roxellana
ENSCCAP00000009411	ENSCCAG00000022396	Cebus_capucinus_imitator
ENSOGAP00000018697	ENSOGAG00000031828	Otolemur_garnettii
ENSPANP00000031474	ENSPANG00000033114	Papio_anubis
ENSPPYP00000010897	ENSPPYG00000009725	Pongo_abelii
ENSCJAP00000078809	ENSCJAG00000040183	Callithrix_jacchus
ENSPCOP00000025189	ENSPCOG00000024822	Propithecus_coquereli
ENSCSAP00000001778	ENSCSAG00000005467	Chlorocebus_sabaeus
ENSUPAP00010024025	ENSUPAG00010019065	Urocitellus_parryii
ENSSDAP00000010774	ENSSDAG00000009716	Spermophilus_dauricus
ENSFDAP00000006142	ENSFDAG00000014981	Fukomys_damarensis
ENSPTEP00000032417	ENSPTEG00000031158	Piliocolobus_tephrosceles
ENSCANP00000002960	ENSCANG00000010841	Colobus_angolensis_palliatus
ENSTGEP00000016583	ENSTGEG00000013409	Theropithecus_gelada
ENSMNEP00000029879	ENSMNEG00000038397	Macaca_nemestrina
ENSCATP00000012679	ENSCATG00000030485	Cercocebus_atys
ENSNLEP00000007140	ENSNLEG00000005889	Nomascus_leucogenys
ENSMLEP00000006892	ENSMLEG00000027362	Mandrillus_leucophaeus
ENSCATP00000000764	ENSCATG00000003729	Cercocebus_atys
ENSMFAP00000005424	ENSMFAG00000002387	Macaca_fascicularis
ENSMNEP00000009073	ENSMNEG00000028994	Macaca_nemestrina
ENSPANP00000046898	ENSPANG00000033235	Papio_anubis
ENSRBIP00000010001	ENSRBIG00000028856	Rhinopithecus_bieti
ENSRROP00000031299	ENSRROG00000039351	Rhinopithecus_roxellana
ENSCANP00000021125	ENSCANG00000033974	Colobus_angolensis_palliatus
ENSCANP00000008194	ENSCANG00000027018	Colobus_angolensis_palliatus
ENSMLEP00000008190	ENSMLEG00000028262	Mandrillus_leucophaeus
ENSTSYP00000025793	ENSTSYG00000034229	Carlito_syrichta
ENSDORP00000022091	ENSDORG00000012479	Dipodomys_ordii
ENSRBIP00000036055	ENSRBIG00000041650	Rhinopithecus_bieti
ENSRROP00000029274	ENSRROG00000038440	Rhinopithecus_roxellana
ENSPTEP00000041836	ENSPTEG00000038259	Piliocolobus_tephrosceles
ENSMLEP00000010413	ENSMLEG00000029399	Mandrillus_leucophaeus
ENSCATP00000007061	ENSCATG00000021418	Cercocebus_atys
ENSCSAP00000019126	ENSCSAG00000019630	Chlorocebus_sabaeus
ENSMNEP00000033309	ENSMNEG00000039917	Macaca_nemestrina
ENSMMUP00000000310	ENSMMUG00000000218	Macaca_mulatta
ENSMFAP00000035543	ENSMFAG00000036651	Macaca_fascicularis
ENSPPAP00000003847	ENSPPAG00000016213	Pan_paniscus
ENSCGRP00000026712	ENSCGRG00000019802	Cricetulus_griseus_CriGri_1.0
ENSCGRP00001001879	ENSCGRG00001001839	Cricetulus_griseus_CHOK1GS_HDv1
ENSSTOP00000028801	ENSSTOG00000007788	Ictidomys_tridecemlineatus
ENSPTRP00000018237	ENSPTRG00000010686	Pan_troglodytes
ENSRBIP00000029436	ENSRBIG00000038597	Rhinopithecus_bieti
ENSBIXP00000023537	ENSBIXG00000026020	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSBIXP00005033737	ENSBIXG00005014580	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSBTAP00000021033	ENSBTAG00000015831	Bos_taurus
ENSBMUP00000034417	ENSBMUG00000025608	Bos_mutus
ENSBBBP00000018188	ENSBBBG00000010950	Bison_bison_bison
ENSMLUP00000006114	ENSMLUG00000006701	Myotis_lucifugus
ENSANAP00000016198	ENSANAG00000025961	Aotus_nancymaae
ENSSBOP00000024869	ENSSBOG00000028881	Saimiri_boliviensis_boliviensis
ENSGGOP00000037588	ENSGGOG00000039445	Gorilla_gorilla
ENSCGRP00000025667	ENSCGRG00000018659	Cricetulus_griseus_CriGri_1.0
ENSCGRP00001002483	ENSCGRG00001002729	Cricetulus_griseus_CHOK1GS_HDv1
ENSCGRP00015033078	ENSCGRG00015024942	Cricetulus_griseus_CriGri-PICR
ENSCGRP00000025617	ENSCGRG00000018601	Cricetulus_griseus_CriGri_1.0
ENSCGRP00001015423	ENSCGRG00001016038	Cricetulus_griseus_CHOK1GS_HDv1
ENSCGRP00001015574	ENSCGRG00001016149	Cricetulus_griseus_CHOK1GS_HDv1
ENSCGRP00000026750	ENSCGRG00000019841	Cricetulus_griseus_CriGri_1.0
ENSCGRP00015000553	ENSCGRG00015000554	Cricetulus_griseus_CriGri-PICR
ENSCGRP00001026475	ENSCGRG00001023780	Cricetulus_griseus_CHOK1GS_HDv1
ENSCGRP00000000542	ENSCGRG00000000464	Cricetulus_griseus_CriGri_1.0
ENSMOCP00000008852	ENSMOCG00000008918	Microtus_ochrogaster
ENSMOCP00000000814	ENSMOCG00000000632	Microtus_ochrogaster
ENSRNOP00000025421	ENSRNOG00000018795	Rattus_norvegicus
ENSMUGP00000016880	ENSMUGG00000014430	Meriones_unguiculatus
ENSCGRP00001007006	ENSCGRG00001009476	Cricetulus_griseus_CHOK1GS_HDv1
ENSCGRP00015002443	ENSCGRG00015001960	Cricetulus_griseus_CriGri-PICR
ENSCGRP00000013876	ENSCGRG00000010055	Cricetulus_griseus_CriGri_1.0
ENSMUSP00000058368	ENSMUSG00000045128	Mus_musculus_strain_reference_(CL57BL6)
MGP_SPRETEiJ_P0088354	MGP_SPRETEiJ_G0032292	Mus_spretus_strain_SPRET/EiJ
MGP_CAROLIEiJ_P0084850	MGP_CAROLIEiJ_G0031173	Mus_caroli_strain_CAROLI_EIJ
MGP_PahariEiJ_P0047726	MGP_PahariEiJ_G0021639	Mus_pahari_strain_PAHARI_EIJ
ENSPEMP00000014165	ENSPEMG00000014060	Peromyscus_maniculatus_bairdii
ENSNGAP00000026441	ENSNGAG00000024087	Nannospalax_galili
ENSCLAP00000003090	ENSCLAG00000002210	Chinchilla_lanigera
ENSHGLP00100021623	ENSHGLG00100015912	Heterocephalus_glaber_HetGla_1.0
ENSUAMP00000027443	ENSUAMG00000021240	Ursus_americanus
ENSUMAP00000024079	ENSUMAG00000017530	Ursus_maritimus
ENSCAFP00020025932	ENSCAFG00020020393	Canis_lupus_dingo
ENSBTAP00000058202	ENSBTAG00000040210	Bos_taurus
ENSBMUP00000023622	ENSBMUG00000017712	Bos_mutus
ENSCGRP00001024859	ENSCGRG00001022650	Cricetulus_griseus_CHOK1GS_HDv1
ENSCGRP00015007921	ENSCGRG00015006189	Cricetulus_griseus_CriGri-PICR
ENSCGRP00000025637	ENSCGRG00000018625	Cricetulus_griseus_CriGri_1.0
ENSCATP00000019504	ENSCATG00000033551	Cercocebus_atys
ENSVVUP00000031139	ENSVVUG00000022698	Vulpes_vulpes
ENSVVUP00000037869	ENSVVUG00000027068	Vulpes_vulpes
ENSTGEP00000027516	ENSTGEG00000022226	Theropithecus_gelada
ENSMFAP00000037324	ENSMFAG00000037910	Macaca_fascicularis
ENSPANP00000027740	ENSPANG00000019946	Papio_anubis
ENSRROP00000034467	ENSRROG00000040784	Rhinopithecus_roxellana
ENSRBIP00000010183	ENSRBIG00000028921	Rhinopithecus_bieti
ENSCANP00000005125	ENSCANG00000017502	Colobus_angolensis_palliatus
ENSGGOP00000000066	ENSGGOG00000000067	Gorilla_gorilla
ENSMLEP00000011511	ENSMLEG00000029919	Mandrillus_leucophaeus
ENSCATP00000011100	ENSCATG00000029780	Cercocebus_atys
ENSMFAP00000044424	ENSMFAG00000039563	Macaca_fascicularis
ENSCANP00000024589	ENSCANG00000035701	Colobus_angolensis_palliatus
ENSNLEP00000033895	ENSNLEG00000033949	Nomascus_leucogenys
ENSCJAP00000072082	ENSCJAG00000055523	Callithrix_jacchus
ENSCJAP00000060206	ENSCJAG00000046681	Callithrix_jacchus
ENSGGOP00000042548	ENSGGOG00000043274	Gorilla_gorilla
ENSPTRP00000091794	ENSPTRG00000051264	Pan_troglodytes
ENSMNEP00000035619	ENSMNEG00000040974	Macaca_nemestrina
ENSPANP00000020982	ENSPANG00000035951	Papio_anubis
ENSPEMP00000030802	ENSPEMG00000028298	Peromyscus_maniculatus_bairdii
ENSPEMP00000032804	ENSPEMG00000030200	Peromyscus_maniculatus_bairdii
ENSCGRP00015002809	ENSCGRG00015002273	Cricetulus_griseus_CriGri-PICR
ENSMSIP00000021625	ENSMSIG00000018360	Mus_spicilegus
ENSBIXP00005030318	ENSBIXG00005010380	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSBIXP00000016721	ENSBIXG00000003916	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSCHIP00000028026	ENSCHIG00000023711	Capra_hircus
ENSECAP00000012978	ENSECAG00000015258	Equus_caballus
ENSVURP00010014882	ENSVURG00010011385	Vombatus_ursinus
ENSVURP00010000903	ENSVURG00010000793	Vombatus_ursinus
ENSPCIP00000012190	ENSPCIG00000009704	Phascolarctos_cinereus
ENSPCIP00000013264	ENSPCIG00000010462	Phascolarctos_cinereus
ENSPCIP00000022815	ENSPCIG00000017312	Phascolarctos_cinereus
ENSPCIP00000003086	ENSPCIG00000002528	Phascolarctos_cinereus
ENSPCIP00000053332	ENSPCIG00000032139	Phascolarctos_cinereus
ENSPCIP00000007019	ENSPCIG00000005974	Phascolarctos_cinereus
ENSVURP00010014703	ENSVURG00010011259	Vombatus_ursinus
ENSPTRP00000064789	ENSPTRG00000043668	Pan_troglodytes
ENSPTRP00000068350	ENSPTRG00000048716	Pan_troglodytes
ENSPPAP00000012456	ENSPPAG00000029417	Pan_paniscus
ENSGGOP00000051376	ENSGGOG00000039596	Gorilla_gorilla
ENSNLEP00000037950	ENSNLEG00000027939	Nomascus_leucogenys
ENSMMUP00000066274	ENSMMUG00000028844	Macaca_mulatta
ENSODEP00000017336	ENSODEG00000012777	Octodon_degus
ENSCAPP00000002980	ENSCAPG00000005863	Cavia_aperea
ENSMOCP00000003305	ENSMOCG00000002628	Microtus_ochrogaster
ENSOARP00000015513	ENSOARG00000014457	Ovis_aries
ENSCGRP00001017804	ENSCGRG00001017747	Cricetulus_griseus_CHOK1GS_HDv1
ENSCGRP00000004141	ENSCGRG00000003046	Cricetulus_griseus_CriGri_1.0
ENSODEP00000015511	ENSODEG00000011449	Octodon_degus
ENSSBOP00000023985	ENSSBOG00000028490	Saimiri_boliviensis_boliviensis
ENSTSYP00000019575	ENSTSYG00000028226	Carlito_syrichta
ENSUMAP00000013362	ENSUMAG00000009876	Ursus_maritimus
ENSUAMP00000023409	ENSUAMG00000018348	Ursus_americanus
ENSAMEP00000011439	ENSAMEG00000010878	Ailuropoda_melanoleuca
ENSEASP00005008245	ENSEASG00005005956	Equus_asinus_asinus
ENSTTRP00000008514	ENSTTRG00000008977	Tursiops_truncatus
ENSPPAP00000039410	ENSPPAG00000042413	Pan_paniscus
ENSPTRP00000081476	ENSPTRG00000045910	Pan_troglodytes
ENSPPAP00000039748	ENSPPAG00000042559	Pan_paniscus
ENSMFAP00000038004	ENSMFAG00000040648	Macaca_fascicularis
ENSMMUP00000033178	ENSMMUG00000006283	Macaca_mulatta
ENSMNEP00000038551	ENSMNEG00000042268	Macaca_nemestrina
ENSPTEP00000010671	ENSPTEG00000012070	Piliocolobus_tephrosceles
ENSANAP00000017449	ENSANAG00000026599	Aotus_nancymaae
ENSCLAP00000015916	ENSCLAG00000010952	Chinchilla_lanigera
ENSODEP00000006010	ENSODEG00000004516	Octodon_degus
ENSCCNP00000022058	ENSCCNG00000021747	Castor_canadensis
ENSPANP00000025279	ENSPANG00000029508	Papio_anubis
ENSPTEP00000026332	ENSPTEG00000026422	Piliocolobus_tephrosceles
ENSSBOP00000033824	ENSSBOG00000033088	Saimiri_boliviensis_boliviensis
ENSTBEP00000009055	ENSTBEG00000010488	Tupaia_belangeri
ENSMOCP00000008179	ENSMOCG00000008118	Microtus_ochrogaster
ENSMSIP00000007608	ENSMSIG00000006794	Mus_spicilegus
ENSVURP00010010454	ENSVURG00010008077	Vombatus_ursinus
ENSMLEP00000003818	ENSMLEG00000016788	Mandrillus_leucophaeus
ENSTSYP00000019994	ENSTSYG00000032591	Carlito_syrichta
ENSODEP00000025635	ENSODEG00000018917	Octodon_degus
ENSOCUP00000020510	ENSOCUG00000024833	Oryctolagus_cuniculus
ENSRNOP00000059772	ENSRNOG00000042547	Rattus_norvegicus
ENSNGAP00000025910	ENSNGAG00000023710	Nannospalax_galili
ENSPTRP00000064277	ENSPTRG00000047041	Pan_troglodytes
ENSPTRP00000068500	ENSPTRG00000051172	Pan_troglodytes
ENSNLEP00000039494	ENSNLEG00000028689	Nomascus_leucogenys
ENSCANP00000035287	ENSCANG00000041326	Colobus_angolensis_palliatus
ENSPCIP00000036826	ENSPCIG00000027151	Phascolarctos_cinereus
ENSVURP00010019364	ENSVURG00010014755	Vombatus_ursinus
ENSMEUP00000002943	ENSMEUG00000003228	Notamacropus_eugenii
ENSMEUP00000000910	ENSMEUG00000000992	Notamacropus_eugenii
ENSMEUP00000006464	ENSMEUG00000007090	Notamacropus_eugenii
ENSMODP00000053762	ENSMODG00000037004	Monodelphis_domestica
ENSSHAP00000000457	ENSSHAG00000000406	Sarcophilus_harrisii
ENSGAGP00000022982	ENSGAGG00000016856	Gopherus_agassizii
ENSSBOP00000028781	ENSSBOG00000030750	Saimiri_boliviensis_boliviensis
ENSCCAP00000014922	ENSCCAG00000025266	Cebus_capucinus_imitator
ENSANAP00000012864	ENSANAG00000024363	Aotus_nancymaae
ENSMMMP00000000884	ENSMMMG00000000829	Marmota_marmota_marmota
ENSMOCP00000008619	ENSMOCG00000008643	Microtus_ochrogaster
ENSMMUP00000074122	ENSMMUG00000062026	Macaca_mulatta
ENSPANP00000018650	ENSPANG00000022336	Papio_anubis
ENSCAFP00020014669	ENSCAFG00020011844	Canis_lupus_dingo
ENSVVUP00000013965	ENSVVUG00000010203	Vulpes_vulpes
ENSNVIP00000022066	ENSNVIG00000017221	Neovison_vison
ENSPSMP00000036924	ENSPSMG00000025399	Prolemur_simus
ENSMSIP00000038535	ENSMSIG00000032086	Mus_spicilegus
ENSNLEP00000039154	ENSNLEG00000032169	Nomascus_leucogenys
ENSCJAP00000074092	ENSCJAG00000060464	Callithrix_jacchus
ENSFCAP00000044261	ENSFCAG00000042579	Felis_catus
ENSNVIP00000005307	ENSNVIG00000004243	Neovison_vison
ENSBBBP00000005599	ENSBBBG00000014278	Bison_bison_bison
ENSBMUP00000011543	ENSBMUG00000008866	Bos_mutus
ENSBTAP00000048299	ENSBTAG00000009783	Bos_taurus
ENSMAUP00000007148	ENSMAUG00000008889	Mesocricetus_auratus
ENSPMJP00000016674	ENSPMJG00000012589	Parus_major
ENSCCEP00000004603	ENSCCEG00000005054	Cyanistes_caeruleus
ENSMVIP00005009729	ENSMVIG00005007159	Manacus_vitellinus
ENSNMEP00000013464	ENSNMEG00000012275	Numida_meleagris
ENSAPLP00000007657	ENSAPLG00000008007	Anas_platyrhynchos_platyrhynchos
ENSMUNP00000001444	ENSMUNG00000001225	Melopsittacus_undulatus
ENSNPEP00000014163	ENSNPEG00000010584	Nothoprocta_perdicaria
ENSNSUP00000008866	ENSNSUG00000006813	Notechis_scutatus
ENSSPUP00000012710	ENSSPUG00000009753	Sphenodon_punctatus
ENSSBOP00000016205	ENSSBOG00000024802	Saimiri_boliviensis_boliviensis
ENSPPYP00000019738	ENSPPYG00000017609	Pongo_abelii
ENSMOCP00000021970	ENSMOCG00000019154	Microtus_ochrogaster
ENSCGRP00001010879	ENSCGRG00001012667	Cricetulus_griseus_CHOK1GS_HDv1
ENSCGRP00001020195	ENSCGRG00001019423	Cricetulus_griseus_CHOK1GS_HDv1
ENSODEP00000000913	ENSODEG00000000731	Octodon_degus
ENSFCAP00000027072	ENSFCAG00000033151	Felis_catus
ENSPPRP00000018990	ENSPPRG00000010474	Panthera_pardus
ENSEASP00005031402	ENSEASG00005021380	Equus_asinus_asinus
ENSCLAP00000014482	ENSCLAG00000009994	Chinchilla_lanigera
ENSMNEP00000033016	ENSMNEG00000039800	Macaca_nemestrina
ENSPANP00000013116	ENSPANG00000009609	Papio_anubis
ENSCATP00000042838	ENSCATG00000044005	Cercocebus_atys
ENSMLEP00000038580	ENSMLEG00000043347	Mandrillus_leucophaeus
ENSMNEP00000015169	ENSMNEG00000031718	Macaca_nemestrina
ENSCANP00000038905	ENSCANG00000043128	Colobus_angolensis_palliatus
ENSCANP00000031818	ENSCANG00000039575	Colobus_angolensis_palliatus
ENSPTRP00000078393	ENSPTRG00000047651	Pan_troglodytes
ENSNLEP00000041086	ENSNLEG00000028216	Nomascus_leucogenys
ENSPTRP00000068565	ENSPTRG00000048292	Pan_troglodytes
ENSPPAP00000005479	ENSPPAG00000022727	Pan_paniscus
ENSCCAP00000011633	ENSCCAG00000023569	Cebus_capucinus_imitator
ENSVVUP00000016146	ENSVVUG00000011872	Vulpes_vulpes
ENSCANP00000022001	ENSCANG00000034442	Colobus_angolensis_palliatus
ENSRBIP00000003113	ENSRBIG00000014824	Rhinopithecus_bieti
ENSPPRP00000004525	ENSPPRG00000000591	Panthera_pardus
ENSCHIP00000027507	ENSCHIG00000023409	Capra_hircus
ENSSSCP00000052367	ENSSSCG00000004770	Sus_scrofa_strain_reference
ENSGAGP00000003054	ENSGAGG00000002452	Gopherus_agassizii
ENSCPRP00005010750	ENSCPRG00005007683	Crocodylus_porosus
ENSSPAP00000005944	ENSSPAG00000004610	Stegastes_partitus
ENSHHUP00000026043	ENSHHUG00000016469	Hucho_hucho
ENSCPGP00000011819	ENSCPGG00000008437	Calidris_pygmaea
ENSCPUP00000006604	ENSCPUG00000004794	Calidris_pugnax
ENSTGUP00000006621	ENSTGUG00000006444	Taeniopygia_guttata
ENSLSDP00000022808	ENSLSDG00000016099	Lonchura_striata_domestica
ENSSCAP00000003224	ENSSCAG00000002732	Serinus_canaria
ENSZALP00000011566	ENSZALG00000009752	Zonotrichia_albicollis
ENSJHYP00000006474	ENSJHYG00000005216	Junco_hyemalis
ENSFALP00000010361	ENSFALG00000009932	Ficedula_albicollis
ENSMVIP00005006720	ENSMVIG00005005062	Manacus_vitellinus
ENSLCOP00000020591	ENSLCOG00000014570	Lepidothrix_coronata
ENSAOWP00000008479	ENSAOWG00000005829	Apteryx_owenii
ENSAHAP00000019701	ENSAHAG00000013911	Apteryx_haastii
ENSARWP00000004474	ENSARWG00000003261	Apteryx_rowi
ENSDNVP00000011875	ENSDNVG00000008388	Dromaius_novaehollandiae
ENSMGAP00000010573	ENSMGAG00000010195	Meleagris_gallopavo
ENSGALP00000015964	ENSGALG00000049865	Gallus_gallus
ENSABRP00000008402	ENSABRG00000007529	Anser_brachyrhynchus
ENSOANP00000014531	ENSOANG00000009129	Ornithorhynchus_anatinus
ENSMFAP00000024825	ENSMFAG00000043962	Macaca_fascicularis
ENSCMIP00000018278	ENSCMIG00000008605	Callorhinchus_milii
ENSEBUP00000006220	ENSEBUG00000004139	Eptatretus_burgeri
ENSPMAP00000003941	ENSPMAG00000003619	Petromyzon_marinus
ENSPMAP00000006729	ENSPMAG00000006077	Petromyzon_marinus
ENSCINP00000011693	ENSCING00000005643	Ciona_intestinalis
ENSCSAVP00000002931	ENSCSAVG00000001747	Ciona_savignyi
ENSSLDP00000000783	ENSSLDG00000000699	Seriola_lalandi_dorsalis
ENSPTEP00000013878	ENSPTEG00000015512	Piliocolobus_tephrosceles
YOR312C_mRNA	YOR312C	Saccharomyces_cerevisiae_strain_S288C
YMR242C_mRNA	YMR242C	Saccharomyces_cerevisiae_strain_S288C
