ENSCMIP00000011420	ENSCMIG00000005927	Callorhinchus_milii	ENSCMIT00000011701
ENSCMIP00000021412	ENSCMIG00000009762	Callorhinchus_milii	ENSCMIT00000021797
ENSCPUP00000018933	ENSCPUG00000013015	Calidris_pugnax
ENSBIXP00000038619	ENSBIXG00000006068	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSBIXP00005004304	ENSBIXG00005010288	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSBTAP00000003204	ENSBTAG00000002473	Bos_taurus
ENSBMUP00000034630	ENSBMUG00000025787	Bos_mutus
ENSBBBP00000024548	ENSBBBG00000005269	Bison_bison_bison
ENSCHIP00000027935	ENSCHIG00000023643	Capra_hircus
ENSOARP00000004048	ENSOARG00000003792	Ovis_aries
ENSUAMP00000007755	ENSUAMG00000006653	Ursus_americanus
ENSUMAP00000019965	ENSUMAG00000014616	Ursus_maritimus
ENSAMEP00000005229	ENSAMEG00000004937	Ailuropoda_melanoleuca
ENSNVIP00000022124	ENSNVIG00000017269	Neovison_vison
ENSMPUP00000007215	ENSMPUG00000007272	Mustela_putorius_furo
ENSCAFP00000027322	ENSCAFG00000018506	Canis_lupus_familiaris
ENSCAFP00020028306	ENSCAFG00020022186	Canis_lupus_dingo
ENSVVUP00000035035	ENSVVUG00000025211	Vulpes_vulpes
ENSPPRP00000018783	ENSPPRG00000010336	Panthera_pardus
ENSPTIP00000013336	ENSPTIG00000013109	Panthera_tigris_altaica
ENSFCAP00000014114	ENSFCAG00000015215	Felis_catus
ENSPVAP00000009090	ENSPVAG00000009644	Pteropus_vampyrus
ENSMLUP00000021089	ENSMLUG00000023180	Myotis_lucifugus
ENSECAP00000023127	ENSECAG00000018927	Equus_caballus
ENSEASP00005004930	ENSEASG00005003697	Equus_asinus_asinus
ENSMICP00000049314	ENSMICG00000002426	Microcebus_murinus
ENSDNOP00000025133	ENSDNOG00000036696	Dasypus_novemcinctus
ENSCHOP00000007767	ENSCHOG00000008780	Choloepus_hoffmanni
ENSCCNP00000005761	ENSCCNG00000006104	Castor_canadensis
ENSDORP00000006731	ENSDORG00000007178	Dipodomys_ordii
MGP_SPRETEiJ_P0045931	MGP_SPRETEiJ_G0022328	Mus_spretus_strain_SPRET/EiJ
ENSMUSP00000002360	ENSMUSG00000002289	Mus_musculus_strain_reference_(CL57BL6)
ENSMSIP00000010103	ENSMSIG00000008875	Mus_spicilegus
MGP_CAROLIEiJ_P0044026	MGP_CAROLIEiJ_G0021416	Mus_caroli_strain_CAROLI_EIJ
MGP_PahariEiJ_P0043581	MGP_PahariEiJ_G0020421	Mus_pahari_strain_PAHARI_EIJ
ENSRNOP00000010031	ENSRNOG00000007545	Rattus_norvegicus
ENSMUGP00000014010	ENSMUGG00000012128	Meriones_unguiculatus
ENSMOCP00000007332	ENSMOCG00000007122	Microtus_ochrogaster
ENSPEMP00000003656	ENSPEMG00000005356	Peromyscus_maniculatus_bairdii
ENSCGRP00000015825	ENSCGRG00000011479	Cricetulus_griseus_CriGri_1.0
ENSCGRP00015033680	ENSCGRG00015025408	Cricetulus_griseus_CriGri-PICR
ENSCGRP00001010666	ENSCGRG00001012499	Cricetulus_griseus_CHOK1GS_HDv1
ENSMAUP00000015115	ENSMAUG00000014673	Mesocricetus_auratus
ENSNGAP00000013133	ENSNGAG00000014801	Nannospalax_galili
ENSJJAP00000016023	ENSJJAG00000018006	Jaculus_jaculus
ENSSTOP00000007221	ENSSTOG00000008075	Ictidomys_tridecemlineatus
ENSMMMP00000024609	ENSMMMG00000021540	Marmota_marmota_marmota
ENSUPAP00010005401	ENSUPAG00010004365	Urocitellus_parryii
ENSSDAP00000022584	ENSSDAG00000020523	Spermophilus_dauricus
ENSCLAP00000004780	ENSCLAG00000003396	Chinchilla_lanigera
ENSCPOP00000007236	ENSCPOG00000008042	Cavia_porcellus
ENSODEP00000016133	ENSODEG00000011879	Octodon_degus
ENSHGLP00000020640	ENSHGLG00000014763	Heterocephalus_glaber_HetGla_female_1.0
ENSHGLP00100002660	ENSHGLG00100002078	Heterocephalus_glaber_HetGla_1.0
ENSFDAP00000001587	ENSFDAG00000011519	Fukomys_damarensis
ENSOCUP00000014268	ENSOCUG00000016603	Oryctolagus_cuniculus
ENSOPRP00000002972	ENSOPRG00000003233	Ochotona_princeps
ENSPTRP00000017730	ENSPTRG00000010420	Pan_troglodytes
ENSPPAP00000023159	ENSPPAG00000034759	Pan_paniscus
ENSP00000301455	ENSG00000167772	Homo_sapiens
ENSGGOP00000014150	ENSGGOG00000014506	Gorilla_gorilla
ENSPPYP00000010661	ENSPPYG00000009503	Pongo_abelii
ENSNLEP00000002059	ENSNLEG00000001646	Nomascus_leucogenys
ENSTGEP00000027725	ENSTGEG00000022360	Theropithecus_gelada
ENSPANP00000007862	ENSPANG00000024228	Papio_anubis
ENSMLEP00000013074	ENSMLEG00000030718	Mandrillus_leucophaeus
ENSCATP00000035390	ENSCATG00000040565	Cercocebus_atys
ENSMMUP00000069100	ENSMMUG00000000698	Macaca_mulatta
ENSMNEP00000031228	ENSMNEG00000039040	Macaca_nemestrina
ENSMFAP00000034029	ENSMFAG00000003517	Macaca_fascicularis
ENSCSAP00000004290	ENSCSAG00000008029	Chlorocebus_sabaeus
ENSRROP00000010371	ENSRROG00000029593	Rhinopithecus_roxellana
ENSRBIP00000035902	ENSRBIG00000041585	Rhinopithecus_bieti
ENSPTEP00000032505	ENSPTEG00000031228	Piliocolobus_tephrosceles
ENSSBOP00000040613	ENSSBOG00000036274	Saimiri_boliviensis_boliviensis
ENSCJAP00000074361	ENSCJAG00000010768	Callithrix_jacchus
ENSCCAP00000014448	ENSCCAG00000025028	Cebus_capucinus_imitator
ENSANAP00000032240	ENSANAG00000033820	Aotus_nancymaae
ENSTSYP00000023930	ENSTSYG00000037030	Carlito_syrichta
ENSPSMP00000026475	ENSPSMG00000018593	Prolemur_simus
ENSPCOP00000010567	ENSPCOG00000016753	Propithecus_coquereli
ENSOGAP00000002880	ENSOGAG00000003225	Otolemur_garnettii
ENSLAFP00000004838	ENSLAFG00000005770	Loxodonta_africana
ENSPCAP00000001665	ENSPCAG00000001799	Procavia_capensis
ENSETEP00000002543	ENSETEG00000003102	Echinops_telfairi
ENSOANP00000023325	ENSOANG00000014809	Ornithorhynchus_anatinus
ENSXETP00000037595	ENSXETG00000012889	Xenopus_tropicalis
ENSLACP00000019347	ENSLACG00000017018	Latimeria_chalumnae
ENSCHAP00000036457	ENSCHAG00000017237	Clupea_harengus
ENSDCDP00000008823	ENSDCDG00000004453	Denticeps_clupeoides
ENSAMXP00000027855	ENSAMXG00000035466	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSAMXP00005018831	ENSAMXG00005009775	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSPNAP00000021294	ENSPNAG00000028350	Pygocentrus_nattereri
ENSIPUP00000024246	ENSIPUG00000016382	Ictalurus_punctatus
ENSEEEP00000036906	ENSEEEG00000017528	Electrophorus_electricus
ENSDARP00000122994	ENSDARG00000035859	Danio_rerio
ENSHHUP00000010882	ENSHHUG00000006656	Hucho_hucho
ENSHHUP00000045828	ENSHHUG00000027957	Hucho_hucho
ENSELUP00000039888	ENSELUG00000001526	Esox_lucius
ENSTRUP00000023243	ENSTRUG00000009245	Takifugu_rubripes
ENSTNIP00000013998	ENSTNIG00000011062	Tetraodon_nigroviridis
ENSMMOP00000008050	ENSMMOG00000006247	Mola_mola
ENSGACP00000020525	ENSGACG00000015561	Gasterosteus_aculeatus
ENSBSLP00000056663	ENSBSLG00000026413	Betta_splendens
ENSAPEP00000022213	ENSAPEG00000015840	Amphiprion_percula
ENSAOCP00000029038	ENSAOCG00000019076	Amphiprion_ocellaris
ENSAPOP00000029347	ENSAPOG00000015168	Acanthochromis_polyacanthus
ENSSPAP00000000024	ENSSPAG00000000026	Stegastes_partitus
ENSPRNP00000047185	ENSPRNG00000022710	Parambassis_ranga
ENSACLP00000011776	ENSACLG00000008059	Astatotilapia_calliptera
ENSHBUP00000009800	ENSHBUG00000011327	Haplochromis_burtoni
ENSPNYP00000004082	ENSPNYG00000003184	Pundamilia_nyererei
ENSMZEP00005005136	ENSMZEG00005003990	Maylandia_zebra
ENSNBRP00000001795	ENSNBRG00000001450	Neolamprologus_brichardi
ENSONIP00000013200	ENSONIG00000010501	Oreochromis_niloticus
ENSACIP00000026552	ENSACIG00000020557	Amphilophus_citrinellus
ENSXCOP00000009396	ENSXCOG00000007155	Xiphophorus_couchianus
ENSXMAP00000013969	ENSXMAG00000013934	Xiphophorus_maculatus
ENSGAFP00000019144	ENSGAFG00000012929	Gambusia_affinis
ENSPFOP00000002556	ENSPFOG00000002669	Poecilia_formosa
ENSPLAP00000006867	ENSPLAG00000009084	Poecilia_latipinna
ENSPMEP00000022333	ENSPMEG00000003181	Poecilia_mexicana
ENSPREP00000012938	ENSPREG00000008790	Poecilia_reticulata
ENSFHEP00000004946	ENSFHEG00000005863	Fundulus_heteroclitus
ENSCVAP00000010510	ENSCVAG00000012650	Cyprinodon_variegatus
ENSKMAP00000021234	ENSKMAG00000015776	Kryptolebias_marmoratus
ENSORLP00020021059	ENSORLG00020022107	Oryzias_latipes_ASM223471v1
ENSORLP00015004948	ENSORLG00015005711	Oryzias_latipes_ASM223469v1
ENSORLP00000006679	ENSORLG00000005296	Oryzias_latipes_ASM223467v1
ENSOMEP00000031981	ENSOMEG00000017136	Oryzias_melastigma
ENSGWIP00000023276	ENSGWIG00000012429	Gouania_willdenowi
ENSLCAP00010047993	ENSLCAG00010022291	Lates_calcarifer
ENSSMAP00000009213	ENSSMAG00000005677	Scophthalmus_maximus
ENSSDUP00000017416	ENSSDUG00000012737	Seriola_dumerili
ENSSLDP00000027451	ENSSLDG00000021304	Seriola_lalandi_dorsalis
ENSCSEP00000018266	ENSCSEG00000011727	Cynoglossus_semilaevis
ENSLBEP00000017586	ENSLBEG00000013562	Labrus_bergylta
ENSCGOP00000044402	ENSCGOG00000019948	Cottoperca_gobio
ENSLCRP00005064848	ENSLCRG00005023693	Larimichthys_crocea
ENSMAMP00000008580	ENSMAMG00000005817	Mastacembelus_armatus
ENSMALP00000000982	ENSMALG00000000765	Monopterus_albus
ENSATEP00000026338	ENSATEG00000018257	Anabas_testudineus
ENSHCOP00000020083	ENSHCOG00000005874	Hippocampus_comes
ENSPMGP00000021592	ENSPMGG00000017472	Periophthalmus_magnuspinnatus
ENSGMOP00000010991	ENSGMOG00000010268	Gadus_morhua
ENSELUP00000032339	ENSELUG00000010227	Esox_lucius
ENSHHUP00000065893	ENSHHUG00000038878	Hucho_hucho
ENSBSLP00000018703	ENSBSLG00000009723	Betta_splendens
ENSCSEP00000028330	ENSCSEG00000018112	Cynoglossus_semilaevis
ENSTRUP00000018647	ENSTRUG00000007525	Takifugu_rubripes
ENSTNIP00000013099	ENSTNIG00000010200	Tetraodon_nigroviridis
ENSGWIP00000000334	ENSGWIG00000000218	Gouania_willdenowi
ENSONIP00000015982	ENSONIG00000012697	Oreochromis_niloticus
ENSLBEP00000000507	ENSLBEG00000000358	Labrus_bergylta
ENSMMOP00000009845	ENSMMOG00000007626	Mola_mola
ENSCGOP00000037392	ENSCGOG00000017227	Cottoperca_gobio
ENSGACP00000010875	ENSGACG00000008217	Gasterosteus_aculeatus
ENSSMAP00000034385	ENSSMAG00000021038	Scophthalmus_maximus
ENSMALP00000026653	ENSMALG00000018505	Monopterus_albus
ENSATEP00000023298	ENSATEG00000016144	Anabas_testudineus
ENSPFOP00000001441	ENSPFOG00000001468	Poecilia_formosa
ENSPLAP00000012721	ENSPLAG00000016099	Poecilia_latipinna
ENSPMEP00000029996	ENSPMEG00000016110	Poecilia_mexicana
ENSPREP00000016396	ENSPREG00000011092	Poecilia_reticulata
ENSXCOP00000006767	ENSXCOG00000005236	Xiphophorus_couchianus
ENSXMAP00000002571	ENSXMAG00000002569	Xiphophorus_maculatus
ENSGAFP00000006793	ENSGAFG00000004635	Gambusia_affinis
ENSCVAP00000015835	ENSCVAG00000018693	Cyprinodon_variegatus
ENSKMAP00000007334	ENSKMAG00000005527	Kryptolebias_marmoratus
ENSPRNP00000035021	ENSPRNG00000017577	Parambassis_ranga
ENSLCRP00005054663	ENSLCRG00005020411	Larimichthys_crocea
ENSMAMP00000008690	ENSMAMG00000005887	Mastacembelus_armatus
ENSSDUP00000011977	ENSSDUG00000008717	Seriola_dumerili
ENSSLDP00000033099	ENSSLDG00000025347	Seriola_lalandi_dorsalis
ENSLCAP00010020074	ENSLCAG00010009489	Lates_calcarifer
ENSAPEP00000007457	ENSAPEG00000005393	Amphiprion_percula
ENSAOCP00000029734	ENSAOCG00000020250	Amphiprion_ocellaris
ENSSPAP00000003031	ENSSPAG00000002327	Stegastes_partitus
ENSHCOP00000006742	ENSHCOG00000008623	Hippocampus_comes
ENSPMGP00000025444	ENSPMGG00000020528	Periophthalmus_magnuspinnatus
ENSGMOP00000001166	ENSGMOG00000001102	Gadus_morhua
ENSDCDP00000038829	ENSDCDG00000025947	Denticeps_clupeoides
ENSSFOP00015031553	ENSSFOG00015020225	Scleropages_formosus
ENSPKIP00000024926	ENSPKIG00000007986	Paramormyrops_kingsleyae
ENSLOCP00000003093	ENSLOCG00000002629	Lepisosteus_oculatus
ENSECRP00000032884	ENSECRG00000022272	Erpetoichthys_calabaricus
ENSEBUP00000001368	ENSEBUG00000001161	Eptatretus_burgeri
