ENSDCDP00000020488	ENSDCDG00000016296	Denticeps_clupeoides
ENSBIXP00005033300	ENSBIXG00005014071	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSBIXP00000020154	ENSBIXG00000023510	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSBTAP00000024549	ENSBTAG00000018445	Bos_taurus
ENSTTRP00000000623	ENSTTRG00000000663	Tursiops_truncatus
ENSSSCP00000058512	ENSSSCG00000005400	Sus_scrofa_strain_reference
ENSVPAP00000002079	ENSVPAG00000002247	Vicugna_pacos
ENSECAP00000010547	ENSECAG00000012616	Equus_caballus
ENSEASP00005033446	ENSEASG00005022909	Equus_asinus_asinus
ENSUAMP00000027101	ENSUAMG00000020924	Ursus_americanus
ENSUMAP00000017744	ENSUMAG00000013028	Ursus_maritimus
ENSAMEP00000000589	ENSAMEG00000000557	Ailuropoda_melanoleuca
ENSNVIP00000018354	ENSNVIG00000014374	Neovison_vison
ENSMPUP00000006905	ENSMPUG00000006960	Mustela_putorius_furo
ENSCAFP00020025315	ENSCAFG00020019921	Canis_lupus_dingo
ENSCAFP00000003807	ENSCAFG00000002617	Canis_lupus_familiaris
ENSVVUP00000026185	ENSVVUG00000019237	Vulpes_vulpes
ENSPPRP00000009318	ENSPPRG00000003804	Panthera_pardus
ENSPTIP00000002740	ENSPTIG00000005680	Panthera_tigris_altaica
ENSFCAP00000015521	ENSFCAG00000018633	Felis_catus
ENSPVAP00000000899	ENSPVAG00000000948	Pteropus_vampyrus
ENSMLUP00000005520	ENSMLUG00000006044	Myotis_lucifugus
ENSSARP00000010878	ENSSARG00000012050	Sorex_araneus
ENSEEUP00000005789	ENSEEUG00000006339	Erinaceus_europaeus
ENSPTRP00000039833	ENSPTRG00000023608	Pan_troglodytes
ENSPPAP00000006747	ENSPPAG00000025611	Pan_paniscus
ENSP00000355155	ENSG00000198785	Homo_sapiens
ENSGGOP00000009253	ENSGGOG00000009473	Gorilla_gorilla
ENSPPYP00000021802	ENSPPYG00000019456	Pongo_abelii
ENSNLEP00000020832	ENSNLEG00000017141	Nomascus_leucogenys
ENSMLEP00000018894	ENSMLEG00000033645	Mandrillus_leucophaeus
ENSCATP00000035746	ENSCATG00000040722	Cercocebus_atys
ENSPANP00000019025	ENSPANG00000025672	Papio_anubis
ENSTGEP00000001813	ENSTGEG00000001660	Theropithecus_gelada
ENSMFAP00000026858	ENSMFAG00000044847	Macaca_fascicularis
ENSMMUP00000021930	ENSMMUG00000016675	Macaca_mulatta
ENSMNEP00000040357	ENSMNEG00000043071	Macaca_nemestrina
ENSCSAP00000007444	ENSCSAG00000011247	Chlorocebus_sabaeus
ENSRROP00000013404	ENSRROG00000030952	Rhinopithecus_roxellana
ENSRBIP00000020127	ENSRBIG00000034056	Rhinopithecus_bieti
ENSCANP00000008333	ENSCANG00000027395	Colobus_angolensis_palliatus
ENSPTEP00000037243	ENSPTEG00000034866	Piliocolobus_tephrosceles
ENSSBOP00000024540	ENSSBOG00000028761	Saimiri_boliviensis_boliviensis
ENSCJAP00000030334	ENSCJAG00000016471	Callithrix_jacchus
ENSCCAP00000006678	ENSCCAG00000021080	Cebus_capucinus_imitator
ENSANAP00000017956	ENSANAG00000026840	Aotus_nancymaae
ENSTSYP00000010090	ENSTSYG00000011006	Carlito_syrichta
ENSMICP00000026536	ENSMICG00000037515	Microcebus_murinus
ENSPCOP00000002772	ENSPCOG00000008500	Propithecus_coquereli
ENSPSMP00000019306	ENSPSMG00000013613	Prolemur_simus
ENSOGAP00000014158	ENSOGAG00000015807	Otolemur_garnettii
ENSTBEP00000003730	ENSTBEG00000004285	Tupaia_belangeri
ENSCCNP00000022077	ENSCCNG00000021771	Castor_canadensis
ENSDORP00000011253	ENSDORG00000011973	Dipodomys_ordii
ENSCGRP00015037058	ENSCGRG00015027799	Cricetulus_griseus_CriGri-PICR
ENSCGRP00000006252	ENSCGRG00000004576	Cricetulus_griseus_CriGri_1.0
ENSCGRP00001021992	ENSCGRG00001020666	Cricetulus_griseus_CHOK1GS_HDv1
ENSMAUP00000024394	ENSMAUG00000021268	Mesocricetus_auratus
ENSPEMP00000000440	ENSPEMG00000000322	Peromyscus_maniculatus_bairdii
ENSMOCP00000025600	ENSMOCG00000021661	Microtus_ochrogaster
ENSRNOP00000065993	ENSRNOG00000046581	Rattus_norvegicus
ENSRNOP00000007957	ENSRNOG00000005723	Rattus_norvegicus
ENSMUSP00000091381	ENSMUSG00000039579	Mus_musculus_strain_reference_(CL57BL6)
MGP_SPRETEiJ_P0064835	MGP_SPRETEiJ_G0026979	Mus_spretus_strain_SPRET/EiJ
MGP_CAROLIEiJ_P0062367	MGP_CAROLIEiJ_G0026016	Mus_caroli_strain_CAROLI_EIJ
ENSMSIP00000031970	ENSMSIG00000026757	Mus_spicilegus
MGP_PahariEiJ_P0077505	MGP_PahariEiJ_G0028352	Mus_pahari_strain_PAHARI_EIJ
ENSMUGP00000004661	ENSMUGG00000004294	Meriones_unguiculatus
ENSNGAP00000026580	ENSNGAG00000024185	Nannospalax_galili
ENSJJAP00000024470	ENSJJAG00000023914	Jaculus_jaculus
ENSCPOP00000006007	ENSCPOG00000006667	Cavia_porcellus
ENSCAPP00000001948	ENSCAPG00000004181	Cavia_aperea
ENSCLAP00000014469	ENSCLAG00000009983	Chinchilla_lanigera
ENSODEP00000005794	ENSODEG00000004363	Octodon_degus
ENSHGLP00000020031	ENSHGLG00000014346	Heterocephalus_glaber_HetGla_female_1.0
ENSHGLP00100002044	ENSHGLG00100001590	Heterocephalus_glaber_HetGla_1.0
ENSFDAP00000013488	ENSFDAG00000000159	Fukomys_damarensis
ENSSTOP00000002210	ENSSTOG00000002475	Ictidomys_tridecemlineatus
ENSUPAP00010018984	ENSUPAG00010015019	Urocitellus_parryii
ENSSDAP00000008908	ENSSDAG00000008104	Spermophilus_dauricus
ENSMMMP00000004498	ENSMMMG00000004037	Marmota_marmota_marmota
ENSOCUP00000023394	ENSOCUG00000016738	Oryctolagus_cuniculus
ENSOPRP00000014268	ENSOPRG00000015609	Ochotona_princeps
ENSLAFP00000009458	ENSLAFG00000011313	Loxodonta_africana
ENSPCAP00000002553	ENSPCAG00000002739	Procavia_capensis
ENSETEP00000002466	ENSETEG00000003005	Echinops_telfairi
ENSCHOP00000004255	ENSCHOG00000004802	Choloepus_hoffmanni
ENSDNOP00000007933	ENSDNOG00000010246	Dasypus_novemcinctus
ENSOANP00000020278	ENSOANG00000012817	Ornithorhynchus_anatinus
ENSXETP00000003450	ENSXETG00000004785	Xenopus_tropicalis
ENSLACP00000013020	ENSLACG00000011471	Latimeria_chalumnae
ENSCMIP00000044460	ENSCMIG00000018391	Callorhinchus_milii
ENSECRP00000013415	ENSECRG00000008936	Erpetoichthys_calabaricus
ENSLOCP00000003217	ENSLOCG00000002735	Lepisosteus_oculatus
ENSPMAP00000000777	ENSPMAG00000000712	Petromyzon_marinus
