ENSAHAP00000020839	ENSAHAG00000014648	Apteryx_haastii	ENSAHAT00000022988
ENSSPUP00000007334	ENSSPUG00000005635	Sphenodon_punctatus	ENSSPUT00000007815
ENSMUSP00000114624	ENSMUSG00000026049	Mus_musculus_strain_reference_(CL57BL6)	ENSMUST00000147571
ENSMSIP00000020354	ENSMSIG00000017260	Mus_spicilegus	ENSMSIT00000025693
MGP_SPRETEiJ_P0018435	MGP_SPRETEiJ_G0014903	Mus_spretus_strain_SPRET/EiJ	MGP_SPRETEiJ_T0018435
MGP_CAROLIEiJ_P0017428	MGP_CAROLIEiJ_G0014099	Mus_caroli_strain_CAROLI_EIJ	MGP_CAROLIEiJ_T0017428
ENSRNOP00000015600	ENSRNOG00000011658	Rattus_norvegicus	ENSRNOT00000015600
ENSCGRP00015038408	ENSCGRG00015028710	Cricetulus_griseus_CriGri-PICR
ENSRROP00000026493	ENSRROG00000036988	Rhinopithecus_roxellana
ENSRBIP00000016461	ENSRBIG00000032264	Rhinopithecus_bieti
ENSTGEP00000015867	ENSTGEG00000012812	Theropithecus_gelada
ENSPANP00000005792	ENSPANG00000015207	Papio_anubis
ENSCSAP00000013512	ENSCSAG00000017481	Chlorocebus_sabaeus
ENSPTEP00000037314	ENSPTEG00000034898	Piliocolobus_tephrosceles
ENSMMUP00000000467	ENSMMUG00000000345	Macaca_mulatta
ENSCANP00000006428	ENSCANG00000021380	Colobus_angolensis_palliatus
ENSMFAP00000038562	ENSMFAG00000038623	Macaca_fascicularis
ENSMNEP00000009350	ENSMNEG00000029119	Macaca_nemestrina
ENSMLEP00000026673	ENSMLEG00000037532	Mandrillus_leucophaeus
ENSCATP00000034467	ENSCATG00000040140	Cercocebus_atys
ENSPPAP00000020636	ENSPPAG00000033526	Pan_paniscus
ENSPTRP00000077535	ENSPTRG00000006014	Pan_troglodytes
ENSP00000365200	ENSG00000151287	Homo_sapiens
ENSGGOP00000008799	ENSGGOG00000009001	Gorilla_gorilla
ENSPPYP00000006250	ENSPPYG00000005482	Pongo_abelii
ENSNLEP00000009564	ENSNLEG00000007856	Nomascus_leucogenys
ENSTSYP00000011061	ENSTSYG00000012079	Carlito_syrichta
ENSPSMP00000022901	ENSPSMG00000016225	Prolemur_simus
ENSMICP00000027958	ENSMICG00000010242	Microcebus_murinus
ENSOGAP00000015778	ENSOGAG00000024652	Otolemur_garnettii
ENSOCUP00000002104	ENSOCUG00000002436	Oryctolagus_cuniculus
ENSOPRP00000004605	ENSOPRG00000005020	Ochotona_princeps
ENSECAP00000019331	ENSECAG00000021942	Equus_caballus
ENSEASP00005032425	ENSEASG00005022113	Equus_asinus_asinus
ENSUMAP00000031343	ENSUMAG00000022651	Ursus_maritimus
ENSUAMP00000023579	ENSUAMG00000018471	Ursus_americanus
ENSAMEP00000017426	ENSAMEG00000016503	Ailuropoda_melanoleuca
ENSCAFP00020027272	ENSCAFG00020021392	Canis_lupus_dingo
ENSCAFP00000008947	ENSCAFG00000005966	Canis_lupus_familiaris
ENSVVUP00000028604	ENSVVUG00000020929	Vulpes_vulpes
ENSNVIP00000024175	ENSNVIG00000018724	Neovison_vison
ENSMPUP00000011152	ENSMPUG00000011244	Mustela_putorius_furo
ENSPPRP00000001888	ENSPPRG00000023800	Panthera_pardus
ENSPTIP00000004530	ENSPTIG00000007002	Panthera_tigris_altaica
ENSFCAP00000003874	ENSFCAG00000004205	Felis_catus
ENSMLUP00000011615	ENSMLUG00000012769	Myotis_lucifugus
ENSOARP00000005536	ENSOARG00000005166	Ovis_aries
ENSCHIP00000021007	ENSCHIG00000019469	Capra_hircus
ENSBIXP00005041519	ENSBIXG00005024611	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSBIXP00000015833	ENSBIXG00000020212	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSBTAP00000035234	ENSBTAG00000025221	Bos_taurus
ENSBMUP00000035940	ENSBMUG00000026700	Bos_mutus
ENSBBBP00000024197	ENSBBBG00000019110	Bison_bison_bison
ENSSSCP00000058979	ENSSSCG00000009531	Sus_scrofa_strain_reference
ENSLAFP00000003239	ENSLAFG00000003869	Loxodonta_africana
ENSCHOP00000001921	ENSCHOG00000002172	Choloepus_hoffmanni
ENSDNOP00000020949	ENSDNOG00000046435	Dasypus_novemcinctus
ENSUPAP00010013147	ENSUPAG00010010637	Urocitellus_parryii
ENSSDAP00000009792	ENSSDAG00000008862	Spermophilus_dauricus
ENSMMMP00000023225	ENSMMMG00000020317	Marmota_marmota_marmota
ENSSTOP00000005595	ENSSTOG00000006265	Ictidomys_tridecemlineatus
ENSPCAP00000011472	ENSPCAG00000012328	Procavia_capensis
