ENSCHAP00000042287	ENSCHAG00000017811	Clupea_harengus
ENSPLAP00000013575	ENSPLAG00000017092	Poecilia_latipinna
ENSPREP00000025546	ENSPREG00000017204	Poecilia_reticulata
ENSPMEP00000004265	ENSPMEG00000005712	Poecilia_mexicana
ENSPLAP00000009646	ENSPLAG00000012445	Poecilia_latipinna
ENSPLAP00000009627	ENSPLAG00000012432	Poecilia_latipinna
ENSPMEP00000028431	ENSPMEG00000013516	Poecilia_mexicana
ENSPMEP00000011408	ENSPMEG00000013500	Poecilia_mexicana
ENSPFOP00000022355	ENSPFOG00000021932	Poecilia_formosa
ENSFHEP00000031621	ENSFHEG00000018186	Fundulus_heteroclitus
ENSCVAP00000002824	ENSCVAG00000004038	Cyprinodon_variegatus
ENSKMAP00000019340	ENSKMAG00000014366	Kryptolebias_marmoratus
ENSACLP00000011736	ENSACLG00000007999	Astatotilapia_calliptera
ENSMZEP00005021176	ENSMZEG00005015872	Maylandia_zebra
ENSPNYP00000004278	ENSPNYG00000002755	Pundamilia_nyererei
ENSHBUP00000022513	ENSHBUG00000002832	Haplochromis_burtoni
ENSNBRP00000013943	ENSNBRG00000010710	Neolamprologus_brichardi
ENSONIP00000008825	ENSONIG00000006998	Oreochromis_niloticus
ENSACIP00000017377	ENSACIG00000013497	Amphilophus_citrinellus
ENSHCOP00000005182	ENSHCOG00000006905	Hippocampus_comes
ENSGMOP00000003911	ENSGMOG00000003631	Gadus_morhua
ENSHHUP00000046856	ENSHHUG00000027147	Hucho_hucho
ENSHHUP00000065392	ENSHHUG00000038557	Hucho_hucho
ENSHHUP00000035820	ENSHHUG00000022474	Hucho_hucho
ENSELUP00000001394	ENSELUG00000002892	Esox_lucius
ENSPKIP00000038758	ENSPKIG00000016330	Paramormyrops_kingsleyae
ENSSFOP00015027854	ENSSFOG00015017794	Scleropages_formosus
ENSLOCP00000017462	ENSLOCG00000014170	Lepisosteus_oculatus
ENSECRP00000028735	ENSECRG00000019438	Erpetoichthys_calabaricus
ENSECRP00000031774	ENSECRG00000021508	Erpetoichthys_calabaricus
ENSCABP00000020780	ENSCABG00000015319	Chelonoidis_abingdonii
ENSOANP00000002862	ENSOANG00000001801	Ornithorhynchus_anatinus
ENSMSIP00000002798	ENSMSIG00000002628	Mus_spicilegus
MGP_SPRETEiJ_P0083758	MGP_SPRETEiJ_G0031011	Mus_spretus_strain_SPRET/EiJ
ENSMUSP00000128278	ENSMUSG00000030536	Mus_musculus_strain_reference_(CL57BL6)
MGP_CAROLIEiJ_P0080408	MGP_CAROLIEiJ_G0029909	Mus_caroli_strain_CAROLI_EIJ
MGP_PahariEiJ_P0017257	MGP_PahariEiJ_G0013131	Mus_pahari_strain_PAHARI_EIJ
ENSRNOP00000018021	ENSRNOG00000012002	Rattus_norvegicus
ENSMUGP00000030341	ENSMUGG00000025197	Meriones_unguiculatus
ENSCGRP00000001642	ENSCGRG00000001244	Cricetulus_griseus_CriGri_1.0
ENSCGRP00015004184	ENSCGRG00015003197	Cricetulus_griseus_CriGri-PICR
ENSCGRP00001018602	ENSCGRG00001018285	Cricetulus_griseus_CHOK1GS_HDv1
ENSMAUP00000006145	ENSMAUG00000008129	Mesocricetus_auratus
ENSMOCP00000008928	ENSMOCG00000008969	Microtus_ochrogaster
ENSPEMP00000020028	ENSPEMG00000018125	Peromyscus_maniculatus_bairdii
ENSPEMP00000034681	ENSPEMG00000028291	Peromyscus_maniculatus_bairdii
ENSNGAP00000010993	ENSNGAG00000013234	Nannospalax_galili
ENSJJAP00000024060	ENSJJAG00000023641	Jaculus_jaculus
ENSCLAP00000019175	ENSCLAG00000013145	Chinchilla_lanigera
ENSODEP00000021867	ENSODEG00000016078	Octodon_degus
ENSCPOP00000012599	ENSCPOG00000013983	Cavia_porcellus
ENSCAPP00000018655	ENSCAPG00000017992	Cavia_aperea
ENSHGLP00100004288	ENSHGLG00100003254	Heterocephalus_glaber_HetGla_1.0
ENSHGLP00000012038	ENSHGLG00000008621	Heterocephalus_glaber_HetGla_female_1.0
ENSFDAP00000007586	ENSFDAG00000016076	Fukomys_damarensis
ENSSDAP00000004363	ENSSDAG00000004031	Spermophilus_dauricus
ENSSTOP00000027481	ENSSTOG00000009204	Ictidomys_tridecemlineatus
ENSUPAP00010018764	ENSUPAG00010014828	Urocitellus_parryii
ENSMMMP00000021853	ENSMMMG00000019220	Marmota_marmota_marmota
ENSOPRP00000004109	ENSOPRG00000004423	Ochotona_princeps
ENSTSYP00000029627	ENSTSYG00000010955	Carlito_syrichta
ENSPTRP00000012743	ENSPTRG00000007455	Pan_troglodytes
ENSPPAP00000034092	ENSPPAG00000039618	Pan_paniscus
ENSP00000268182	ENSG00000140575	Homo_sapiens
ENSGGOP00000049323	ENSGGOG00000013280	Gorilla_gorilla
ENSPPYP00000007692	ENSPPYG00000006782	Pongo_abelii
ENSNLEP00000014664	ENSNLEG00000012014	Nomascus_leucogenys
ENSCATP00000041731	ENSCATG00000043497	Cercocebus_atys
ENSMLEP00000036334	ENSMLEG00000042087	Mandrillus_leucophaeus
ENSTGEP00000007945	ENSTGEG00000006513	Theropithecus_gelada
ENSPANP00000014465	ENSPANG00000011173	Papio_anubis
ENSMFAP00000025630	ENSMFAG00000044182	Macaca_fascicularis
ENSMNEP00000014257	ENSMNEG00000031062	Macaca_nemestrina
ENSMMUP00000015598	ENSMMUG00000011882	Macaca_mulatta
ENSCSAP00000013068	ENSCSAG00000017030	Chlorocebus_sabaeus
ENSPTEP00000031941	ENSPTEG00000030759	Piliocolobus_tephrosceles
ENSCANP00000020825	ENSCANG00000033517	Colobus_angolensis_palliatus
ENSRROP00000024971	ENSRROG00000036233	Rhinopithecus_roxellana
ENSRBIP00000001271	ENSRBIG00000005014	Rhinopithecus_bieti
ENSSBOP00000014130	ENSSBOG00000023549	Saimiri_boliviensis_boliviensis
ENSCCAP00000030929	ENSCCAG00000033110	Cebus_capucinus_imitator
ENSCJAP00000018367	ENSCJAG00000009910	Callithrix_jacchus
ENSANAP00000015311	ENSANAG00000025400	Aotus_nancymaae
ENSTBEP00000003239	ENSTBEG00000003674	Tupaia_belangeri
ENSPSMP00000017460	ENSPSMG00000012389	Prolemur_simus
ENSPCOP00000001970	ENSPCOG00000006034	Propithecus_coquereli
ENSMICP00000018664	ENSMICG00000006970	Microcebus_murinus
ENSOGAP00000005636	ENSOGAG00000006304	Otolemur_garnettii
ENSCCNP00000030566	ENSCCNG00000029241	Castor_canadensis
ENSDORP00000008267	ENSDORG00000008807	Dipodomys_ordii
ENSOCUP00000026340	ENSOCUG00000000146	Oryctolagus_cuniculus
ENSMLUP00000006514	ENSMLUG00000007106	Myotis_lucifugus
ENSMLUP00000022198	ENSMLUG00000029396	Myotis_lucifugus
ENSPVAP00000011273	ENSPVAG00000011958	Pteropus_vampyrus
ENSSARP00000013004	ENSSARG00000014376	Sorex_araneus
ENSEASP00005009678	ENSEASG00005006876	Equus_asinus_asinus
ENSECAP00000039842	ENSECAG00000023879	Equus_caballus
ENSBIXP00005036773	ENSBIXG00005018469	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSBIXP00000008211	ENSBIXG00000014117	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSBTAP00000017366	ENSBTAG00000013060	Bos_taurus
ENSBMUP00000009453	ENSBMUG00000007359	Bos_mutus
ENSBBBP00000015755	ENSBBBG00000023592	Bison_bison_bison
ENSCHIP00000006181	ENSCHIG00000010086	Capra_hircus
ENSOARP00000013997	ENSOARG00000013053	Ovis_aries
ENSTTRP00000004752	ENSTTRG00000005037	Tursiops_truncatus
ENSSSCP00000001984	ENSSSCG00000001814	Sus_scrofa_strain_reference
ENSVPAP00000000076	ENSVPAG00000000083	Vicugna_pacos
ENSUAMP00000029901	ENSUAMG00000021132	Ursus_americanus
ENSUMAP00000012995	ENSUMAG00000009355	Ursus_maritimus
ENSAMEP00000014734	ENSAMEG00000013896	Ailuropoda_melanoleuca
ENSMPUP00000015520	ENSMPUG00000015630	Mustela_putorius_furo
ENSNVIP00000020878	ENSNVIG00000016309	Neovison_vison
ENSCAFP00020020293	ENSCAFG00020016100	Canis_lupus_dingo
ENSCAFP00000018867	ENSCAFG00000012639	Canis_lupus_familiaris
ENSVVUP00000008325	ENSVVUG00000006256	Vulpes_vulpes
ENSPPRP00000001734	ENSPPRG00000023896	Panthera_pardus
ENSPTIP00000015013	ENSPTIG00000014210	Panthera_tigris_altaica
ENSFCAP00000034834	ENSFCAG00000006349	Felis_catus
ENSCHOP00000004818	ENSCHOG00000005430	Choloepus_hoffmanni
ENSDNOP00000003143	ENSDNOG00000004068	Dasypus_novemcinctus
ENSEEUP00000005994	ENSEEUG00000006453	Erinaceus_europaeus
ENSLAFP00000014052	ENSLAFG00000016736	Loxodonta_africana
ENSPCAP00000011428	ENSPCAG00000012045	Procavia_capensis
ENSETEP00000005338	ENSETEG00000006565	Echinops_telfairi
ENSVURP00010020437	ENSVURG00010015643	Vombatus_ursinus
ENSPCIP00000030470	ENSPCIG00000022670	Phascolarctos_cinereus
ENSMEUP00000008444	ENSMEUG00000009206	Notamacropus_eugenii
ENSSHAP00000009908	ENSSHAG00000008578	Sarcophilus_harrisii
ENSMODP00000040873	ENSMODG00000010739	Monodelphis_domestica
ENSOANP00000001050	ENSOANG00000000671	Ornithorhynchus_anatinus
ENSCPRP00005005721	ENSCPRG00005002454	Crocodylus_porosus
ENSCPRP00005006071	ENSCPRG00005004320	Crocodylus_porosus
ENSAOWP00000012520	ENSAOWG00000008563	Apteryx_owenii
ENSAHAP00000002921	ENSAHAG00000002351	Apteryx_haastii
ENSARWP00000025983	ENSARWG00000017640	Apteryx_rowi
ENSDNVP00000025591	ENSDNVG00000017789	Dromaius_novaehollandiae
ENSNPEP00000001140	ENSNPEG00000000857	Nothoprocta_perdicaria
ENSCPUP00000021536	ENSCPUG00000009850	Calidris_pugnax
ENSCPGP00000002532	ENSCPGG00000001872	Calidris_pygmaea
ENSMUNP00000011672	ENSMUNG00000009196	Melopsittacus_undulatus
ENSLCOP00000008046	ENSLCOG00000005909	Lepidothrix_coronata
ENSMVIP00005007913	ENSMVIG00005005935	Manacus_vitellinus
ENSPMJP00000015912	ENSPMJG00000012040	Parus_major
ENSCCEP00000003549	ENSCCEG00000003923	Cyanistes_caeruleus
ENSFALP00000011929	ENSFALG00000011432	Ficedula_albicollis
ENSSCAP00000020628	ENSSCAG00000014871	Serinus_canaria
ENSSCAP00000020637	ENSSCAG00000014879	Serinus_canaria
ENSJHYP00000002067	ENSJHYG00000001746	Junco_hyemalis
ENSZALP00000009543	ENSZALG00000008202	Zonotrichia_albicollis
ENSLSDP00000014269	ENSLSDG00000010296	Lonchura_striata_domestica
ENSTGUP00000010751	ENSTGUG00000010390	Taeniopygia_guttata
ENSABRP00000004409	ENSABRG00000004074	Anser_brachyrhynchus
ENSAPLP00000024232	ENSAPLG00000011175	Anas_platyrhynchos_platyrhynchos
ENSMGAP00000019607	ENSMGAG00000017275	Meleagris_gallopavo
ENSMGAP00000011286	ENSMGAG00000010793	Meleagris_gallopavo
ENSGALP00000052786	ENSGALG00000030162	Gallus_gallus
ENSCJPP00005000579	ENSCJPG00005000665	Coturnix_japonica
ENSNMEP00000013848	ENSNMEG00000009950	Numida_meleagris
ENSNMEP00000002774	ENSNMEG00000003399	Numida_meleagris
ENSGAGP00000000440	ENSGAGG00000000372	Gopherus_agassizii
ENSCABP00000007203	ENSCABG00000004587	Chelonoidis_abingdonii
ENSCPBP00000034578	ENSCPBG00000024124	Chrysemys_picta_bellii
ENSPSIP00000013686	ENSPSIG00000011873	Pelodiscus_sinensis
ENSSPUP00000017918	ENSSPUG00000013827	Sphenodon_punctatus
ENSPVIP00000034706	ENSPVIG00000025325	Pogona_vitticeps
ENSACAP00000003589	ENSACAG00000003240	Anolis_carolinensis
ENSNSUP00000028440	ENSNSUG00000020234	Notechis_scutatus
ENSSMRP00000025133	ENSSMRG00000019441	Salvator_merianae
ENSOANP00000031514	ENSOANG00000028813	Ornithorhynchus_anatinus
ENSXETP00000020646	ENSXETG00000015532	Xenopus_tropicalis
ENSEBUP00000021829	ENSEBUG00000013467	Eptatretus_burgeri
ENSCMIP00000022563	ENSCMIG00000010076	Callorhinchus_milii
ENSLACP00000003268	ENSLACG00000002923	Latimeria_chalumnae
ENSABRP00000007018	ENSABRG00000006462	Anser_brachyrhynchus
ENSAPLP00000007366	ENSAPLG00000007690	Anas_platyrhynchos_platyrhynchos
ENSGALP00000066173	ENSGALG00000049193	Gallus_gallus
ENSMUNP00000008693	ENSMUNG00000006687	Melopsittacus_undulatus
ENSLSDP00000023297	ENSLSDG00000016371	Lonchura_striata_domestica
ENSTGUP00000003713	ENSTGUG00000003501	Taeniopygia_guttata
ENSJHYP00000000063	ENSJHYG00000000079	Junco_hyemalis
ENSJHYP00000000046	ENSJHYG00000000055	Junco_hyemalis
ENSZALP00000000511	ENSZALG00000000092	Zonotrichia_albicollis
ENSSCAP00000020006	ENSSCAG00000013560	Serinus_canaria
ENSFALP00000002756	ENSFALG00000002642	Ficedula_albicollis
ENSPMJP00000012953	ENSPMJG00000009919	Parus_major
ENSCCEP00000012385	ENSCCEG00000009453	Cyanistes_caeruleus
ENSLCOP00000008382	ENSLCOG00000006146	Lepidothrix_coronata
ENSCPGP00000018737	ENSCPGG00000013068	Calidris_pygmaea
ENSCPGP00000016119	ENSCPGG00000011354	Calidris_pygmaea
ENSCPUP00000026819	ENSCPUG00000018053	Calidris_pugnax
ENSAHAP00000000817	ENSAHAG00000000675	Apteryx_haastii
ENSAOWP00000027760	ENSAOWG00000018669	Apteryx_owenii
ENSAHAP00000000825	ENSAHAG00000000692	Apteryx_haastii
ENSARWP00000017815	ENSARWG00000012242	Apteryx_rowi
ENSDNVP00000020119	ENSDNVG00000013757	Dromaius_novaehollandiae
ENSNPEP00000005110	ENSNPEG00000003830	Nothoprocta_perdicaria
ENSCPRP00005010999	ENSCPRG00005007853	Crocodylus_porosus
ENSNSUP00000002707	ENSNSUG00000002233	Notechis_scutatus
ENSNSUP00000002715	ENSNSUG00000002240	Notechis_scutatus
ENSPVIP00000022499	ENSPVIG00000016980	Pogona_vitticeps
ENSSMRP00000021689	ENSSMRG00000015869	Salvator_merianae
ENSSPUP00000003977	ENSSPUG00000002736	Sphenodon_punctatus
ENSGAGP00000029345	ENSGAGG00000020783	Gopherus_agassizii
ENSCABP00000024551	ENSCABG00000018011	Chelonoidis_abingdonii
ENSCPBP00000037212	ENSCPBG00000025794	Chrysemys_picta_bellii
ENSPSIP00000012062	ENSPSIG00000010888	Pelodiscus_sinensis
ENSGAFP00000003527	ENSGAFG00000002374	Gambusia_affinis
ENSXMAP00000021593	ENSXMAG00000021308	Xiphophorus_maculatus
ENSNMEP00000002975	ENSNMEG00000003553	Numida_meleagris
ENSLAFP00000002860	ENSLAFG00000003433	Loxodonta_africana
ENSPCAP00000006227	ENSPCAG00000006498	Procavia_capensis
ENSDNOP00000014250	ENSDNOG00000018353	Dasypus_novemcinctus
ENSCLAP00000006996	ENSCLAG00000004927	Chinchilla_lanigera
ENSODEP00000013636	ENSODEG00000010076	Octodon_degus
ENSCPOP00000024468	ENSCPOG00000005361	Cavia_porcellus
ENSCAPP00000008177	ENSCAPG00000009922	Cavia_aperea
ENSHGLP00000025801	ENSHGLG00000018362	Heterocephalus_glaber_HetGla_female_1.0
ENSHGLP00100014660	ENSHGLG00100010851	Heterocephalus_glaber_HetGla_1.0
ENSUPAP00010005587	ENSUPAG00010004467	Urocitellus_parryii
ENSSTOP00000014395	ENSSTOG00000016076	Ictidomys_tridecemlineatus
ENSSDAP00000025491	ENSSDAG00000023149	Spermophilus_dauricus
ENSMMMP00000015180	ENSMMMG00000013468	Marmota_marmota_marmota
ENSCCNP00000024553	ENSCCNG00000024011	Castor_canadensis
ENSDORP00000006186	ENSDORG00000006603	Dipodomys_ordii
MGP_SPRETEiJ_P0060679	MGP_SPRETEiJ_G0026096	Mus_spretus_strain_SPRET/EiJ
ENSMSIP00000002453	ENSMSIG00000002128	Mus_spicilegus
ENSMUSP00000071715	ENSMUSG00000028068	Mus_musculus_strain_reference_(CL57BL6)
MGP_CAROLIEiJ_P0058349	MGP_CAROLIEiJ_G0025155	Mus_caroli_strain_CAROLI_EIJ
MGP_PahariEiJ_P0069310	MGP_PahariEiJ_G0026598	Mus_pahari_strain_PAHARI_EIJ
ENSRNOP00000029108	ENSRNOG00000027894	Rattus_norvegicus
ENSMUGP00000011088	ENSMUGG00000009657	Meriones_unguiculatus
ENSCGRP00015034723	ENSCGRG00015026077	Cricetulus_griseus_CriGri-PICR
ENSCGRP00000011558	ENSCGRG00000008429	Cricetulus_griseus_CriGri_1.0
ENSCGRP00001022581	ENSCGRG00001021083	Cricetulus_griseus_CHOK1GS_HDv1
ENSMAUP00000006559	ENSMAUG00000008455	Mesocricetus_auratus
ENSMOCP00000024147	ENSMOCG00000020658	Microtus_ochrogaster
ENSPEMP00000017518	ENSPEMG00000016406	Peromyscus_maniculatus_bairdii
ENSNGAP00000021816	ENSNGAG00000020879	Nannospalax_galili
ENSJJAP00000000929	ENSJJAG00000000649	Jaculus_jaculus
ENSOCUP00000002952	ENSOCUG00000012177	Oryctolagus_cuniculus
ENSOPRP00000000503	ENSOPRG00000000521	Ochotona_princeps
ENSPPAP00000035498	ENSPPAG00000040557	Pan_paniscus
ENSPTRP00000051711	ENSPTRG00000001461	Pan_troglodytes
ENSP00000354451	ENSG00000183856	Homo_sapiens
ENSGGOP00000002517	ENSGGOG00000002548	Gorilla_gorilla
ENSPPYP00000000826	ENSPPYG00000000715	Pongo_abelii
ENSNLEP00000033404	ENSNLEG00000012625	Nomascus_leucogenys
ENSCATP00000001857	ENSCATG00000007614	Cercocebus_atys
ENSMLEP00000023559	ENSMLEG00000035891	Mandrillus_leucophaeus
ENSPANP00000007106	ENSPANG00000008352	Papio_anubis
ENSTGEP00000002017	ENSTGEG00000001781	Theropithecus_gelada
ENSMNEP00000042594	ENSMNEG00000043986	Macaca_nemestrina
ENSMMUP00000003526	ENSMMUG00000002621	Macaca_mulatta
ENSMFAP00000000836	ENSMFAG00000035349	Macaca_fascicularis
ENSCSAP00000015890	ENSCSAG00000002151	Chlorocebus_sabaeus
ENSPTEP00000011452	ENSPTEG00000012885	Piliocolobus_tephrosceles
ENSCANP00000013399	ENSCANG00000030056	Colobus_angolensis_palliatus
ENSRBIP00000024239	ENSRBIG00000036001	Rhinopithecus_bieti
ENSRROP00000043744	ENSRROG00000044886	Rhinopithecus_roxellana
ENSCCAP00000015459	ENSCCAG00000025509	Cebus_capucinus_imitator
ENSSBOP00000009261	ENSSBOG00000021499	Saimiri_boliviensis_boliviensis
ENSCJAP00000011019	ENSCJAG00000005862	Callithrix_jacchus
ENSANAP00000012445	ENSANAG00000024137	Aotus_nancymaae
ENSTSYP00000033909	ENSTSYG00000036776	Carlito_syrichta
ENSMICP00000007546	ENSMICG00000008266	Microcebus_murinus
ENSPSMP00000014961	ENSPSMG00000010691	Prolemur_simus
ENSPCOP00000030870	ENSPCOG00000028184	Propithecus_coquereli
ENSOGAP00000005989	ENSOGAG00000006690	Otolemur_garnettii
ENSTBEP00000014993	ENSTBEG00000017207	Tupaia_belangeri
ENSUAMP00000016878	ENSUAMG00000013391	Ursus_americanus
ENSUMAP00000024533	ENSUMAG00000017820	Ursus_maritimus
ENSAMEP00000015586	ENSAMEG00000014672	Ailuropoda_melanoleuca
ENSNVIP00000026989	ENSNVIG00000020810	Neovison_vison
ENSMPUP00000004182	ENSMPUG00000004216	Mustela_putorius_furo
ENSCAFP00020006678	ENSCAFG00020005293	Canis_lupus_dingo
ENSCAFP00000066484	ENSCAFG00000016616	Canis_lupus_familiaris
ENSVVUP00000007913	ENSVVUG00000005972	Vulpes_vulpes
ENSPPRP00000009812	ENSPPRG00000004143	Panthera_pardus
ENSPTIP00000013305	ENSPTIG00000013068	Panthera_tigris_altaica
ENSFCAP00000006085	ENSFCAG00000006549	Felis_catus
ENSPVAP00000007080	ENSPVAG00000007500	Pteropus_vampyrus
ENSEEUP00000000965	ENSEEUG00000001066	Erinaceus_europaeus
ENSSARP00000003262	ENSSARG00000003491	Sorex_araneus
ENSMLUP00000008661	ENSMLUG00000009473	Myotis_lucifugus
ENSCHIP00000032459	ENSCHIG00000026372	Capra_hircus
ENSOARP00000006441	ENSOARG00000006003	Ovis_aries
ENSBBBP00000007958	ENSBBBG00000007083	Bison_bison_bison
ENSBMUP00000020363	ENSBMUG00000015133	Bos_mutus
ENSBIXP00005033140	ENSBIXG00005013848	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSBIXP00000024272	ENSBIXG00000005564	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSBTAP00000043999	ENSBTAG00000006882	Bos_taurus
ENSTTRP00000001044	ENSTTRG00000001111	Tursiops_truncatus
ENSSSCP00000006900	ENSSSCG00000006475	Sus_scrofa_strain_reference
ENSECAP00000035402	ENSECAG00000020111	Equus_caballus
ENSEASP00005028089	ENSEASG00005018530	Equus_asinus_asinus
ENSETEP00000013926	ENSETEG00000017158	Echinops_telfairi
ENSFDAP00000003953	ENSFDAG00000006306	Fukomys_damarensis
ENSVURP00010018739	ENSVURG00010014258	Vombatus_ursinus
ENSPCIP00000032645	ENSPCIG00000024229	Phascolarctos_cinereus
ENSMEUP00000005873	ENSMEUG00000006408	Notamacropus_eugenii
ENSSHAP00000017890	ENSSHAG00000015187	Sarcophilus_harrisii
ENSMODP00000033667	ENSMODG00000016849	Monodelphis_domestica
ENSXETP00000041333	ENSXETG00000000850	Xenopus_tropicalis
ENSLACP00000008795	ENSLACG00000007771	Latimeria_chalumnae
ENSHHUP00000037775	ENSHHUG00000022927	Hucho_hucho
ENSELUP00000007647	ENSELUG00000008447	Esox_lucius
ENSPMGP00000012285	ENSPMGG00000010131	Periophthalmus_magnuspinnatus
ENSPMGP00000012288	ENSPMGG00000010136	Periophthalmus_magnuspinnatus
ENSTNIP00000008841	ENSTNIG00000006098	Tetraodon_nigroviridis
ENSTNIP00000004817	ENSTNIG00000002331	Tetraodon_nigroviridis
ENSTRUP00000011154	ENSTRUG00000004702	Takifugu_rubripes
ENSMMOP00000014765	ENSMMOG00000011288	Mola_mola
ENSLCRP00005046958	ENSLCRG00005017302	Larimichthys_crocea
ENSCGOP00000028079	ENSCGOG00000013121	Cottoperca_gobio
ENSGACP00000004075	ENSGACG00000003101	Gasterosteus_aculeatus
ENSAPEP00000017586	ENSAPEG00000012335	Amphiprion_percula
ENSAOCP00000018837	ENSAOCG00000024096	Amphiprion_ocellaris
ENSAPOP00000028628	ENSAPOG00000014180	Acanthochromis_polyacanthus
ENSSPAP00000013772	ENSSPAG00000010390	Stegastes_partitus
ENSNBRP00000011514	ENSNBRG00000008976	Neolamprologus_brichardi
ENSNBRP00000011488	ENSNBRG00000008879	Neolamprologus_brichardi
ENSMZEP00005013337	ENSMZEG00005010021	Maylandia_zebra
ENSMZEP00005013320	ENSMZEG00005010013	Maylandia_zebra
ENSMZEP00005013357	ENSMZEG00005010037	Maylandia_zebra
ENSHBUP00000027084	ENSHBUG00000010076	Haplochromis_burtoni
ENSHBUP00000027056	ENSHBUG00000010064	Haplochromis_burtoni
ENSHBUP00000027023	ENSHBUG00000010026	Haplochromis_burtoni
ENSPNYP00000018806	ENSPNYG00000014207	Pundamilia_nyererei
ENSPNYP00000018782	ENSPNYG00000014201	Pundamilia_nyererei
ENSPNYP00000018843	ENSPNYG00000014230	Pundamilia_nyererei
ENSACLP00000023849	ENSACLG00000016229	Astatotilapia_calliptera
ENSONIP00000001777	ENSONIG00000001410	Oreochromis_niloticus
ENSACIP00000028467	ENSACIG00000022016	Amphilophus_citrinellus
ENSFHEP00000025385	ENSFHEG00000007649	Fundulus_heteroclitus
ENSCVAP00000031993	ENSCVAG00000021736	Cyprinodon_variegatus
ENSGAFP00000018915	ENSGAFG00000012778	Gambusia_affinis
ENSGAFP00000018901	ENSGAFG00000012766	Gambusia_affinis
ENSXCOP00000027823	ENSXCOG00000020747	Xiphophorus_couchianus
ENSXCOP00000027830	ENSXCOG00000020750	Xiphophorus_couchianus
ENSXCOP00000027824	ENSXCOG00000020748	Xiphophorus_couchianus
ENSXMAP00000027242	ENSXMAG00000000334	Xiphophorus_maculatus
ENSPMEP00000011727	ENSPMEG00000013837	Poecilia_mexicana
ENSPMEP00000011675	ENSPMEG00000013804	Poecilia_mexicana
ENSPMEP00000028607	ENSPMEG00000000286	Poecilia_mexicana
ENSPLAP00000024591	ENSPLAG00000010913	Poecilia_latipinna
ENSPLAP00000008307	ENSPLAG00000010858	Poecilia_latipinna
ENSPLAP00000008335	ENSPLAG00000010901	Poecilia_latipinna
