ENSOCUP00000005676	ENSOCUG00000006563	Oryctolagus_cuniculus
ENSFCAP00000011124	ENSFCAG00000011989	Felis_catus
ENSECAP00000045184	ENSECAG00000009281	Equus_caballus
ENSEASP00005025887	ENSEASG00005017667	Equus_asinus_asinus
ENSBMUP00000026662	ENSBMUG00000020007	Bos_mutus
ENSEEUP00000010732	ENSEEUG00000011742	Erinaceus_europaeus
ENSSDAP00000017305	ENSSDAG00000015685	Spermophilus_dauricus
ENSNGAP00000004014	ENSNGAG00000005007	Nannospalax_galili
ENSPSMP00000023496	ENSPSMG00000016615	Prolemur_simus
ENSCHOP00000003336	ENSCHOG00000003774	Choloepus_hoffmanni
ENSDNOP00000033257	ENSDNOG00000049286	Dasypus_novemcinctus
ENSLAFP00000007507	ENSLAFG00000008944	Loxodonta_africana
ENSPCAP00000014131	ENSPCAG00000015092	Procavia_capensis
ENSETEP00000003247	ENSETEG00000003955	Echinops_telfairi
ENSAHAP00000027565	ENSAHAG00000019182	Apteryx_haastii
ENSAOWP00000013489	ENSAOWG00000009213	Apteryx_owenii
ENSARWP00000014522	ENSARWG00000010059	Apteryx_rowi
ENSDNVP00000011508	ENSDNVG00000008119	Dromaius_novaehollandiae
ENSNPEP00000006335	ENSNPEG00000004785	Nothoprocta_perdicaria
ENSABRP00000010682	ENSABRG00000009626	Anser_brachyrhynchus
ENSAPLP00000003938	ENSAPLG00000004361	Anas_platyrhynchos_platyrhynchos
ENSGALP00000048561	ENSGALG00000040266	Gallus_gallus
ENSCJPP00005006635	ENSCJPG00005006179	Coturnix_japonica
ENSMGAP00000012926	ENSMGAG00000012277	Meleagris_gallopavo
ENSNMEP00000000221	ENSNMEG00000000330	Numida_meleagris
ENSCPGP00000001511	ENSCPGG00000001162	Calidris_pygmaea
ENSCPUP00000005840	ENSCPUG00000004274	Calidris_pugnax
ENSMUNP00000011143	ENSMUNG00000008746	Melopsittacus_undulatus
ENSPMJP00000024560	ENSPMJG00000018041	Parus_major
ENSCCEP00000018213	ENSCCEG00000016744	Cyanistes_caeruleus
ENSFALP00000005320	ENSFALG00000005113	Ficedula_albicollis
ENSJHYP00000010138	ENSJHYG00000007961	Junco_hyemalis
ENSZALP00000018220	ENSZALG00000014621	Zonotrichia_albicollis
ENSSCAP00000021570	ENSSCAG00000015495	Serinus_canaria
ENSTGUP00000014682	ENSTGUG00000014304	Taeniopygia_guttata
ENSTGUP00000001895	ENSTGUG00000001834	Taeniopygia_guttata
ENSLSDP00000021626	ENSLSDG00000015285	Lonchura_striata_domestica
ENSLCOP00000016326	ENSLCOG00000011639	Lepidothrix_coronata
ENSMVIP00005014723	ENSMVIG00005010586	Manacus_vitellinus
ENSCPRP00005016244	ENSCPRG00005011346	Crocodylus_porosus
ENSGAGP00000028422	ENSGAGG00000020606	Gopherus_agassizii
ENSCABP00000000623	ENSCABG00000000545	Chelonoidis_abingdonii
ENSCPBP00000035802	ENSCPBG00000024898	Chrysemys_picta_bellii
ENSPSIP00000020145	ENSPSIG00000017804	Pelodiscus_sinensis
ENSACAP00000017297	ENSACAG00000017547	Anolis_carolinensis
ENSPVIP00000029910	ENSPVIG00000022040	Pogona_vitticeps
ENSNSUP00000005932	ENSNSUG00000004767	Notechis_scutatus
ENSSMRP00000024667	ENSSMRG00000019078	Salvator_merianae
ENSSPUP00000020282	ENSSPUG00000015554	Sphenodon_punctatus
ENSSFOP00015031529	ENSSFOG00015020210	Scleropages_formosus
ENSPKIP00000027947	ENSPKIG00000009769	Paramormyrops_kingsleyae
ENSSFOP00015029029	ENSSFOG00015018628	Scleropages_formosus
ENSCHAP00000014773	ENSCHAG00000007956	Clupea_harengus
ENSDCDP00000000932	ENSDCDG00000000548	Denticeps_clupeoides
ENSAMXP00005013740	ENSAMXG00005007362	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSAMXP00000002546	ENSAMXG00000002477	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSIPUP00000005345	ENSIPUG00000003729	Ictalurus_punctatus
ENSEEEP00000016280	ENSEEEG00000008052	Electrophorus_electricus
ENSDARP00000058991	ENSDARG00000052131	Danio_rerio
ENSHHUP00000037584	ENSHHUG00000023522	Hucho_hucho
ENSCGOP00000053004	ENSCGOG00000023295	Cottoperca_gobio
ENSPMEP00000001507	ENSPMEG00000002435	Poecilia_mexicana
ENSPLAP00000023772	ENSPLAG00000000673	Poecilia_latipinna
ENSPFOP00000019415	ENSPFOG00000019294	Poecilia_formosa
ENSXCOP00000019667	ENSXCOG00000014774	Xiphophorus_couchianus
ENSFHEP00000023853	ENSFHEG00000005106	Fundulus_heteroclitus
ENSCVAP00000006871	ENSCVAG00000008472	Cyprinodon_variegatus
ENSKMAP00000023767	ENSKMAG00000017607	Kryptolebias_marmoratus
ENSORLP00020023941	ENSORLG00020005086	Oryzias_latipes_ASM223471v1
ENSORLP00015004472	ENSORLG00015005250	Oryzias_latipes_ASM223469v1
ENSORLP00000030192	ENSORLG00000012490	Oryzias_latipes_ASM223467v1
ENSOMEP00000000348	ENSOMEG00000001241	Oryzias_melastigma
ENSPRNP00000035092	ENSPRNG00000017606	Parambassis_ranga
ENSACLP00000007443	ENSACLG00000005019	Astatotilapia_calliptera
ENSPNYP00000004497	ENSPNYG00000003454	Pundamilia_nyererei
ENSMZEP00005024926	ENSMZEG00005018607	Maylandia_zebra
ENSHBUP00000012932	ENSHBUG00000014660	Haplochromis_burtoni
ENSNBRP00000016574	ENSNBRG00000012786	Neolamprologus_brichardi
ENSACIP00000000441	ENSACIG00000000367	Amphilophus_citrinellus
ENSAOCP00000000748	ENSAOCG00000003640	Amphiprion_ocellaris
ENSAPEP00000015901	ENSAPEG00000011295	Amphiprion_percula
ENSSPAP00000011803	ENSSPAG00000008930	Stegastes_partitus
ENSGWIP00000051891	ENSGWIG00000025089	Gouania_willdenowi
ENSSMAP00000027949	ENSSMAG00000017105	Scophthalmus_maximus
ENSCGOP00000053009	ENSCGOG00000023297	Cottoperca_gobio
ENSLBEP00000014962	ENSLBEG00000011632	Labrus_bergylta
ENSSLDP00000032907	ENSSLDG00000025212	Seriola_lalandi_dorsalis
ENSSDUP00000014620	ENSSDUG00000010654	Seriola_dumerili
ENSMAMP00000016102	ENSMAMG00000010901	Mastacembelus_armatus
ENSMALP00000009021	ENSMALG00000006395	Monopterus_albus
ENSATEP00000000210	ENSATEG00000000138	Anabas_testudineus
ENSBSLP00000038975	ENSBSLG00000018803	Betta_splendens
ENSCSEP00000030598	ENSCSEG00000019592	Cynoglossus_semilaevis
ENSTRUP00000019089	ENSTRUG00000007692	Takifugu_rubripes
ENSTNIP00000016668	ENSTNIG00000013668	Tetraodon_nigroviridis
ENSMMOP00000005745	ENSMMOG00000004521	Mola_mola
ENSPLAP00000012962	ENSPLAG00000000698	Poecilia_latipinna
ENSGACP00000006391	ENSGACG00000004834	Gasterosteus_aculeatus
ENSHCOP00000018047	ENSHCOG00000002344	Hippocampus_comes
ENSPMGP00000025537	ENSPMGG00000020594	Periophthalmus_magnuspinnatus
ENSGMOP00000007163	ENSGMOG00000006713	Gadus_morhua
ENSHHUP00000047982	ENSHHUG00000029099	Hucho_hucho
ENSHHUP00000037611	ENSHHUG00000023530	Hucho_hucho
ENSELUP00000028578	ENSELUG00000005226	Esox_lucius
ENSLOCP00000014745	ENSLOCG00000011983	Lepisosteus_oculatus
ENSECRP00000004216	ENSECRG00000002867	Erpetoichthys_calabaricus
ENSSLDP00000015559	ENSSLDG00000012366	Seriola_lalandi_dorsalis
ENSLCRP00005003748	ENSLCRG00005001637	Larimichthys_crocea
ENSMAMP00000012962	ENSMAMG00000008771	Mastacembelus_armatus
ENSMZEP00005017098	ENSMZEG00005012836	Maylandia_zebra
ENSPNYP00000022358	ENSPNYG00000016860	Pundamilia_nyererei
ENSHBUP00000000089	ENSHBUG00000001219	Haplochromis_burtoni
ENSACLP00000033295	ENSACLG00000022539	Astatotilapia_calliptera
ENSNBRP00000027415	ENSNBRG00000020903	Neolamprologus_brichardi
ENSONIP00000005629	ENSONIG00000004472	Oreochromis_niloticus
ENSTNIP00000020986	ENSTNIG00000017828	Tetraodon_nigroviridis
ENSTRUP00000004513	ENSTRUG00000001954	Takifugu_rubripes
ENSHHUP00000042645	ENSHHUG00000026189	Hucho_hucho
ENSCHAP00000037756	ENSCHAG00000017733	Clupea_harengus
ENSCHAP00000055336	ENSCHAG00000025058	Clupea_harengus
ENSHBUP00000034702	ENSHBUG00000022420	Haplochromis_burtoni
ENSCGOP00000028406	ENSCGOG00000013335	Cottoperca_gobio
ENSPFOP00000005174	ENSPFOG00000005116	Poecilia_formosa
ENSPLAP00000006760	ENSPLAG00000008979	Poecilia_latipinna
ENSPMEP00000020546	ENSPMEG00000023724	Poecilia_mexicana
ENSPKIP00000001590	ENSPKIG00000019749	Paramormyrops_kingsleyae
ENSCPUP00000025115	ENSCPUG00000016997	Calidris_pugnax
ENSCPGP00000015642	ENSCPGG00000011020	Calidris_pygmaea
ENSZALP00000017786	ENSZALG00000014339	Zonotrichia_albicollis
ENSJHYP00000017123	ENSJHYG00000013072	Junco_hyemalis
ENSSCAP00000016648	ENSSCAG00000012138	Serinus_canaria
ENSTGUP00000004751	ENSTGUG00000004599	Taeniopygia_guttata
ENSLSDP00000017816	ENSLSDG00000012721	Lonchura_striata_domestica
ENSCCEP00000004669	ENSCCEG00000005134	Cyanistes_caeruleus
ENSPMJP00000027155	ENSPMJG00000019783	Parus_major
ENSLCOP00000003139	ENSLCOG00000002382	Lepidothrix_coronata
ENSMVIP00005014176	ENSMVIG00005010229	Manacus_vitellinus
ENSABRP00000000435	ENSABRG00000000504	Anser_brachyrhynchus
ENSAPLP00000015046	ENSAPLG00000015141	Anas_platyrhynchos_platyrhynchos
ENSMGAP00000012458	ENSMGAG00000011872	Meleagris_gallopavo
ENSCJPP00005015653	ENSCJPG00005012936	Coturnix_japonica
ENSGALP00000018975	ENSGALG00000011630	Gallus_gallus
ENSNMEP00000027440	ENSNMEG00000022984	Numida_meleagris
ENSAHAP00000008905	ENSAHAG00000006520	Apteryx_haastii
ENSARWP00000015599	ENSARWG00000010757	Apteryx_rowi
ENSDNVP00000022927	ENSDNVG00000015952	Dromaius_novaehollandiae
ENSRNOP00000009963	ENSRNOG00000007261	Rattus_norvegicus
ENSXETP00000002420	ENSXETG00000005754	Xenopus_tropicalis
ENSIPUP00000031292	ENSIPUG00000021082	Ictalurus_punctatus
ENSPNAP00000028722	ENSPNAG00000014512	Pygocentrus_nattereri
ENSLACP00000004224	ENSLACG00000003758	Latimeria_chalumnae
ENSXETP00000025427	ENSXETG00000003748	Xenopus_tropicalis
ENSOANP00000016969	ENSOANG00000010699	Ornithorhynchus_anatinus
ENSVURP00010017564	ENSVURG00010013401	Vombatus_ursinus
ENSPCIP00000053395	ENSPCIG00000027591	Phascolarctos_cinereus
ENSMEUP00000011996	ENSMEUG00000013134	Notamacropus_eugenii
ENSSHAP00000011310	ENSSHAG00000009727	Sarcophilus_harrisii
ENSMODP00000003294	ENSMODG00000002714	Monodelphis_domestica
ENSUAMP00000027843	ENSUAMG00000021528	Ursus_americanus
ENSEBUP00000016224	ENSEBUG00000010183	Eptatretus_burgeri
