F10B5.2.1	WBGene00008639	Caenorhabditis_elegans_strain_N2	F10B5.2.1
FBpp0312513	FBgn0038590	Drosophila_melanogaster	FBtr0347215
ENSUMAP00000005259	ENSUMAG00000004174	Ursus_maritimus
ENSVURP00010024481	ENSVURG00010018770	Vombatus_ursinus
ENSPCIP00000019115	ENSPCIG00000014604	Phascolarctos_cinereus
ENSMODP00000001729	ENSMODG00000001427	Monodelphis_domestica
ENSGAGP00000010249	ENSGAGG00000008031	Gopherus_agassizii
ENSCABP00000001127	ENSCABG00000000946	Chelonoidis_abingdonii
ENSCPBP00000025613	ENSCPBG00000018203	Chrysemys_picta_bellii
ENSPSIP00000018703	ENSPSIG00000016622	Pelodiscus_sinensis
ENSCPRP00005019563	ENSCPRG00005013643	Crocodylus_porosus
ENSPVIP00000030300	ENSPVIG00000022311	Pogona_vitticeps
ENSNSUP00000001295	ENSNSUG00000001137	Notechis_scutatus
ENSACAP00000001735	ENSACAG00000001819	Anolis_carolinensis
ENSSMRP00000001015	ENSSMRG00000000867	Salvator_merianae
ENSSPUP00000010638	ENSSPUG00000008171	Sphenodon_punctatus
ENSAOWP00000017295	ENSAOWG00000011832	Apteryx_owenii
ENSAHAP00000009302	ENSAHAG00000006781	Apteryx_haastii
ENSARWP00000000102	ENSARWG00000000124	Apteryx_rowi
ENSDNVP00000014832	ENSDNVG00000010435	Dromaius_novaehollandiae
ENSABRP00000018742	ENSABRG00000016118	Anser_brachyrhynchus
ENSAPLP00000012545	ENSAPLG00000012763	Anas_platyrhynchos_platyrhynchos
ENSGALP00000039863	ENSGALG00000001034	Gallus_gallus
ENSCJPP00005024929	ENSCJPG00005019622	Coturnix_japonica
ENSNMEP00000015906	ENSNMEG00000014146	Numida_meleagris
ENSLCOP00000021412	ENSLCOG00000015136	Lepidothrix_coronata
ENSMVIP00005021491	ENSMVIG00005015100	Manacus_vitellinus
ENSLSDP00000016291	ENSLSDG00000011741	Lonchura_striata_domestica
ENSTGUP00000003543	ENSTGUG00000003427	Taeniopygia_guttata
ENSJHYP00000006669	ENSJHYG00000005337	Junco_hyemalis
ENSPMJP00000002319	ENSPMJG00000001903	Parus_major
ENSFALP00000013296	ENSFALG00000012739	Ficedula_albicollis
ENSCCEP00000007031	ENSCCEG00000007451	Cyanistes_caeruleus
ENSZALP00000010088	ENSZALG00000008575	Zonotrichia_albicollis
ENSMGAP00000000425	ENSMGAG00000001028	Meleagris_gallopavo
ENSCPUP00000012972	ENSCPUG00000009207	Calidris_pugnax
ENSCPGP00000025990	ENSCPGG00000017925	Calidris_pygmaea
ENSMUNP00000008099	ENSMUNG00000006478	Melopsittacus_undulatus
ENSNPEP00000004130	ENSNPEG00000003170	Nothoprocta_perdicaria
ENSOANP00000028404	ENSOANG00000022263	Ornithorhynchus_anatinus
ENSLACP00000012848	ENSLACG00000011312	Latimeria_chalumnae
ENSCHAP00000046396	ENSCHAG00000021482	Clupea_harengus
ENSDCDP00000048024	ENSDCDG00000029802	Denticeps_clupeoides
ENSEEEP00000043027	ENSEEEG00000020312	Electrophorus_electricus
ENSIPUP00000025234	ENSIPUG00000017068	Ictalurus_punctatus
ENSAMXP00005000769	ENSAMXG00005000489	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSAMXP00000018540	ENSAMXG00000017993	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSPNAP00000017072	ENSPNAG00000023281	Pygocentrus_nattereri
ENSDARP00000013455	ENSDARG00000018658	Danio_rerio
ENSHHUP00000017887	ENSHHUG00000011145	Hucho_hucho
ENSELUP00000000352	ENSELUG00000001950	Esox_lucius
ENSHCOP00000009139	ENSHCOG00000011524	Hippocampus_comes
ENSCSEP00000032698	ENSCSEG00000020991	Cynoglossus_semilaevis
ENSGWIP00000014303	ENSGWIG00000008095	Gouania_willdenowi
ENSATEP00000007928	ENSATEG00000005558	Anabas_testudineus
ENSBSLP00000015259	ENSBSLG00000008023	Betta_splendens
ENSMALP00000000246	ENSMALG00000000239	Monopterus_albus
ENSLCAP00010029756	ENSLCAG00010013989	Lates_calcarifer
ENSSMAP00000013303	ENSSMAG00000008182	Scophthalmus_maximus
ENSSDUP00000022302	ENSSDUG00000016232	Seriola_dumerili
ENSSLDP00000033026	ENSSLDG00000025293	Seriola_lalandi_dorsalis
ENSCGOP00000044413	ENSCGOG00000019953	Cottoperca_gobio
ENSGACP00000003368	ENSGACG00000002569	Gasterosteus_aculeatus
ENSLBEP00000016352	ENSLBEG00000012649	Labrus_bergylta
ENSTRUP00000006133	ENSTRUG00000002631	Takifugu_rubripes
ENSTNIP00000021031	ENSTNIG00000017872	Tetraodon_nigroviridis
ENSMMOP00000026982	ENSMMOG00000020410	Mola_mola
ENSLCRP00005040123	ENSLCRG00005015484	Larimichthys_crocea
ENSMAMP00000015775	ENSMAMG00000010708	Mastacembelus_armatus
ENSSPAP00000026953	ENSSPAG00000020332	Stegastes_partitus
ENSSPAP00000021158	ENSSPAG00000015946	Stegastes_partitus
ENSAPEP00000011608	ENSAPEG00000008277	Amphiprion_percula
ENSAOCP00000008939	ENSAOCG00000013023	Amphiprion_ocellaris
ENSAPOP00000026459	ENSAPOG00000010290	Acanthochromis_polyacanthus
ENSPRNP00000037744	ENSPRNG00000018776	Parambassis_ranga
ENSPLAP00000021852	ENSPLAG00000005921	Poecilia_latipinna
ENSPFOP00000006759	ENSPFOG00000006833	Poecilia_formosa
ENSPREP00000026657	ENSPREG00000018031	Poecilia_reticulata
ENSPMEP00000026319	ENSPMEG00000009910	Poecilia_mexicana
ENSXCOP00000010704	ENSXCOG00000008078	Xiphophorus_couchianus
ENSXMAP00000015603	ENSXMAG00000015577	Xiphophorus_maculatus
ENSGAFP00000031335	ENSGAFG00000021110	Gambusia_affinis
ENSCVAP00000025577	ENSCVAG00000010492	Cyprinodon_variegatus
ENSFHEP00000034874	ENSFHEG00000022825	Fundulus_heteroclitus
ENSKMAP00000024103	ENSKMAG00000017869	Kryptolebias_marmoratus
ENSORLP00000011996	ENSORLG00000009569	Oryzias_latipes_ASM223467v1
ENSORLP00020021596	ENSORLG00020001463	Oryzias_latipes_ASM223471v1
ENSORLP00015033391	ENSORLG00015018773	Oryzias_latipes_ASM223469v1
ENSOMEP00000010910	ENSOMEG00000012193	Oryzias_melastigma
ENSACLP00000038401	ENSACLG00000025925	Astatotilapia_calliptera
ENSMZEP00005035526	ENSMZEG00005026542	Maylandia_zebra
ENSMZEP00005022369	ENSMZEG00005015310	Maylandia_zebra
ENSPNYP00000002423	ENSPNYG00000001908	Pundamilia_nyererei
ENSHBUP00000003186	ENSHBUG00000004424	Haplochromis_burtoni
ENSNBRP00000019475	ENSNBRG00000015002	Neolamprologus_brichardi
ENSONIP00000021957	ENSONIG00000017411	Oreochromis_niloticus
ENSACIP00000025607	ENSACIG00000019823	Amphilophus_citrinellus
ENSPMGP00000010764	ENSPMGG00000008924	Periophthalmus_magnuspinnatus
ENSGMOP00000016702	ENSGMOG00000015584	Gadus_morhua
ENSSFOP00015034555	ENSSFOG00015022013	Scleropages_formosus
ENSPKIP00000020704	ENSPKIG00000005382	Paramormyrops_kingsleyae
ENSLOCP00000005775	ENSLOCG00000004809	Lepisosteus_oculatus
ENSECRP00000011251	ENSECRG00000007497	Erpetoichthys_calabaricus
ENSXETP00000017386	ENSXETG00000002673	Xenopus_tropicalis
ENSCMIP00000037836	ENSCMIG00000015906	Callorhinchus_milii
ENSEBUP00000023076	ENSEBUG00000014225	Eptatretus_burgeri
ENSCINP00000015342	ENSCING00000007482	Ciona_intestinalis
YBL074C_mRNA	YBL074C	Saccharomyces_cerevisiae_strain_S288C
