ENSVURP00010026239	ENSVURG00010020098	Vombatus_ursinus	ENSVURT00010029883
ENSPCIP00000023559	ENSPCIG00000017861	Phascolarctos_cinereus	ENSPCIT00000029083
ENSMEUP00000004597	ENSMEUG00000005014	Notamacropus_eugenii	ENSMEUT00000005041
ENSMODP00000016381	ENSMODG00000013087	Monodelphis_domestica	ENSMODT00000016683
ENSDORP00000020120	ENSDORG00000026607	Dipodomys_ordii	ENSDORT00000034980
ENSCCNP00000013940	ENSCCNG00000014455	Castor_canadensis	ENSCCNT00000018289
ENSCCNP00000029772	ENSCCNG00000028545	Castor_canadensis	ENSCCNT00000037537
MGP_SPRETEiJ_P0088980	MGP_SPRETEiJ_G0032478	Mus_spretus_strain_SPRET/EiJ	MGP_SPRETEiJ_T0088980
ENSMSIP00000027337	ENSMSIG00000023038	Mus_spicilegus
ENSDARP00000124380	ENSDARG00000010756	Danio_rerio
ENSHHUP00000011052	ENSHHUG00000006687	Hucho_hucho
ENSELUP00000005249	ENSELUG00000006299	Esox_lucius
ENSMAMP00000006392	ENSMAMG00000004330	Mastacembelus_armatus
ENSMALP00000019623	ENSMALG00000013694	Monopterus_albus
ENSATEP00000004476	ENSATEG00000003122	Anabas_testudineus
ENSBSLP00000019665	ENSBSLG00000010171	Betta_splendens
ENSSMAP00000015214	ENSSMAG00000009305	Scophthalmus_maximus
ENSCSEP00000017824	ENSCSEG00000011430	Cynoglossus_semilaevis
ENSSLDP00000022461	ENSSLDG00000017497	Seriola_lalandi_dorsalis
ENSSLDP00000010179	ENSSLDG00000008111	Seriola_lalandi_dorsalis
ENSSDUP00000009053	ENSSDUG00000006648	Seriola_dumerili
ENSLCAP00010034600	ENSLCAG00010016222	Lates_calcarifer
ENSTRUP00000021180	ENSTRUG00000008459	Takifugu_rubripes
ENSTNIP00000004256	ENSTNIG00000001880	Tetraodon_nigroviridis
ENSMMOP00000021573	ENSMMOG00000016381	Mola_mola
ENSLBEP00000030762	ENSLBEG00000023223	Labrus_bergylta
ENSLCRP00005004950	ENSLCRG00005002376	Larimichthys_crocea
ENSCGOP00000054771	ENSCGOG00000023937	Cottoperca_gobio
ENSGACP00000022068	ENSGACG00000016710	Gasterosteus_aculeatus
ENSAPEP00000014430	ENSAPEG00000010272	Amphiprion_percula
ENSAOCP00000013677	ENSAOCG00000018264	Amphiprion_ocellaris
ENSAPOP00000019199	ENSAPOG00000001020	Acanthochromis_polyacanthus
ENSSPAP00000026577	ENSSPAG00000020035	Stegastes_partitus
ENSPRNP00000034839	ENSPRNG00000017483	Parambassis_ranga
ENSPFOP00000015750	ENSPFOG00000015686	Poecilia_formosa
ENSPMEP00000018102	ENSPMEG00000021032	Poecilia_mexicana
ENSPLAP00000018069	ENSPLAG00000022656	Poecilia_latipinna
ENSPREP00000010222	ENSPREG00000006956	Poecilia_reticulata
ENSXMAP00000025884	ENSXMAG00000016318	Xiphophorus_maculatus
ENSXCOP00000017242	ENSXCOG00000012720	Xiphophorus_couchianus
ENSGAFP00000014681	ENSGAFG00000009918	Gambusia_affinis
ENSFHEP00000009815	ENSFHEG00000011109	Fundulus_heteroclitus
ENSCVAP00000031413	ENSCVAG00000020668	Cyprinodon_variegatus
ENSKMAP00000001219	ENSKMAG00000000946	Kryptolebias_marmoratus
ENSORLP00020019426	ENSORLG00020020468	Oryzias_latipes_ASM223471v1
ENSORLP00000033087	ENSORLG00000013891	Oryzias_latipes_ASM223467v1
ENSORLP00015017639	ENSORLG00015018689	Oryzias_latipes_ASM223469v1
ENSOMEP00000014665	ENSOMEG00000016186	Oryzias_melastigma
ENSMZEP00005008294	ENSMZEG00005006319	Maylandia_zebra
ENSACLP00000025646	ENSACLG00000017409	Astatotilapia_calliptera
ENSPNYP00000014167	ENSPNYG00000010746	Pundamilia_nyererei
ENSHBUP00000019618	ENSHBUG00000021836	Haplochromis_burtoni
ENSNBRP00000011851	ENSNBRG00000009217	Neolamprologus_brichardi
ENSNBRP00000000090	ENSNBRG00000000093	Neolamprologus_brichardi
ENSONIP00000003557	ENSONIG00000002837	Oreochromis_niloticus
ENSACIP00000005443	ENSACIG00000004283	Amphilophus_citrinellus
ENSGWIP00000013705	ENSGWIG00000007781	Gouania_willdenowi
ENSPMGP00000026992	ENSPMGG00000021784	Periophthalmus_magnuspinnatus
ENSHCOP00000017302	ENSHCOG00000000996	Hippocampus_comes
ENSSFOP00015031006	ENSSFOG00015019861	Scleropages_formosus
ENSPKIP00000005878	ENSPKIG00000022380	Paramormyrops_kingsleyae
ENSECRP00000020325	ENSECRG00000013650	Erpetoichthys_calabaricus
ENSPMAP00000005111	ENSPMAG00000004671	Petromyzon_marinus
ENSEBUP00000000783	ENSEBUG00000000781	Eptatretus_burgeri
