ENSVURP00010027795	ENSVURG00010021277	Vombatus_ursinus	ENSVURT00010031679
ENSPCIP00000048060	ENSPCIG00000034641	Phascolarctos_cinereus	ENSPCIT00000061222
ENSMEUP00000002183	ENSMEUG00000002390	Notamacropus_eugenii	ENSMEUT00000002397
ENSMODP00000006325	ENSMODG00000005139	Monodelphis_domestica	ENSMODT00000006457
ENSSHAP00000002621	ENSSHAG00000002319	Sarcophilus_harrisii	ENSSHAT00000002649
ENSUMAP00000026045	ENSUMAG00000018977	Ursus_maritimus
ENSTGUP00000007182	ENSTGUG00000006969	Taeniopygia_guttata
ENSLSDP00000001526	ENSLSDG00000001205	Lonchura_striata_domestica
ENSJHYP00000020243	ENSJHYG00000015372	Junco_hyemalis
ENSZALP00000014473	ENSZALG00000011949	Zonotrichia_albicollis
ENSSCAP00000006479	ENSSCAG00000005051	Serinus_canaria
ENSFALP00000008083	ENSFALG00000007745	Ficedula_albicollis
ENSPMJP00000001501	ENSPMJG00000001230	Parus_major
ENSCCEP00000016129	ENSCCEG00000015144	Cyanistes_caeruleus
ENSMVIP00005012288	ENSMVIG00005008968	Manacus_vitellinus
ENSLCOP00000021469	ENSLCOG00000015186	Lepidothrix_coronata
ENSMUNP00000019455	ENSMUNG00000014876	Melopsittacus_undulatus
ENSAPLP00000004225	ENSAPLG00000004674	Anas_platyrhynchos_platyrhynchos
ENSABRP00000027347	ENSABRG00000022768	Anser_brachyrhynchus
ENSGALP00000056433	ENSGALG00000041787	Gallus_gallus
ENSCJPP00005014897	ENSCJPG00005012383	Coturnix_japonica
ENSMGAP00000003675	ENSMGAG00000003913	Meleagris_gallopavo
ENSNMEP00000013961	ENSNMEG00000012598	Numida_meleagris
ENSAOWP00000022572	ENSAOWG00000015266	Apteryx_owenii
ENSAHAP00000000675	ENSAHAG00000000601	Apteryx_haastii
ENSARWP00000007161	ENSARWG00000005025	Apteryx_rowi
ENSDNVP00000023332	ENSDNVG00000016237	Dromaius_novaehollandiae
ENSNPEP00000002177	ENSNPEG00000001674	Nothoprocta_perdicaria
ENSCPRP00005021723	ENSCPRG00005015097	Crocodylus_porosus
ENSCPBP00000016398	ENSCPBG00000012086	Chrysemys_picta_bellii
ENSCPBP00000016395	ENSCPBG00000012083	Chrysemys_picta_bellii
ENSGAGP00000029380	ENSGAGG00000021241	Gopherus_agassizii
ENSCABP00000020416	ENSCABG00000015052	Chelonoidis_abingdonii
ENSPSIP00000003603	ENSPSIG00000003427	Pelodiscus_sinensis
ENSSPUP00000017221	ENSSPUG00000013335	Sphenodon_punctatus
ENSPVIP00000017207	ENSPVIG00000013257	Pogona_vitticeps
ENSACAP00000009826	ENSACAG00000009961	Anolis_carolinensis
ENSNSUP00000024916	ENSNSUG00000017971	Notechis_scutatus
ENSSMRP00000000470	ENSSMRG00000000446	Salvator_merianae
ENSXETP00000029092	ENSXETG00000007919	Xenopus_tropicalis
ENSLACP00000000028	ENSLACG00000000022	Latimeria_chalumnae
ENSAMXP00000036180	ENSAMXG00000029170	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSAMXP00005056847	ENSAMXG00005025199	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSPNAP00000026449	ENSPNAG00000006720	Pygocentrus_nattereri
ENSEEEP00000034770	ENSEEEG00000016534	Electrophorus_electricus
ENSIPUP00000012644	ENSIPUG00000008620	Ictalurus_punctatus
ENSDARP00000131824	ENSDARG00000103271	Danio_rerio
ENSDCDP00000034462	ENSDCDG00000023230	Denticeps_clupeoides
ENSCHAP00000031823	ENSCHAG00000015086	Clupea_harengus
ENSHHUP00000056834	ENSHHUG00000033902	Hucho_hucho
ENSHHUP00000042224	ENSHHUG00000026041	Hucho_hucho
ENSELUP00000032878	ENSELUG00000010932	Esox_lucius
ENSCVAP00000030363	ENSCVAG00000018866	Cyprinodon_variegatus
ENSCVAP00000024827	ENSCVAG00000009163	Cyprinodon_variegatus
ENSFHEP00000010907	ENSFHEG00000012306	Fundulus_heteroclitus
ENSXMAP00000037965	ENSXMAG00000023265	Xiphophorus_maculatus
ENSXCOP00000027687	ENSXCOG00000020644	Xiphophorus_couchianus
ENSGAFP00000032499	ENSGAFG00000021889	Gambusia_affinis
ENSPFOP00000011147	ENSPFOG00000011169	Poecilia_formosa
ENSPLAP00000007451	ENSPLAG00000009808	Poecilia_latipinna
ENSPMEP00000005021	ENSPMEG00000006352	Poecilia_mexicana
ENSPMEP00000005038	ENSPMEG00000006387	Poecilia_mexicana
ENSPREP00000001377	ENSPREG00000001035	Poecilia_reticulata
ENSKMAP00000009559	ENSKMAG00000007179	Kryptolebias_marmoratus
ENSORLP00020017663	ENSORLG00020018658	Oryzias_latipes_ASM223471v1
ENSORLP00015008848	ENSORLG00015009664	Oryzias_latipes_ASM223469v1
ENSORLP00000015672	ENSORLG00000012517	Oryzias_latipes_ASM223467v1
ENSOMEP00000011628	ENSOMEG00000012968	Oryzias_melastigma
ENSOMEP00000026475	ENSOMEG00000008316	Oryzias_melastigma
ENSAPEP00000033907	ENSAPEG00000024094	Amphiprion_percula
ENSAOCP00000010618	ENSAOCG00000014841	Amphiprion_ocellaris
ENSAPOP00000027433	ENSAPOG00000011990	Acanthochromis_polyacanthus
ENSSPAP00000009799	ENSSPAG00000007461	Stegastes_partitus
ENSGWIP00000001675	ENSGWIG00000000973	Gouania_willdenowi
ENSSMAP00000025826	ENSSMAG00000015821	Scophthalmus_maximus
ENSCSEP00000021772	ENSCSEG00000013889	Cynoglossus_semilaevis
ENSCGOP00000002080	ENSCGOG00000001119	Cottoperca_gobio
ENSGACP00000004258	ENSGACG00000003248	Gasterosteus_aculeatus
ENSLCRP00005055201	ENSLCRG00005020606	Larimichthys_crocea
ENSMMOP00000000560	ENSMMOG00000000479	Mola_mola
ENSLBEP00000010982	ENSLBEG00000008478	Labrus_bergylta
ENSMZEP00005013325	ENSMZEG00005010015	Maylandia_zebra
ENSHBUP00000008346	ENSHBUG00000009834	Haplochromis_burtoni
ENSPNYP00000029523	ENSPNYG00000022239	Pundamilia_nyererei
ENSACLP00000030440	ENSACLG00000020604	Astatotilapia_calliptera
ENSNBRP00000011183	ENSNBRG00000008709	Neolamprologus_brichardi
ENSONIP00000013930	ENSONIG00000011066	Oreochromis_niloticus
ENSACIP00000015732	ENSACIG00000012187	Amphilophus_citrinellus
ENSPRNP00000050861	ENSPRNG00000024139	Parambassis_ranga
ENSMAMP00000022443	ENSMAMG00000015103	Mastacembelus_armatus
ENSMALP00000008408	ENSMALG00000005966	Monopterus_albus
ENSATEP00000013404	ENSATEG00000009360	Anabas_testudineus
ENSBSLP00000038251	ENSBSLG00000018606	Betta_splendens
ENSSLDP00000018017	ENSSLDG00000014186	Seriola_lalandi_dorsalis
ENSSDUP00000003873	ENSSDUG00000002914	Seriola_dumerili
ENSLCAP00010037367	ENSLCAG00010017495	Lates_calcarifer
ENSHCOP00000023428	ENSHCOG00000011946	Hippocampus_comes
ENSPMGP00000021882	ENSPMGG00000017723	Periophthalmus_magnuspinnatus
ENSTRUP00000018273	ENSTRUG00000007390	Takifugu_rubripes
ENSTNIP00000006484	ENSTNIG00000003881	Tetraodon_nigroviridis
ENSGMOP00000004458	ENSGMOG00000004208	Gadus_morhua
ENSPKIP00000036562	ENSPKIG00000015085	Paramormyrops_kingsleyae
ENSLOCP00000000456	ENSLOCG00000000419	Lepisosteus_oculatus
ENSLOCP00000004355	ENSLOCG00000003667	Lepisosteus_oculatus
ENSECRP00000032137	ENSECRG00000021789	Erpetoichthys_calabaricus
ENSPMAP00000008857	ENSPMAG00000008047	Petromyzon_marinus
ENSEBUP00000014027	ENSEBUG00000008839	Eptatretus_burgeri
ENSCMIP00000027310	ENSCMIG00000011898	Callorhinchus_milii
ENSCINP00000006478	ENSCING00000003177	Ciona_intestinalis
ENSCSAVP00000019279	ENSCSAVG00000011318	Ciona_savignyi
FBpp0080897	FBgn0051683	Drosophila_melanogaster
FBpp0305187	FBgn0042175	Drosophila_melanogaster
M05B5.4.1	WBGene00010872	Caenorhabditis_elegans_strain_N2
