ENSCAPP00000000322	ENSCAPG00000000269	Cavia_aperea
ENSVVUP00000013541	ENSVVUG00000009951	Vulpes_vulpes
ENSCAFP00020003763	ENSCAFG00020003155	Canis_lupus_dingo
ENSCAFP00000041381	ENSCAFG00000023602	Canis_lupus_familiaris
ENSPPRP00000028888	ENSPPRG00000021233	Panthera_pardus
ENSPTIP00000010296	ENSPTIG00000011106	Panthera_tigris_altaica
ENSLAFP00000024095	ENSLAFG00000032779	Loxodonta_africana
ENSSSCP00000053145	ENSSSCG00000014351	Sus_scrofa_strain_reference
ENSFCAP00000020525	ENSFCAG00000031532	Felis_catus
ENSDNOP00000021552	ENSDNOG00000039753	Dasypus_novemcinctus
ENSPCIP00000049284	ENSPCIG00000016039	Phascolarctos_cinereus
ENSVURP00010012254	ENSVURG00010009484	Vombatus_ursinus
ENSSHAP00000013042	ENSSHAG00000011155	Sarcophilus_harrisii
ENSMODP00000043115	ENSMODG00000042045	Monodelphis_domestica
ENSOANP00000029539	ENSOANG00000031540	Ornithorhynchus_anatinus
ENSZALP00000003544	ENSZALG00000003514	Zonotrichia_albicollis
ENSJHYP00000002909	ENSJHYG00000002421	Junco_hyemalis
ENSLSDP00000024935	ENSLSDG00000017491	Lonchura_striata_domestica
ENSSCAP00000011049	ENSSCAG00000008334	Serinus_canaria
ENSCCEP00000014523	ENSCCEG00000013851	Cyanistes_caeruleus
ENSPMJP00000010231	ENSPMJG00000008089	Parus_major
ENSCPUP00000005763	ENSCPUG00000004217	Calidris_pugnax
ENSMUNP00000011988	ENSMUNG00000009449	Melopsittacus_undulatus
ENSCJPP00005013513	ENSCJPG00005011396	Coturnix_japonica
ENSGALP00000040444	ENSGALG00000024379	Gallus_gallus
ENSMVIP00005000637	ENSMVIG00005000542	Manacus_vitellinus
ENSDNVP00000004108	ENSDNVG00000002924	Dromaius_novaehollandiae
ENSGAGP00000034913	ENSGAGG00000024821	Gopherus_agassizii
ENSCPBP00000008070	ENSCPBG00000006329	Chrysemys_picta_bellii
ENSPSIP00000014595	ENSPSIG00000013085	Pelodiscus_sinensis
