ENSMUSP00000120525	ENSMUSG00000002325	Mus_musculus_strain_reference_(CL57BL6)
ENSMPUP00000005910	ENSMPUG00000005961	Mustela_putorius_furo
ENSPPRP00000000853	ENSPPRG00000024548	Panthera_pardus
ENSFCAP00000015403	ENSFCAG00000018849	Felis_catus
ENSPTRP00000055411	ENSPTRG00000034494	Pan_troglodytes
ENSSTOP00000019881	ENSSTOG00000023450	Ictidomys_tridecemlineatus
ENSODEP00000003927	ENSODEG00000003004	Octodon_degus
ENSPCOP00000007622	ENSPCOG00000015057	Propithecus_coquereli
ENSMNEP00000014956	ENSMNEG00000031608	Macaca_nemestrina
ENSCJAP00000013109	ENSCJAG00000007065	Callithrix_jacchus
ENSUAMP00000031323	ENSUAMG00000024033	Ursus_americanus
ENSAMEP00000017267	ENSAMEG00000016347	Ailuropoda_melanoleuca
ENSMICP00000036281	ENSMICG00000027895	Microcebus_murinus
ENSCAPP00000009200	ENSCAPG00000010717	Cavia_aperea
ENSNPEP00000017722	ENSNPEG00000013181	Nothoprocta_perdicaria
ENSTSYP00000006825	ENSTSYG00000007445	Carlito_syrichta
ENSMLEP00000001166	ENSMLEG00000004606	Mandrillus_leucophaeus
ENSUMAP00000031428	ENSUMAG00000022698	Ursus_maritimus
ENSFDAP00000008479	ENSFDAG00000016744	Fukomys_damarensis
ENSNLEP00000018565	ENSNLEG00000015294	Nomascus_leucogenys
ENSSDAP00000024589	ENSSDAG00000022379	Spermophilus_dauricus
ENSP00000380073	ENSG00000213928	Homo_sapiens
ENSACAP00000018878	ENSACAG00000025630	Anolis_carolinensis	ENSACAT00000024063
MGP_CAROLIEiJ_P0036848	MGP_CAROLIEiJ_G0019303	Mus_caroli_strain_CAROLI_EIJ
ENSNGAP00000020298	ENSNGAG00000019834	Nannospalax_galili
ENSMMMP00000013670	ENSMMMG00000012177	Marmota_marmota_marmota
ENSEASP00005017241	ENSEASG00005011944	Equus_asinus_asinus
ENSPPAP00000002942	ENSPPAG00000012521	Pan_paniscus
ENSTGEP00000027108	ENSTGEG00000021899	Theropithecus_gelada
ENSMODP00000034078	ENSMODG00000003368	Monodelphis_domestica
ENSECAP00000021939	ENSECAG00000024429	Equus_caballus
ENSACAP00000003832	ENSACAG00000003946	Anolis_carolinensis	ENSACAT00000003924
ENSSPUP00000023276	ENSSPUG00000017863	Sphenodon_punctatus	ENSSPUT00000024825
ENSSPUP00000023272	ENSSPUG00000017860	Sphenodon_punctatus	ENSSPUT00000024818
ENSHGLP00100006134	ENSHGLG00100004619	Heterocephalus_glaber_HetGla_1.0
ENSUPAP00010011897	ENSUPAG00010009650	Urocitellus_parryii
ENSOPRP00000016043	ENSOPRG00000018909	Ochotona_princeps
ENSCPOP00000015985	ENSCPOG00000026474	Cavia_porcellus
ENSHGLP00000003088	ENSHGLG00000002309	Heterocephalus_glaber_HetGla_female_1.0
ENSPVAP00000007286	ENSPVAG00000007716	Pteropus_vampyrus
ENSCHIP00000015106	ENSCHIG00000015878	Capra_hircus
ENSOGAP00000020688	ENSOGAG00000026670	Otolemur_garnettii
ENSCGRP00000018179	ENSCGRG00000013226	Cricetulus_griseus_CriGri_1.0
ENSRBIP00000035783	ENSRBIG00000041525	Rhinopithecus_bieti
ENSCATP00000041959	ENSCATG00000043625	Cercocebus_atys
ENSCLAP00000016119	ENSCLAG00000011092	Chinchilla_lanigera
ENSANAP00000039640	ENSANAG00000037203	Aotus_nancymaae
ENSCABP00000006762	ENSCABG00000005116	Chelonoidis_abingdonii
ENSCGRP00015023794	ENSCGRG00015018107	Cricetulus_griseus_CriGri-PICR
ENSBMUP00000033347	ENSBMUG00000024893	Bos_mutus
ENSCPBP00000037191	ENSCPBG00000025783	Chrysemys_picta_bellii
ENSPCIP00000013652	ENSPCIG00000010729	Phascolarctos_cinereus
ENSBIXP00000019946	ENSBIXG00000023402	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSSHAP00000002105	ENSSHAG00000001872	Sarcophilus_harrisii
ENSCCAP00000006846	ENSCCAG00000021167	Cebus_capucinus_imitator
ENSCGRP00001026932	ENSCGRG00001024099	Cricetulus_griseus_CHOK1GS_HDv1
ENSGAGP00000011719	ENSGAGG00000009050	Gopherus_agassizii	ENSGAGT00000013424
ENSCAFP00020004499	ENSCAFG00020003714	Canis_lupus_dingo
MGP_SPRETEiJ_P0038566	MGP_SPRETEiJ_G0020192	Mus_spretus_strain_SPRET/EiJ
ENSCAFP00020004495	ENSCAFG00020003706	Canis_lupus_dingo
ENSMMUP00000066187	ENSMMUG00000040817	Macaca_mulatta
ENSVURP00010029714	ENSVURG00010022709	Vombatus_ursinus
ENSMUGP00000009754	ENSMUGG00000008680	Meriones_unguiculatus
ENSMLUP00000022588	ENSMLUG00000025255	Myotis_lucifugus
