ENSCHAP00000031627	ENSCHAG00000015000	Clupea_harengus	ENSCHAT00000034293
ENSCAPP00000008468	ENSCAPG00000010171	Cavia_aperea
ENSPEMP00000018971	ENSPEMG00000017404	Peromyscus_maniculatus_bairdii
ENSMZEP00005019660	ENSMZEG00005014753	Maylandia_zebra
ENSFCAP00000039763	ENSFCAG00000006944	Felis_catus
ENSAMXP00005016935	ENSAMXG00005008802	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSACLP00000001504	ENSACLG00000001048	Astatotilapia_calliptera
ENSMMMP00000004991	ENSMMMG00000004552	Marmota_marmota_marmota
ENSPMEP00000012674	ENSPMEG00000000670	Poecilia_mexicana
ENSMGAP00000007935	ENSMGAG00000007786	Meleagris_gallopavo
ENSPCAP00000002022	ENSPCAG00000002156	Procavia_capensis
ENSCCNP00000032194	ENSCCNG00000030568	Castor_canadensis
ENSSCAP00000006070	ENSSCAG00000004753	Serinus_canaria
ENSCAFP00020021779	ENSCAFG00020017221	Canis_lupus_dingo
ENSRNOP00000027925	ENSRNOG00000020562	Rattus_norvegicus
ENSMAMP00000024466	ENSMAMG00000016453	Mastacembelus_armatus
ENSKMAP00000027632	ENSKMAG00000020503	Kryptolebias_marmoratus
ENSOARP00000002715	ENSOARG00000002554	Ovis_aries
ENSCJPP00005012670	ENSCJPG00005010756	Coturnix_japonica
ENSFDAP00000011609	ENSFDAG00000006678	Fukomys_damarensis
ENSTGEP00000033960	ENSTGEG00000027104	Theropithecus_gelada
ENSPVAP00000008660	ENSPVAG00000009183	Pteropus_vampyrus
ENSRROP00000037516	ENSRROG00000042171	Rhinopithecus_roxellana
ENSSMRP00000018221	ENSSMRG00000014182	Salvator_merianae
ENSDARP00000120263	ENSDARG00000052271	Danio_rerio
ENSPTEP00000004636	ENSPTEG00000005402	Piliocolobus_tephrosceles
ENSBMUP00000032449	ENSBMUG00000024195	Bos_mutus
ENSFALP00000011941	ENSFALG00000011440	Ficedula_albicollis
ENSCSAVP00000014197	ENSCSAVG00000008329	Ciona_savignyi
ENSARWP00000015334	ENSARWG00000010565	Apteryx_rowi
ENSLSDP00000017131	ENSLSDG00000012303	Lonchura_striata_domestica
ENSPSIP00000009521	ENSPSIG00000008668	Pelodiscus_sinensis
MGP_CAROLIEiJ_P0083475	MGP_CAROLIEiJ_G0030739	Mus_caroli_strain_CAROLI_EIJ
ENSNLEP00000013278	ENSNLEG00000010944	Nomascus_leucogenys
ENSCJAP00000077022	ENSCJAG00000011682	Callithrix_jacchus
ENSSPUP00000004089	ENSSPUG00000003103	Sphenodon_punctatus
ENSSSCP00000059724	ENSSSCG00000012855	Sus_scrofa_strain_reference
MGP_SPRETEiJ_P0086890	MGP_SPRETEiJ_G0031849	Mus_spretus_strain_SPRET/EiJ
ENSAMEP00000002404	ENSAMEG00000002295	Ailuropoda_melanoleuca
ENSBIXP00005041816	ENSBIXG00005024991	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSMMOP00000010268	ENSMMOG00000007922	Mola_mola
ENSMUSP00000101537	ENSMUSG00000000154	Mus_musculus_strain_reference_(CL57BL6)
ENSOANP00000030356	ENSOANG00000032218	Ornithorhynchus_anatinus
ENSORLP00015007510	ENSORLG00015008321	Oryzias_latipes_ASM223469v1
ENSOGAP00000000074	ENSOGAG00000000084	Otolemur_garnettii
ENSGACP00000022527	ENSGACG00000017056	Gasterosteus_aculeatus
ENSPNAP00000018758	ENSPNAG00000003886	Pygocentrus_nattereri
ENSCAFP00000015044	ENSCAFG00000010240	Canis_lupus_familiaris
ENSPANP00000018065	ENSPANG00000023336	Papio_anubis
ENSMPUP00000005051	ENSMPUG00000005089	Mustela_putorius_furo
ENSBBBP00000019421	ENSBBBG00000012767	Bison_bison_bison
ENSTGUP00000009442	ENSTGUG00000009164	Taeniopygia_guttata
ENSPMGP00000006264	ENSPMGG00000005280	Periophthalmus_magnuspinnatus
ENSUPAP00010027290	ENSUPAG00010021583	Urocitellus_parryii
ENSLCRP00005005234	ENSLCRG00005002671	Larimichthys_crocea
ENSACIP00000030820	ENSACIG00000023823	Amphilophus_citrinellus
ENSHHUP00000026147	ENSHHUG00000016548	Hucho_hucho
ENSCATP00000001429	ENSCATG00000006581	Cercocebus_atys
ENSPMJP00000011891	ENSPMJG00000009172	Parus_major
ENSSHAP00000004408	ENSSHAG00000003880	Sarcophilus_harrisii
ENSPNYP00000002281	ENSPNYG00000001810	Pundamilia_nyererei
ENSMALP00000010276	ENSMALG00000007259	Monopterus_albus
ENSCPGP00000000525	ENSCPGG00000000442	Calidris_pygmaea
ENSLCAP00010037746	ENSLCAG00010017678	Lates_calcarifer
ENSNVIP00000010315	ENSNVIG00000008024	Neovison_vison
ENSUMAP00000008346	ENSUMAG00000006323	Ursus_maritimus
ENSXMAP00000010344	ENSXMAG00000010324	Xiphophorus_maculatus
