ENSCHIP00000010773	ENSCHIG00000013166	Capra_hircus
ENSMUSP00000028800	ENSMUSG00000027327	Mus_musculus_strain_reference_(CL57BL6)
ENSPANP00000030756	ENSPANG00000032184	Papio_anubis
ENSMLUP00000007436	ENSMLUG00000008147	Myotis_lucifugus
ENSMPUP00000008677	ENSMPUG00000008748	Mustela_putorius_furo
ENSLSDP00000018052	ENSLSDG00000012878	Lonchura_striata_domestica
MGP_SPRETEiJ_P0056819	MGP_SPRETEiJ_G0025241	Mus_spretus_strain_SPRET/EiJ
ENSLACP00000012224	ENSLACG00000010760	Latimeria_chalumnae
ENSPNAP00000012105	ENSPNAG00000017846	Pygocentrus_nattereri
ENSEASP00005001360	ENSEASG00005001129	Equus_asinus_asinus
ENSBMUP00000028138	ENSBMUG00000021089	Bos_mutus
ENSDARP00000108477	ENSDARG00000087426	Danio_rerio
ENSCHAP00000007181	ENSCHAG00000004481	Clupea_harengus
ENSCPOP00000006505	ENSCPOG00000007216	Cavia_porcellus
ENSMUGP00000013931	ENSMUGG00000012064	Meriones_unguiculatus
ENSBSLP00000048713	ENSBSLG00000023218	Betta_splendens
ENSABRP00000013844	ENSABRG00000012280	Anser_brachyrhynchus
ENSSFOP00015007245	ENSSFOG00015004781	Scleropages_formosus
ENSMZEP00005000280	ENSMZEG00005000296	Maylandia_zebra
ENSPFOP00000005776	ENSPFOG00000005870	Poecilia_formosa	ENSPFOT00000005785
ENSPTIP00000001225	ENSPTIG00000003163	Panthera_tigris_altaica
ENSODEP00000009081	ENSODEG00000006785	Octodon_degus
ENSMFAP00000012596	ENSMFAG00000025079	Macaca_fascicularis
ENSSPUP00000019814	ENSSPUG00000015250	Sphenodon_punctatus
ENSAMXP00005008101	ENSAMXG00005004759	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSAMEP00000011354	ENSAMEG00000010797	Ailuropoda_melanoleuca
ENSHCOP00000009911	ENSHCOG00000012426	Hippocampus_comes
ENSKMAP00000017051	ENSKMAG00000012729	Kryptolebias_marmoratus	ENSKMAT00000017288
ENSLCAP00010020856	ENSLCAG00010009856	Lates_calcarifer
ENSCGRP00000024115	ENSCGRG00000017484	Cricetulus_griseus_CriGri_1.0
ENSPNYP00000010041	ENSPNYG00000007630	Pundamilia_nyererei
ENSUAMP00000035444	ENSUAMG00000026902	Ursus_americanus
ENSGGOP00000019462	ENSGGOG00000028474	Gorilla_gorilla
ENSMMMP00000027426	ENSMMMG00000023945	Marmota_marmota_marmota
ENSEBUP00000002808	ENSEBUG00000002105	Eptatretus_burgeri
ENSLBEP00000026718	ENSLBEG00000020312	Labrus_bergylta
ENSSDAP00000010800	ENSSDAG00000009755	Spermophilus_dauricus
ENSTRUP00000056881	ENSTRUG00000021291	Takifugu_rubripes
ENSSLDP00000007305	ENSSLDG00000005777	Seriola_lalandi_dorsalis
ENSTBEP00000004774	ENSTBEG00000005546	Tupaia_belangeri
ENSPTRP00000054941	ENSPTRG00000013204	Pan_troglodytes
ENSPKIP00000034187	ENSPKIG00000013610	Paramormyrops_kingsleyae
ENSOANP00000027317	ENSOANG00000021453	Ornithorhynchus_anatinus
ENSPMEP00000012622	ENSPMEG00000014819	Poecilia_mexicana
ENSPEMP00000020545	ENSPEMG00000018470	Peromyscus_maniculatus_bairdii
ENSBTAP00000069199	ENSBTAG00000018735	Bos_taurus
MGP_PahariEiJ_P0065684	MGP_PahariEiJ_G0025766	Mus_pahari_strain_PAHARI_EIJ
ENSP00000217195	ENSG00000101220	Homo_sapiens
ENSLCAP00010032552	ENSLCAG00010015316	Lates_calcarifer
ENSMMUP00000066090	ENSMMUG00000022079	Macaca_mulatta
ENSCATP00000017015	ENSCATG00000032419	Cercocebus_atys
ENSMAUP00000013106	ENSMAUG00000013228	Mesocricetus_auratus
ENSAOCP00000019498	ENSAOCG00000002940	Amphiprion_ocellaris
ENSECAP00000049175	ENSECAG00000021455	Equus_caballus
FBpp0311671	FBgn0035896	Drosophila_melanogaster
ENSXETP00000026365	ENSXETG00000009935	Xenopus_tropicalis
ENSNSUP00000004506	ENSNSUG00000003597	Notechis_scutatus
ENSSBOP00000013049	ENSSBOG00000023298	Saimiri_boliviensis_boliviensis
ENSDNVP00000013033	ENSDNVG00000009230	Dromaius_novaehollandiae
ENSCGRP00015015547	ENSCGRG00015011924	Cricetulus_griseus_CriGri-PICR
ENSVVUP00000033952	ENSVVUG00000024538	Vulpes_vulpes
ENSDCDP00000037947	ENSDCDG00000025510	Denticeps_clupeoides
ENSELUP00000002886	ENSELUG00000004200	Esox_lucius
ENSCPBP00000028101	ENSCPBG00000019875	Chrysemys_picta_bellii
ENSPPAP00000006630	ENSPPAG00000025411	Pan_paniscus
ENSACIP00000012881	ENSACIG00000010050	Amphilophus_citrinellus
ENSPLAP00000002913	ENSPLAG00000004300	Poecilia_latipinna	ENSPLAT00000012249
ENSECRP00000004761	ENSECRG00000003234	Erpetoichthys_calabaricus
ENSPPYP00000012077	ENSPPYG00000010813	Pongo_abelii
ENSDORP00000026136	ENSDORG00000026291	Dipodomys_ordii
ENSMAMP00000022225	ENSMAMG00000014956	Mastacembelus_armatus
ENSPREP00000005304	ENSPREG00000003707	Poecilia_reticulata	ENSPRET00000005374
ENSBIXP00005010038	ENSBIXG00005005708	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSOMEP00000010717	ENSOMEG00000012007	Oryzias_melastigma
ENSPMJP00000026782	ENSPMJG00000019533	Parus_major
ENSPFOP00000010821	ENSPFOG00000010818	Poecilia_formosa
ENSORLP00020005447	ENSORLG00020006251	Oryzias_latipes_ASM223471v1
ENSGACP00000021617	ENSGACG00000016375	Gasterosteus_aculeatus
ENSORLP00000000004	ENSORLG00000000003	Oryzias_latipes_ASM223467v1
ENSCJAP00000061336	ENSCJAG00000040380	Callithrix_jacchus
ENSHGLP00100026529	ENSHGLG00100019455	Heterocephalus_glaber_HetGla_1.0
MGP_CAROLIEiJ_P0054708	MGP_CAROLIEiJ_G0024321	Mus_caroli_strain_CAROLI_EIJ
ENSPSMP00000018024	ENSPSMG00000012791	Prolemur_simus
ENSEEEP00000012192	ENSEEEG00000006147	Electrophorus_electricus
ENSFALP00000014107	ENSFALG00000013512	Ficedula_albicollis
ENSGGOP00000016578	ENSGGOG00000016987	Gorilla_gorilla
ENSPNAP00000020481	ENSPNAG00000004215	Pygocentrus_nattereri
ENSSPAP00000024199	ENSSPAG00000018287	Stegastes_partitus
ENSNBRP00000005229	ENSNBRG00000004153	Neolamprologus_brichardi
ENSPCOP00000024221	ENSPCOG00000024292	Propithecus_coquereli
ENSDARP00000100238	ENSDARG00000076239	Danio_rerio
ENSNVIP00000025028	ENSNVIG00000019354	Neovison_vison
ENSHHUP00000000830	ENSHHUG00000000574	Hucho_hucho
ENSAMXP00000051644	ENSAMXG00000037341	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSACLP00000019154	ENSACLG00000013022	Astatotilapia_calliptera
ENSONIP00000016266	ENSONIG00000012930	Oreochromis_niloticus
ENSAOWP00000014512	ENSAOWG00000009906	Apteryx_owenii
ENSELUP00000018795	ENSELUG00000018219	Esox_lucius
ENSLOCP00000001829	ENSLOCG00000001593	Lepisosteus_oculatus
ENSAMXP00000038355	ENSAMXG00000042629	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSMSIP00000016705	ENSMSIG00000014310	Mus_spicilegus
ENSMALP00000022983	ENSMALG00000016012	Monopterus_albus
ENSNMEP00000013699	ENSNMEG00000012434	Numida_meleagris
ENSGMOP00000018671	ENSGMOG00000017377	Gadus_morhua
ENSHBUP00000031024	ENSHBUG00000016443	Haplochromis_burtoni
ENSEEUP00000008761	ENSEEUG00000009637	Erinaceus_europaeus
ENSDNOP00000020165	ENSDNOG00000034484	Dasypus_novemcinctus
ENSANAP00000032603	ENSANAG00000033978	Aotus_nancymaae
ENSNPEP00000011305	ENSNPEG00000008488	Nothoprocta_perdicaria
ENSCSEP00000006261	ENSCSEG00000004041	Cynoglossus_semilaevis
ENSSLDP00000025603	ENSSLDG00000019910	Seriola_lalandi_dorsalis
ENSLCRP00005008644	ENSLCRG00005004121	Larimichthys_crocea
ENSTTRP00000008966	ENSTTRG00000009458	Tursiops_truncatus
ENSOGAP00000007543	ENSOGAG00000008420	Otolemur_garnettii
ENSHHUP00000029666	ENSHHUG00000018909	Hucho_hucho
ENSOMEP00000031424	ENSOMEG00000016253	Oryzias_melastigma
ENSCMIP00000002251	ENSCMIG00000001349	Callorhinchus_milii
ENSCABP00000015012	ENSCABG00000011203	Chelonoidis_abingdonii
ENSHBUP00000002605	ENSHBUG00000003829	Haplochromis_burtoni
ENSMMOP00000016902	ENSMMOG00000012871	Mola_mola
ENSPPAP00000022341	ENSPPAG00000034364	Pan_paniscus
ENSAMXP00005026750	ENSAMXG00005013454	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSCGRP00001007826	ENSCGRG00001010201	Cricetulus_griseus_CHOK1GS_HDv1
ENSMALP00000026813	ENSMALG00000018596	Monopterus_albus
ENSHGLP00000018819	ENSHGLG00000013485	Heterocephalus_glaber_HetGla_female_1.0
ENSAHAP00000026632	ENSAHAG00000018549	Apteryx_haastii
ENSSMAP00000012342	ENSSMAG00000007602	Scophthalmus_maximus
ENSJJAP00000010720	ENSJJAG00000014233	Jaculus_jaculus
ENSPPRP00000006248	ENSPPRG00000001742	Panthera_pardus
ENSPRNP00000009335	ENSPRNG00000005478	Parambassis_ranga
ENSORLP00020020419	ENSORLG00020021443	Oryzias_latipes_ASM223471v1
ENSPPYP00000008236	ENSPPYG00000007289	Pongo_abelii
ENSMAMP00000004719	ENSMAMG00000003194	Mastacembelus_armatus
ENSJJAP00000000835	ENSJJAG00000000694	Jaculus_jaculus
ENSUMAP00000005256	ENSUMAG00000004169	Ursus_maritimus
ENSVPAP00000002741	ENSVPAG00000002964	Vicugna_pacos
ENSBIXP00000036278	ENSBIXG00000019714	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSGWIP00000051612	ENSGWIG00000024999	Gouania_willdenowi
ENSCVAP00000021282	ENSCVAG00000003228	Cyprinodon_variegatus
ENSCVAP00000027830	ENSCVAG00000014486	Cyprinodon_variegatus	ENSCVAT00000019261
ENSATEP00000003546	ENSATEG00000002474	Anabas_testudineus
ENSCANP00000024129	ENSCANG00000035472	Colobus_angolensis_palliatus
ENSSCAP00000000817	ENSSCAG00000000687	Serinus_canaria
ENSCAPP00000017233	ENSCAPG00000016941	Cavia_aperea
ENSAPLP00000022080	ENSAPLG00000023527	Anas_platyrhynchos_platyrhynchos
ENSCCNP00000010499	ENSCCNG00000010971	Castor_canadensis
ENSPNYP00000028156	ENSPNYG00000021197	Pundamilia_nyererei
ENSGAFP00000003584	ENSGAFG00000002406	Gambusia_affinis	ENSGAFT00000003630
ENSUPAP00010002359	ENSUPAG00010001998	Urocitellus_parryii
ENSPCIP00000046801	ENSPCIG00000001016	Phascolarctos_cinereus
ENSTGEP00000016132	ENSTGEG00000013056	Theropithecus_gelada
ENSCCEP00000018426	ENSCCEG00000016890	Cyanistes_caeruleus
ENSPMGP00000022243	ENSPMGG00000018002	Periophthalmus_magnuspinnatus
ENSAPEP00000005558	ENSAPEG00000003982	Amphiprion_percula
ENSCLAP00000019815	ENSCLAG00000013586	Chinchilla_lanigera
ENSPMEP00000010462	ENSPMEG00000012413	Poecilia_mexicana	ENSPMET00000017316
ENSCSAP00000009151	ENSCSAG00000012973	Chlorocebus_sabaeus
ENSCAFP00020002058	ENSCAFG00020001776	Canis_lupus_dingo
ENSFHEP00000018365	ENSFHEG00000000507	Fundulus_heteroclitus	ENSFHET00000027330
ENSGALP00000067190	ENSGALG00000047323	Gallus_gallus
ENSPTEP00000032705	ENSPTEG00000031389	Piliocolobus_tephrosceles
ENSMAUP00000004754	ENSMAUG00000006345	Mesocricetus_auratus
ENSPCAP00000007980	ENSPCAG00000008483	Procavia_capensis
ENSCCAP00000022157	ENSCCAG00000028885	Cebus_capucinus_imitator
ENSIPUP00000024928	ENSIPUG00000016861	Ictalurus_punctatus
ENSACLP00000026182	ENSACLG00000017800	Astatotilapia_calliptera
ENSCAFP00000033364	ENSCAFG00000043071	Canis_lupus_familiaris
ENSHHUP00000065480	ENSHHUG00000038655	Hucho_hucho
ENSSMRP00000019614	ENSSMRG00000015292	Salvator_merianae
ENSLCOP00000002271	ENSLCOG00000001794	Lepidothrix_coronata
ENSRNOP00000028859	ENSRNOG00000021245	Rattus_norvegicus
ENSKMAP00000010260	ENSKMAG00000007709	Kryptolebias_marmoratus
ENSSSCP00000057695	ENSSSCG00000035666	Sus_scrofa_strain_reference
ENSOPRP00000010645	ENSOPRG00000011677	Ochotona_princeps
ENSFDAP00000004024	ENSFDAG00000006307	Fukomys_damarensis
ENSDCDP00000036765	ENSDCDG00000024609	Denticeps_clupeoides
ENSXCOP00000011863	ENSXCOG00000008976	Xiphophorus_couchianus
ENSPREP00000033362	ENSPREG00000022610	Poecilia_reticulata
ENSMLEP00000032475	ENSMLEG00000040449	Mandrillus_leucophaeus
ENSMGAP00000018930	ENSMGAG00000016668	Meleagris_gallopavo
ENSMICP00000002322	ENSMICG00000002548	Microcebus_murinus
ENSFCAP00000057919	ENSFCAG00000027273	Felis_catus
ENSOCUP00000010952	ENSOCUG00000012726	Oryctolagus_cuniculus
ENSORLP00015020983	ENSORLG00015022176	Oryzias_latipes_ASM223469v1
ENSEEEP00000039654	ENSEEEG00000018813	Electrophorus_electricus
ENSCGOP00000029528	ENSCGOG00000013785	Cottoperca_gobio
ENSLBEP00000000050	ENSLBEG00000000045	Labrus_bergylta
ENSSDUP00000008353	ENSSDUG00000006122	Seriola_dumerili
ENSMZEP00005028344	ENSMZEG00005021136	Maylandia_zebra
ENSPTRP00000065909	ENSPTRG00000043785	Pan_troglodytes
