ENSAHAP00000018574	ENSAHAG00000013164	Apteryx_haastii	ENSAHAT00000020529
ENSAOWP00000025259	ENSAOWG00000017086	Apteryx_owenii	ENSAOWT00000028631
ENSARWP00000027420	ENSARWG00000018520	Apteryx_rowi	ENSARWT00000031011
ENSDNVP00000016040	ENSDNVG00000011276	Dromaius_novaehollandiae	ENSDNVT00000019285
ENSMVIP00005004585	ENSMVIG00005003537	Manacus_vitellinus
ENSCATP00000024552	ENSCATG00000035791	Cercocebus_atys
ENSMLEP00000034241	ENSMLEG00000041293	Mandrillus_leucophaeus
ENSTGEP00000024764	ENSTGEG00000020003	Theropithecus_gelada
ENSMFAP00000016851	ENSMFAG00000031589	Macaca_fascicularis
ENSMMUP00000056279	ENSMMUG00000009599	Macaca_mulatta
ENSMNEP00000044320	ENSMNEG00000044763	Macaca_nemestrina
ENSPANP00000043763	ENSPANG00000018043	Papio_anubis
ENSCSAP00000004756	ENSCSAG00000008498	Chlorocebus_sabaeus
ENSTSYP00000009169	ENSTSYG00000010012	Carlito_syrichta
ENSPSMP00000007420	ENSPSMG00000005515	Prolemur_simus
ENSMICP00000017063	ENSMICG00000001580	Microcebus_murinus
ENSPCOP00000002032	ENSPCOG00000006257	Propithecus_coquereli
ENSOGAP00000015955	ENSOGAG00000032581	Otolemur_garnettii
ENSTBEP00000006384	ENSTBEG00000007389	Tupaia_belangeri
ENSMSIP00000035081	ENSMSIG00000029237	Mus_spicilegus
ENSMUSP00000119136	ENSMUSG00000020652	Mus_musculus_strain_reference_(CL57BL6)
MGP_SPRETEiJ_P0033295	MGP_SPRETEiJ_G0018425	Mus_spretus_strain_SPRET/EiJ
MGP_CAROLIEiJ_P0031835	MGP_CAROLIEiJ_G0017581	Mus_caroli_strain_CAROLI_EIJ
ENSRNOP00000066150	ENSRNOG00000050111	Rattus_norvegicus
ENSMUGP00000020028	ENSMUGG00000016924	Meriones_unguiculatus
ENSMOCP00000005080	ENSMOCG00000004487	Microtus_ochrogaster
ENSPEMP00000004501	ENSPEMG00000006819	Peromyscus_maniculatus_bairdii
ENSCGRP00000016575	ENSCGRG00000012038	Cricetulus_griseus_CriGri_1.0
ENSCGRP00015035758	ENSCGRG00015026835	Cricetulus_griseus_CriGri-PICR
ENSCGRP00001028241	ENSCGRG00001025010	Cricetulus_griseus_CHOK1GS_HDv1
ENSMAUP00000018723	ENSMAUG00000017198	Mesocricetus_auratus
ENSNGAP00000014792	ENSNGAG00000016001	Nannospalax_galili
ENSJJAP00000017849	ENSJJAG00000019283	Jaculus_jaculus
ENSCCNP00000022032	ENSCCNG00000021727	Castor_canadensis
ENSDORP00000024301	ENSDORG00000013630	Dipodomys_ordii
ENSCPOP00000005011	ENSCPOG00000005563	Cavia_porcellus
ENSCAPP00000001867	ENSCAPG00000003947	Cavia_aperea
ENSCLAP00000011168	ENSCLAG00000007716	Chinchilla_lanigera
ENSODEP00000012826	ENSODEG00000009491	Octodon_degus
ENSHGLP00000012923	ENSHGLG00000009240	Heterocephalus_glaber_HetGla_female_1.0
ENSHGLP00100014574	ENSHGLG00100010783	Heterocephalus_glaber_HetGla_1.0
ENSFDAP00000021071	ENSFDAG00000007972	Fukomys_damarensis
ENSUPAP00010010284	ENSUPAG00010008319	Urocitellus_parryii
ENSMMMP00000024692	ENSMMMG00000021625	Marmota_marmota_marmota
ENSSDAP00000026466	ENSSDAG00000023990	Spermophilus_dauricus
ENSSTOP00000005398	ENSSTOG00000006039	Ictidomys_tridecemlineatus
ENSLAFP00000012106	ENSLAFG00000014455	Loxodonta_africana
ENSPCAP00000007032	ENSPCAG00000007545	Procavia_capensis
ENSDNOP00000007709	ENSDNOG00000009960	Dasypus_novemcinctus
ENSCHIP00000012433	ENSCHIG00000014194	Capra_hircus
ENSOARP00000019388	ENSOARG00000018065	Ovis_aries
ENSOARP00000010660	ENSOARG00000009940	Ovis_aries
ENSCHIP00000019684	ENSCHIG00000018613	Capra_hircus
ENSBIXP00005024551	ENSBIXG00005027141	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSBIXP00000017690	ENSBIXG00000021648	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSBTAP00000032880	ENSBTAG00000015014	Bos_taurus
ENSBMUP00000008294	ENSBMUG00000006492	Bos_mutus
ENSBBBP00000010397	ENSBBBG00000018527	Bison_bison_bison
ENSTTRP00000014350	ENSTTRG00000015137	Tursiops_truncatus
ENSVPAP00000005165	ENSVPAG00000005557	Vicugna_pacos
ENSECAP00000014687	ENSECAG00000017127	Equus_caballus
ENSEASP00005015166	ENSEASG00005010597	Equus_asinus_asinus
ENSUMAP00000031302	ENSUMAG00000022621	Ursus_maritimus
ENSUAMP00000008697	ENSUAMG00000007307	Ursus_americanus
ENSAMEP00000002772	ENSAMEG00000002642	Ailuropoda_melanoleuca
ENSMPUP00000013915	ENSMPUG00000014021	Mustela_putorius_furo
ENSNVIP00000015715	ENSNVIG00000012341	Neovison_vison
ENSCAFP00000006051	ENSCAFG00000004085	Canis_lupus_familiaris
ENSCAFP00020032566	ENSCAFG00020025375	Canis_lupus_dingo
ENSVVUP00000020712	ENSVVUG00000015237	Vulpes_vulpes
ENSPPRP00000003165	ENSPPRG00000022951	Panthera_pardus
ENSPTIP00000012457	ENSPTIG00000012524	Panthera_tigris_altaica
ENSFCAP00000022933	ENSFCAG00000028869	Felis_catus
ENSPVAP00000016521	ENSPVAG00000017516	Pteropus_vampyrus
ENSMLUP00000012854	ENSMLUG00000014129	Myotis_lucifugus
ENSEEUP00000003934	ENSEEUG00000004345	Erinaceus_europaeus
ENSOPRP00000007870	ENSOPRG00000008606	Ochotona_princeps
ENSOCUP00000041972	ENSOCUG00000015435	Oryctolagus_cuniculus
ENSVURP00010001249	ENSVURG00010001066	Vombatus_ursinus
ENSPCIP00000034062	ENSPCIG00000025241	Phascolarctos_cinereus
ENSMEUP00000009568	ENSMEUG00000010491	Notamacropus_eugenii
ENSSHAP00000006741	ENSSHAG00000005861	Sarcophilus_harrisii
ENSMODP00000019831	ENSMODG00000015893	Monodelphis_domestica
ENSXETP00000007486	ENSXETG00000007968	Xenopus_tropicalis
ENSLACP00000023153	ENSLACG00000022674	Latimeria_chalumnae
ENSAMXP00000039576	ENSAMXG00000041101	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSAMXP00005005057	ENSAMXG00005003178	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSPNAP00000000583	ENSPNAG00000000332	Pygocentrus_nattereri
ENSEEEP00000021349	ENSEEEG00000010401	Electrophorus_electricus
ENSIPUP00000005087	ENSIPUG00000003542	Ictalurus_punctatus
ENSDARP00000129490	ENSDARG00000075619	Danio_rerio
ENSDCDP00000047519	ENSDCDG00000029637	Denticeps_clupeoides
ENSCHAP00000025210	ENSCHAG00000012337	Clupea_harengus
ENSPFOP00000015881	ENSPFOG00000015827	Poecilia_formosa
ENSPMEP00000027575	ENSPMEG00000012062	Poecilia_mexicana
ENSPLAP00000027374	ENSPLAG00000015906	Poecilia_latipinna
ENSPREP00000025231	ENSPREG00000017040	Poecilia_reticulata
ENSXMAP00000015178	ENSXMAG00000015146	Xiphophorus_maculatus
ENSXCOP00000004964	ENSXCOG00000003887	Xiphophorus_couchianus
ENSGAFP00000027356	ENSGAFG00000018482	Gambusia_affinis
ENSFHEP00000002481	ENSFHEG00000003266	Fundulus_heteroclitus
ENSORLP00015022942	ENSORLG00015002626	Oryzias_latipes_ASM223469v1
ENSORLP00000035559	ENSORLG00000027198	Oryzias_latipes_ASM223467v1
ENSOMEP00000024569	ENSOMEG00000005268	Oryzias_melastigma
ENSHBUP00000018665	ENSHBUG00000020769	Haplochromis_burtoni
ENSKMAP00000021523	ENSKMAG00000016001	Kryptolebias_marmoratus
ENSGWIP00000016388	ENSGWIG00000009190	Gouania_willdenowi
ENSCSEP00000005462	ENSCSEG00000003538	Cynoglossus_semilaevis
ENSTRUP00000053460	ENSTRUG00000024243	Takifugu_rubripes
ENSAPEP00000015501	ENSAPEG00000011050	Amphiprion_percula
ENSAOCP00000027782	ENSAOCG00000016966	Amphiprion_ocellaris
ENSAPOP00000032826	ENSAPOG00000020985	Acanthochromis_polyacanthus
ENSSPAP00000024724	ENSSPAG00000018692	Stegastes_partitus
ENSACLP00000004383	ENSACLG00000002955	Astatotilapia_calliptera
ENSMZEP00005016859	ENSMZEG00005012668	Maylandia_zebra
ENSPNYP00000011321	ENSPNYG00000008571	Pundamilia_nyererei
ENSNBRP00000008927	ENSNBRG00000006953	Neolamprologus_brichardi
ENSONIP00000000762	ENSONIG00000000601	Oreochromis_niloticus
ENSCGOP00000005963	ENSCGOG00000003138	Cottoperca_gobio
ENSLCRP00005040528	ENSLCRG00005015642	Larimichthys_crocea
ENSMMOP00000013279	ENSMMOG00000010188	Mola_mola
ENSHCOP00000026422	ENSHCOG00000017315	Hippocampus_comes
ENSMALP00000027504	ENSMALG00000019093	Monopterus_albus
ENSMAMP00000000327	ENSMAMG00000000223	Mastacembelus_armatus
ENSBSLP00000057166	ENSBSLG00000026604	Betta_splendens
ENSATEP00000001827	ENSATEG00000001241	Anabas_testudineus
ENSSLDP00000002910	ENSSLDG00000002335	Seriola_lalandi_dorsalis
ENSSDUP00000010116	ENSSDUG00000007418	Seriola_dumerili
ENSLCAP00010053490	ENSLCAG00010024870	Lates_calcarifer
ENSSMAP00000023845	ENSSMAG00000014553	Scophthalmus_maximus
ENSACIP00000011874	ENSACIG00000009267	Amphilophus_citrinellus
ENSPRNP00000021873	ENSPRNG00000011280	Parambassis_ranga
ENSLBEP00000005614	ENSLBEG00000004287	Labrus_bergylta
ENSPMGP00000000913	ENSPMGG00000000840	Periophthalmus_magnuspinnatus
ENSGMOP00000013683	ENSGMOG00000012784	Gadus_morhua
ENSELUP00000038782	ENSELUG00000018735	Esox_lucius
ENSHHUP00000074616	ENSHHUG00000043778	Hucho_hucho
ENSPKIP00000040383	ENSPKIG00000017377	Paramormyrops_kingsleyae
ENSSFOP00015020681	ENSSFOG00015013313	Scleropages_formosus
ENSLOCP00000019566	ENSLOCG00000015889	Lepisosteus_oculatus
ENSECRP00000008659	ENSECRG00000005809	Erpetoichthys_calabaricus
ENSPMAP00000008099	ENSPMAG00000007356	Petromyzon_marinus
ENSEBUP00000025171	ENSEBUG00000015532	Eptatretus_burgeri
