ENSBTAP00000017429	ENSBTAG00000013110	Bos_taurus
ENSGGOP00000004182	ENSGGOG00000004259	Gorilla_gorilla
ENSPSIP00000009081	ENSPSIG00000008274	Pelodiscus_sinensis
ENSJJAP00000006752	ENSJJAG00000011289	Jaculus_jaculus
ENSORLP00015003505	ENSORLG00015004294	Oryzias_latipes_ASM223469v1
ENSSPUP00000021793	ENSSPUG00000016714	Sphenodon_punctatus
ENSGACP00000006124	ENSGACG00000004623	Gasterosteus_aculeatus
ENSPRNP00000043909	ENSPRNG00000021332	Parambassis_ranga
ENSMUNP00000011132	ENSMUNG00000008736	Melopsittacus_undulatus
ENSPCOP00000009714	ENSPCOG00000016260	Propithecus_coquereli
ENSNBRP00000019498	ENSNBRG00000014973	Neolamprologus_brichardi
ENSELUP00000032799	ENSELUG00000010836	Esox_lucius
ENSTBEP00000003887	ENSTBEG00000004484	Tupaia_belangeri
ENSDCDP00000059570	ENSDCDG00000034336	Denticeps_clupeoides	ENSDCDT00000071709
ENSPREP00000021446	ENSPREG00000014504	Poecilia_reticulata
ENSSLDP00000005500	ENSSLDG00000004296	Seriola_lalandi_dorsalis
ENSMLUP00000006515	ENSMLUG00000007123	Myotis_lucifugus
ENSPCIP00000006909	ENSPCIG00000005873	Phascolarctos_cinereus
ENSMFAP00000025191	ENSMFAG00000044112	Macaca_fascicularis
ENSRROP00000011359	ENSRROG00000030018	Rhinopithecus_roxellana
ENSVVUP00000031270	ENSVVUG00000022785	Vulpes_vulpes
ENSMMMP00000008540	ENSMMMG00000007620	Marmota_marmota_marmota
ENSBSLP00000009270	ENSBSLG00000004077	Betta_splendens
ENSMAUP00000013845	ENSMAUG00000013770	Mesocricetus_auratus
ENSBBBP00000016716	ENSBBBG00000007729	Bison_bison_bison
ENSVVUP00000031276	ENSVVUG00000022790	Vulpes_vulpes
ENSCABP00000028536	ENSCABG00000020968	Chelonoidis_abingdonii
ENSCSAP00000002076	ENSCSAG00000005767	Chlorocebus_sabaeus
ENSNSUP00000018673	ENSNSUG00000013612	Notechis_scutatus
ENSUMAP00000014268	ENSUMAG00000010519	Ursus_maritimus
ENSMOCP00000025785	ENSMOCG00000021782	Microtus_ochrogaster
ENSPTRP00000081421	ENSPTRG00000013123	Pan_troglodytes
ENSONIP00000024258	ENSONIG00000019275	Oreochromis_niloticus
ENSMMUP00000001751	ENSMMUG00000001313	Macaca_mulatta
ENSECRP00000013892	ENSECRG00000009259	Erpetoichthys_calabaricus
ENSAMXP00000043598	ENSAMXG00000004272	Astyanax_mexicanus_Astyanax_mexicanus-2.0	ENSAMXT00000046720
ENSHCOP00000011889	ENSHCOG00000014788	Hippocampus_comes
ENSAMEP00000017464	ENSAMEG00000016513	Ailuropoda_melanoleuca
ENSPMGP00000002412	ENSPMGG00000002121	Periophthalmus_magnuspinnatus
ENSEBUP00000019581	ENSEBUG00000012158	Eptatretus_burgeri
ENSABRP00000021805	ENSABRG00000017878	Anser_brachyrhynchus
ENSXMAP00000039581	ENSXMAG00000003776	Xiphophorus_maculatus
ENSPMGP00000002419	ENSPMGG00000002126	Periophthalmus_magnuspinnatus
ENSMUGP00000013328	ENSMUGG00000011550	Meriones_unguiculatus
ENSVURP00010027612	ENSVURG00010021133	Vombatus_ursinus
ENSFHEP00000006992	ENSFHEG00000008064	Fundulus_heteroclitus
ENSZALP00000005861	ENSZALG00000005284	Zonotrichia_albicollis
ENSMALP00000021716	ENSMALG00000015183	Monopterus_albus
ENSLACP00000011769	ENSLACG00000010361	Latimeria_chalumnae
ENSPFOP00000000575	ENSPFOG00000000366	Poecilia_formosa
ENSOMEP00000027744	ENSOMEG00000010390	Oryzias_melastigma
ENSDARP00000129410	ENSDARG00000016429	Danio_rerio
ENSCVAP00000029731	ENSCVAG00000017848	Cyprinodon_variegatus
ENSMPUP00000000172	ENSMPUG00000000175	Mustela_putorius_furo
ENSHBUP00000028516	ENSHBUG00000012330	Haplochromis_burtoni
ENSMZEP00005012595	ENSMZEG00005009451	Maylandia_zebra
ENSMMMP00000008575	ENSMMMG00000007659	Marmota_marmota_marmota
ENSAPEP00000000839	ENSAPEG00000000651	Amphiprion_percula
ENSLCRP00005040577	ENSLCRG00005014711	Larimichthys_crocea
ENSDNVP00000025696	ENSDNVG00000017874	Dromaius_novaehollandiae
ENSCHIP00000033890	ENSCHIG00000027255	Capra_hircus
ENSGAGP00000005673	ENSGAGG00000004609	Gopherus_agassizii
ENSCPUP00000019834	ENSCPUG00000013584	Calidris_pugnax
ENSUPAP00010018671	ENSUPAG00010014740	Urocitellus_parryii
ENSCGRP00001003275	ENSCGRG00001003923	Cricetulus_griseus_CHOK1GS_HDv1
ENSLSDP00000012129	ENSLSDG00000008859	Lonchura_striata_domestica
ENSXCOP00000007752	ENSXCOG00000005951	Xiphophorus_couchianus
ENSCPGP00000019376	ENSCPGG00000013511	Calidris_pygmaea
ENSAMXP00005033297	ENSAMXG00005014888	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSLCOP00000009171	ENSLCOG00000006703	Lepidothrix_coronata
ENSLCAP00010022557	ENSLCAG00010010127	Lates_calcarifer
ENSTGEP00000034112	ENSTGEG00000027219	Theropithecus_gelada
ENSANAP00000033471	ENSANAG00000034380	Aotus_nancymaae
ENSMMOP00000008903	ENSMMOG00000006872	Mola_mola
ENSCPOP00000012005	ENSCPOG00000013335	Cavia_porcellus
ENSP00000264042	ENSG00000006607	Homo_sapiens
ENSMEUP00000008116	ENSMEUG00000008871	Notamacropus_eugenii
ENSRNOP00000024440	ENSRNOG00000018051	Rattus_norvegicus
ENSCJAP00000072822	ENSCJAG00000006087	Callithrix_jacchus
ENSCCNP00000009866	ENSCCNG00000010362	Castor_canadensis
ENSNLEP00000034541	ENSNLEG00000013956	Nomascus_leucogenys
ENSAOCP00000021453	ENSAOCG00000006227	Amphiprion_ocellaris
ENSCPBP00000002916	ENSCPBG00000002320	Chrysemys_picta_bellii
ENSOPRP00000003738	ENSOPRG00000004032	Ochotona_princeps
ENSCSEP00000013637	ENSCSEG00000008704	Cynoglossus_semilaevis
ENSIPUP00000019572	ENSIPUG00000013226	Ictalurus_punctatus
ENSCANP00000004888	ENSCANG00000016924	Colobus_angolensis_palliatus
ENSNGAP00000003946	ENSNGAG00000004760	Nannospalax_galili
ENSMODP00000020026	ENSMODG00000016044	Monodelphis_domestica
MGP_SPRETEiJ_P0020260	MGP_SPRETEiJ_G0015262	Mus_spretus_strain_SPRET/EiJ
ENSHGLP00000021029	ENSHGLG00000015024	Heterocephalus_glaber_HetGla_female_1.0
ENSCAFP00000045242	ENSCAFG00000012990	Canis_lupus_familiaris
ENSPANP00000008256	ENSPANG00000019972	Papio_anubis
ENSPTEP00000039663	ENSPTEG00000036655	Piliocolobus_tephrosceles
ENSLAFP00000012210	ENSLAFG00000014569	Loxodonta_africana
ENSHCOP00000011846	ENSHCOG00000014764	Hippocampus_comes
ENSAOWP00000006272	ENSAOWG00000004318	Apteryx_owenii
ENSOGAP00000007653	ENSOGAG00000008540	Otolemur_garnettii
ENSATEP00000014022	ENSATEG00000009772	Anabas_testudineus
ENSSMRP00000000712	ENSSMRG00000000645	Salvator_merianae
ENSMICP00000029043	ENSMICG00000012071	Microcebus_murinus
ENSPMAP00000009110	ENSPMAG00000008250	Petromyzon_marinus
ENSCGOP00000024456	ENSCGOG00000010193	Cottoperca_gobio
ENSGAFP00000024854	ENSGAFG00000016773	Gambusia_affinis
ENSMVIP00005020806	ENSMVIG00005014654	Manacus_vitellinus
ENSMAMP00000012945	ENSMAMG00000008667	Mastacembelus_armatus
ENSCJPP00005005421	ENSCJPG00005004476	Coturnix_japonica
ENSXETP00000044618	ENSXETG00000017906	Xenopus_tropicalis
ENSCHAP00000048867	ENSCHAG00000022316	Clupea_harengus	ENSCHAT00000052784
ENSPVIP00000017861	ENSPVIG00000013686	Pogona_vitticeps
ENSTNIP00000003854	ENSTNIG00000003257	Tetraodon_nigroviridis
ENSAHAP00000027425	ENSAHAG00000019089	Apteryx_haastii
MGP_PahariEiJ_P0074544	MGP_PahariEiJ_G0027694	Mus_pahari_strain_PAHARI_EIJ
ENSPMJP00000022279	ENSPMJG00000016510	Parus_major
ENSCGRP00015022270	ENSCGRG00015016940	Cricetulus_griseus_CriGri-PICR
ENSSHAP00000015493	ENSSHAG00000013204	Sarcophilus_harrisii
ENSJHYP00000022943	ENSJHYG00000017274	Junco_hyemalis
ENSPVAP00000011183	ENSPVAG00000011864	Pteropus_vampyrus
ENSEEUP00000010914	ENSEEUG00000011914	Erinaceus_europaeus
ENSMUSP00000112725	ENSMUSG00000034066	Mus_musculus_strain_reference_(CL57BL6)
ENSPPRP00000027304	ENSPPRG00000018957	Panthera_pardus
ENSNMEP00000017492	ENSNMEG00000015299	Numida_meleagris
ENSBMUP00000015288	ENSBMUG00000011602	Bos_mutus
ENSFALP00000003565	ENSFALG00000003423	Ficedula_albicollis
ENSCPRP00005013598	ENSCPRG00005009604	Crocodylus_porosus
ENSSBOP00000037107	ENSSBOG00000034642	Saimiri_boliviensis_boliviensis
ENSNPEP00000001735	ENSNPEG00000000507	Nothoprocta_perdicaria
ENSORLP00000026061	ENSORLG00000002154	Oryzias_latipes_ASM223467v1
ENSORLP00020025839	ENSORLG00020008061	Oryzias_latipes_ASM223471v1
ENSPPYP00000014938	ENSPPYG00000013354	Pongo_abelii
ENSSSCP00000058914	ENSSSCG00000016368	Sus_scrofa_strain_reference
ENSODEP00000014626	ENSODEG00000010817	Octodon_degus
ENSETEP00000009915	ENSETEG00000012222	Echinops_telfairi
ENSOARP00000019037	ENSOARG00000017737	Ovis_aries
ENSKMAP00000010291	ENSKMAG00000007661	Kryptolebias_marmoratus
ENSACIP00000007740	ENSACIG00000006070	Amphilophus_citrinellus
ENSRBIP00000017575	ENSRBIG00000032798	Rhinopithecus_bieti
ENSMSIP00000001896	ENSMSIG00000001789	Mus_spicilegus
ENSPKIP00000016171	ENSPKIG00000002611	Paramormyrops_kingsleyae
ENSPEMP00000028185	ENSPEMG00000023787	Peromyscus_maniculatus_bairdii
