ENSPNAP00000027410	ENSPNAG00000006124	Pygocentrus_nattereri
ENSMUNP00000005909	ENSMUNG00000004804	Melopsittacus_undulatus
MGP_SPRETEiJ_P0042085	MGP_SPRETEiJ_G0021312	Mus_spretus_strain_SPRET/EiJ
ENSBTAP00000073223	ENSBTAG00000016331	Bos_taurus
ENSMZEP00005030608	ENSMZEG00005022799	Maylandia_zebra
ENSTGEP00000029441	ENSTGEG00000023678	Theropithecus_gelada
ENSCVAP00000016421	ENSCVAG00000019391	Cyprinodon_variegatus
ENSCJAP00000037011	ENSCJAG00000019901	Callithrix_jacchus
ENSDCDP00000049829	ENSDCDG00000030433	Denticeps_clupeoides
ENSSMRP00000017948	ENSSMRG00000013992	Salvator_merianae	ENSSMRT00000021015
ENSMMUP00000023592	ENSMMUG00000017946	Macaca_mulatta
ENSTGUP00000003222	ENSTGUG00000003119	Taeniopygia_guttata
ENSLSDP00000000648	ENSLSDG00000000526	Lonchura_striata_domestica
ENSAHAP00000017764	ENSAHAG00000012591	Apteryx_haastii
ENSECAP00000016017	ENSECAG00000018501	Equus_caballus
ENSAMXP00000010909	ENSAMXG00000010616	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSXETP00000028249	ENSXETG00000008524	Xenopus_tropicalis
ENSGALP00000002845	ENSGALG00000001841	Gallus_gallus
ENSCGRP00015016563	ENSCGRG00015012724	Cricetulus_griseus_CriGri-PICR
ENSSPUP00000007157	ENSSPUG00000005509	Sphenodon_punctatus
ENSORLP00020031808	ENSORLG00020017046	Oryzias_latipes_ASM223471v1
ENSNVIP00000001676	ENSNVIG00000001376	Neovison_vison
ENSABRP00000000070	ENSABRG00000000090	Anser_brachyrhynchus
ENSLCOP00000009818	ENSLCOG00000007137	Lepidothrix_coronata	ENSLCOT00000010424
ENSRBIP00000036140	ENSRBIG00000041691	Rhinopithecus_bieti
ENSBBBP00000013365	ENSBBBG00000021026	Bison_bison_bison
ENSCMIP00000019900	ENSCMIG00000009239	Callorhinchus_milii
ENSMNEP00000029222	ENSMNEG00000038073	Macaca_nemestrina
ENSCATP00000040379	ENSCATG00000042786	Cercocebus_atys
ENSCHIP00000002505	ENSCHIG00000005396	Capra_hircus
FBpp0075042	FBgn0036697	Drosophila_melanogaster	FBtr0075282
ENSPMEP00000028664	ENSPMEG00000013924	Poecilia_mexicana
ENSPKIP00000007156	ENSPKIG00000023158	Paramormyrops_kingsleyae
ENSMPUP00000014781	ENSMPUG00000014892	Mustela_putorius_furo
ENSORLP00015027413	ENSORLG00015009487	Oryzias_latipes_ASM223469v1
ENSJJAP00000015324	ENSJJAG00000017524	Jaculus_jaculus
ENSARWP00000024343	ENSARWG00000016589	Apteryx_rowi	ENSARWT00000027576
ENSSHAP00000007895	ENSSHAG00000006851	Sarcophilus_harrisii
ENSOANP00000028232	ENSOANG00000022137	Ornithorhynchus_anatinus
ENSDNVP00000002406	ENSDNVG00000001729	Dromaius_novaehollandiae	ENSDNVT00000002891
ENSSDUP00000023759	ENSSDUG00000017253	Seriola_dumerili
ENSBIXP00000000127	ENSBIXG00000030227	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSCANP00000001683	ENSCANG00000006468	Colobus_angolensis_palliatus
MGP_PahariEiJ_P0027643	MGP_PahariEiJ_G0016126	Mus_pahari_strain_PAHARI_EIJ
ENSONIP00000009929	ENSONIG00000007876	Oreochromis_niloticus
ENSMVIP00005015335	ENSMVIG00005011011	Manacus_vitellinus	ENSMVIT00005017361
ENSMMMP00000006803	ENSMMMG00000006092	Marmota_marmota_marmota
ENSLOCP00000001297	ENSLOCG00000001146	Lepisosteus_oculatus
ENSPVAP00000015180	ENSPVAG00000016082	Pteropus_vampyrus
ENSGAGP00000002532	ENSGAGG00000002037	Gopherus_agassizii
ENSUAMP00000020881	ENSUAMG00000016436	Ursus_americanus
ENSPTEP00000036415	ENSPTEG00000034212	Piliocolobus_tephrosceles
ENSPPYP00000007996	ENSPPYG00000007071	Pongo_abelii
MGP_CAROLIEiJ_P0040246	MGP_CAROLIEiJ_G0020418	Mus_caroli_strain_CAROLI_EIJ
ENSCPOP00000018027	ENSCPOG00000026348	Cavia_porcellus
ENSKMAP00000018207	ENSKMAG00000013546	Kryptolebias_marmoratus
ENSTNIP00000013106	ENSTNIG00000010207	Tetraodon_nigroviridis
ENSSTOP00000023477	ENSSTOG00000028093	Ictidomys_tridecemlineatus
ENSSFOP00015022316	ENSSFOG00015014360	Scleropages_formosus
ENSCSAP00000005209	ENSCSAG00000008951	Chlorocebus_sabaeus
ENSXMAP00000020682	ENSXMAG00000007200	Xiphophorus_maculatus
ENSANAP00000015830	ENSANAG00000025774	Aotus_nancymaae
ENSCABP00000004918	ENSCABG00000003708	Chelonoidis_abingdonii
ENSACIP00000023484	ENSACIG00000018237	Amphilophus_citrinellus
ENSCCEP00000023124	ENSCCEG00000020769	Cyanistes_caeruleus
ENSOARP00000004258	ENSOARG00000003985	Ovis_aries
ENSVURP00010017748	ENSVURG00010013567	Vombatus_ursinus
ENSECRP00000016644	ENSECRG00000011075	Erpetoichthys_calabaricus
ENSPCAP00000000737	ENSPCAG00000000787	Procavia_capensis
ENSMALP00000005322	ENSMALG00000003823	Monopterus_albus
ENSPEMP00000027122	ENSPEMG00000023024	Peromyscus_maniculatus_bairdii
ENSPMGP00000016815	ENSPMGG00000013787	Periophthalmus_magnuspinnatus
ENSTSYP00000031239	ENSTSYG00000028153	Carlito_syrichta
ENSXCOP00000012868	ENSXCOG00000009733	Xiphophorus_couchianus
ENSPCIP00000036161	ENSPCIG00000026677	Phascolarctos_cinereus
ENSSPAP00000023170	ENSSPAG00000017477	Stegastes_partitus
ENSGWIP00000033836	ENSGWIG00000017486	Gouania_willdenowi
ENSPLAP00000012965	ENSPLAG00000016427	Poecilia_latipinna
ENSMAMP00000003705	ENSMAMG00000002495	Mastacembelus_armatus
ENSAMEP00000001819	ENSAMEG00000001711	Ailuropoda_melanoleuca
ENSOANP00000007897	ENSOANG00000004980	Ornithorhynchus_anatinus
ENSLCRP00005002551	ENSLCRG00005001182	Larimichthys_crocea
ENSZALP00000023150	ENSZALG00000017925	Zonotrichia_albicollis
ENSCHAP00000024719	ENSCHAG00000011956	Clupea_harengus
ENSUMAP00000003654	ENSUMAG00000003026	Ursus_maritimus
ENSCPUP00000016370	ENSCPUG00000011334	Calidris_pugnax
ENSNBRP00000005435	ENSNBRG00000004285	Neolamprologus_brichardi
ENSBSLP00000024089	ENSBSLG00000011975	Betta_splendens
ENSHHUP00000037026	ENSHHUG00000023184	Hucho_hucho
ENSPTIP00000016961	ENSPTIG00000015542	Panthera_tigris_altaica
ENSMEUP00000010929	ENSMEUG00000012001	Notamacropus_eugenii
ENSDARP00000131656	ENSDARG00000104413	Danio_rerio
ENSNLEP00000012113	ENSNLEG00000009926	Nomascus_leucogenys
ENSLAFP00000002679	ENSLAFG00000003222	Loxodonta_africana
ENSFALP00000005382	ENSFALG00000005158	Ficedula_albicollis
ENSCPBP00000038459	ENSCPBG00000026567	Chrysemys_picta_bellii
ENSSBOP00000014100	ENSSBOG00000023780	Saimiri_boliviensis_boliviensis
ENSLCAP00010019728	ENSLCAG00010009318	Lates_calcarifer
ENSDORP00000021065	ENSDORG00000027889	Dipodomys_ordii
ENSMICP00000014510	ENSMICG00000015926	Microcebus_murinus
ENSMGAP00000010613	ENSMGAG00000010244	Meleagris_gallopavo
ENSPSIP00000016738	ENSPSIG00000014917	Pelodiscus_sinensis
ENSAMXP00005008910	ENSAMXG00005005082	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSEEEP00000034619	ENSEEEG00000016464	Electrophorus_electricus
ENSVVUP00000022613	ENSVVUG00000016574	Vulpes_vulpes
ENSAPOP00000019600	ENSAPOG00000023085	Acanthochromis_polyacanthus
ENSMUGP00000019598	ENSMUGG00000016600	Meriones_unguiculatus
ENSEASP00005000605	ENSEASG00005000558	Equus_asinus_asinus
ENSOGAP00000000194	ENSOGAG00000000218	Otolemur_garnettii
ENSCGRP00000008294	ENSCGRG00000006048	Cricetulus_griseus_CriGri_1.0
ENSCPGP00000024820	ENSCPGG00000017089	Calidris_pygmaea
ENSTTRP00000005191	ENSTTRG00000005502	Tursiops_truncatus
ENSGMOP00000010961	ENSGMOG00000010208	Gadus_morhua
ENSRNOP00000004176	ENSRNOG00000003125	Rattus_norvegicus
ENSAOCP00000003640	ENSAOCG00000000361	Amphiprion_ocellaris
ENSPTRP00000069489	ENSPTRG00000007729	Pan_troglodytes
ENSCCAP00000003067	ENSCCAG00000017187	Cebus_capucinus_imitator
ENSBIXP00005030119	ENSBIXG00005010195	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSNSUP00000027780	ENSNSUG00000019822	Notechis_scutatus
ENSSLDP00000010777	ENSSLDG00000008565	Seriola_lalandi_dorsalis
ENSPNYP00000003662	ENSPNYG00000002831	Pundamilia_nyererei
ENSNPEP00000008278	ENSNPEG00000006211	Nothoprocta_perdicaria	ENSNPET00000008485
ENSCCNP00000009932	ENSCCNG00000010452	Castor_canadensis
ENSPPRP00000010393	ENSPPRG00000004563	Panthera_pardus
ENSAOWP00000018487	ENSAOWG00000012605	Apteryx_owenii	ENSAOWT00000020962
ENSP00000322832	ENSG00000067836	Homo_sapiens
ENSLACP00000014850	ENSLACG00000013071	Latimeria_chalumnae
ENSPSMP00000035795	ENSPSMG00000024626	Prolemur_simus
ENSCPRP00005020134	ENSCPRG00005014028	Crocodylus_porosus
ENSPREP00000017025	ENSPREG00000011501	Poecilia_reticulata
ENSMLUP00000013383	ENSMLUG00000014706	Myotis_lucifugus
ENSCLAP00000017020	ENSCLAG00000011680	Chinchilla_lanigera
ENSMUSP00000144481	ENSMUSG00000022540	Mus_musculus_strain_reference_(CL57BL6)
ENSIPUP00000001702	ENSIPUG00000001182	Ictalurus_punctatus
ENSPCOP00000008022	ENSPCOG00000015279	Propithecus_coquereli
ENSNGAP00000000880	ENSNGAG00000000657	Nannospalax_galili
ENSCGOP00000017095	ENSCGOG00000007872	Cottoperca_gobio
ENSAPEP00000014016	ENSAPEG00000009991	Amphiprion_percula
