ENSCPUP00000007196	ENSCPUG00000005194	Calidris_pugnax
MGP_CAROLIEiJ_P0033491	MGP_CAROLIEiJ_G0018164	Mus_caroli_strain_CAROLI_EIJ
MGP_PahariEiJ_P0083611	MGP_PahariEiJ_G0029921	Mus_pahari_strain_PAHARI_EIJ
ENSRNOP00000019213	ENSRNOG00000013927	Rattus_norvegicus
ENSMUGP00000015311	ENSMUGG00000013160	Meriones_unguiculatus
ENSNGAP00000001086	ENSNGAG00000000769	Nannospalax_galili
ENSJJAP00000009230	ENSJJAG00000013134	Jaculus_jaculus
ENSSARP00000006285	ENSSARG00000006921	Sorex_araneus
ENSMPUP00000002017	ENSMPUG00000002038	Mustela_putorius_furo
ENSPVAP00000013114	ENSPVAG00000013907	Pteropus_vampyrus
ENSAMEP00000000122	ENSAMEG00000000094	Ailuropoda_melanoleuca
ENSUAMP00000014744	ENSUAMG00000011755	Ursus_americanus
ENSNVIP00000008933	ENSNVIG00000007018	Neovison_vison
ENSCAFP00020009751	ENSCAFG00020007920	Canis_lupus_dingo
ENSCAFP00000027180	ENSCAFG00000018401	Canis_lupus_familiaris
ENSVVUP00000007051	ENSVVUG00000004008	Vulpes_vulpes
ENSFCAP00000027221	ENSFCAG00000031155	Felis_catus
ENSBIXP00000007472	ENSBIXG00000013420	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSBTAP00000067394	ENSBTAG00000007319	Bos_taurus
ENSBIXP00005031891	ENSBIXG00005012390	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSBMUP00000036124	ENSBMUG00000026822	Bos_mutus
ENSCHIP00000014989	ENSCHIG00000015794	Capra_hircus
ENSOARP00000008961	ENSOARG00000008354	Ovis_aries
ENSTTRP00000001461	ENSTTRG00000001550	Tursiops_truncatus
ENSSSCP00000028498	ENSSSCG00000002555	Sus_scrofa_strain_reference
ENSECAP00000041299	ENSECAG00000006609	Equus_caballus
ENSEASP00005006062	ENSEASG00005004497	Equus_asinus_asinus
ENSLAFP00000028466	ENSLAFG00000029424	Loxodonta_africana
ENSPCAP00000002579	ENSPCAG00000002704	Procavia_capensis
ENSOPRP00000008927	ENSOPRG00000009732	Ochotona_princeps
ENSMMMP00000005942	ENSMMMG00000005345	Marmota_marmota_marmota
ENSPMAP00000008452	ENSPMAG00000007687	Petromyzon_marinus
ENSMPUP00000002018	ENSMPUG00000002039	Mustela_putorius_furo
ENSCJAP00000072853	ENSCJAG00000060779	Callithrix_jacchus
ENSEBUP00000024912	ENSEBUG00000015335	Eptatretus_burgeri	ENSEBUT00000025488
ENSEBUP00000003413	ENSEBUG00000002352	Eptatretus_burgeri	ENSEBUT00000003783
ENSEBUP00000022516	ENSEBUG00000013871	Eptatretus_burgeri	ENSEBUT00000023093
ENSEBUP00000020953	ENSEBUG00000012947	Eptatretus_burgeri
ENSEBUP00000026163	ENSEBUG00000016117	Eptatretus_burgeri
ENSCINP00000033782	ENSCING00000021217	Ciona_intestinalis
ENSCSAVP00000011833	ENSCSAVG00000006943	Ciona_savignyi
