ENSPCIP00000031867	ENSPCIG00000023648	Phascolarctos_cinereus	ENSPCIT00000039173
ENSVURP00010019023	ENSVURG00010014479	Vombatus_ursinus	ENSVURT00010021633
ENSMEUP00000002460	ENSMEUG00000002694	Notamacropus_eugenii	ENSMEUT00000002702
ENSSHAP00000005553	ENSSHAG00000004852	Sarcophilus_harrisii	ENSSHAT00000005607
ENSMODP00000034032	ENSMODG00000000003	Monodelphis_domestica	ENSMODT00000035618
ENSMODP00000058438	ENSMODG00000036760	Monodelphis_domestica	ENSMODT00000087876
ENSMODP00000034028	ENSMODG00000024419	Monodelphis_domestica	ENSMODT00000035614
ENSVURP00010019006	ENSVURG00010014463	Vombatus_ursinus	ENSVURT00010021614
ENSPCIP00000031872	ENSPCIG00000023651	Phascolarctos_cinereus	ENSPCIT00000039178
ENSMEUP00000008200	ENSMEUG00000008988	Notamacropus_eugenii	ENSMEUT00000009004
ENSSHAP00000005236	ENSSHAG00000004582	Sarcophilus_harrisii	ENSSHAT00000005288
ENSUAMP00000023010	ENSUAMG00000018026	Ursus_americanus
ENSP00000297767	ENSG00000165076	Homo_sapiens
ENSPPYP00000020277	ENSPPYG00000018071	Pongo_abelii
ENSNLEP00000002877	ENSNLEG00000002371	Nomascus_leucogenys
ENSRBIP00000028844	ENSRBIG00000038319	Rhinopithecus_bieti
ENSRROP00000030828	ENSRROG00000039139	Rhinopithecus_roxellana
ENSPTEP00000037170	ENSPTEG00000034804	Piliocolobus_tephrosceles
ENSCANP00000005813	ENSCANG00000019608	Colobus_angolensis_palliatus
ENSTGEP00000034630	ENSTGEG00000027608	Theropithecus_gelada
ENSPANP00000000622	ENSPANG00000016705	Papio_anubis
ENSMFAP00000000849	ENSMFAG00000033856	Macaca_fascicularis
ENSMNEP00000045406	ENSMNEG00000045224	Macaca_nemestrina
ENSMMUP00000065780	ENSMMUG00000053855	Macaca_mulatta
ENSCATP00000035520	ENSCATG00000040618	Cercocebus_atys
ENSCSAP00000004349	ENSCSAG00000008093	Chlorocebus_sabaeus
ENSMLEP00000030659	ENSMLEG00000039528	Mandrillus_leucophaeus
ENSCCAP00000025767	ENSCCAG00000030678	Cebus_capucinus_imitator
ENSSBOP00000001855	ENSSBOG00000009697	Saimiri_boliviensis_boliviensis
ENSCJAP00000025145	ENSCJAG00000013663	Callithrix_jacchus
ENSANAP00000015936	ENSANAG00000025837	Aotus_nancymaae
ENSTSYP00000001246	ENSTSYG00000001340	Carlito_syrichta
ENSPCOP00000016544	ENSPCOG00000020043	Propithecus_coquereli
ENSMICP00000044073	ENSMICG00000043681	Microcebus_murinus
ENSPSMP00000007176	ENSPSMG00000005348	Prolemur_simus
ENSOGAP00000014917	ENSOGAG00000016666	Otolemur_garnettii
ENSCCNP00000006915	ENSCCNG00000007405	Castor_canadensis
ENSDORP00000014276	ENSDORG00000015166	Dipodomys_ordii
MGP_SPRETEiJ_P0076273	MGP_SPRETEiJ_G0029259	Mus_spretus_strain_SPRET/EiJ
ENSMSIP00000003071	ENSMSIG00000002853	Mus_spicilegus
ENSMUSP00000031967	ENSMUSG00000029909	Mus_musculus_strain_reference_(CL57BL6)
MGP_CAROLIEiJ_P0073425	MGP_CAROLIEiJ_G0028260	Mus_caroli_strain_CAROLI_EIJ
MGP_PahariEiJ_P0049540	MGP_PahariEiJ_G0022018	Mus_pahari_strain_PAHARI_EIJ
ENSRNOP00000016251	ENSRNOG00000012201	Rattus_norvegicus
ENSMUGP00000001852	ENSMUGG00000001727	Meriones_unguiculatus
ENSMOCP00000001149	ENSMOCG00000000882	Microtus_ochrogaster
ENSPEMP00000018615	ENSPEMG00000017152	Peromyscus_maniculatus_bairdii
ENSCGRP00015000128	ENSCGRG00015000187	Cricetulus_griseus_CriGri-PICR
ENSCGRP00001018601	ENSCGRG00001018297	Cricetulus_griseus_CHOK1GS_HDv1
ENSCGRP00000017706	ENSCGRG00000012876	Cricetulus_griseus_CriGri_1.0
ENSMAUP00000014545	ENSMAUG00000014269	Mesocricetus_auratus
ENSNGAP00000000119	ENSNGAG00000000102	Nannospalax_galili
ENSCLAP00000012868	ENSCLAG00000008886	Chinchilla_lanigera
ENSODEP00000018291	ENSODEG00000013473	Octodon_degus
ENSCPOP00000004025	ENSCPOG00000004461	Cavia_porcellus
ENSHGLP00000008551	ENSHGLG00000006169	Heterocephalus_glaber_HetGla_female_1.0
ENSHGLP00100023003	ENSHGLG00100016916	Heterocephalus_glaber_HetGla_1.0
ENSFDAP00000005623	ENSFDAG00000014585	Fukomys_damarensis
ENSMMMP00000012509	ENSMMMG00000011182	Marmota_marmota_marmota
ENSUPAP00010020284	ENSUPAG00010016052	Urocitellus_parryii
ENSSDAP00000027118	ENSSDAG00000024570	Spermophilus_dauricus
ENSSTOP00000013000	ENSSTOG00000014505	Ictidomys_tridecemlineatus
ENSOCUP00000005311	ENSOCUG00000006129	Oryctolagus_cuniculus
ENSOPRP00000008339	ENSOPRG00000009119	Ochotona_princeps
ENSTBEP00000009253	ENSTBEG00000010712	Tupaia_belangeri
ENSCHOP00000010763	ENSCHOG00000012174	Choloepus_hoffmanni
ENSDNOP00000001558	ENSDNOG00000002014	Dasypus_novemcinctus
ENSLAFP00000009636	ENSLAFG00000011538	Loxodonta_africana
ENSPCAP00000009628	ENSPCAG00000010372	Procavia_capensis
ENSETEP00000012294	ENSETEG00000015171	Echinops_telfairi
