FBpp0085884	FBgn0034360	Drosophila_melanogaster	FBtr0086705
Y47D3A.14.1	WBGene00012927	Caenorhabditis_elegans_strain_N2	Y47D3A.14.1
ENSPVAP00000008966	ENSPVAG00000009517	Pteropus_vampyrus
ENSSDAP00000007345	ENSSDAG00000006738	Spermophilus_dauricus
ENSDORP00000019742	ENSDORG00000028187	Dipodomys_ordii
ENSPSMP00000012707	ENSPSMG00000009175	Prolemur_simus
ENSOGAP00000011838	ENSOGAG00000013214	Otolemur_garnettii
ENSLAFP00000017791	ENSLAFG00000012316	Loxodonta_africana
ENSETEP00000008132	ENSETEG00000010013	Echinops_telfairi
ENSDNOP00000005936	ENSDNOG00000007669	Dasypus_novemcinctus
ENSOANP00000006759	ENSOANG00000004255	Ornithorhynchus_anatinus
ENSPVIP00000006931	ENSPVIG00000005701	Pogona_vitticeps
ENSACAP00000021652	ENSACAG00000017540	Anolis_carolinensis
ENSNSUP00000025474	ENSNSUG00000018337	Notechis_scutatus
ENSSMRP00000007719	ENSSMRG00000006193	Salvator_merianae
ENSGAGP00000007703	ENSGAGG00000006160	Gopherus_agassizii
ENSCPBP00000014052	ENSCPBG00000010472	Chrysemys_picta_bellii
ENSPSIP00000001187	ENSPSIG00000001188	Pelodiscus_sinensis
ENSLACP00000016351	ENSLACG00000014406	Latimeria_chalumnae
ENSCHAP00000054984	ENSCHAG00000024919	Clupea_harengus	ENSCHAT00000059299
ENSDCDP00000046675	ENSDCDG00000029185	Denticeps_clupeoides	ENSDCDT00000058074
ENSAMXP00000025816	ENSAMXG00000025110	Astyanax_mexicanus_Astyanax_mexicanus-2.0	ENSAMXT00000025836
ENSAMXP00005031832	ENSAMXG00005015571	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSPNAP00000014634	ENSPNAG00000020560	Pygocentrus_nattereri
ENSEEEP00000049397	ENSEEEG00000023213	Electrophorus_electricus
ENSIPUP00000012415	ENSIPUG00000008465	Ictalurus_punctatus
ENSDARP00000018770	ENSDARG00000005640	Danio_rerio
ENSHHUP00000088008	ENSHHUG00000050886	Hucho_hucho
ENSHHUP00000055213	ENSHHUG00000033054	Hucho_hucho
ENSELUP00000034993	ENSELUG00000013736	Esox_lucius
ENSLBEP00000037736	ENSLBEG00000028168	Labrus_bergylta
ENSGACP00000003461	ENSGACG00000002645	Gasterosteus_aculeatus
ENSTRUP00000032349	ENSTRUG00000012778	Takifugu_rubripes
ENSTNIP00000018792	ENSTNIG00000015717	Tetraodon_nigroviridis
ENSMMOP00000025495	ENSMMOG00000019352	Mola_mola
ENSCVAP00000003471	ENSCVAG00000004653	Cyprinodon_variegatus
ENSFHEP00000009443	ENSFHEG00000010687	Fundulus_heteroclitus
ENSPFOP00000020059	ENSPFOG00000019932	Poecilia_formosa
ENSPLAP00000019629	ENSPLAG00000001922	Poecilia_latipinna
ENSPMEP00000033800	ENSPMEG00000022543	Poecilia_mexicana
ENSPREP00000001519	ENSPREG00000001135	Poecilia_reticulata
ENSXMAP00000027448	ENSXMAG00000005897	Xiphophorus_maculatus
ENSGAFP00000015954	ENSGAFG00000010787	Gambusia_affinis
ENSKMAP00000005238	ENSKMAG00000003978	Kryptolebias_marmoratus
ENSOMEP00000020197	ENSOMEG00000022041	Oryzias_melastigma
ENSMZEP00005018909	ENSMZEG00005014189	Maylandia_zebra
ENSACLP00000002660	ENSACLG00000001830	Astatotilapia_calliptera
ENSHBUP00000021246	ENSHBUG00000023550	Haplochromis_burtoni
ENSPNYP00000015151	ENSPNYG00000011478	Pundamilia_nyererei
ENSNBRP00000023754	ENSNBRG00000018179	Neolamprologus_brichardi
ENSONIP00000026457	ENSONIG00000021155	Oreochromis_niloticus
ENSACIP00000008082	ENSACIG00000006347	Amphilophus_citrinellus
ENSCSEP00000025699	ENSCSEG00000016408	Cynoglossus_semilaevis
ENSLCRP00005044801	ENSLCRG00005017157	Larimichthys_crocea
ENSCGOP00000049110	ENSCGOG00000021904	Cottoperca_gobio
ENSSDUP00000010109	ENSSDUG00000007414	Seriola_dumerili
ENSSLDP00000019451	ENSSLDG00000015266	Seriola_lalandi_dorsalis
ENSSMAP00000026673	ENSSMAG00000016304	Scophthalmus_maximus
ENSLCAP00010000526	ENSLCAG00010000350	Lates_calcarifer
ENSMALP00000005029	ENSMALG00000003623	Monopterus_albus
ENSMALP00000019369	ENSMALG00000013519	Monopterus_albus
ENSMAMP00000015769	ENSMAMG00000010706	Mastacembelus_armatus
ENSATEP00000012747	ENSATEG00000008909	Anabas_testudineus
ENSBSLP00000021231	ENSBSLG00000010966	Betta_splendens
ENSAPEP00000005536	ENSAPEG00000003977	Amphiprion_percula
ENSAOCP00000018705	ENSAOCG00000023880	Amphiprion_ocellaris
ENSAPOP00000012813	ENSAPOG00000015528	Acanthochromis_polyacanthus
ENSSPAP00000000767	ENSSPAG00000000591	Stegastes_partitus
ENSPRNP00000043829	ENSPRNG00000021377	Parambassis_ranga
ENSHCOP00000007799	ENSHCOG00000000306	Hippocampus_comes
ENSPMGP00000014967	ENSPMGG00000012263	Periophthalmus_magnuspinnatus
ENSGMOP00000013532	ENSGMOG00000012647	Gadus_morhua
ENSPKIP00000027315	ENSPKIG00000009430	Paramormyrops_kingsleyae
ENSSFOP00015011955	ENSSFOG00015007730	Scleropages_formosus
ENSLOCP00000021936	ENSLOCG00000017833	Lepisosteus_oculatus
ENSECRP00000008970	ENSECRG00000006022	Erpetoichthys_calabaricus
ENSLCOP00000004308	ENSLCOG00000003282	Lepidothrix_coronata
ENSJHYP00000022210	ENSJHYG00000016758	Junco_hyemalis
ENSCPGP00000027903	ENSCPGG00000019236	Calidris_pygmaea
ENSCPUP00000023383	ENSCPUG00000015875	Calidris_pugnax
ENSCJPP00005002603	ENSCJPG00005002925	Coturnix_japonica
ENSAOWP00000006167	ENSAOWG00000004256	Apteryx_owenii
ENSEBUP00000011228	ENSEBUG00000007217	Eptatretus_burgeri	ENSEBUT00000011793
ENSPMAP00000011256	ENSPMAG00000010275	Petromyzon_marinus	ENSPMAT00000011302
ENSCINP00000033519	ENSCING00000020788	Ciona_intestinalis
ENSCSAVP00000004726	ENSCSAVG00000002811	Ciona_savignyi
ENSPTEP00000012269	ENSPTEG00000013787	Piliocolobus_tephrosceles
YLR316C_mRNA	YLR316C	Saccharomyces_cerevisiae_strain_S288C
