FBpp0079833	FBgn0032361	Drosophila_melanogaster	FBtr0080248
R02D3.2.1	WBGene00019820	Caenorhabditis_elegans_strain_N2	R02D3.2.1
ENSELUP00000036758	ENSELUG00000016162	Esox_lucius
MGP_CAROLIEiJ_P0085921	MGP_CAROLIEiJ_G0031529	Mus_caroli_strain_CAROLI_EIJ
MGP_PahariEiJ_P0054173	MGP_PahariEiJ_G0023129	Mus_pahari_strain_PAHARI_EIJ
ENSRNOP00000063394	ENSRNOG00000020379	Rattus_norvegicus
ENSMUGP00000020674	ENSMUGG00000017446	Meriones_unguiculatus
ENSCGRP00000002210	ENSCGRG00000001633	Cricetulus_griseus_CriGri_1.0
ENSCGRP00001014269	ENSCGRG00001015190	Cricetulus_griseus_CHOK1GS_HDv1
ENSCGRP00015012136	ENSCGRG00015009335	Cricetulus_griseus_CriGri-PICR
ENSMAUP00000003325	ENSMAUG00000003594	Mesocricetus_auratus
ENSMOCP00000002441	ENSMOCG00000001920	Microtus_ochrogaster
ENSPEMP00000013471	ENSPEMG00000013511	Peromyscus_maniculatus_bairdii
ENSNGAP00000010861	ENSNGAG00000013157	Nannospalax_galili
ENSJJAP00000008698	ENSJJAG00000012788	Jaculus_jaculus
ENSCLAP00000011291	ENSCLAG00000007788	Chinchilla_lanigera
ENSODEP00000021512	ENSODEG00000015833	Octodon_degus
ENSCPOP00000003346	ENSCPOG00000003706	Cavia_porcellus
ENSCAPP00000017221	ENSCAPG00000016935	Cavia_aperea
ENSHGLP00000023957	ENSHGLG00000017078	Heterocephalus_glaber_HetGla_female_1.0
ENSHGLP00100007193	ENSHGLG00100005397	Heterocephalus_glaber_HetGla_1.0
ENSFDAP00000002088	ENSFDAG00000011888	Fukomys_damarensis
ENSCCNP00000032622	ENSCCNG00000030923	Castor_canadensis
ENSDORP00000010522	ENSDORG00000011202	Dipodomys_ordii
ENSSTOP00000011525	ENSSTOG00000012862	Ictidomys_tridecemlineatus
ENSUPAP00010030243	ENSUPAG00010023741	Urocitellus_parryii
ENSSDAP00000026710	ENSSDAG00000024235	Spermophilus_dauricus
ENSMMMP00000015950	ENSMMMG00000014204	Marmota_marmota_marmota
ENSOPRP00000006380	ENSOPRG00000006975	Ochotona_princeps
ENSOCUP00000015157	ENSOCUG00000017648	Oryctolagus_cuniculus
ENSPTRP00000014135	ENSPTRG00000008278	Pan_troglodytes
ENSPPAP00000001810	ENSPPAG00000008283	Pan_paniscus
ENSP00000497669	ENSG00000213380	Homo_sapiens
ENSP00000454500	ENSG00000260371	Homo_sapiens
ENSPPYP00000008470	ENSPPYG00000007502	Pongo_abelii
ENSGGOP00000007575	ENSGGOG00000007741	Gorilla_gorilla
ENSP00000457718	ENSG00000272617	Homo_sapiens
ENSNLEP00000006637	ENSNLEG00000005489	Nomascus_leucogenys
ENSRBIP00000030468	ENSRBIG00000039094	Rhinopithecus_bieti
ENSRROP00000008566	ENSRROG00000028736	Rhinopithecus_roxellana
ENSPTEP00000008546	ENSPTEG00000009694	Piliocolobus_tephrosceles
ENSCANP00000004847	ENSCANG00000016643	Colobus_angolensis_palliatus
ENSPANP00000012213	ENSPANG00000018697	Papio_anubis
ENSTGEP00000011509	ENSTGEG00000009387	Theropithecus_gelada
ENSCATP00000036566	ENSCATG00000041081	Cercocebus_atys
ENSMLEP00000032484	ENSMLEG00000040450	Mandrillus_leucophaeus
ENSMMUP00000021876	ENSMMUG00000016636	Macaca_mulatta
ENSMFAP00000007476	ENSMFAG00000041024	Macaca_fascicularis
ENSMNEP00000002961	ENSMNEG00000013715	Macaca_nemestrina
ENSCSAP00000000485	ENSCSAG00000004126	Chlorocebus_sabaeus
ENSSBOP00000006034	ENSSBOG00000019966	Saimiri_boliviensis_boliviensis
ENSCCAP00000003680	ENSCCAG00000018759	Cebus_capucinus_imitator
ENSCJAP00000028326	ENSCJAG00000015376	Callithrix_jacchus
ENSANAP00000031269	ENSANAG00000033370	Aotus_nancymaae
ENSTSYP00000007582	ENSTSYG00000008275	Carlito_syrichta
ENSPSMP00000018610	ENSPSMG00000013176	Prolemur_simus
ENSPCOP00000021808	ENSPCOG00000022952	Propithecus_coquereli
ENSMICP00000008786	ENSMICG00000009659	Microcebus_murinus
ENSOGAP00000021190	ENSOGAG00000028617	Otolemur_garnettii
ENSTBEP00000009782	ENSTBEG00000011316	Tupaia_belangeri
ENSBIXP00000010298	ENSBIXG00000015802	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSBIXP00005041946	ENSBIXG00005004285	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSBTAP00000002179	ENSBTAG00000001665	Bos_taurus
ENSBMUP00000001862	ENSBMUG00000001497	Bos_mutus
ENSBBBP00000022606	ENSBBBG00000007422	Bison_bison_bison
ENSOARP00000003781	ENSOARG00000003544	Ovis_aries
ENSCHIP00000025143	ENSCHIG00000022033	Capra_hircus
ENSTTRP00000009488	ENSTTRG00000010007	Tursiops_truncatus
ENSVPAP00000003707	ENSVPAG00000003990	Vicugna_pacos
ENSSSCP00000002977	ENSSSCG00000002759	Sus_scrofa_strain_reference
ENSEASP00005031305	ENSEASG00005021309	Equus_asinus_asinus
ENSECAP00000018883	ENSECAG00000021406	Equus_caballus
ENSPVAP00000015081	ENSPVAG00000015979	Pteropus_vampyrus
ENSMLUP00000005998	ENSMLUG00000006567	Myotis_lucifugus
ENSUAMP00000029446	ENSUAMG00000022689	Ursus_americanus
ENSUMAP00000025777	ENSUMAG00000018774	Ursus_maritimus
ENSAMEP00000007961	ENSAMEG00000007560	Ailuropoda_melanoleuca
ENSNVIP00000010236	ENSNVIG00000008070	Neovison_vison
ENSMPUP00000007248	ENSMPUG00000007305	Mustela_putorius_furo
ENSCAFP00000030075	ENSCAFG00000020278	Canis_lupus_familiaris
ENSCAFP00020025709	ENSCAFG00020020229	Canis_lupus_dingo
ENSVVUP00000023411	ENSVVUG00000017136	Vulpes_vulpes
ENSPPRP00000017117	ENSPPRG00000009193	Panthera_pardus
ENSPTIP00000008737	ENSPTIG00000010023	Panthera_tigris_altaica
ENSFCAP00000012583	ENSFCAG00000013571	Felis_catus
ENSSARP00000000270	ENSSARG00000000300	Sorex_araneus
ENSEEUP00000007849	ENSEEUG00000008636	Erinaceus_europaeus
ENSCHOP00000009537	ENSCHOG00000010778	Choloepus_hoffmanni
ENSDNOP00000020204	ENSDNOG00000036789	Dasypus_novemcinctus
ENSLAFP00000016366	ENSLAFG00000021739	Loxodonta_africana
ENSPCAP00000006033	ENSPCAG00000006501	Procavia_capensis
ENSETEP00000010991	ENSETEG00000013548	Echinops_telfairi
ENSETEP00000009111	ENSETEG00000011236	Echinops_telfairi
ENSVURP00010026532	ENSVURG00010020299	Vombatus_ursinus
ENSPCIP00000016584	ENSPCIG00000012766	Phascolarctos_cinereus
ENSMEUP00000002570	ENSMEUG00000002816	Notamacropus_eugenii
ENSSHAP00000016003	ENSSHAG00000013626	Sarcophilus_harrisii
ENSMODP00000003387	ENSMODG00000002783	Monodelphis_domestica
ENSOANP00000003742	ENSOANG00000002362	Ornithorhynchus_anatinus
ENSGALP00000045886	ENSGALG00000043126	Gallus_gallus
ENSCJPP00005018699	ENSCJPG00005015210	Coturnix_japonica
ENSNMEP00000005166	ENSNMEG00000005442	Numida_meleagris
ENSABRP00000002818	ENSABRG00000002695	Anser_brachyrhynchus
ENSLSDP00000006027	ENSLSDG00000004628	Lonchura_striata_domestica
ENSTGUP00000008310	ENSTGUG00000008065	Taeniopygia_guttata
ENSFALP00000002929	ENSFALG00000002811	Ficedula_albicollis
ENSCCEP00000002625	ENSCCEG00000002913	Cyanistes_caeruleus
ENSJHYP00000008076	ENSJHYG00000006429	Junco_hyemalis
ENSPMJP00000018319	ENSPMJG00000013709	Parus_major
ENSSCAP00000011321	ENSSCAG00000008513	Serinus_canaria
ENSLCOP00000017730	ENSLCOG00000012526	Lepidothrix_coronata
ENSCPGP00000026851	ENSCPGG00000018507	Calidris_pygmaea
ENSCPUP00000015894	ENSCPUG00000011022	Calidris_pugnax
ENSMUNP00000021779	ENSMUNG00000016405	Melopsittacus_undulatus
ENSAHAP00000017363	ENSAHAG00000012362	Apteryx_haastii
ENSAOWP00000000710	ENSAOWG00000000558	Apteryx_owenii
ENSARWP00000012091	ENSARWG00000008342	Apteryx_rowi
ENSNPEP00000006889	ENSNPEG00000005181	Nothoprocta_perdicaria
ENSDNVP00000006275	ENSDNVG00000004495	Dromaius_novaehollandiae
ENSCPRP00005011778	ENSCPRG00005008395	Crocodylus_porosus
ENSGAGP00000012777	ENSGAGG00000009805	Gopherus_agassizii
ENSCABP00000017374	ENSCABG00000012897	Chelonoidis_abingdonii
ENSCPBP00000039271	ENSCPBG00000027053	Chrysemys_picta_bellii
ENSPSIP00000012384	ENSPSIG00000011147	Pelodiscus_sinensis
ENSACAP00000003356	ENSACAG00000003438	Anolis_carolinensis
ENSPVIP00000014724	ENSPVIG00000011366	Pogona_vitticeps
ENSNSUP00000028674	ENSNSUG00000020394	Notechis_scutatus
ENSSMRP00000009038	ENSSMRG00000007228	Salvator_merianae
ENSSPUP00000007596	ENSSPUG00000005873	Sphenodon_punctatus
ENSXETP00000020734	ENSXETG00000012274	Xenopus_tropicalis
ENSLACP00000007627	ENSLACG00000006758	Latimeria_chalumnae
ENSCMIP00000034662	ENSCMIG00000014695	Callorhinchus_milii
ENSHCOP00000004702	ENSHCOG00000006219	Hippocampus_comes
ENSEBUP00000005218	ENSEBUG00000003577	Eptatretus_burgeri
ENSCSAVP00000006560	ENSCSAVG00000003927	Ciona_savignyi
YML071C_mRNA	YML071C	Saccharomyces_cerevisiae_strain_S288C
