ENSVURP00010030878	ENSVURG00010023618	Vombatus_ursinus	ENSVURT00010035161
ENSPCIP00000033164	ENSPCIG00000024623	Phascolarctos_cinereus	ENSPCIT00000040845
ENSMEUP00000006850	ENSMEUG00000007487	Notamacropus_eugenii	ENSMEUT00000007521
ENSSHAP00000006209	ENSSHAG00000005404	Sarcophilus_harrisii	ENSSHAT00000006263
ENSMODP00000024201	ENSMODG00000019400	Monodelphis_domestica	ENSMODT00000024630
ENSHGLP00000023752	ENSHGLG00000016942	Heterocephalus_glaber_HetGla_female_1.0
ENSNLEP00000039535	ENSNLEG00000033040	Nomascus_leucogenys
ENSCANP00000024938	ENSCANG00000035881	Colobus_angolensis_palliatus
ENSPTEP00000032105	ENSPTEG00000030894	Piliocolobus_tephrosceles
ENSRBIP00000038888	ENSRBIG00000042917	Rhinopithecus_bieti
ENSRROP00000043000	ENSRROG00000044584	Rhinopithecus_roxellana
ENSPANP00000004044	ENSPANG00000004850	Papio_anubis
ENSTGEP00000019005	ENSTGEG00000015295	Theropithecus_gelada
ENSMFAP00000025921	ENSMFAG00000044427	Macaca_fascicularis
ENSMMUP00000079095	ENSMMUG00000013518	Macaca_mulatta
ENSMNEP00000046167	ENSMNEG00000045540	Macaca_nemestrina
ENSMLEP00000011553	ENSMLEG00000029951	Mandrillus_leucophaeus
ENSCATP00000019195	ENSCATG00000033380	Cercocebus_atys
ENSCSAP00000001311	ENSCSAG00000004990	Chlorocebus_sabaeus
ENSSBOP00000025052	ENSSBOG00000028972	Saimiri_boliviensis_boliviensis
ENSCCAP00000020869	ENSCCAG00000028277	Cebus_capucinus_imitator
ENSCJAP00000019557	ENSCJAG00000010493	Callithrix_jacchus
ENSANAP00000008509	ENSANAG00000022257	Aotus_nancymaae
ENSTSYP00000009306	ENSTSYG00000010107	Carlito_syrichta
ENSPCOP00000007764	ENSPCOG00000015135	Propithecus_coquereli
ENSMICP00000008255	ENSMICG00000009059	Microcebus_murinus
ENSPSMP00000033874	ENSPSMG00000023326	Prolemur_simus
ENSOGAP00000000979	ENSOGAG00000001099	Otolemur_garnettii
ENSTBEP00000011550	ENSTBEG00000013287	Tupaia_belangeri
ENSUAMP00000027376	ENSUAMG00000021188	Ursus_americanus
ENSUMAP00000024474	ENSUMAG00000017779	Ursus_maritimus
ENSAMEP00000004654	ENSAMEG00000004303	Ailuropoda_melanoleuca
ENSNVIP00000001069	ENSNVIG00000000859	Neovison_vison
ENSMPUP00000001702	ENSMPUG00000001720	Mustela_putorius_furo
ENSCAFP00020031035	ENSCAFG00020024230	Canis_lupus_dingo
ENSCAFP00000056226	ENSCAFG00000000156	Canis_lupus_familiaris
ENSVVUP00000027857	ENSVVUG00000019418	Vulpes_vulpes
ENSPPRP00000019109	ENSPPRG00000010635	Panthera_pardus
ENSPTIP00000025070	ENSPTIG00000020954	Panthera_tigris_altaica
ENSFCAP00000013515	ENSFCAG00000014568	Felis_catus
ENSECAP00000019117	ENSECAG00000021228	Equus_caballus
ENSEASP00005008846	ENSEASG00005006355	Equus_asinus_asinus
ENSCHIP00000008724	ENSCHIG00000011774	Capra_hircus
ENSOARP00000008339	ENSOARG00000007766	Ovis_aries
ENSBBBP00000019388	ENSBBBG00000007932	Bison_bison_bison
ENSBMUP00000034760	ENSBMUG00000025873	Bos_mutus
ENSBIXP00005007704	ENSBIXG00005013026	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSBIXP00000015084	ENSBIXG00000019667	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSBTAP00000068102	ENSBTAG00000014655	Bos_taurus
ENSTTRP00000012389	ENSTTRG00000013052	Tursiops_truncatus
ENSSSCP00000037844	ENSSSCG00000000413	Sus_scrofa_strain_reference
ENSVPAP00000008981	ENSVPAG00000009649	Vicugna_pacos
ENSPVAP00000003724	ENSPVAG00000003933	Pteropus_vampyrus
ENSMLUP00000000376	ENSMLUG00000000404	Myotis_lucifugus
ENSEEUP00000008421	ENSEEUG00000009179	Erinaceus_europaeus
ENSSARP00000012550	ENSSARG00000013892	Sorex_araneus
ENSETEP00000004739	ENSETEG00000005830	Echinops_telfairi
ENSCHOP00000008346	ENSCHOG00000009421	Choloepus_hoffmanni
ENSDNOP00000004947	ENSDNOG00000006370	Dasypus_novemcinctus
ENSLAFP00000023894	ENSLAFG00000017988	Loxodonta_africana
ENSPCAP00000011561	ENSPCAG00000012286	Procavia_capensis
ENSOANP00000027767	ENSOANG00000021789	Ornithorhynchus_anatinus
ENSACAP00000007334	ENSACAG00000007259	Anolis_carolinensis
ENSPVIP00000008335	ENSPVIG00000006476	Pogona_vitticeps
ENSNSUP00000001599	ENSNSUG00000001367	Notechis_scutatus
ENSSMRP00000002668	ENSSMRG00000002216	Salvator_merianae
ENSSPUP00000017932	ENSSPUG00000013848	Sphenodon_punctatus
ENSCABP00000007058	ENSCABG00000005283	Chelonoidis_abingdonii
ENSGAGP00000034916	ENSGAGG00000024823	Gopherus_agassizii
ENSCPBP00000019205	ENSCPBG00000013902	Chrysemys_picta_bellii
ENSCPRP00005014891	ENSCPRG00005009306	Crocodylus_porosus
ENSCPGP00000012144	ENSCPGG00000007605	Calidris_pygmaea
ENSCPUP00000005483	ENSCPUG00000003981	Calidris_pugnax
ENSMUNP00000009740	ENSMUNG00000007687	Melopsittacus_undulatus
ENSLSDP00000021632	ENSLSDG00000015287	Lonchura_striata_domestica
ENSTGUP00000016034	ENSTGUG00000015653	Taeniopygia_guttata
ENSJHYP00000000756	ENSJHYG00000000698	Junco_hyemalis
ENSFALP00000000432	ENSFALG00000000404	Ficedula_albicollis
ENSPMJP00000005867	ENSPMJG00000005052	Parus_major
ENSCCEP00000007291	ENSCCEG00000006850	Cyanistes_caeruleus
ENSLCOP00000016069	ENSLCOG00000011465	Lepidothrix_coronata
ENSMUNP00000001885	ENSMUNG00000001643	Melopsittacus_undulatus
ENSGALP00000066494	ENSGALG00000032598	Gallus_gallus
ENSCJPP00005004646	ENSCJPG00005004563	Coturnix_japonica
ENSMGAP00000005639	ENSMGAG00000005684	Meleagris_gallopavo
ENSNMEP00000017269	ENSNMEG00000015130	Numida_meleagris
ENSABRP00000021474	ENSABRG00000018193	Anser_brachyrhynchus
ENSAPLP00000032091	ENSAPLG00000026849	Anas_platyrhynchos_platyrhynchos
ENSAHAP00000027590	ENSAHAG00000019167	Apteryx_haastii
ENSARWP00000001914	ENSARWG00000001485	Apteryx_rowi
ENSAOWP00000028959	ENSAOWG00000019516	Apteryx_owenii
ENSDNVP00000017652	ENSDNVG00000012340	Dromaius_novaehollandiae
ENSPVIP00000014703	ENSPVIG00000011348	Pogona_vitticeps
ENSOANP00000027031	ENSOANG00000021237	Ornithorhynchus_anatinus
ENSXETP00000037477	ENSXETG00000012739	Xenopus_tropicalis
ENSCMIP00000006819	ENSCMIG00000003804	Callorhinchus_milii
ENSEBUP00000014651	ENSEBUG00000009235	Eptatretus_burgeri
