ENSPMAP00000006720	ENSPMAG00000006079	Petromyzon_marinus	ENSPMAT00000006750
ENSEBUP00000002678	ENSEBUG00000002041	Eptatretus_burgeri	ENSEBUT00000003035
ENSPMAP00000001907	ENSPMAG00000001743	Petromyzon_marinus	ENSPMAT00000001917
ENSEBUP00000006375	ENSEBUG00000004216	Eptatretus_burgeri	ENSEBUT00000006831
ENSEBUP00000000877	ENSEBUG00000000900	Eptatretus_burgeri
ENSIPUP00000013527	ENSIPUG00000009229	Ictalurus_punctatus
ENSDARP00000077102	ENSDARG00000032617	Danio_rerio
ENSHHUP00000086247	ENSHHUG00000049935	Hucho_hucho
ENSELUP00000009716	ENSELUG00000010265	Esox_lucius
ENSACLP00000031532	ENSACLG00000021376	Astatotilapia_calliptera
ENSMZEP00005010589	ENSMZEG00005007966	Maylandia_zebra
ENSHBUP00000034693	ENSHBUG00000022442	Haplochromis_burtoni
ENSPNYP00000029948	ENSPNYG00000022576	Pundamilia_nyererei
ENSNBRP00000010596	ENSNBRG00000008247	Neolamprologus_brichardi
ENSONIP00000025359	ENSONIG00000020130	Oreochromis_niloticus
ENSACIP00000031458	ENSACIG00000024310	Amphilophus_citrinellus
ENSORLP00015007432	ENSORLG00015008260	Oryzias_latipes_ASM223469v1
ENSORLP00020008382	ENSORLG00020009270	Oryzias_latipes_ASM223471v1
ENSORLP00000039931	ENSORLG00000015894	Oryzias_latipes_ASM223467v1
ENSOMEP00000005144	ENSOMEG00000006126	Oryzias_melastigma
ENSTNIP00000020494	ENSTNIG00000017356	Tetraodon_nigroviridis
ENSTRUP00000021560	ENSTRUG00000008594	Takifugu_rubripes
ENSPMGP00000012609	ENSPMGG00000010277	Periophthalmus_magnuspinnatus
ENSSDUP00000001211	ENSSDUG00000000961	Seriola_dumerili
ENSSLDP00000007772	ENSSLDG00000006183	Seriola_lalandi_dorsalis
ENSLCAP00010050811	ENSLCAG00010023690	Lates_calcarifer
ENSSMAP00000003711	ENSSMAG00000002308	Scophthalmus_maximus
ENSLCRP00005035081	ENSLCRG00005013712	Larimichthys_crocea
ENSAOCP00000021863	ENSAOCG00000006942	Amphiprion_ocellaris
ENSAPEP00000032739	ENSAPEG00000023262	Amphiprion_percula
ENSAPOP00000012057	ENSAPOG00000014697	Acanthochromis_polyacanthus
ENSSPAP00000016492	ENSSPAG00000012425	Stegastes_partitus
ENSHCOP00000028134	ENSHCOG00000020680	Hippocampus_comes
ENSBSLP00000045122	ENSBSLG00000021524	Betta_splendens
ENSMALP00000012192	ENSMALG00000008648	Monopterus_albus
ENSMMOP00000018329	ENSMMOG00000013874	Mola_mola
ENSGACP00000010953	ENSGACG00000008282	Gasterosteus_aculeatus
ENSCSEP00000002046	ENSCSEG00000001383	Cynoglossus_semilaevis
ENSXCOP00000011673	ENSXCOG00000008815	Xiphophorus_couchianus
ENSXMAP00000013562	ENSXMAG00000013536	Xiphophorus_maculatus
ENSGAFP00000014725	ENSGAFG00000009934	Gambusia_affinis
ENSPMEP00000003412	ENSPMEG00000004549	Poecilia_mexicana
ENSPFOP00000001422	ENSPFOG00000001471	Poecilia_formosa
ENSPLAP00000024708	ENSPLAG00000011127	Poecilia_latipinna
ENSPREP00000022124	ENSPREG00000014929	Poecilia_reticulata
ENSFHEP00000026374	ENSFHEG00000009089	Fundulus_heteroclitus
ENSCVAP00000005730	ENSCVAG00000007188	Cyprinodon_variegatus
ENSKMAP00000007132	ENSKMAG00000005374	Kryptolebias_marmoratus
ENSGWIP00000013363	ENSGWIG00000007638	Gouania_willdenowi
ENSMAMP00000003568	ENSMAMG00000002433	Mastacembelus_armatus
ENSATEP00000031504	ENSATEG00000021716	Anabas_testudineus
ENSCGOP00000019047	ENSCGOG00000009124	Cottoperca_gobio
ENSLBEP00000028760	ENSLBEG00000021775	Labrus_bergylta
ENSPRNP00000028354	ENSPRNG00000014154	Parambassis_ranga
ENSGMOP00000011398	ENSGMOG00000010645	Gadus_morhua
ENSHHUP00000089109	ENSHHUG00000051450	Hucho_hucho
ENSDCDP00000052792	ENSDCDG00000031772	Denticeps_clupeoides
ENSPKIP00000022840	ENSPKIG00000006697	Paramormyrops_kingsleyae
ENSSFOP00015029893	ENSSFOG00015019205	Scleropages_formosus
ENSLOCP00000013408	ENSLOCG00000010933	Lepisosteus_oculatus
ENSECRP00000027161	ENSECRG00000018377	Erpetoichthys_calabaricus
ENSLACP00000011125	ENSLACG00000009788	Latimeria_chalumnae
ENSCMIP00000024402	ENSCMIG00000010821	Callorhinchus_milii
ENSPCIP00000006027	ENSPCIG00000005073	Phascolarctos_cinereus
ENSVURP00010027669	ENSVURG00010021177	Vombatus_ursinus
ENSMEUP00000000869	ENSMEUG00000000945	Notamacropus_eugenii
ENSSHAP00000016416	ENSSHAG00000013968	Sarcophilus_harrisii
ENSMODP00000005439	ENSMODG00000004433	Monodelphis_domestica
ENSBIXP00000019370	ENSBIXG00000022999	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSBIXP00005001913	ENSBIXG00005008365	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSBTAP00000039238	ENSBTAG00000027464	Bos_taurus
ENSCHIP00000000473	ENSCHIG00000000331	Capra_hircus
ENSTTRP00000000099	ENSTTRG00000000107	Tursiops_truncatus
ENSSSCP00000042909	ENSSSCG00000036512	Sus_scrofa_strain_reference
ENSEASP00005033139	ENSEASG00005022675	Equus_asinus_asinus
ENSECAP00000034742	ENSECAG00000018253	Equus_caballus
ENSPVAP00000004256	ENSPVAG00000004494	Pteropus_vampyrus
ENSUAMP00000027513	ENSUAMG00000021290	Ursus_americanus
ENSAMEP00000017800	ENSAMEG00000016846	Ailuropoda_melanoleuca
ENSMPUP00000011128	ENSMPUG00000011220	Mustela_putorius_furo
ENSNVIP00000028904	ENSNVIG00000022275	Neovison_vison
ENSCAFP00020034926	ENSCAFG00020027059	Canis_lupus_dingo
ENSFCAP00000048523	ENSFCAG00000043643	Felis_catus
ENSPPRP00000024403	ENSPPRG00000014614	Panthera_pardus
ENSPTRP00000088423	ENSPTRG00000049998	Pan_troglodytes
ENSPPAP00000020999	ENSPPAG00000033720	Pan_paniscus
ENSP00000381498	ENSG00000127418	Homo_sapiens
ENSGGOP00000028231	ENSGGOG00000010340	Gorilla_gorilla
ENSPPYP00000016225	ENSPPYG00000014516	Pongo_abelii
ENSCATP00000025272	ENSCATG00000036121	Cercocebus_atys
ENSMLEP00000027418	ENSMLEG00000037900	Mandrillus_leucophaeus
ENSTGEP00000024904	ENSTGEG00000020113	Theropithecus_gelada
ENSPANP00000028446	ENSPANG00000030220	Papio_anubis
ENSMMUP00000040717	ENSMMUG00000032300	Macaca_mulatta
ENSMNEP00000008179	ENSMNEG00000028620	Macaca_nemestrina
ENSMFAP00000032742	ENSMFAG00000002925	Macaca_fascicularis
ENSCSAP00000011599	ENSCSAG00000015508	Chlorocebus_sabaeus
ENSRROP00000006050	ENSRROG00000024356	Rhinopithecus_roxellana
ENSRBIP00000015445	ENSRBIG00000031813	Rhinopithecus_bieti
ENSCANP00000013791	ENSCANG00000030336	Colobus_angolensis_palliatus
ENSPTEP00000013559	ENSPTEG00000015184	Piliocolobus_tephrosceles
ENSSBOP00000027293	ENSSBOG00000030072	Saimiri_boliviensis_boliviensis
ENSCCAP00000029658	ENSCCAG00000032864	Cebus_capucinus_imitator
ENSCJAP00000003277	ENSCJAG00000001812	Callithrix_jacchus
ENSANAP00000006769	ENSANAG00000021443	Aotus_nancymaae
ENSTSYP00000001374	ENSTSYG00000001476	Carlito_syrichta
ENSPCOP00000007982	ENSPCOG00000015256	Propithecus_coquereli
ENSMICP00000026837	ENSMICG00000030053	Microcebus_murinus
ENSPSMP00000003420	ENSPSMG00000002798	Prolemur_simus
ENSOGAP00000013982	ENSOGAG00000015610	Otolemur_garnettii
ENSCLAP00000010942	ENSCLAG00000007552	Chinchilla_lanigera
ENSODEP00000015742	ENSODEG00000011612	Octodon_degus
ENSCPOP00000007226	ENSCPOG00000008031	Cavia_porcellus
ENSCAPP00000009792	ENSCAPG00000011193	Cavia_aperea
ENSHGLP00000006672	ENSHGLG00000004872	Heterocephalus_glaber_HetGla_female_1.0
ENSHGLP00100018717	ENSHGLG00100013805	Heterocephalus_glaber_HetGla_1.0
ENSFDAP00000013320	ENSFDAG00000020677	Fukomys_damarensis
ENSUPAP00010029168	ENSUPAG00010022991	Urocitellus_parryii
ENSSDAP00000019304	ENSSDAG00000017579	Spermophilus_dauricus
ENSSTOP00000023926	ENSSTOG00000022392	Ictidomys_tridecemlineatus
MGP_SPRETEiJ_P0072332	MGP_SPRETEiJ_G0028527	Mus_spretus_strain_SPRET/EiJ
ENSMSIP00000024844	ENSMSIG00000020914	Mus_spicilegus
ENSMUSP00000013633	ENSMUSG00000008090	Mus_musculus_strain_reference_(CL57BL6)
MGP_CAROLIEiJ_P0069662	MGP_CAROLIEiJ_G0027528	Mus_caroli_strain_CAROLI_EIJ
MGP_PahariEiJ_P0032801	MGP_PahariEiJ_G0017301	Mus_pahari_strain_PAHARI_EIJ
ENSRNOP00000000037	ENSRNOG00000024207	Rattus_norvegicus
ENSMUGP00000001289	ENSMUGG00000001228	Meriones_unguiculatus
ENSCGRP00001003550	ENSCGRG00001004322	Cricetulus_griseus_CHOK1GS_HDv1
ENSCGRP00000024922	ENSCGRG00000018053	Cricetulus_griseus_CriGri_1.0
ENSMAUP00000019999	ENSMAUG00000018136	Mesocricetus_auratus
ENSPEMP00000025375	ENSPEMG00000021821	Peromyscus_maniculatus_bairdii
ENSNGAP00000019650	ENSNGAG00000019399	Nannospalax_galili
ENSJJAP00000008474	ENSJJAG00000012607	Jaculus_jaculus
ENSCCNP00000011578	ENSCCNG00000011993	Castor_canadensis
ENSDORP00000015613	ENSDORG00000016596	Dipodomys_ordii
ENSTBEP00000005890	ENSTBEG00000006828	Tupaia_belangeri
ENSCAFP00000065298	ENSCAFG00000016699	Canis_lupus_familiaris
ENSVVUP00000017719	ENSVVUG00000013026	Vulpes_vulpes
ENSOARP00000017460	ENSOARG00000016260	Ovis_aries
ENSBMUP00000033022	ENSBMUG00000024665	Bos_mutus
ENSEEUP00000000045	ENSEEUG00000000050	Erinaceus_europaeus
ENSOPRP00000010583	ENSOPRG00000011610	Ochotona_princeps
ENSNLEP00000001162	ENSNLEG00000000991	Nomascus_leucogenys
ENSDNOP00000023945	ENSDNOG00000040841	Dasypus_novemcinctus
ENSSARP00000007001	ENSSARG00000007737	Sorex_araneus
ENSLAFP00000010468	ENSLAFG00000012522	Loxodonta_africana
ENSPCAP00000003756	ENSPCAG00000004023	Procavia_capensis
ENSOANP00000000414	ENSOANG00000000240	Ornithorhynchus_anatinus
ENSNSUP00000017752	ENSNSUG00000013022	Notechis_scutatus
ENSCINP00000023002	ENSCING00000012281	Ciona_intestinalis
Y102A11A.8.1	WBGene00022418	Caenorhabditis_elegans_strain_N2
FBpp0300983	FBgn0051431	Drosophila_melanogaster
