ENSPKIP00000002451	ENSPKIG00000020325	Paramormyrops_kingsleyae
ENSETEP00000003619	ENSETEG00000004419	Echinops_telfairi
ENSMPUP00000007583	ENSMPUG00000007638	Mustela_putorius_furo
ENSNVIP00000000044	ENSNVIG00000000063	Neovison_vison
ENSUAMP00000021750	ENSUAMG00000017089	Ursus_americanus
ENSCAFP00020029309	ENSCAFG00020022891	Canis_lupus_dingo
ENSPPRP00000001325	ENSPPRG00000024209	Panthera_pardus
ENSFCAP00000049342	ENSFCAG00000036923	Felis_catus
ENSECAP00000012907	ENSECAG00000015273	Equus_caballus
ENSEASP00005027245	ENSEASG00005018560	Equus_asinus_asinus
ENSBIXP00005043763	ENSBIXG00005027510	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSBIXP00000011573	ENSBIXG00000016815	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSBTAP00000001070	ENSBTAG00000000809	Bos_taurus
ENSCHIP00000018410	ENSCHIG00000017851	Capra_hircus
ENSSSCP00000043363	ENSSSCG00000034884	Sus_scrofa_strain_reference
ENSMMMP00000018548	ENSMMMG00000016428	Marmota_marmota_marmota
ENSSDAP00000004628	ENSSDAG00000004351	Spermophilus_dauricus
ENSSTOP00000032287	ENSSTOG00000020840	Ictidomys_tridecemlineatus
ENSUPAP00010020698	ENSUPAG00010016392	Urocitellus_parryii
ENSCCNP00000012026	ENSCCNG00000012499	Castor_canadensis
ENSCGRP00015010712	ENSCGRG00015008254	Cricetulus_griseus_CriGri-PICR
ENSCGRP00001001239	ENSCGRG00001000951	Cricetulus_griseus_CHOK1GS_HDv1
ENSCGRP00000019908	ENSCGRG00000014490	Cricetulus_griseus_CriGri_1.0
ENSMAUP00000001992	ENSMAUG00000001495	Mesocricetus_auratus
ENSMOCP00000001479	ENSMOCG00000001127	Microtus_ochrogaster
ENSPEMP00000017982	ENSPEMG00000016721	Peromyscus_maniculatus_bairdii
MGP_SPRETEiJ_P0036513	MGP_SPRETEiJ_G0019581	Mus_spretus_strain_SPRET/EiJ
ENSMSIP00000020333	ENSMSIG00000017250	Mus_spicilegus
ENSMUSP00000076562	ENSMUSG00000060969	Mus_musculus_strain_reference_(CL57BL6)
MGP_CAROLIEiJ_P0034842	MGP_CAROLIEiJ_G0018697	Mus_caroli_strain_CAROLI_EIJ
MGP_PahariEiJ_P0026507	MGP_PahariEiJ_G0015778	Mus_pahari_strain_PAHARI_EIJ
ENSRNOP00000040590	ENSRNOG00000033609	Rattus_norvegicus
ENSMUGP00000020213	ENSMUGG00000017089	Meriones_unguiculatus
ENSHGLP00000006930	ENSHGLG00000005060	Heterocephalus_glaber_HetGla_female_1.0
ENSODEP00000025072	ENSODEG00000018349	Octodon_degus
ENSPSMP00000013703	ENSPSMG00000009843	Prolemur_simus
ENSMICP00000010672	ENSMICG00000011730	Microcebus_murinus
ENSPCOP00000000479	ENSPCOG00000001340	Propithecus_coquereli
ENSOGAP00000018806	ENSOGAG00000024732	Otolemur_garnettii
ENSPTEP00000019721	ENSPTEG00000021017	Piliocolobus_tephrosceles
ENSCANP00000013780	ENSCANG00000030339	Colobus_angolensis_palliatus
ENSRROP00000007200	ENSRROG00000027117	Rhinopithecus_roxellana
ENSRBIP00000000733	ENSRBIG00000003924	Rhinopithecus_bieti
ENSMNEP00000012192	ENSMNEG00000030402	Macaca_nemestrina
ENSMMUP00000063817	ENSMMUG00000002613	Macaca_mulatta
ENSMFAP00000004552	ENSMFAG00000001989	Macaca_fascicularis
ENSTGEP00000000855	ENSTGEG00000000821	Theropithecus_gelada
ENSCATP00000033347	ENSCATG00000039676	Cercocebus_atys
ENSCSAP00000013383	ENSCSAG00000017349	Chlorocebus_sabaeus
ENSPPAP00000030499	ENSPPAG00000038233	Pan_paniscus
ENSPTRP00000028672	ENSPTRG00000016709	Pan_troglodytes
ENSP00000305244	ENSG00000170549	Homo_sapiens
ENSGGOP00000017927	ENSGGOG00000042850	Gorilla_gorilla
ENSGGOP00000028212	ENSGGOG00000042745	Gorilla_gorilla
ENSPPYP00000017121	ENSPPYG00000015327	Pongo_abelii
ENSPANP00000021737	ENSPANG00000019076	Papio_anubis
ENSCJAP00000066869	ENSCJAG00000039020	Callithrix_jacchus
ENSSBOP00000031137	ENSSBOG00000031823	Saimiri_boliviensis_boliviensis
ENSCCAP00000030291	ENSCCAG00000033188	Cebus_capucinus_imitator
ENSANAP00000030197	ENSANAG00000032866	Aotus_nancymaae
ENSNGAP00000013232	ENSNGAG00000014877	Nannospalax_galili
ENSJJAP00000021094	ENSJJAG00000021563	Jaculus_jaculus
ENSCLAP00000016182	ENSCLAG00000011133	Chinchilla_lanigera
ENSCPOP00000015072	ENSCPOG00000021147	Cavia_porcellus
ENSOPRP00000003046	ENSOPRG00000003326	Ochotona_princeps
ENSOPRP00000009039	ENSOPRG00000009909	Ochotona_princeps
ENSOCUP00000022834	ENSOCUG00000024264	Oryctolagus_cuniculus
ENSOARP00000006196	ENSOARG00000005781	Ovis_aries
ENSBMUP00000026155	ENSBMUG00000019617	Bos_mutus
ENSTTRP00000014801	ENSTTRG00000015625	Tursiops_truncatus
ENSAMEP00000001708	ENSAMEG00000001629	Ailuropoda_melanoleuca
ENSCAFP00000015312	ENSCAFG00000010422	Canis_lupus_familiaris
ENSDNOP00000001592	ENSDNOG00000002056	Dasypus_novemcinctus
ENSOANP00000002787	ENSOANG00000001749	Ornithorhynchus_anatinus
ENSCPRP00005020238	ENSCPRG00005014090	Crocodylus_porosus
ENSLACP00000014722	ENSLACG00000012956	Latimeria_chalumnae
ENSCMIP00000039287	ENSCMIG00000016459	Callorhinchus_milii
ENSDCDP00000051581	ENSDCDG00000031301	Denticeps_clupeoides
ENSCHAP00000048823	ENSCHAG00000022463	Clupea_harengus
ENSIPUP00000021831	ENSIPUG00000014804	Ictalurus_punctatus
ENSPNAP00000037596	ENSPNAG00000029450	Pygocentrus_nattereri
ENSEEEP00000037724	ENSEEEG00000017931	Electrophorus_electricus
ENSDARP00000073569	ENSDARG00000056594	Danio_rerio
ENSORLP00020033743	ENSORLG00020019883	Oryzias_latipes_ASM223471v1
ENSORLP00015007215	ENSORLG00015008061	Oryzias_latipes_ASM223469v1
ENSORLP00000017931	ENSORLG00000014300	Oryzias_latipes_ASM223467v1
ENSOMEP00000029621	ENSOMEG00000013396	Oryzias_melastigma
ENSPFOP00000004530	ENSPFOG00000004594	Poecilia_formosa
ENSPMEP00000017179	ENSPMEG00000019959	Poecilia_mexicana
ENSPLAP00000004765	ENSPLAG00000006509	Poecilia_latipinna
ENSXMAP00000026852	ENSXMAG00000029357	Xiphophorus_maculatus
ENSPREP00000025814	ENSPREG00000017440	Poecilia_reticulata
ENSGAFP00000027738	ENSGAFG00000018749	Gambusia_affinis
ENSFHEP00000031837	ENSFHEG00000017956	Fundulus_heteroclitus
ENSCVAP00000028860	ENSCVAG00000016217	Cyprinodon_variegatus
ENSGWIP00000025314	ENSGWIG00000013365	Gouania_willdenowi
ENSSMAP00000033731	ENSSMAG00000020643	Scophthalmus_maximus
ENSCSEP00000018238	ENSCSEG00000011711	Cynoglossus_semilaevis
ENSKMAP00000001194	ENSKMAG00000000964	Kryptolebias_marmoratus
ENSBSLP00000013202	ENSBSLG00000006995	Betta_splendens
ENSSDUP00000002600	ENSSDUG00000002023	Seriola_dumerili
ENSSLDP00000005756	ENSSLDG00000004597	Seriola_lalandi_dorsalis
ENSLCAP00010050857	ENSLCAG00010023712	Lates_calcarifer
ENSAPEP00000003904	ENSAPEG00000002817	Amphiprion_percula
ENSAOCP00000014491	ENSAOCG00000019171	Amphiprion_ocellaris
ENSAPOP00000003692	ENSAPOG00000005231	Acanthochromis_polyacanthus
ENSSPAP00000023314	ENSSPAG00000017581	Stegastes_partitus
ENSPRNP00000016437	ENSPRNG00000008784	Parambassis_ranga
ENSACLP00000020884	ENSACLG00000014187	Astatotilapia_calliptera
ENSPNYP00000014001	ENSPNYG00000010627	Pundamilia_nyererei
ENSONIP00000009768	ENSONIG00000007752	Oreochromis_niloticus
ENSHBUP00000034603	ENSHBUG00000022260	Haplochromis_burtoni
ENSNBRP00000001621	ENSNBRG00000001317	Neolamprologus_brichardi
ENSMZEP00005000181	ENSMZEG00005000204	Maylandia_zebra
ENSACIP00000016681	ENSACIG00000012993	Amphilophus_citrinellus
ENSMAMP00000007056	ENSMAMG00000004809	Mastacembelus_armatus
ENSLCRP00005035853	ENSLCRG00005013986	Larimichthys_crocea
ENSLBEP00000024433	ENSLBEG00000018711	Labrus_bergylta
ENSCGOP00000002796	ENSCGOG00000001459	Cottoperca_gobio
ENSGACP00000011891	ENSGACG00000009006	Gasterosteus_aculeatus
ENSTNIP00000012127	ENSTNIG00000009262	Tetraodon_nigroviridis
ENSTRUP00000029525	ENSTRUG00000011683	Takifugu_rubripes
ENSMMOP00000028043	ENSMMOG00000021193	Mola_mola
ENSHCOP00000016742	ENSHCOG00000020523	Hippocampus_comes
ENSATEP00000010032	ENSATEG00000007062	Anabas_testudineus
ENSMALP00000003895	ENSMALG00000002833	Monopterus_albus
ENSPMGP00000024730	ENSPMGG00000020021	Periophthalmus_magnuspinnatus
ENSGMOP00000003388	ENSGMOG00000003206	Gadus_morhua
ENSHHUP00000052126	ENSHHUG00000031363	Hucho_hucho
ENSHHUP00000070975	ENSHHUG00000041715	Hucho_hucho
ENSELUP00000025320	ENSELUG00000024016	Esox_lucius
ENSSFOP00015002352	ENSSFOG00015001544	Scleropages_formosus
ENSLCOP00000008884	ENSLCOG00000006505	Lepidothrix_coronata
ENSGAGP00000029383	ENSGAGG00000021244	Gopherus_agassizii
ENSMMOP00000019736	ENSMMOG00000014974	Mola_mola
ENSEBUP00000003729	ENSEBUG00000002664	Eptatretus_burgeri
