ENSSLDP00000026985	ENSSLDG00000020970	Seriola_lalandi_dorsalis
ENSMUGP00000013766	ENSMUGG00000011298	Meriones_unguiculatus
ENSARWP00000018691	ENSARWG00000012846	Apteryx_rowi
ENSPMAP00000008922	ENSPMAG00000008110	Petromyzon_marinus
ENSCGRP00001016914	ENSCGRG00001017102	Cricetulus_griseus_CHOK1GS_HDv1
ENSTGEP00000007422	ENSTGEG00000006072	Theropithecus_gelada
ENSBIXP00005005629	ENSBIXG00005001064	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSMZEP00005022359	ENSMZEG00005016755	Maylandia_zebra
ENSIPUP00000017880	ENSIPUG00000012143	Ictalurus_punctatus
ENSPLAP00000015833	ENSPLAG00000019921	Poecilia_latipinna
ENSCABP00000031737	ENSCABG00000023178	Chelonoidis_abingdonii	ENSCABT00000034786
ENSPFOP00000009926	ENSPFOG00000009920	Poecilia_formosa
ENSEEUP00000005282	ENSEEUG00000005744	Erinaceus_europaeus
ENSCSAP00000000498	ENSCSAG00000004139	Chlorocebus_sabaeus
ENSPSIP00000018066	ENSPSIG00000016030	Pelodiscus_sinensis
ENSORLP00020002310	ENSORLG00020003062	Oryzias_latipes_ASM223471v1
ENSPCAP00000000536	ENSPCAG00000000533	Procavia_capensis
ENSLCAP00010013827	ENSLCAG00010006575	Lates_calcarifer
ENSPCOP00000024078	ENSPCOG00000024197	Propithecus_coquereli
ENSPNYP00000008414	ENSPNYG00000006392	Pundamilia_nyererei
ENSMUSP00000082965	ENSMUSG00000030583	Mus_musculus_strain_reference_(CL57BL6)
MGP_PahariEiJ_P0015401	MGP_PahariEiJ_G0012717	Mus_pahari_strain_PAHARI_EIJ
ENSCGRP00015036141	ENSCGRG00015027089	Cricetulus_griseus_CriGri-PICR
ENSSMRP00000003139	ENSSMRG00000002643	Salvator_merianae	ENSSMRT00000003744
ENSETEP00000005818	ENSETEG00000007166	Echinops_telfairi
ENSSCAP00000008995	ENSSCAG00000006848	Serinus_canaria
ENSELUP00000031765	ENSELUG00000009408	Esox_lucius
ENSBBBP00000025929	ENSBBBG00000021508	Bison_bison_bison
ENSCCNP00000027782	ENSCCNG00000026822	Castor_canadensis
ENSACIP00000017839	ENSACIG00000013854	Amphilophus_citrinellus
ENSATEP00000019182	ENSATEG00000013302	Anabas_testudineus
ENSUAMP00000017584	ENSUAMG00000013925	Ursus_americanus
ENSLOCP00000017993	ENSLOCG00000014617	Lepisosteus_oculatus
ENSTNIP00000010556	ENSTNIG00000007739	Tetraodon_nigroviridis
ENSJJAP00000022967	ENSJJAG00000022860	Jaculus_jaculus
ENSORLP00020002297	ENSORLG00020003049	Oryzias_latipes_ASM223471v1
ENSPMJP00000002367	ENSPMJG00000001879	Parus_major
ENSMFAP00000037117	ENSMFAG00000037792	Macaca_fascicularis
ENSOANP00000005412	ENSOANG00000003414	Ornithorhynchus_anatinus
ENSPKIP00000029893	ENSPKIG00000010957	Paramormyrops_kingsleyae
ENSCANP00000037887	ENSCANG00000042613	Colobus_angolensis_palliatus
ENSRROP00000036253	ENSRROG00000041601	Rhinopithecus_roxellana
ENSCPGP00000008638	ENSCPGG00000006050	Calidris_pygmaea
ENSNSUP00000015554	ENSNSUG00000011348	Notechis_scutatus	ENSNSUT00000016557
ENSHBUP00000021940	ENSHBUG00000001930	Haplochromis_burtoni
ENSTBEP00000001661	ENSTBEG00000001898	Tupaia_belangeri
ENSECRP00000000098	ENSECRG00000000066	Erpetoichthys_calabaricus
ENSGWIP00000029588	ENSGWIG00000015424	Gouania_willdenowi
ENSP00000222345	ENSG00000105738	Homo_sapiens
ENSLBEP00000027289	ENSLBEG00000020711	Labrus_bergylta
ENSSPAP00000014539	ENSSPAG00000010985	Stegastes_partitus
ENSMUNP00000007556	ENSMUNG00000006043	Melopsittacus_undulatus
ENSGAFP00000018075	ENSGAFG00000012223	Gambusia_affinis
ENSCJAP00000024836	ENSCJAG00000037808	Callithrix_jacchus
ENSCHOP00000005516	ENSCHOG00000006228	Choloepus_hoffmanni
ENSPEMP00000002855	ENSPEMG00000003548	Peromyscus_maniculatus_bairdii
ENSAMXP00000048046	ENSAMXG00000027386	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSAPOP00000030256	ENSAPOG00000016721	Acanthochromis_polyacanthus
ENSLACP00000021402	ENSLACG00000018804	Latimeria_chalumnae
MGP_CAROLIEiJ_P0078518	MGP_CAROLIEiJ_G0029483	Mus_caroli_strain_CAROLI_EIJ
ENSELUP00000014293	ENSELUG00000014332	Esox_lucius
ENSPTIP00000012048	ENSPTIG00000012222	Panthera_tigris_altaica
ENSSPUP00000023917	ENSSPUG00000018341	Sphenodon_punctatus	ENSSPUT00000025514
ENSECAP00000021099	ENSECAG00000023553	Equus_caballus
ENSXETP00000035223	ENSXETG00000014368	Xenopus_tropicalis
ENSAOWP00000028876	ENSAOWG00000019460	Apteryx_owenii
ENSLCAP00010013786	ENSLCAG00010006555	Lates_calcarifer
ENSBTAP00000057019	ENSBTAG00000018225	Bos_taurus
ENSFCAP00000013439	ENSFCAG00000014488	Felis_catus
ENSSMAP00000022572	ENSSMAG00000013788	Scophthalmus_maximus
ENSMLUP00000011271	ENSMLUG00000012365	Myotis_lucifugus
ENSCPOP00000022039	ENSCPOG00000012585	Cavia_porcellus
ENSPTRP00000018707	ENSPTRG00000010917	Pan_troglodytes
ENSBMUP00000000801	ENSBMUG00000000622	Bos_mutus
ENSDARP00000149362	ENSDARG00000061699	Danio_rerio
ENSTRUP00000027863	ENSTRUG00000011034	Takifugu_rubripes
ENSOMEP00000029612	ENSOMEG00000013380	Oryzias_melastigma
ENSSFOP00015010215	ENSSFOG00015006579	Scleropages_formosus
ENSCLAP00000021986	ENSCLAG00000015062	Chinchilla_lanigera
ENSUPAP00010014300	ENSUPAG00010011458	Urocitellus_parryii
ENSCSAP00000000501	ENSCSAG00000004143	Chlorocebus_sabaeus
ENSKMAP00000028546	ENSKMAG00000021136	Kryptolebias_marmoratus
ENSAPEP00000034260	ENSAPEG00000024329	Amphiprion_percula
ENSAOCP00000006581	ENSAOCG00000010252	Amphiprion_ocellaris
ENSBSLP00000010464	ENSBSLG00000005425	Betta_splendens
ENSDNOP00000009147	ENSDNOG00000011792	Dasypus_novemcinctus
ENSOGAP00000005804	ENSOGAG00000006487	Otolemur_garnettii
ENSHCOP00000005662	ENSHCOG00000007347	Hippocampus_comes
ENSNLEP00000020584	ENSNLEG00000016944	Nomascus_leucogenys
ENSCCEP00000021459	ENSCCEG00000019439	Cyanistes_caeruleus
ENSOPRP00000007180	ENSOPRG00000007818	Ochotona_princeps
ENSTSYP00000004851	ENSTSYG00000005280	Carlito_syrichta
ENSSTOP00000012930	ENSSTOG00000014427	Ictidomys_tridecemlineatus
ENSFALP00000011003	ENSFALG00000010549	Ficedula_albicollis
ENSSPAP00000014510	ENSSPAG00000010971	Stegastes_partitus
ENSPPRP00000005586	ENSPPRG00000001316	Panthera_pardus
ENSCSEP00000026703	ENSCSEG00000017030	Cynoglossus_semilaevis
ENSMPUP00000017736	ENSMPUG00000017847	Mustela_putorius_furo
ENSPTEP00000011914	ENSPTEG00000013387	Piliocolobus_tephrosceles
ENSHHUP00000056482	ENSHHUG00000033665	Hucho_hucho
ENSHGLP00100024412	ENSHGLG00100017928	Heterocephalus_glaber_HetGla_1.0
ENSACLP00000023465	ENSACLG00000015945	Astatotilapia_calliptera
ENSANAP00000019772	ENSANAG00000027634	Aotus_nancymaae
ENSMMMP00000004583	ENSMMMG00000004070	Marmota_marmota_marmota
