ENSPKIP00000009869	ENSPKIG00000024803	Paramormyrops_kingsleyae
ENSPMGP00000028130	ENSPMGG00000022641	Periophthalmus_magnuspinnatus
ENSTRUP00000049598	ENSTRUG00000015927	Takifugu_rubripes
ENSTNIP00000002061	ENSTNIG00000001444	Tetraodon_nigroviridis
ENSMMOP00000025662	ENSMMOG00000019445	Mola_mola
ENSGMOP00000005210	ENSGMOG00000004939	Gadus_morhua
ENSHHUP00000082091	ENSHHUG00000047699	Hucho_hucho
ENSHHUP00000042901	ENSHHUG00000026387	Hucho_hucho
ENSELUP00000005134	ENSELUG00000006208	Esox_lucius
ENSDARP00000119424	ENSDARG00000069920	Danio_rerio
ENSLOCP00000002429	ENSLOCG00000002098	Lepisosteus_oculatus
ENSECRP00000008446	ENSECRG00000005658	Erpetoichthys_calabaricus
ENSCPUP00000009179	ENSCPUG00000006538	Calidris_pugnax
ENSCPGP00000012474	ENSCPGG00000008851	Calidris_pygmaea
ENSMUNP00000001160	ENSMUNG00000001002	Melopsittacus_undulatus
ENSLSDP00000008501	ENSLSDG00000006354	Lonchura_striata_domestica
ENSTGUP00000013777	ENSTGUG00000013382	Taeniopygia_guttata
ENSSCAP00000013038	ENSSCAG00000009708	Serinus_canaria
ENSJHYP00000001114	ENSJHYG00000000931	Junco_hyemalis
ENSFALP00000005605	ENSFALG00000005381	Ficedula_albicollis
ENSLCOP00000001856	ENSLCOG00000001478	Lepidothrix_coronata
ENSMVIP00005016380	ENSMVIG00005011776	Manacus_vitellinus
ENSGALP00000029837	ENSGALG00000014981	Gallus_gallus
ENSCJPP00005021746	ENSCJPG00005017368	Coturnix_japonica
ENSMGAP00000015115	ENSMGAG00000014290	Meleagris_gallopavo
ENSAPLP00000010824	ENSAPLG00000011097	Anas_platyrhynchos_platyrhynchos
ENSAPLP00000027898	ENSAPLG00000030204	Anas_platyrhynchos_platyrhynchos
ENSABRP00000011433	ENSABRG00000010266	Anser_brachyrhynchus
ENSARWP00000009490	ENSARWG00000006633	Apteryx_rowi
ENSAOWP00000020344	ENSAOWG00000013771	Apteryx_owenii
ENSAHAP00000000372	ENSAHAG00000000339	Apteryx_haastii
ENSDNVP00000009717	ENSDNVG00000006863	Dromaius_novaehollandiae
ENSNMEP00000019784	ENSNMEG00000017019	Numida_meleagris
ENSCABP00000011012	ENSCABG00000008233	Chelonoidis_abingdonii
ENSCPRP00005004872	ENSCPRG00005003500	Crocodylus_porosus
ENSPVIP00000034541	ENSPVIG00000025217	Pogona_vitticeps
ENSSMRP00000002718	ENSSMRG00000002333	Salvator_merianae
ENSSPUP00000022217	ENSSPUG00000017067	Sphenodon_punctatus
ENSVURP00010019440	ENSVURG00010014838	Vombatus_ursinus
ENSXETP00000003798	ENSXETG00000004499	Xenopus_tropicalis
ENSEBUP00000015841	ENSEBUG00000009967	Eptatretus_burgeri
ENSCINP00000031729	ENSCING00000024777	Ciona_intestinalis
F40G9.2.1	WBGene00018240	Caenorhabditis_elegans_strain_N2
FBpp0073783	FBgn0030610	Drosophila_melanogaster
