ENSMMMP00000006674	ENSMMMG00000005971	Marmota_marmota_marmota
ENSMPUP00000001791	ENSMPUG00000001809	Mustela_putorius_furo
ENSPPYP00000020977	ENSPPYG00000018701	Pongo_abelii
ENSJJAP00000010284	ENSJJAG00000013922	Jaculus_jaculus
ENSPVIP00000032827	ENSPVIG00000024043	Pogona_vitticeps
ENSPSMP00000012599	ENSPSMG00000009094	Prolemur_simus
ENSNGAP00000004034	ENSNGAG00000005047	Nannospalax_galili
ENSMLEP00000028671	ENSMLEG00000038554	Mandrillus_leucophaeus
ENSETEP00000015946	ENSETEG00000019632	Echinops_telfairi
ENSCAFP00000043180	ENSCAFG00000008463	Canis_lupus_familiaris
ENSVURP00010005664	ENSVURG00010004421	Vombatus_ursinus	ENSVURT00010006409
ENSFCAP00000054258	ENSFCAG00000038635	Felis_catus
MGP_CAROLIEiJ_P0056908	MGP_CAROLIEiJ_G0024841	Mus_caroli_strain_CAROLI_EIJ
MGP_SPRETEiJ_P0059153	MGP_SPRETEiJ_G0025771	Mus_spretus_strain_SPRET/EiJ
ENSGGOP00000048657	ENSGGOG00000038245	Gorilla_gorilla
MGP_CAROLIEiJ_P0056906	MGP_CAROLIEiJ_G0024840	Mus_caroli_strain_CAROLI_EIJ
ENSMUGP00000023517	ENSMUGG00000019696	Meriones_unguiculatus
ENSLAFP00000007779	ENSLAFG00000009285	Loxodonta_africana
ENSSDAP00000003612	ENSSDAG00000003416	Spermophilus_dauricus
ENSCANP00000025716	ENSCANG00000036299	Colobus_angolensis_palliatus
ENSSARP00000003202	ENSSARG00000003567	Sorex_araneus
ENSSDAP00000003965	ENSSDAG00000003625	Spermophilus_dauricus
ENSMICP00000045180	ENSMICG00000046393	Microcebus_murinus
MGP_SPRETEiJ_P0059151	MGP_SPRETEiJ_G0025770	Mus_spretus_strain_SPRET/EiJ
ENSPTEP00000015734	ENSPTEG00000017366	Piliocolobus_tephrosceles
ENSPTRP00000090148	ENSPTRG00000030980	Pan_troglodytes
ENSPPAP00000016824	ENSPPAG00000031508	Pan_paniscus
ENSECAP00000030807	ENSECAG00000006384	Equus_caballus
ENSCCAP00000032940	ENSCCAG00000034511	Cebus_capucinus_imitator
ENSNVIP00000028192	ENSNVIG00000021772	Neovison_vison
ENSSTOP00000007652	ENSSTOG00000008545	Ictidomys_tridecemlineatus
ENSMNEP00000006996	ENSMNEG00000028077	Macaca_nemestrina
ENSRNOP00000014949	ENSRNOG00000011082	Rattus_norvegicus
ENSDORP00000002091	ENSDORG00000002230	Dipodomys_ordii
ENSNLEP00000003011	ENSNLEG00000002486	Nomascus_leucogenys
ENSUAMP00000012199	ENSUAMG00000009876	Ursus_americanus
ENSTGEP00000030668	ENSTGEG00000024598	Theropithecus_gelada
ENSCAFP00020025933	ENSCAFG00020020387	Canis_lupus_dingo
ENSBBBP00000005892	ENSBBBG00000014524	Bison_bison_bison
ENSOCUP00000006440	ENSOCUG00000007445	Oryctolagus_cuniculus
ENSHGLP00000025002	ENSHGLG00000017818	Heterocephalus_glaber_HetGla_female_1.0
ENSBMUP00000022072	ENSBMUG00000016614	Bos_mutus
ENSMOCP00000007495	ENSMOCG00000007329	Microtus_ochrogaster
ENSSDAP00000003816	ENSSDAG00000003443	Spermophilus_dauricus
ENSPANP00000023505	ENSPANG00000033863	Papio_anubis
ENSMMUP00000026453	ENSMMUG00000020095	Macaca_mulatta
ENSSBOP00000011534	ENSSBOG00000022592	Saimiri_boliviensis_boliviensis
ENSMUSP00000029038	ENSMUSG00000027528	Mus_musculus_strain_reference_(CL57BL6)
ENSFDAP00000010022	ENSFDAG00000017885	Fukomys_damarensis
ENSVVUP00000001238	ENSVVUG00000000940	Vulpes_vulpes
ENSCGRP00000016451	ENSCGRG00000011946	Cricetulus_griseus_CriGri_1.0
ENSCLAP00000002992	ENSCLAG00000002147	Chinchilla_lanigera
ENSCHOP00000004254	ENSCHOG00000004809	Choloepus_hoffmanni
ENSEASP00005030255	ENSEASG00005020609	Equus_asinus_asinus
ENSVPAP00000001053	ENSVPAG00000001142	Vicugna_pacos
ENSCGRP00015023835	ENSCGRG00015018153	Cricetulus_griseus_CriGri-PICR
ENSMSIP00000019109	ENSMSIG00000016267	Mus_spicilegus
ENSDNOP00000000090	ENSDNOG00000000126	Dasypus_novemcinctus
ENSPVAP00000013469	ENSPVAG00000014293	Pteropus_vampyrus
ENSTTRP00000006580	ENSTTRG00000006968	Tursiops_truncatus
ENSSSCP00000044791	ENSSSCG00000033728	Sus_scrofa_strain_reference	ENSSSCT00000052605
ENSCJAP00000000748	ENSCJAG00000000441	Callithrix_jacchus
ENSCGRP00001020791	ENSCGRG00001019826	Cricetulus_griseus_CHOK1GS_HDv1
ENSOARP00000009887	ENSOARG00000009210	Ovis_aries
ENSEEUP00000003650	ENSEEUG00000004038	Erinaceus_europaeus
ENSODEP00000000890	ENSODEG00000000718	Octodon_degus
ENSRROP00000034453	ENSRROG00000040780	Rhinopithecus_roxellana
ENSPTIP00000022060	ENSPTIG00000018993	Panthera_tigris_altaica
ENSP00000368362	ENSG00000205186	Homo_sapiens
ENSMODP00000046194	ENSMODG00000006483	Monodelphis_domestica	ENSMODT00000054953
