ENSDCDP00000038190	ENSDCDG00000025557	Denticeps_clupeoides
ENSNBRP00000009923	ENSNBRG00000007670	Neolamprologus_brichardi
ENSAOCP00000024060	ENSAOCG00000010618	Amphiprion_ocellaris
ENSAPEP00000032404	ENSAPEG00000023011	Amphiprion_percula
ENSAPOP00000004565	ENSAPOG00000006166	Acanthochromis_polyacanthus
ENSSPAP00000023569	ENSSPAG00000017765	Stegastes_partitus
ENSLBEP00000023182	ENSLBEG00000017757	Labrus_bergylta
ENSMAMP00000015473	ENSMAMG00000010362	Mastacembelus_armatus
ENSLCAP00010004908	ENSLCAG00010002489	Lates_calcarifer
ENSACIP00000009528	ENSACIG00000007465	Amphilophus_citrinellus
ENSPRNP00000028215	ENSPRNG00000014090	Parambassis_ranga
ENSGACP00000002547	ENSGACG00000001960	Gasterosteus_aculeatus
ENSTNIP00000005399	ENSTNIG00000002834	Tetraodon_nigroviridis
ENSLBEP00000012412	ENSLBEG00000009536	Labrus_bergylta
ENSKMAP00000009746	ENSKMAG00000007329	Kryptolebias_marmoratus
ENSPMGP00000014926	ENSPMGG00000010969	Periophthalmus_magnuspinnatus
ENSGMOP00000005959	ENSGMOG00000005598	Gadus_morhua
ENSCGOP00000010432	ENSCGOG00000005288	Cottoperca_gobio
ENSPMAP00000003517	ENSPMAG00000003228	Petromyzon_marinus
ENSECRP00000015728	ENSECRG00000010491	Erpetoichthys_calabaricus
ENSPCIP00000038003	ENSPCIG00000027976	Phascolarctos_cinereus
ENSMEUP00000007963	ENSMEUG00000008715	Notamacropus_eugenii
ENSSHAP00000021604	ENSSHAG00000018297	Sarcophilus_harrisii
ENSMODP00000002254	ENSMODG00000001844	Monodelphis_domestica
ENSOANP00000014910	ENSOANG00000009373	Ornithorhynchus_anatinus
ENSPVAP00000009830	ENSPVAG00000010432	Pteropus_vampyrus
ENSMLUP00000004067	ENSMLUG00000004468	Myotis_lucifugus
ENSTTRP00000016127	ENSTTRG00000017010	Tursiops_truncatus
ENSSSCP00000046070	ENSSSCG00000040160	Sus_scrofa_strain_reference
ENSCHIP00000010479	ENSCHIG00000012983	Capra_hircus
ENSOARP00000012877	ENSOARG00000012013	Ovis_aries
ENSBIXP00000017479	ENSBIXG00000021478	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSBIXP00005045747	ENSBIXG00005005269	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSBTAP00000013222	ENSBTAG00000010024	Bos_taurus
ENSBMUP00000006266	ENSBMUG00000004921	Bos_mutus
ENSBBBP00000009337	ENSBBBG00000017441	Bison_bison_bison
ENSUAMP00000009580	ENSUAMG00000007945	Ursus_americanus
ENSUMAP00000006516	ENSUMAG00000005105	Ursus_maritimus
ENSAMEP00000010260	ENSAMEG00000009701	Ailuropoda_melanoleuca
ENSMPUP00000017692	ENSMPUG00000017803	Mustela_putorius_furo
ENSNVIP00000019897	ENSNVIG00000015595	Neovison_vison
ENSCAFP00000011799	ENSCAFG00000007966	Canis_lupus_familiaris
ENSCAFP00020006592	ENSCAFG00020005336	Canis_lupus_dingo
ENSVVUP00000005287	ENSVVUG00000004126	Vulpes_vulpes
ENSPPRP00000011973	ENSPPRG00000005658	Panthera_pardus
ENSPTIP00000022197	ENSPTIG00000019086	Panthera_tigris_altaica
ENSFCAP00000017072	ENSFCAG00000027275	Felis_catus
ENSECAP00000027556	ENSECAG00000024778	Equus_caballus
ENSEASP00005008056	ENSEASG00005005847	Equus_asinus_asinus
ENSPTRP00000023039	ENSPTRG00000013434	Pan_troglodytes
ENSPPAP00000011537	ENSPPAG00000028979	Pan_paniscus
ENSP00000246186	ENSG00000125966	Homo_sapiens
ENSGGOP00000011794	ENSGGOG00000012090	Gorilla_gorilla
ENSPPYP00000012225	ENSPPYG00000010948	Pongo_abelii
ENSNLEP00000012434	ENSNLEG00000010203	Nomascus_leucogenys
ENSPANP00000016775	ENSPANG00000019312	Papio_anubis
ENSTGEP00000005734	ENSTGEG00000004742	Theropithecus_gelada
ENSMLEP00000024397	ENSMLEG00000036357	Mandrillus_leucophaeus
ENSCATP00000012688	ENSCATG00000030505	Cercocebus_atys
ENSMNEP00000007032	ENSMNEG00000028095	Macaca_nemestrina
ENSMFAP00000024837	ENSMFAG00000043972	Macaca_fascicularis
ENSMMUP00000045568	ENSMMUG00000018206	Macaca_mulatta
ENSCSAP00000006681	ENSCSAG00000010450	Chlorocebus_sabaeus
ENSPTEP00000009570	ENSPTEG00000010859	Piliocolobus_tephrosceles
ENSCANP00000015058	ENSCANG00000030983	Colobus_angolensis_palliatus
ENSRROP00000020806	ENSRROG00000034337	Rhinopithecus_roxellana
ENSRBIP00000041614	ENSRBIG00000044128	Rhinopithecus_bieti
ENSSBOP00000022678	ENSSBOG00000027876	Saimiri_boliviensis_boliviensis
ENSCCAP00000023935	ENSCCAG00000029749	Cebus_capucinus_imitator
ENSCJAP00000032979	ENSCJAG00000017865	Callithrix_jacchus
ENSANAP00000011688	ENSANAG00000023779	Aotus_nancymaae
ENSTSYP00000005481	ENSTSYG00000005981	Carlito_syrichta
ENSPCOP00000026898	ENSPCOG00000025865	Propithecus_coquereli
ENSPSMP00000004809	ENSPSMG00000003766	Prolemur_simus
ENSMICP00000036297	ENSMICG00000005999	Microcebus_murinus
ENSOGAP00000008044	ENSOGAG00000008970	Otolemur_garnettii
ENSTBEP00000006699	ENSTBEG00000007739	Tupaia_belangeri
ENSDORP00000001319	ENSDORG00000001419	Dipodomys_ordii
ENSCCNP00000020891	ENSCCNG00000020784	Castor_canadensis
MGP_SPRETEiJ_P0057680	MGP_SPRETEiJ_G0025459	Mus_spretus_strain_SPRET/EiJ
ENSMUSP00000029141	ENSMUSG00000027612	Mus_musculus_strain_reference_(CL57BL6)
ENSMSIP00000003544	ENSMSIG00000003274	Mus_spicilegus
MGP_CAROLIEiJ_P0055534	MGP_CAROLIEiJ_G0024537	Mus_caroli_strain_CAROLI_EIJ
MGP_PahariEiJ_P0066508	MGP_PahariEiJ_G0025982	Mus_pahari_strain_PAHARI_EIJ
ENSRNOP00000075211	ENSRNOG00000047028	Rattus_norvegicus
ENSMUGP00000008820	ENSMUGG00000007920	Meriones_unguiculatus
ENSCGRP00001006407	ENSCGRG00001008649	Cricetulus_griseus_CHOK1GS_HDv1
ENSCGRP00015034668	ENSCGRG00015026070	Cricetulus_griseus_CriGri-PICR
ENSCGRP00000006198	ENSCGRG00000004539	Cricetulus_griseus_CriGri_1.0
ENSMAUP00000017542	ENSMAUG00000016379	Mesocricetus_auratus
ENSMOCP00000004084	ENSMOCG00000003265	Microtus_ochrogaster
ENSPEMP00000026653	ENSPEMG00000022693	Peromyscus_maniculatus_bairdii
ENSNGAP00000000246	ENSNGAG00000000197	Nannospalax_galili
ENSJJAP00000017055	ENSJJAG00000018735	Jaculus_jaculus
ENSHGLP00100005584	ENSHGLG00100004232	Heterocephalus_glaber_HetGla_1.0
ENSHGLP00000013254	ENSHGLG00000009467	Heterocephalus_glaber_HetGla_female_1.0
ENSFDAP00000022902	ENSFDAG00000021179	Fukomys_damarensis
ENSCLAP00000025107	ENSCLAG00000017243	Chinchilla_lanigera
ENSODEP00000018696	ENSODEG00000013784	Octodon_degus
ENSCPOP00000003651	ENSCPOG00000004050	Cavia_porcellus
ENSCAPP00000015665	ENSCAPG00000015738	Cavia_aperea
ENSSTOP00000011743	ENSSTOG00000013103	Ictidomys_tridecemlineatus
ENSUPAP00010005385	ENSUPAG00010004328	Urocitellus_parryii
ENSSDAP00000021076	ENSSDAG00000019169	Spermophilus_dauricus
ENSMMMP00000026618	ENSMMMG00000023292	Marmota_marmota_marmota
ENSOCUP00000009118	ENSOCUG00000010581	Oryctolagus_cuniculus
ENSOPRP00000005004	ENSOPRG00000005454	Ochotona_princeps
ENSLAFP00000024240	ENSLAFG00000012350	Loxodonta_africana
ENSPCAP00000013793	ENSPCAG00000014773	Procavia_capensis
ENSCGRP00001013733	ENSCGRG00001014791	Cricetulus_griseus_CHOK1GS_HDv1
ENSCGRP00000000138	ENSCGRG00000000150	Cricetulus_griseus_CriGri_1.0
ENSCHOP00000009599	ENSCHOG00000010842	Choloepus_hoffmanni
ENSDNOP00000030489	ENSDNOG00000036618	Dasypus_novemcinctus
ENSSARP00000004433	ENSSARG00000004881	Sorex_araneus
ENSEEUP00000013525	ENSEEUG00000014814	Erinaceus_europaeus
ENSOANP00000017414	ENSOANG00000010989	Ornithorhynchus_anatinus
ENSGALP00000048431	ENSGALG00000041093	Gallus_gallus
ENSCJPP00005026402	ENSCJPG00005020525	Coturnix_japonica	ENSCJPT00005035742
ENSMGAP00000001565	ENSMGAG00000001985	Meleagris_gallopavo	ENSMGAT00000002228
ENSNMEP00000016021	ENSNMEG00000014224	Numida_meleagris
ENSABRP00000024476	ENSABRG00000020547	Anser_brachyrhynchus
ENSAPLP00000007406	ENSAPLG00000007771	Anas_platyrhynchos_platyrhynchos
ENSTGUP00000003767	ENSTGUG00000003646	Taeniopygia_guttata
ENSLSDP00000021288	ENSLSDG00000015051	Lonchura_striata_domestica
ENSSCAP00000014842	ENSSCAG00000010886	Serinus_canaria
ENSJHYP00000006235	ENSJHYG00000005019	Junco_hyemalis
ENSZALP00000022481	ENSZALG00000017464	Zonotrichia_albicollis
ENSCCEP00000007718	ENSCCEG00000007865	Cyanistes_caeruleus
ENSPMJP00000002446	ENSPMJG00000002049	Parus_major
ENSFALP00000012980	ENSFALG00000012434	Ficedula_albicollis
ENSLCOP00000013277	ENSLCOG00000009578	Lepidothrix_coronata
ENSMVIP00005018291	ENSMVIG00005013013	Manacus_vitellinus
ENSCPUP00000005180	ENSCPUG00000003802	Calidris_pugnax
ENSCPGP00000013521	ENSCPGG00000009596	Calidris_pygmaea
ENSMUNP00000014414	ENSMUNG00000011209	Melopsittacus_undulatus
ENSAOWP00000028912	ENSAOWG00000019486	Apteryx_owenii
ENSAHAP00000006985	ENSAHAG00000005224	Apteryx_haastii
ENSARWP00000015553	ENSARWG00000010731	Apteryx_rowi
ENSDNVP00000012948	ENSDNVG00000009153	Dromaius_novaehollandiae
ENSNPEP00000005409	ENSNPEG00000004085	Nothoprocta_perdicaria
ENSCPRP00005020061	ENSCPRG00005013949	Crocodylus_porosus
ENSCABP00000003847	ENSCABG00000002902	Chelonoidis_abingdonii
ENSGAGP00000015585	ENSGAGG00000011739	Gopherus_agassizii
ENSCPBP00000015690	ENSCPBG00000011434	Chrysemys_picta_bellii
ENSGAGP00000010316	ENSGAGG00000008087	Gopherus_agassizii
ENSPSIP00000013618	ENSPSIG00000012069	Pelodiscus_sinensis
ENSACAP00000005344	ENSACAG00000005407	Anolis_carolinensis
ENSPVIP00000009251	ENSPVIG00000007371	Pogona_vitticeps
ENSNSUP00000004794	ENSNSUG00000003827	Notechis_scutatus
ENSSMRP00000003899	ENSSMRG00000003255	Salvator_merianae
ENSSPUP00000016177	ENSSPUG00000012495	Sphenodon_punctatus
ENSXETP00000021114	ENSXETG00000006556	Xenopus_tropicalis
ENSPMAP00000001956	ENSPMAG00000001746	Petromyzon_marinus	ENSPMAT00000001966
ENSEBUP00000006035	ENSEBUG00000004030	Eptatretus_burgeri	ENSEBUT00000006483
ENSLACP00000021603	ENSLACG00000018981	Latimeria_chalumnae
ENSCMIP00000044863	ENSCMIG00000018482	Callorhinchus_milii	ENSCMIT00000045507
