ENSCCNP00000009698	ENSCCNG00000010242	Castor_canadensis
MGP_PahariEiJ_P0074591	MGP_PahariEiJ_G0027706	Mus_pahari_strain_PAHARI_EIJ
ENSPTRP00000080804	ENSPTRG00000051175	Pan_troglodytes
ENSGAGP00000032530	ENSGAGG00000023268	Gopherus_agassizii
ENSPCIP00000034119	ENSPCIG00000025273	Phascolarctos_cinereus	ENSPCIT00000041996
ENSCAFP00000019435	ENSCAFG00000013184	Canis_lupus_familiaris
ENSFDAP00000014304	ENSFDAG00000001451	Fukomys_damarensis
ENSZALP00000007289	ENSZALG00000006499	Zonotrichia_albicollis
ENSMNEP00000020953	ENSMNEG00000034272	Macaca_nemestrina
ENSBIXP00000021608	ENSBIXG00000004987	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSMVIP00005004634	ENSMVIG00005003563	Manacus_vitellinus
ENSEEUP00000014573	ENSEEUG00000015956	Erinaceus_europaeus
MGP_CAROLIEiJ_P0019286	MGP_CAROLIEiJ_G0014470	Mus_caroli_strain_CAROLI_EIJ
ENSCCEP00000015233	ENSCCEG00000014422	Cyanistes_caeruleus
ENSHGLP00000005321	ENSHGLG00000003894	Heterocephalus_glaber_HetGla_female_1.0
ENSCJAP00000036805	ENSCJAG00000019795	Callithrix_jacchus
ENSCAPP00000012707	ENSCAPG00000013502	Cavia_aperea
ENSLAFP00000018086	ENSLAFG00000027822	Loxodonta_africana
ENSODEP00000016184	ENSODEG00000011912	Octodon_degus
ENSBTAP00000072122	ENSBTAG00000011543	Bos_taurus
ENSRROP00000029486	ENSRROG00000038538	Rhinopithecus_roxellana
ENSSSCP00000037522	ENSSSCG00000037319	Sus_scrofa_strain_reference
ENSPCOP00000021359	ENSPCOG00000022702	Propithecus_coquereli
ENSDORP00000023032	ENSDORG00000029674	Dipodomys_ordii
ENSMICP00000038072	ENSMICG00000032951	Microcebus_murinus
ENSTTRP00000001861	ENSTTRG00000001984	Tursiops_truncatus
ENSHGLP00100015560	ENSHGLG00100011484	Heterocephalus_glaber_HetGla_1.0
ENSCANP00000038760	ENSCANG00000043056	Colobus_angolensis_palliatus
ENSCGRP00015022725	ENSCGRG00015017274	Cricetulus_griseus_CriGri-PICR
ENSCHIP00000002948	ENSCHIG00000006603	Capra_hircus
ENSEASP00005011869	ENSEASG00005008310	Equus_asinus_asinus
ENSDNVP00000009106	ENSDNVG00000006457	Dromaius_novaehollandiae
ENSMSIP00000022701	ENSMSIG00000019277	Mus_spicilegus
ENSNGAP00000019660	ENSNGAG00000019405	Nannospalax_galili
ENSCLAP00000002602	ENSCLAG00000001882	Chinchilla_lanigera
ENSPSMP00000016438	ENSPSMG00000011707	Prolemur_simus
ENSARWP00000010466	ENSARWG00000007276	Apteryx_rowi
ENSUMAP00000014171	ENSUMAG00000010435	Ursus_maritimus	ENSUMAT00000016818
ENSAHAP00000008837	ENSAHAG00000006492	Apteryx_haastii
ENSCJPP00005016566	ENSCJPG00005013604	Coturnix_japonica
ENSPTEP00000040155	ENSPTEG00000037036	Piliocolobus_tephrosceles
ENSOPRP00000009994	ENSOPRG00000010956	Ochotona_princeps
ENSMFAP00000000629	ENSMFAG00000037504	Macaca_fascicularis
ENSVVUP00000031212	ENSVVUG00000022748	Vulpes_vulpes
ENSRBIP00000031082	ENSRBIG00000039390	Rhinopithecus_bieti
ENSNVIP00000023851	ENSNVIG00000018495	Neovison_vison
ENSMUNP00000010678	ENSMUNG00000008417	Melopsittacus_undulatus
ENSPCAP00000011177	ENSPCAG00000012037	Procavia_capensis
ENSRNOP00000025743	ENSRNOG00000019043	Rattus_norvegicus
ENSMUGP00000013078	ENSMUGG00000011351	Meriones_unguiculatus
ENSABRP00000009306	ENSABRG00000008331	Anser_brachyrhynchus
ENSSTOP00000015985	ENSSTOG00000022396	Ictidomys_tridecemlineatus
ENSCPGP00000026652	ENSCPGG00000018372	Calidris_pygmaea
ENSMLUP00000008757	ENSMLUG00000009623	Myotis_lucifugus	ENSMLUT00000009611
ENSMMMP00000008797	ENSMMMG00000007868	Marmota_marmota_marmota
ENSMLEP00000033667	ENSMLEG00000041019	Mandrillus_leucophaeus
ENSP00000335062	ENSG00000188389	Homo_sapiens
ENSGALP00000064012	ENSGALG00000046559	Gallus_gallus
ENSUAMP00000010311	ENSUAMG00000008493	Ursus_americanus	ENSUAMT00000011591
ENSOARP00000018869	ENSOARG00000017587	Ovis_aries
ENSFALP00000007768	ENSFALG00000007441	Ficedula_albicollis
ENSNMEP00000005485	ENSNMEG00000005706	Numida_meleagris
ENSPANP00000004711	ENSPANG00000009490	Papio_anubis
ENSSCAP00000020632	ENSSCAG00000014875	Serinus_canaria
MGP_SPRETEiJ_P0020306	MGP_SPRETEiJ_G0015274	Mus_spretus_strain_SPRET/EiJ
ENSBIXP00005014434	ENSBIXG00005018415	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSOGAP00000005671	ENSOGAG00000006347	Otolemur_garnettii
ENSMPUP00000000194	ENSMPUG00000000197	Mustela_putorius_furo
ENSCSAP00000002041	ENSCSAG00000005736	Chlorocebus_sabaeus
ENSNLEP00000009456	ENSNLEG00000007780	Nomascus_leucogenys
ENSPPYP00000014944	ENSPPYG00000013360	Pongo_abelii
ENSETEP00000009623	ENSETEG00000011860	Echinops_telfairi
ENSCAFP00020032663	ENSCAFG00020025435	Canis_lupus_dingo
ENSPMJP00000026861	ENSPMJG00000019596	Parus_major
ENSMMUP00000065814	ENSMMUG00000063159	Macaca_mulatta
ENSMUSP00000027507	ENSMUSG00000026285	Mus_musculus_strain_reference_(CL57BL6)
ENSSBOP00000027295	ENSSBOG00000030074	Saimiri_boliviensis_boliviensis
ENSDNOP00000033523	ENSDNOG00000032057	Dasypus_novemcinctus
ENSUPAP00010003535	ENSUPAG00010002914	Urocitellus_parryii
ENSSDAP00000016245	ENSSDAG00000014689	Spermophilus_dauricus
ENSCPBP00000010669	ENSCPBG00000008181	Chrysemys_picta_bellii
ENSSHAP00000018433	ENSSHAG00000015647	Sarcophilus_harrisii	ENSSHAT00000018586
