ENSABRP00000026149	ENSABRG00000021873	Anser_brachyrhynchus	ENSABRT00000036613
ENSAPLP00000013509	ENSAPLG00000013665	Anas_platyrhynchos_platyrhynchos
ENSOPRP00000014053	ENSOPRG00000015376	Ochotona_princeps
ENSDORP00000005132	ENSDORG00000005484	Dipodomys_ordii
ENSMLUP00000011567	ENSMLUG00000012709	Myotis_lucifugus
ENSPCAP00000004408	ENSPCAG00000004622	Procavia_capensis
ENSLAFP00000007602	ENSLAFG00000009069	Loxodonta_africana
ENSSARP00000006061	ENSSARG00000006672	Sorex_araneus
ENSP00000413001	ENSG00000273540	Homo_sapiens
ENSGGOP00000028755	ENSGGOG00000034983	Gorilla_gorilla
ENSPPAP00000029624	ENSPPAG00000037816	Pan_paniscus
ENSPTRP00000051304	ENSPTRG00000007416	Pan_troglodytes
ENSPPYP00000007656	ENSPPYG00000006747	Pongo_abelii
ENSNLEP00000013863	ENSNLEG00000011396	Nomascus_leucogenys
ENSMMUP00000064529	ENSMMUG00000008495	Macaca_mulatta
ENSMFAP00000042636	ENSMFAG00000040080	Macaca_fascicularis
ENSMNEP00000043813	ENSMNEG00000044533	Macaca_nemestrina
ENSPANP00000014396	ENSPANG00000011754	Papio_anubis
ENSTGEP00000011307	ENSTGEG00000009240	Theropithecus_gelada
ENSCATP00000026447	ENSCATG00000036629	Cercocebus_atys
ENSCSAP00000013245	ENSCSAG00000017210	Chlorocebus_sabaeus
ENSRROP00000031509	ENSRROG00000039449	Rhinopithecus_roxellana
ENSRBIP00000000345	ENSRBIG00000001824	Rhinopithecus_bieti
ENSCANP00000018601	ENSCANG00000032746	Colobus_angolensis_palliatus
ENSPTEP00000002871	ENSPTEG00000003361	Piliocolobus_tephrosceles
ENSANAP00000025524	ENSANAG00000030461	Aotus_nancymaae
ENSCJAP00000024136	ENSCJAG00000013146	Callithrix_jacchus
ENSTSYP00000004834	ENSTSYG00000005266	Carlito_syrichta
ENSPSMP00000037411	ENSPSMG00000025713	Prolemur_simus
ENSMICP00000013825	ENSMICG00000015149	Microcebus_murinus
ENSCGRP00001014570	ENSCGRG00001015401	Cricetulus_griseus_CHOK1GS_HDv1
ENSCGRP00000002167	ENSCGRG00000001602	Cricetulus_griseus_CriGri_1.0
ENSCGRP00015030082	ENSCGRG00015022575	Cricetulus_griseus_CriGri-PICR
ENSMAUP00000007382	ENSMAUG00000009041	Mesocricetus_auratus
ENSPEMP00000012074	ENSPEMG00000012489	Peromyscus_maniculatus_bairdii
ENSMOCP00000027302	ENSMOCG00000022831	Microtus_ochrogaster
ENSMSIP00000014273	ENSMSIG00000012317	Mus_spicilegus
MGP_SPRETEiJ_P0083502	MGP_SPRETEiJ_G0030969	Mus_spretus_strain_SPRET/EiJ
ENSMUSP00000119721	ENSMUSG00000025754	Mus_musculus_strain_reference_(CL57BL6)
MGP_CAROLIEiJ_P0080150	MGP_CAROLIEiJ_G0029867	Mus_caroli_strain_CAROLI_EIJ
MGP_PahariEiJ_P0017006	MGP_PahariEiJ_G0013089	Mus_pahari_strain_PAHARI_EIJ
ENSRNOP00000076044	ENSRNOG00000022610	Rattus_norvegicus
ENSNGAP00000013981	ENSNGAG00000015386	Nannospalax_galili
ENSCCNP00000024056	ENSCCNG00000023573	Castor_canadensis
ENSCLAP00000021592	ENSCLAG00000014777	Chinchilla_lanigera
ENSODEP00000020450	ENSODEG00000015086	Octodon_degus
ENSCPOP00000001447	ENSCPOG00000001605	Cavia_porcellus
ENSHGLP00000008781	ENSHGLG00000006320	Heterocephalus_glaber_HetGla_female_1.0
ENSHGLP00100019666	ENSHGLG00100014500	Heterocephalus_glaber_HetGla_1.0
ENSFDAP00000022429	ENSFDAG00000020827	Fukomys_damarensis
ENSUPAP00010007962	ENSUPAG00010006416	Urocitellus_parryii
ENSSTOP00000013362	ENSSTOG00000014915	Ictidomys_tridecemlineatus
ENSMMMP00000023250	ENSMMMG00000020313	Marmota_marmota_marmota
ENSETEP00000012789	ENSETEG00000015766	Echinops_telfairi
ENSOGAP00000021432	ENSOGAG00000027084	Otolemur_garnettii
ENSJJAP00000023248	ENSJJAG00000023061	Jaculus_jaculus
ENSMPUP00000017450	ENSMPUG00000017562	Mustela_putorius_furo
ENSNVIP00000024033	ENSNVIG00000018618	Neovison_vison
ENSUMAP00000001554	ENSUMAG00000001409	Ursus_maritimus
ENSCAFP00000016772	ENSCAFG00000011404	Canis_lupus_familiaris
ENSCAFP00020024101	ENSCAFG00020018957	Canis_lupus_dingo
ENSVVUP00000016546	ENSVVUG00000012159	Vulpes_vulpes
ENSPTIP00000010486	ENSPTIG00000011215	Panthera_tigris_altaica
ENSPPRP00000024842	ENSPPRG00000015057	Panthera_pardus
ENSFCAP00000062108	ENSFCAG00000011845	Felis_catus
ENSECAP00000005396	ENSECAG00000007303	Equus_caballus
ENSEASP00005022530	ENSEASG00005015387	Equus_asinus_asinus
ENSCHIP00000012688	ENSCHIG00000014364	Capra_hircus
ENSOARP00000011530	ENSOARG00000010742	Ovis_aries
ENSBIXP00005018542	ENSBIXG00005021918	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSBIXP00000008793	ENSBIXG00000014552	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSBTAP00000074378	ENSBTAG00000049909	Bos_taurus
ENSBBBP00000015588	ENSBBBG00000023350	Bison_bison_bison
ENSTTRP00000002694	ENSTTRG00000002873	Tursiops_truncatus
ENSVPAP00000000475	ENSVPAG00000000507	Vicugna_pacos
ENSPVAP00000000102	ENSPVAG00000000106	Pteropus_vampyrus
ENSDNOP00000009298	ENSDNOG00000011991	Dasypus_novemcinctus
ENSCHOP00000006081	ENSCHOG00000006857	Choloepus_hoffmanni
ENSOANP00000015374	ENSOANG00000009684	Ornithorhynchus_anatinus
ENSTBEP00000001582	ENSTBEG00000001828	Tupaia_belangeri
ENSEEUP00000005705	ENSEEUG00000006250	Erinaceus_europaeus
ENSDNOP00000020983	ENSDNOG00000042376	Dasypus_novemcinctus
ENSOANP00000015373	ENSOANG00000009682	Ornithorhynchus_anatinus
ENSPCIP00000043455	ENSPCIG00000033536	Phascolarctos_cinereus
ENSVURP00010010032	ENSVURG00010007705	Vombatus_ursinus
ENSMEUP00000006341	ENSMEUG00000006942	Notamacropus_eugenii
ENSMODP00000024458	ENSMODG00000019602	Monodelphis_domestica
ENSSHAP00000011530	ENSSHAG00000009910	Sarcophilus_harrisii
ENSXETP00000051256	ENSXETG00000018389	Xenopus_tropicalis
ENSLACP00000017637	ENSLACG00000015534	Latimeria_chalumnae
ENSSFOP00015029665	ENSSFOG00015019065	Scleropages_formosus
ENSPKIP00000035039	ENSPKIG00000014098	Paramormyrops_kingsleyae
ENSSFOP00015037102	ENSSFOG00015023599	Scleropages_formosus
ENSPKIP00000001985	ENSPKIG00000020051	Paramormyrops_kingsleyae
ENSHHUP00000055928	ENSHHUG00000033416	Hucho_hucho
ENSELUP00000032550	ENSELUG00000010501	Esox_lucius
ENSGACP00000002636	ENSGACG00000002032	Gasterosteus_aculeatus
ENSLBEP00000029395	ENSLBEG00000022232	Labrus_bergylta
ENSMMOP00000025169	ENSMMOG00000019116	Mola_mola
ENSCSEP00000002069	ENSCSEG00000001387	Cynoglossus_semilaevis
ENSHCOP00000005724	ENSHCOG00000000251	Hippocampus_comes
ENSATEP00000006693	ENSATEG00000004639	Anabas_testudineus
ENSBSLP00000001105	ENSBSLG00000000776	Betta_splendens
ENSMAMP00000016174	ENSMAMG00000010952	Mastacembelus_armatus
ENSCGOP00000029380	ENSCGOG00000013720	Cottoperca_gobio
ENSSMAP00000030684	ENSSMAG00000018811	Scophthalmus_maximus
ENSLCAP00010053669	ENSLCAG00010024956	Lates_calcarifer
ENSSLDP00000001591	ENSSLDG00000001244	Seriola_lalandi_dorsalis
ENSAOCP00000007886	ENSAOCG00000011872	Amphiprion_ocellaris
ENSAPEP00000025903	ENSAPEG00000018376	Amphiprion_percula
ENSSPAP00000011297	ENSSPAG00000008556	Stegastes_partitus
ENSPRNP00000031790	ENSPRNG00000015937	Parambassis_ranga
ENSMZEP00005030420	ENSMZEG00005022669	Maylandia_zebra
ENSACLP00000021979	ENSACLG00000014900	Astatotilapia_calliptera
ENSONIP00000005080	ENSONIG00000004029	Oreochromis_niloticus
ENSPNYP00000013702	ENSPNYG00000010306	Pundamilia_nyererei
ENSNBRP00000015411	ENSNBRG00000011919	Neolamprologus_brichardi
ENSACIP00000021334	ENSACIG00000016516	Amphilophus_citrinellus
ENSPMGP00000012708	ENSPMGG00000010472	Periophthalmus_magnuspinnatus
ENSGMOP00000001293	ENSGMOG00000001232	Gadus_morhua
ENSCHAP00000034945	ENSCHAG00000016499	Clupea_harengus
ENSDCDP00000034657	ENSDCDG00000023320	Denticeps_clupeoides
ENSAMXP00000041417	ENSAMXG00000038202	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSPNAP00000030291	ENSPNAG00000017038	Pygocentrus_nattereri
ENSIPUP00000013028	ENSIPUG00000008844	Ictalurus_punctatus
ENSEEEP00000033364	ENSEEEG00000015856	Electrophorus_electricus
ENSDARP00000135812	ENSDARG00000104384	Danio_rerio
ENSLOCP00000017868	ENSLOCG00000014513	Lepisosteus_oculatus
ENSECRP00000030174	ENSECRG00000020465	Erpetoichthys_calabaricus
ENSCMIP00000025676	ENSCMIG00000011277	Callorhinchus_milii
