ENSPCIP00000031828	ENSPCIG00000023621	Phascolarctos_cinereus	ENSPCIT00000039130
ENSVURP00010028471	ENSVURG00010021788	Vombatus_ursinus	ENSVURT00010032441
ENSSHAP00000006468	ENSSHAG00000005629	Sarcophilus_harrisii	ENSSHAT00000006524
ENSMODP00000058286	ENSMODG00000050920	Monodelphis_domestica	ENSMODT00000073913
ENSCHIP00000000380	ENSCHIG00000000271	Capra_hircus
ENSSTOP00000016903	ENSSTOG00000026565	Ictidomys_tridecemlineatus
ENSSDAP00000008117	ENSSDAG00000007400	Spermophilus_dauricus
ENSUPAP00010016977	ENSUPAG00010013525	Urocitellus_parryii
ENSMMMP00000000788	ENSMMMG00000000734	Marmota_marmota_marmota
ENSOGAP00000018400	ENSOGAG00000026133	Otolemur_garnettii
ENSPSMP00000020148	ENSPSMG00000014230	Prolemur_simus
ENSOCUP00000017637	ENSOCUG00000023871	Oryctolagus_cuniculus
ENSPTEP00000003952	ENSPTEG00000004683	Piliocolobus_tephrosceles
ENSDNOP00000034049	ENSDNOG00000034381	Dasypus_novemcinctus
ENSCABP00000020034	ENSCABG00000014768	Chelonoidis_abingdonii
ENSGAGP00000021862	ENSGAGG00000016047	Gopherus_agassizii
ENSCPBP00000015349	ENSCPBG00000011352	Chrysemys_picta_bellii
ENSPSIP00000012966	ENSPSIG00000011672	Pelodiscus_sinensis
ENSARWP00000005378	ENSARWG00000003849	Apteryx_rowi
ENSAHAP00000002917	ENSAHAG00000002354	Apteryx_haastii
ENSDNVP00000013059	ENSDNVG00000009255	Dromaius_novaehollandiae
ENSSMRP00000006864	ENSSMRG00000005564	Salvator_merianae
ENSPVIP00000013590	ENSPVIG00000010517	Pogona_vitticeps
ENSPVIP00000028362	ENSPVIG00000021024	Pogona_vitticeps
ENSPKIP00000036823	ENSPKIG00000015250	Paramormyrops_kingsleyae
ENSSFOP00015029856	ENSSFOG00015019187	Scleropages_formosus
ENSLACP00000020880	ENSLACG00000018345	Latimeria_chalumnae
ENSCMIP00000029257	ENSCMIG00000012679	Callorhinchus_milii
ENSPMAP00000001782	ENSPMAG00000001627	Petromyzon_marinus
