	ENSPCOT00000019731	ENSPCOT00000019733	ENST00000523069	ENSPTRT00000078231	ENSMEUT00000013746	ENSVURT00010019708	ENSPTRT00000090932	ENSPSMT00000040361	ENSPSMT00000040362	ENSPTRT00000111095	ENSPSMT00000040360	ENST00000316428	ENSMICT00000072489	ENSMODT00000020462	ENSMICT00000072789	ENSMICT00000073064	ENSOGAT00000009460	ENSPPAT00000043775	ENST00000264676	ENSPTRT00000067985
ENSPSMT00000040360	0.8001949317738791	0.8723196881091618	0.7655945419103314	0.7655945419103314	0.4215399610136452	0.6871345029239766	0.8382066276803118	0.9181286549707602	0.8357699805068226	0.9137426900584796	1.0	0.9142300194931774	0.7997076023391813	0.7426900584795322	0.8747563352826511	0.9556530214424952	0.8518518518518519	0.6954191033138402	0.8386939571150097	0.8494152046783626
ENST00000316428	0.7694931773879142	0.8396686159844055	0.8357699805068226	0.8318713450292398	0.41959064327485374	0.6895711500974658	0.9137426900584796	0.8386939571150097	0.7655945419103314	0.9956140350877192	0.9142300194931774	1.0	0.7641325536062378	0.7441520467836257	0.8386939571150097	0.9152046783625732	0.8362573099415205	0.7524366471734892	0.9181286549707602	0.925438596491228
ENSMICT00000072489	0.9683235867446394	0.7236842105263158	0.9278752436647172	0.9283625730994152	0.3557504873294347	0.5760233918128655	0.6881091617933723	0.7188109161793372	0.9639376218323586	0.7646198830409356	0.7997076023391813	0.7641325536062378	1.0	0.6232943469785575	0.7538986354775828	0.8357699805068226	0.7153996101364523	0.8552631578947368	0.6876218323586745	0.7007797270955166
ENSMODT00000020462	0.6208576998050682	0.6817738791423001	0.6189083820662769	0.6189083820662769	0.5263157894736842	0.7811890838206628	0.6846978557504874	0.6827485380116959	0.6223196881091618	0.7436647173489279	0.7426900584795322	0.7441520467836257	0.6232943469785575	1.0	0.6861598440545809	0.7465886939571149	0.7100389863547758	0.5618908382066277	0.6851851851851852	0.7061403508771931
ENSMICT00000072789	0.7236842105263158	0.9600389863547758	0.6876218323586745	0.6881091617933723	0.5087719298245614	0.6330409356725146	0.9205653021442496	0.9566276803118908	0.7188109161793372	0.8386939571150097	0.8747563352826511	0.8386939571150097	0.7538986354775828	0.6861598440545809	1.0	0.9181286549707602	0.783625730994152	0.6193957115009746	0.9205653021442496	0.7748538011695907
ENSMICT00000073064	0.8040935672514621	0.8781676413255359	0.7641325536062378	0.7646198830409356	0.4269005847953216	0.6949317738791423	0.8386939571150097	0.8747563352826511	0.7997076023391813	0.9152046783625732	0.9556530214424952	0.9152046783625732	0.8357699805068226	0.7465886939571149	0.9181286549707602	1.0	0.8523391812865497	0.6959064327485379	0.8386939571150097	0.851364522417154
ENSOGAT00000009460	0.7178362573099415	0.7850877192982456	0.7017543859649122	0.7007797270955166	0.4005847953216375	0.6671539961013645	0.7694931773879142	0.7831384015594542	0.7173489278752436	0.8347953216374269	0.8518518518518519	0.8362573099415205	0.7153996101364523	0.7100389863547758	0.783625730994152	0.8523391812865497	1.0	0.6374269005847953	0.7709551656920078	0.7797270955165692
ENSPPAT00000043775	0.8557504873294347	0.6193957115009746	0.9117933723196882	0.9137426900584796	0.2894736842105263	0.5097465886939572	0.6725146198830411	0.6198830409356725	0.8547758284600391	0.7543859649122807	0.6954191033138402	0.7524366471734892	0.8552631578947368	0.5618908382066277	0.6193957115009746	0.6959064327485379	0.6374269005847953	1.0	0.6705653021442495	0.6842105263157895
ENST00000264676	0.6924951267056529	0.9215399610136452	0.7538986354775828	0.75	0.5014619883040936	0.6301169590643275	0.9956140350877192	0.9205653021442496	0.6900584795321637	0.9137426900584796	0.8386939571150097	0.9181286549707602	0.6876218323586745	0.6851851851851852	0.9205653021442496	0.8386939571150097	0.7709551656920078	0.6705653021442495	1.0	0.8435672514619883
ENSPTRT00000067985	0.7056530214424951	0.7753411306042886	0.7616959064327485	0.7655945419103314	0.489766081871345	0.6476608187134503	0.847953216374269	0.7738791423001949	0.7012670565302144	0.9298245614035088	0.8494152046783626	0.925438596491228	0.7007797270955166	0.7061403508771931	0.7748538011695907	0.851364522417154	0.7797270955165692	0.6842105263157895	0.8435672514619883	1.0
