,ENSPVIT00000035478,ENSPMJT00000009383,ENSUPAT00010008875,ENSAPLT00000047846,ENSSTOT00000013282,ENSABRT00000001278,ENSFDAT00000030317,ENSCAPT00000016752,ENSPMJT00000009364,ENSCABT00000003282,ENSNMET00000004414,ENSSDAT00000026931,ENSCPRT00005028567,ENSMMMT00000019081,ENSLSDT00000014408,ENSCCNT00000002434,ENSODET00000013148,ENSNSUT00000010003,ENSABRT00000001286,ENSCJPT00005009293,ENSCLAT00000023268,ENSCLAT00000023267,ENSCPOT00000022104,ENSHGLT00100014010,ENSGALT00000036377,ENSHGLT00000017387,ENSJHYT00000013963
ENSODET00000013148,0.6875529212531752,0.5154340836012862,0.8196851086287272,0.5616438356164384,0.8165548098434005,0.5571110404072542,0.900331379046648,0.913639733135656,0.47494305239179957,0.6879756468797564,0.5847789591494125,0.8379806281185794,0.6813933729821581,0.8233793649397484,0.512914093206064,0.8349898847743865,1.0,0.7178710514928602,0.5704722945332837,0.5435336976320583,0.9110739730847041,0.9110739730847041,0.8949222189609627,0.8872908717346639,0.6893840104849279,0.8867071284065214,0.5325331648768161
ENSNSUT00000010003,0.668118913377755,0.5748927990536744,0.6996971008221549,0.6611951043916486,0.7035915188230203,0.6488978533352543,0.7001298139333622,0.6125740618828176,0.5748927990536744,0.7656012176560122,0.5699517574086836,0.7035915188230203,0.7480883602378929,0.7035915188230203,0.5736377025036818,0.6927736910428386,0.7178710514928602,1.0,0.6488978533352543,0.654320987654321,0.7113803548247511,0.7113803548247511,0.6757538207352334,0.7001298139333622,0.4989761092150171,0.7001298139333622,0.5595029239766082
ENSABRT00000001286,0.660480461903289,0.6835628479343686,0.4949937421777222,0.9159098026933918,0.5076708507670851,1.0,0.5197456492637216,0.5526217924879138,0.6580980474785785,0.750186428038777,0.7819905213270142,0.4769694360740422,0.7209205020920502,0.5028160200250313,0.6877370417193426,0.5678690963183339,0.5704722945332837,0.6488978533352543,1.0,0.7360576923076924,0.5745630345853477,0.5745630345853477,0.5609756097560976,0.5589438452956489,0.7509727626459144,0.5218966084952256,0.6696940058683806
ENSCJPT00005009293,0.6384015594541911,0.6998567335243553,0.5027322404371585,0.7278688524590164,0.5107468123861566,0.7198443579766537,0.5238615664845173,0.5639506172839506,0.6998567335243553,0.6618541033434651,0.8318077803203662,0.5107468123861566,0.6704211557296768,0.5107468123861566,0.724865831842576,0.526047358834244,0.5435336976320583,0.654320987654321,0.7360576923076924,1.0,0.5278688524590164,0.5278688524590164,0.5238615664845173,0.5107468123861566,0.9384010484927916,0.5107468123861566,0.7467613873798579
ENSCLAT00000023268,0.678662150719729,0.5234726688102894,0.842336793946859,0.5594138260592545,0.8364767645343185,0.5596563792554884,0.9223499361430396,0.9408041697691735,0.48832574031890663,0.7123287671232876,0.5808617795187465,0.8445427728613569,0.6818181818181818,0.8465599155375682,0.5101066816395283,0.8445363364420201,0.9110739730847041,0.7113803548247511,0.5745630345853477,0.5278688524590164,1.0,1.0,0.9262101534828807,0.9321133412042503,0.6788990825688074,0.9226466738069737,0.5341124447252054
ENSCLAT00000023267,0.678662150719729,0.5234726688102894,0.842336793946859,0.5594138260592545,0.8364767645343185,0.5596563792554884,0.9223499361430396,0.9408041697691735,0.48832574031890663,0.7123287671232876,0.5808617795187465,0.8445427728613569,0.6818181818181818,0.8465599155375682,0.5101066816395283,0.8445363364420201,0.9110739730847041,0.7113803548247511,0.5745630345853477,0.5278688524590164,1.0,1.0,0.9262101534828807,0.9321133412042503,0.6788990825688074,0.9226466738069737,0.5341124447252054
ENSCPOT00000022104,0.6773920406435224,0.5032154340836013,0.8361381753764393,0.5481622306717364,0.8425117528542646,0.5556962025316455,0.9028638913492767,0.9117847411444142,0.4649772209567198,0.6864535768645358,0.5159079784630446,0.8430678466076696,0.6703483432455395,0.8412511065210977,0.49410443571027507,0.8349571892530263,0.8949222189609627,0.6757538207352334,0.5609756097560976,0.5238615664845173,0.9262101534828807,0.9262101534828807,1.0,0.9061116031886626,0.5375609756097561,0.9020648967551622,0.5170562223626026
ENSHGLT00100014010,0.6752751905165114,0.4929260450160772,0.8529672276350753,0.552723797387703,0.8636668905305575,0.5517021953547566,0.9315028048420431,0.9221891288160834,0.4601366742596811,0.6910197869101978,0.5523223279238948,0.859882005899705,0.6652506372132541,0.8580702272056654,0.49410443571027507,0.8488337762031296,0.8872908717346639,0.7001298139333622,0.5589438452956489,0.5107468123861566,0.9321133412042503,0.9321133412042503,0.9061116031886626,1.0,0.6671035386631717,0.9958702064896755,0.5037902716361339
ENSGALT00000036377,0.6535947712418301,0.7750325097529259,0.63564875491481,0.7909677419354839,0.6644823066841415,0.7509727626459144,0.6277850589777195,0.4839802031779109,0.7750325097529259,0.7278645833333334,0.8442437923250564,0.6644823066841415,0.7483617300131061,0.6644823066841415,0.7697283311772316,0.6697247706422018,0.6893840104849279,0.4989761092150171,0.7509727626459144,0.9384010484927916,0.6788990825688074,0.6788990825688074,0.5375609756097561,0.6671035386631717,1.0,0.6671035386631717,0.7632911392405063
ENSHGLT00000017387,0.6061832903938167,0.4929260450160772,0.8204016430853491,0.5206777713957496,0.8167600677701029,0.5161844743626468,0.8777684328567423,0.9180938198064036,0.4295980835773223,0.6910197869101978,0.5523223279238948,0.8040522527326046,0.6652506372132541,0.8218849840255591,0.47690288713910767,0.8540997262882304,0.8867071284065214,0.7001298139333622,0.5218966084952256,0.5107468123861566,0.9226466738069737,0.9226466738069737,0.9020648967551622,0.9958702064896755,0.6671035386631717,1.0,0.4682912507339988
ENSJHYT00000013963,0.585672514619883,0.8652541199279878,0.5230574857864814,0.6994543164964321,0.5506980161645849,0.6956886898096305,0.5148452305748579,0.5048916841369672,0.6657902720194155,0.6455976389572061,0.8305332359386414,0.5287428932406822,0.6716417910447762,0.5300063171193936,0.6952343208164075,0.5180037902716361,0.5325331648768161,0.5595029239766082,0.6696940058683806,0.7467613873798579,0.5341124447252054,0.5341124447252054,0.5170562223626026,0.5037902716361339,0.7632911392405063,0.4682912507339988,1.0
