,T25D10.1.1,W07G4.2.1,C06E1.7.1,F08A8.5a.1,F31F4.11a.1,T28A8.2.1,Y5H2B.1a.1,T26H5.8.1,T26H5.8.2,T26H5.8.4,F31F4.11b.1,Y5H2B.1b.1,T28F2.1.1,T26H5.8.3,F17B5.6.1,C18G1.8.1,T26E4.3.1,EGAP9.2.1,F11A5.5b.1,Y71H2AM.14b.1,F11A5.5a.1,EGAP9.3.1,C17A2.4.1,F58D5.3.1,Y71H2AM.14a.1,T26E4.4.1,F41D3.6.1,F31F4.17.1,F08A8.5b.1,C14C6.3.1
F11A5.5b.1,0.7383612662942272,0.8382216014897579,0.818901303538175,0.7506983240223464,0.851024208566108,0.7888733705772812,0.8561452513966481,0.7630353817504656,0.7630353817504656,0.7630353817504656,0.840782122905028,0.8463687150837989,0.7912011173184358,0.7630353817504656,0.7874767225325885,0.845903165735568,0.75,0.7881750465549349,1.0,0.8363594040968343,0.9979050279329609,0.7895716945996276,0.7949255121042831,0.7378957169459963,0.8337988826815642,0.7413873370577281,0.7809590316573557,0.8447392923649907,0.7451117318435754,0.8426443202979516
Y71H2AM.14b.1,0.7567504655493482,0.8752327746741154,0.8435754189944135,0.7758379888268156,0.8503258845437617,0.8251862197392924,0.8466014897579144,0.7835195530726257,0.7835195530726257,0.7835195530726257,0.8424115456238361,0.8389199255121043,0.8123836126629422,0.7835195530726257,0.811219739292365,0.8889664804469274,0.7751396648044693,0.8079608938547486,0.8363594040968343,1.0,0.8384543761638734,0.8109869646182495,0.8119180633147114,0.7593109869646183,0.9713687150837989,0.7383612662942272,0.8182029795158287,0.8354283054003724,0.7653631284916201,0.8752327746741154
F11A5.5a.1,0.7404562383612663,0.840316573556797,0.8209962756052142,0.75256052141527,0.8531191806331471,0.7909683426443203,0.8582402234636871,0.7648975791433892,0.7648975791433892,0.7648975791433892,0.8428770949720671,0.848463687150838,0.7932960893854749,0.7648975791433892,0.7895716945996276,0.847998137802607,0.7518621973929237,0.7902700186219739,0.9979050279329609,0.8384543761638734,1.0,0.7916666666666666,0.7970204841713222,0.7399906890130353,0.8358938547486033,0.7432495344506518,0.7830540037243948,0.8468342644320298,0.7469739292364991,0.8447392923649907
EGAP9.3.1,0.750465549348231,0.8151769087523277,0.8114525139664804,0.7751396648044693,0.8116852886405959,0.7823556797020484,0.805633147113594,0.7758379888268156,0.7758379888268156,0.7758379888268156,0.8123836126629422,0.8028398510242085,0.9457635009310987,0.7758379888268156,0.8968808193668529,0.8214618249534451,0.7730446927374302,0.9485567970204841,0.7895716945996276,0.8109869646182495,0.7916666666666666,1.0,0.7572160148975792,0.7530260707635009,0.8154096834264432,0.74743947858473,0.8891992551210428,0.7907355679702048,0.7753724394785847,0.8123836126629422
C17A2.4.1,0.7337057728119181,0.8033054003724395,0.7900372439478585,0.7136871508379888,0.8303072625698324,0.7611731843575419,0.8216945996275605,0.7378957169459963,0.7378957169459963,0.7378957169459963,0.8279795158286778,0.8205307262569832,0.7497672253258846,0.7378957169459963,0.7604748603351955,0.8209962756052142,0.7197392923649907,0.7553538175046555,0.7949255121042831,0.8119180633147114,0.7970204841713222,0.7572160148975792,1.0,0.6990223463687151,0.8147113594040968,0.6855214152700186,0.765828677839851,0.8109869646182495,0.7099627560521415,0.8109869646182495
F58D5.3.1,0.7269553072625698,0.7497672253258846,0.7376629422718808,0.8195996275605214,0.7534916201117319,0.7271880819366853,0.749534450651769,0.8067970204841713,0.8067970204841713,0.8067970204841713,0.7572160148975792,0.7497672253258846,0.7513966480446927,0.8067970204841713,0.7539571694599627,0.7546554934823091,0.7895716945996276,0.75,0.7378957169459963,0.7593109869646183,0.7399906890130353,0.7530260707635009,0.6990223463687151,1.0,0.7546554934823091,0.7697858472998138,0.7455772811918063,0.7283519553072626,0.8063314711359404,0.7481378026070763
Y71H2AM.14a.1,0.7625698324022346,0.8675512104283054,0.8375232774674115,0.7737430167597765,0.8470670391061452,0.8184357541899442,0.8447392923649907,0.7858472998137802,0.7858472998137802,0.7858472998137802,0.8391527001862198,0.8370577281191807,0.8142458100558659,0.7858472998137802,0.8172718808193669,0.898975791433892,0.7718808193668529,0.8100558659217877,0.8337988826815642,0.9713687150837989,0.8358938547486033,0.8154096834264432,0.8147113594040968,0.7546554934823091,1.0,0.7351024208566108,0.8230912476722533,0.8328677839851024,0.7604748603351955,0.8722067039106145
T26E4.4.1,0.7222998137802608,0.7490689013035382,0.7267225325884544,0.8477653631284916,0.7439478584729982,0.7099627560521415,0.7537243947858473,0.8568435754189944,0.8568435754189944,0.8568435754189944,0.7455772811918063,0.7520949720670391,0.7483705772811918,0.8568435754189944,0.7402234636871509,0.7395251396648045,0.8047020484171322,0.7446461824953445,0.7413873370577281,0.7383612662942272,0.7432495344506518,0.74743947858473,0.6855214152700186,0.7697858472998138,0.7351024208566108,1.0,0.736266294227188,0.7427839851024208,0.8559124767225326,0.7427839851024208
F41D3.6.1,0.7562849162011173,0.803072625698324,0.8014432029795159,0.7660614525139665,0.8035381750465549,0.7863128491620112,0.7991154562383612,0.7777001862197392,0.7777001862197392,0.7777001862197392,0.8107541899441341,0.8037709497206704,0.8896648044692738,0.7777001862197392,0.8878026070763501,0.8240223463687151,0.7690875232774674,0.8852420856610801,0.7809590316573557,0.8182029795158287,0.7830540037243948,0.8891992551210428,0.765828677839851,0.7455772811918063,0.8230912476722533,0.736266294227188,1.0,0.7832867783985102,0.7662942271880819,0.8016759776536313
F31F4.17.1,0.7316108007448789,0.8489292364990689,0.8242551210428305,0.7406890130353817,0.9094506517690876,0.7828212290502793,0.9157355679702048,0.755586592178771,0.755586592178771,0.755586592178771,0.8950186219739292,0.9047951582867784,0.792364990689013,0.755586592178771,0.7916666666666666,0.854050279329609,0.7465083798882681,0.792364990689013,0.8447392923649907,0.8354283054003724,0.8468342644320298,0.7907355679702048,0.8109869646182495,0.7283519553072626,0.8328677839851024,0.7427839851024208,0.7832867783985102,1.0,0.7351024208566108,0.8456703910614525
F08A8.5b.1,0.7439478584729982,0.7655959031657356,0.7618715083798883,0.986731843575419,0.7502327746741154,0.7295158286778398,0.7511638733705773,0.8817504655493482,0.8817504655493482,0.8817504655493482,0.7516294227188082,0.7493016759776536,0.7777001862197392,0.8817504655493482,0.7648975791433892,0.7565176908752328,0.8552141527001862,0.7749068901303539,0.7451117318435754,0.7653631284916201,0.7469739292364991,0.7753724394785847,0.7099627560521415,0.8063314711359404,0.7604748603351955,0.8559124767225326,0.7662942271880819,0.7351024208566108,1.0,0.7590782122905028
C14C6.3.1,0.7614059590316573,0.8926908752327747,0.8389199255121043,0.7625698324022346,0.8635940409683427,0.8067970204841713,0.8573091247672253,0.7760707635009311,0.7760707635009311,0.7760707635009311,0.8533519553072626,0.8482309124767226,0.8081936685288641,0.7760707635009311,0.8084264432029795,0.8845437616387337,0.7681564245810056,0.8100558659217877,0.8426443202979516,0.8752327746741154,0.8447392923649907,0.8123836126629422,0.8109869646182495,0.7481378026070763,0.8722067039106145,0.7427839851024208,0.8016759776536313,0.8456703910614525,0.7590782122905028,1.0
