,ENSPCOT00000042995,ENSPPAT00000036747,ENSPCOT00000042997,ENSPPAT00000036725,ENSPPAT00000036744,ENSMICT00000039413,ENSPCOT00000042998,ENSPCOT00000042996,ENSPTRT00000104513,ENSMICT00000045543,ENSPTRT00000092875,ENSMICT00000053370,ENSOGAT00000000790,ENST00000614849,ENSTSYT00000037405,ENSMICT00000009517,ENSPSMT00000016514,ENSPSMT00000016513,ENSPTRT00000096263,ENSSDAT00000005558,ENSPPAT00000036738,ENSMUGT00000030300,ENSPTRT00000089940
ENSOGAT00000000790,0.9069767441860465,0.43837209302325575,0.7191860465116279,0.8988372093023256,0.7168604651162791,0.4575581395348838,0.44999999999999996,0.85,0.7168604651162791,0.7308139534883721,0.43837209302325575,0.916860465116279,1.0,0.8953488372093024,0.5872093023255814,0.8622093023255814,0.4476744186046512,0.6209302325581395,0.8441860465116279,0.2441860465116279,0.8436046511627907,0.21802325581395343,0.8988372093023256
ENST00000614849,0.9174418604651163,0.4726744186046512,0.727906976744186,0.9872093023255814,0.7866279069767442,0.4627906976744186,0.45232558139534884,0.858139534883721,0.786046511627907,0.7389534883720931,0.4720930232558139,0.9302325581395349,0.8953488372093024,1.0,0.5994186046511628,0.8732558139534884,0.44651162790697674,0.6226744186046511,0.9226744186046512,0.25058139534883717,0.9226744186046512,0.21976744186046515,0.9866279069767442
ENSTSYT00000037405,0.6,0.4354651162790697,0.5040697674418605,0.6017441860465116,0.5093023255813953,0.3651162790697675,0.3534883720930233,0.6645348837209303,0.5098837209302326,0.5186046511627908,0.436046511627907,0.6145348837209302,0.5872093023255814,0.5994186046511628,1.0,0.6790697674418604,0.44011627906976747,0.405813953488372,0.666860465116279,0.5895348837209302,0.6662790697674419,0.5645348837209302,0.6023255813953489
ENSMICT00000009517,0.8941860465116279,0.3901162790697674,0.6947674418604651,0.8761627906976744,0.6837209302325581,0.4331395348837209,0.4116279069767441,0.9587209302325581,0.6837209302325581,0.7313953488372092,0.3901162790697674,0.9354651162790698,0.8622093023255814,0.8732558139534884,0.6790697674418604,1.0,0.4040697674418605,0.5895348837209302,0.9406976744186046,0.3145348837209303,0.9406976744186046,0.28430232558139534,0.8761627906976744
ENSPSMT00000016514,0.4802325581395348,0.9697674418604652,0.6494186046511627,0.44825581395348835,0.6191860465116279,0.8784883720930232,0.8482558139534884,0.4174418604651162,0.6191860465116279,0.6325581395348837,0.9697674418604652,0.4633720930232559,0.4476744186046512,0.44651162790697674,0.44011627906976747,0.4040697674418605,1.0,0.666860465116279,0.38779069767441854,0.5290697674418605,0.3872093023255814,0.5430232558139535,0.44825581395348835
ENSPSMT00000016513,0.6651162790697674,0.6383720930232558,0.8691860465116279,0.6267441860465116,0.8308139534883721,0.5453488372093023,0.5151162790697674,0.6023255813953489,0.8308139534883721,0.852906976744186,0.6383720930232558,0.6488372093023256,0.6209302325581395,0.6226744186046511,0.405813953488372,0.5895348837209302,0.666860465116279,1.0,0.5662790697674419,0.4720930232558139,0.5656976744186046,0.44244186046511635,0.6267441860465116
ENSPTRT00000096263,0.861046511627907,0.41279069767441867,0.6709302325581395,0.9343023255813954,0.7302325581395349,0.40697674418604657,0.39534883720930236,0.9255813953488372,0.7313953488372092,0.6837209302325581,0.413953488372093,0.8761627906976744,0.8441860465116279,0.9226744186046512,0.666860465116279,0.9406976744186046,0.38779069767441854,0.5662790697674419,1.0,0.31569767441860463,0.9988372093023256,0.2848837209302326,0.9354651162790698
ENSSDAT00000005558,0.2656976744186046,0.5290697674418605,0.46976744186046515,0.25116279069767444,0.4552325581395349,0.42267441860465116,0.4627906976744186,0.3302325581395349,0.4552325581395349,0.45406976744186045,0.5290697674418605,0.25,0.2441860465116279,0.25058139534883717,0.5895348837209302,0.3145348837209303,0.5290697674418605,0.4720930232558139,0.31569767441860463,1.0,0.31569767441860463,0.9104651162790698,0.25116279069767444
ENSPPAT00000036738,0.8598837209302326,0.413953488372093,0.6697674418604651,0.9354651162790698,0.7313953488372092,0.40697674418604657,0.3941860465116279,0.9244186046511628,0.7302325581395349,0.6837209302325581,0.41279069767441867,0.8761627906976744,0.8436046511627907,0.9226744186046512,0.6662790697674419,0.9406976744186046,0.3872093023255814,0.5656976744186046,0.9988372093023256,0.31569767441860463,1.0,0.2848837209302326,0.9343023255813954
ENSMUGT00000030300,0.23662790697674418,0.5430232558139535,0.44069767441860463,0.22034883720930232,0.42441860465116277,0.43662790697674425,0.45406976744186045,0.3011627906976744,0.42441860465116277,0.4238372093023256,0.5430232558139535,0.21976744186046515,0.21802325581395343,0.21976744186046515,0.5645348837209302,0.28430232558139534,0.5430232558139535,0.44244186046511635,0.2848837209302326,0.9104651162790698,0.2848837209302326,1.0,0.22034883720930232
ENSPTRT00000089940,0.9197674418604651,0.4767441860465116,0.7296511627906976,0.9982558139534884,0.7941860465116279,0.4633720930232559,0.45406976744186045,0.861046511627907,0.7959302325581395,0.7401162790697674,0.4784883720930233,0.9325581395348838,0.8988372093023256,0.9866279069767442,0.6023255813953489,0.8761627906976744,0.44825581395348835,0.6267441860465116,0.9354651162790698,0.25116279069767444,0.9343023255813954,0.22034883720930232,1.0
