,ENSHBUT00000021085,ENSPMET00000021131,ENSMAMT00000023264,ENSGAFT00000018539,ENSFHET00000030175,ENSACIT00000014760,ENSAPET00000006274,ENSPFOT00000014223,ENSPRET00000008462,ENSAOCT00000030504,ENSSMAT00000024654,ENSLBET00000034021,ENSPLAT00000001773,ENSNBRT00000027759,ENSCVAT00000015979,ENSMALT00000005378,ENSMZET00005019615,ENSPNYT00000024558,ENSAPOT00000024033,ENSGACT00000010012,ENSACLT00000023862,ENSATET00000036840
ENSSMAT00000024654,0.9081632653061225,0.8775510204081632,0.753061224489796,0.8551020408163266,0.8183673469387756,0.889795918367347,0.9102040816326531,0.7551020408163265,0.8571428571428571,0.9102040816326531,1.0,0.7,0.8775510204081632,0.9081632653061225,0.7612244897959184,0.8673469387755102,0.9102040816326531,0.9081632653061225,0.8755102040816326,0.5918367346938775,0.9081632653061225,0.8510204081632653
ENSLBET00000034021,0.7204081632653061,0.7122448979591837,0.8183673469387756,0.6836734693877551,0.6244897959183674,0.7081632653061225,0.7224489795918367,0.8040816326530612,0.6918367346938775,0.7224489795918367,0.7,1.0,0.7122448979591837,0.7204081632653061,0.8244897959183674,0.6938775510204082,0.7224489795918367,0.7204081632653061,0.6877551020408164,0.736734693877551,0.7244897959183674,0.6673469387755102
ENSPLAT00000001773,0.9,0.9959183673469387,0.7510204081632653,0.936734693877551,0.863265306122449,0.8938775510204081,0.9061224489795918,0.8571428571428571,0.9673469387755103,0.9061224489795918,0.8775510204081632,0.7122448979591837,1.0,0.9,0.810204081632653,0.8653061224489796,0.9020408163265307,0.9,0.863265306122449,0.5836734693877551,0.9040816326530612,0.8428571428571429
ENSNBRT00000027759,1.0,0.9,0.810204081632653,0.8816326530612245,0.8448979591836735,0.9734693877551021,0.9653061224489796,0.773469387755102,0.8795918367346939,0.9653061224489796,0.9081632653061225,0.7204081632653061,0.9,1.0,0.7877551020408163,0.9204081632653062,0.9979591836734694,1.0,0.9224489795918367,0.6020408163265306,0.9959183673469387,0.8938775510204081
ENSCVAT00000015979,0.7877551020408163,0.810204081632653,0.8816326530612245,0.7755102040816326,0.736734693877551,0.7795918367346939,0.7938775510204081,0.9224489795918367,0.789795918367347,0.7938775510204081,0.7612244897959184,0.8244897959183674,0.810204081632653,0.7877551020408163,1.0,0.753061224489796,0.789795918367347,0.7877551020408163,0.7591836734693878,0.6795918367346939,0.7877551020408163,0.7346938775510204
ENSMALT00000005378,0.9204081632653062,0.8653061224489796,0.8183673469387756,0.8551020408163266,0.8,0.9061224489795918,0.926530612244898,0.7387755102040816,0.8408163265306122,0.926530612244898,0.8673469387755102,0.6938775510204082,0.8653061224489796,0.9204081632653062,0.753061224489796,1.0,0.9183673469387755,0.9204081632653062,0.8938775510204081,0.6081632653061224,0.9183673469387755,0.9163265306122449
ENSMZET00005019615,0.9979591836734694,0.9020408163265307,0.8081632653061225,0.8836734693877552,0.8469387755102041,0.9714285714285714,0.9673469387755103,0.7755102040816326,0.8816326530612245,0.9673469387755103,0.9102040816326531,0.7224489795918367,0.9020408163265307,0.9979591836734694,0.789795918367347,0.9183673469387755,1.0,0.9979591836734694,0.9244897959183673,0.6040816326530613,0.9979591836734694,0.8918367346938776
ENSPNYT00000024558,1.0,0.9,0.810204081632653,0.8816326530612245,0.8448979591836735,0.9734693877551021,0.9653061224489796,0.773469387755102,0.8795918367346939,0.9653061224489796,0.9081632653061225,0.7204081632653061,0.9,1.0,0.7877551020408163,0.9204081632653062,0.9979591836734694,1.0,0.9224489795918367,0.6020408163265306,0.9959183673469387,0.8938775510204081
ENSAPOT00000024033,0.9224489795918367,0.863265306122449,0.7714285714285715,0.8530612244897959,0.8020408163265306,0.9122448979591836,0.9530612244897959,0.736734693877551,0.8428571428571429,0.9530612244897959,0.8755102040816326,0.6877551020408164,0.863265306122449,0.9224489795918367,0.7591836734693878,0.8938775510204081,0.9244897959183673,0.9224489795918367,1.0,0.5714285714285714,0.9244897959183673,0.8653061224489796
ENSGACT00000010012,0.6020408163265306,0.5836734693877551,0.7326530612244898,0.5571428571428572,0.5102040816326531,0.5877551020408164,0.6081632653061224,0.6979591836734694,0.563265306122449,0.6081632653061224,0.5918367346938775,0.736734693877551,0.5836734693877551,0.6020408163265306,0.6795918367346939,0.6081632653061224,0.6040816326530613,0.6020408163265306,0.5714285714285714,1.0,0.6061224489795919,0.5857142857142857
ENSACLT00000023862,0.9959183673469387,0.9040816326530612,0.8061224489795918,0.8836734693877552,0.8448979591836735,0.9693877551020408,0.9673469387755103,0.7775510204081633,0.8836734693877552,0.9673469387755103,0.9081632653061225,0.7244897959183674,0.9040816326530612,0.9959183673469387,0.7877551020408163,0.9183673469387755,0.9979591836734694,0.9959183673469387,0.9244897959183673,0.6061224489795919,1.0,0.8918367346938776
ENSATET00000036840,0.8938775510204081,0.8428571428571429,0.789795918367347,0.9040816326530612,0.7755102040816326,0.8836734693877552,0.8979591836734694,0.7163265306122449,0.8224489795918367,0.8979591836734694,0.8510204081632653,0.6673469387755102,0.8428571428571429,0.8938775510204081,0.7346938775510204,0.9163265306122449,0.8918367346938776,0.8938775510204081,0.8653061224489796,0.5857142857142857,0.8918367346938776,1.0
