	ENSGAFT00000019936	ENSPNYT00000032832	ENSCVAT00000012078	ENSPRET00000006144	ENSACIT00000027726	ENSXMAT00000037623	ENSNBRT00000025770	ENSXMAT00000030886	ENSAPOT00000009026	ENSXMAT00000030810	ENSACLT00000017832	ENSXCOT00000018788	ENSMZET00005019192	ENSPFOT00000031773	ENSKMAT00000003799	ENSORLT00000034759	ENSSPAT00000005104	ENSPRNT00000007772	ENSPFOT00000025488	ENSHBUT00000004700
ENSACLT00000017832	0.7081712062256809	0.9858949416342412	0.6288910505836576	0.5972762645914397	0.8229571984435797	0.7188715953307393	0.948929961089494	0.7013618677042801	0.6760700389105059	0.7188715953307393	1.0	0.7310311284046692	0.9883268482490272	0.5924124513618677	0.6678015564202334	0.7208171206225681	0.6789883268482491	0.7762645914396887	0.5282101167315175	0.9858949416342412
ENSXCOT00000018788	0.9270428015564204	0.732976653696498	0.7300583657587548	0.8093385214007782	0.7276264591439688	0.9722762645914396	0.72568093385214	0.9649805447470816	0.6473735408560312	0.9722762645914396	0.7310311284046692	1.0	0.7324902723735408	0.7529182879377432	0.7222762645914397	0.7436770428015564	0.6536964980544747	0.7485408560311284	0.6726653696498055	0.732976653696498
ENSMZET00005019192	0.7096303501945526	0.9965953307392996	0.6313229571984436	0.5982490272373541	0.8278210116731517	0.7203307392996109	0.9537937743190662	0.7028210116731517	0.6794747081712063	0.7203307392996109	0.9883268482490272	0.7324902723735408	1.0	0.5821984435797666	0.669260700389105	0.7232490272373541	0.6809338521400778	0.7791828793774319	0.5179961089494164	0.9965953307392996
ENSPFOT00000031773	0.7845330739299611	0.5826848249027238	0.6172178988326849	0.6770428015564203	0.5676070038910506	0.7782101167315175	0.5632295719844358	0.7840466926070039	0.49756809338521396	0.7782101167315175	0.5924124513618677	0.7529182879377432	0.5821984435797666	1.0	0.5967898832684825	0.6269455252918288	0.5014591439688716	0.5924124513618677	0.8686770428015564	0.5826848249027238
ENSKMAT00000003799	0.7441634241245136	0.6678015564202334	0.7076848249027238	0.6585603112840467	0.6575875486381323	0.7363813229571985	0.6522373540856031	0.7232490272373541	0.5622568093385214	0.7363813229571985	0.6678015564202334	0.7222762645914397	0.669260700389105	0.5967898832684825	1.0	0.6969844357976653	0.5763618677042801	0.6726653696498055	0.5068093385214008	0.6697470817120622
ENSORLT00000034759	0.7480544747081712	0.7222762645914397	0.64931906614786	0.6395914396887159	0.7071984435797666	0.7465953307392996	0.6950389105058365	0.7324902723735408	0.6288910505836576	0.7465953307392996	0.7208171206225681	0.7436770428015564	0.7232490272373541	0.6269455252918288	0.6969844357976653	1.0	0.6522373540856031	0.7266536964980544	0.556420233463035	0.7213035019455253
ENSSPAT00000005104	0.6298638132295721	0.6804474708171206	0.5447470817120622	0.5150778210116731	0.6678015564202334	0.6415369649805448	0.6551556420233463	0.627431906614786	0.8176070038910506	0.6415369649805448	0.6789883268482491	0.6536964980544747	0.6809338521400778	0.5014591439688716	0.5763618677042801	0.6522373540856031	1.0	0.7208171206225681	0.44552529182879375	0.6804474708171206
ENSPRNT00000007772	0.7227626459143969	0.7791828793774319	0.6322957198443578	0.6089494163424124	0.7519455252918288	0.7378404669260701	0.7519455252918288	0.7222762645914397	0.7242217898832685	0.7378404669260701	0.7762645914396887	0.7485408560311284	0.7791828793774319	0.5924124513618677	0.6726653696498055	0.7266536964980544	0.7208171206225681	1.0	0.5252918287937743	0.7782101167315175
ENSPFOT00000025488	0.6643968871595329	0.5189688715953308	0.5053501945525292	0.5525291828793775	0.4980544747081712	0.681420233463035	0.517023346303502	0.7067120622568094	0.4513618677042801	0.681420233463035	0.5282101167315175	0.6726653696498055	0.5179961089494164	0.8686770428015564	0.5068093385214008	0.556420233463035	0.44552529182879375	0.5252918287937743	1.0	0.5189688715953308
ENSHBUT00000004700	0.7101167315175098	0.9956225680933852	0.6318093385214008	0.5987354085603113	0.8273346303501945	0.7208171206225681	0.953307392996109	0.703307392996109	0.6785019455252919	0.7208171206225681	0.9858949416342412	0.732976653696498	0.9965953307392996	0.5826848249027238	0.6697470817120622	0.7213035019455253	0.6804474708171206	0.7782101167315175	0.5189688715953308	1.0
