	ENSBTAT00000055261	ENST00000439889	ENST00000425629	ENSPTRT00000021166	ENST00000525998	ENST00000537831	ENSACAT00000005456	ENSMUST00000121492	ENST00000353836	ENSRNOT00000044532	ENSRNOT00000028544	ENST00000339313	ENSMUST00000165045	ENST00000436458	ENSMUST00000094360	ENST00000359982	ENST00000346477	ENST00000391797	ENST00000597035	ENST00000392213	ENSMUST00000060416	ENST00000441969	ENST00000343300	ENST00000436984	ENST00000361922	ENST00000442846
ENSRNOT00000028544	0.9031051253273475	0.3516647961092405	0.3363262252151141	0.3786008230452675	0.2966704077815189	0.8963711185933408	0.7100635989524878	0.3108866442199776	0.33595211372989153	0.925925925925926	1.0	0.3711185933408155	0.3280957725402169	0.3494201271979049	0.3677515899738122	0.3752338196782641	0.3542835765057988	0.3759820426487093	0.355031799476244	0.9210624766180322	0.34979423868312765	0.3164983164983165	0.3782267115600448	0.32023943135054245	0.8540965207631874	0.27721661054994384
ENST00000339313	0.3737373737373737	0.9349046015712682	0.5031799476243921	0.4021698466142911	0.7923681257014591	0.3838383838383839	0.4036662925551815	0.3015338570894126	0.8933782267115601	0.4205013093901983	0.3711185933408155	1.0	0.34306023194912083	0.4687616909839132	0.3591470258136924	0.4470632248410027	0.4915824915824916	0.4392068836513281	0.2341937897493453	0.3823419378974935	0.3677515899738122	0.8282828282828283	0.4481855592966704	0.8395061728395061	0.4317246539468762	0.7272727272727273
ENSMUST00000165045	0.32921810699588483	0.30714552936775164	0.6236438458660681	0.8271604938271605	0.5506921062476619	0.3438084549195661	0.376356154133932	0.8668163112607558	0.4496820052375608	0.3774784885895997	0.3280957725402169	0.34306023194912083	1.0	0.5933408155630377	0.9532360643471754	0.6520763187429854	0.6154133931911709	0.6401047512158623	0.6322484100261878	0.3318368873924429	0.97119341563786	0.4137673026561916	0.6498316498316499	0.4182566404788627	0.3812196034418256	0.5147774036662925
ENST00000436458	0.3509165731387953	0.4306023194912083	0.941638608305275	0.6827534605312383	0.6763935652824542	0.3610175832398055	0.3943135054246165	0.5331088664421998	0.5753834642723532	0.3988028432472877	0.3494201271979049	0.4687616909839132	0.5933408155630377	1.0	0.634867190422746	0.8451178451178452	0.9595959595959596	0.8170594837261503	0.51440329218107	0.3520389075944632	0.6169098391320613	0.5372240927796483	0.8294051627384961	0.5413393191170969	0.4014216236438459	0.6382341937897493
ENSMUST00000094360	0.36887392442948	0.3232323232323233	0.6389824167601945	0.8447437336326226	0.5667789001122334	0.3834642723531612	0.4160119715675271	0.8776655443322109	0.4657687991021324	0.4171343060231949	0.3677515899738122	0.3591470258136924	0.9532360643471754	0.634867190422746	1.0	0.6696595585484474	0.6569397680508792	0.6576879910213244	0.6760194537972316	0.3714927048260381	0.9820426487093152	0.4298540965207631	0.6674148896371118	0.4343434343434344	0.4208754208754209	0.5308641975308642
ENST00000359982	0.3786008230452675	0.4089038533482978	0.90347923681257	0.7287691732136177	0.6546950991395436	0.3782267115600448	0.4171343060231949	0.5940890385334829	0.5536849981294426	0.4246165357276468	0.3752338196782641	0.4470632248410027	0.6520763187429854	0.8451178451178452	0.6696595585484474	1.0	0.8855218855218855	0.9330340441451552	0.5738870183314628	0.3786008230452675	0.6778900112233446	0.5155256266367377	0.945379723157501	0.5196408529741863	0.4279835390946503	0.6165357276468387
ENST00000346477	0.35690235690235683	0.4534231200897867	0.9820426487093152	0.6853722409277965	0.6992143658810326	0.35727646838757954	0.3980546202768425	0.555181444070333	0.5982042648709316	0.4036662925551815	0.3542835765057988	0.4915824915824916	0.6154133931911709	0.9595959595959596	0.6569397680508792	0.8855218855218855	1.0	0.8574635241301908	0.5200149644594089	0.35765057987280197	0.6389824167601945	0.5600448933782267	0.8698092031425365	0.5641601197156753	0.4070332959221847	0.6610549943883277
ENST00000391797	0.3774784885895997	0.4223718668163112	0.8754208754208754	0.7156752712308267	0.6468387579498691	0.3778526000748224	0.4171343060231949	0.6041900486344931	0.545828656939768	0.42536475869809204	0.3759820426487093	0.4392068836513281	0.6401047512158623	0.8170594837261503	0.6576879910213244	0.9330340441451552	0.8574635241301908	1.0	0.6266367377478489	0.3782267115600448	0.6659184436962214	0.5289936401047513	0.9876543209876544	0.5331088664421998	0.4276094276094276	0.6300037411148522
ENST00000597035	0.35540591096146645	0.29928918817807704	0.5020576131687243	0.6820052375607931	0.4418256640478863	0.33445566778900115	0.39057239057239057	0.7616909839132061	0.3408155630377853	0.4044145155256267	0.355031799476244	0.2341937897493453	0.6322484100261878	0.51440329218107	0.6760194537972316	0.5738870183314628	0.5200149644594089	0.6266367377478489	1.0	0.3625140291806959	0.658062102506547	0.40591096146651706	0.6142910587355032	0.3946876169098391	0.4118967452300786	0.5069210624766181
ENST00000392213	0.928544706322484	0.3617658062102507	0.3396932285821175	0.3819678264122708	0.3011597456041901	0.9719416386083052	0.7160493827160493	0.3150018705574261	0.3449307893752338	0.8540965207631874	0.9210624766180322	0.3823419378974935	0.3318368873924429	0.3520389075944632	0.3714927048260381	0.3786008230452675	0.35765057987280197	0.3782267115600448	0.3625140291806959	1.0	0.3535353535353536	0.32435465768799104	0.3804713804713804	0.3280957725402169	0.925925925925926	0.2805836139169473
ENSMUST00000060416	0.3509165731387953	0.3318368873924429	0.6472128694350917	0.8529741863075196	0.5753834642723532	0.3655069210624766	0.3980546202768425	0.8956228956228957	0.4743733632622522	0.3991769547325104	0.34979423868312765	0.3677515899738122	0.97119341563786	0.6169098391320613	0.9820426487093152	0.6778900112233446	0.6389824167601945	0.6659184436962214	0.658062102506547	0.3535353535353536	1.0	0.4384586606808829	0.675645342312009	0.4429479985035541	0.4029180695847363	0.5394687616909839
ENST00000441969	0.32098765432098764	0.8933782267115601	0.5716423494201271	0.4713804713804714	0.8338945005611672	0.32585110362888137	0.34717545828656937	0.4732510288065843	0.9349046015712682	0.3658810325476992	0.3164983164983165	0.8282828282828283	0.4137673026561916	0.5372240927796483	0.4298540965207631	0.5155256266367377	0.5600448933782267	0.5289936401047513	0.40591096146651706	0.32435465768799104	0.4384586606808829	1.0	0.5166479610924055	0.9887766554433222	0.3737373737373737	0.898989898989899
ENST00000343300	0.3800972689861579	0.4100261878039656	0.8877665544332211	0.7261503928170595	0.6558174335952114	0.3800972689861579	0.4193789749345305	0.5918443696221474	0.5548073325851104	0.4276094276094276	0.3782267115600448	0.4481855592966704	0.6498316498316499	0.8294051627384961	0.6674148896371118	0.945379723157501	0.8698092031425365	0.9876543209876544	0.6142910587355032	0.3804713804713804	0.675645342312009	0.5166479610924055	1.0	0.5207631874298541	0.4298540965207631	0.6176580621025065
ENST00000436984	0.3239805462027685	0.8821548821548821	0.5757575757575758	0.4758698092031426	0.8451178451178452	0.3295922184811073	0.351290684624018	0.4620276842499065	0.9461279461279462	0.3696221473999252	0.32023943135054245	0.8395061728395061	0.4182566404788627	0.5413393191170969	0.4343434343434344	0.5196408529741863	0.5641601197156753	0.5331088664421998	0.3946876169098391	0.3280957725402169	0.4429479985035541	0.9887766554433222	0.5207631874298541	1.0	0.3774784885895997	0.8877665544332211
ENST00000361922	0.8589599700710812	0.4111485222596334	0.3890759446315002	0.4313505424616535	0.35054246165357283	0.8978675645342312	0.7860082304526749	0.3643845866068088	0.3943135054246165	0.9263000374111484	0.8540965207631874	0.4317246539468762	0.3812196034418256	0.4014216236438459	0.4208754208754209	0.4279835390946503	0.4070332959221847	0.4276094276094276	0.4118967452300786	0.925925925925926	0.4029180695847363	0.3737373737373737	0.4298540965207631	0.3774784885895997	1.0	0.32996632996633
ENST00000442846	0.2798353909465021	0.7923681257014591	0.6726524504302283	0.5723905723905723	0.9349046015712682	0.2820800598578377	0.31200897867564537	0.5742611298166854	0.8338945005611672	0.32659932659932656	0.27721661054994384	0.7272727272727273	0.5147774036662925	0.6382341937897493	0.5308641975308642	0.6165357276468387	0.6610549943883277	0.6300037411148522	0.5069210624766181	0.2805836139169473	0.5394687616909839	0.898989898989899	0.6176580621025065	0.8877665544332211	0.32996632996633	1.0
