,ENSGWIT00000013822,ENSGAFT00000011577,ENSGWIT00000013828,ENSPFOT00000004413,ENSFHET00000017628,ENSPMET00000030108,ENSXETT00000001236,ENSECRT00000016355,ENSPMET00000035077,ENSPRNT00000048032,ENSXMAT00000016276,ENSPLAT00000017361,ENSPMET00000035074,ENSXMAT00000024581,ENSGWIT00000013835,ENSXETT00000000926,ENSXETT00000001475,ENSKMAT00000011992,ENSECRT00000016349,ENSPRET00000020320,ENSECRT00000016340,ENSXETT00000001264,ENSLACT00000010444,ENSPLAT00000017377
ENSPMET00000035074,0.8326878388845856,0.9318357862122386,0.7536793183578622,0.9465530596436871,0.8799380325329202,0.8652207591014718,0.7126258714175058,0.7529047250193648,0.9488768396591789,0.8543764523625097,0.9326103795507359,0.9450038729666925,1.0,0.983733539891557,0.8117738187451587,0.5460883036405887,0.6266460108443067,0.8675445391169636,0.691711851278079,0.9372579395817195,0.7552285050348567,0.7304415182029435,0.8117738187451587,0.9333849728892332
ENSXMAT00000024581,0.831138652207591,0.9341595662277304,0.7529047250193648,0.930286599535244,0.8745158791634392,0.8520526723470179,0.7110766847405112,0.7544539116963594,0.9326103795507359,0.8520526723470179,0.9488768396591789,0.930286599535244,0.983733539891557,1.0,0.8102246320681642,0.5460883036405887,0.6235476374903176,0.8721920991479474,0.6932610379550735,0.9287374128582494,0.7567776917118513,0.7288923315259489,0.8102246320681642,0.9186676994577847
ENSGWIT00000013835,0.8675445391169636,0.7591014717273431,0.7629744384198296,0.761425251742835,0.7529047250193648,0.8396591789310612,0.6529821843532145,0.69713400464756,0.7606506584043378,0.7699457784663052,0.7591014717273431,0.761425251742835,0.8117738187451587,0.8102246320681642,1.0,0.4910921766072811,0.5670023237800155,0.7652982184353214,0.6374903175832688,0.7606506584043378,0.6994577846630519,0.6723470178156468,0.7451587916343919,0.7498063516653757
ENSXETT00000000926,0.587141750580945,0.5848179705654531,0.44848954298993027,0.5855925639039504,0.587141750580945,0.4601084430673896,0.6266460108443067,0.528272656855151,0.5855925639039504,0.5941130906274206,0.5855925639039504,0.5855925639039504,0.5460883036405887,0.5460883036405887,0.4910921766072811,1.0,0.6096049573973664,0.5886909372579395,0.6746707978311387,0.5855925639039504,0.5956622773044152,0.7583268783888458,0.5670023237800155,0.5081332300542215
ENSXETT00000001475,0.6630518977536793,0.6638264910921766,0.7784663051897753,0.667699457784663,0.6715724244771495,0.5406661502711076,0.7195972114639814,0.6142525174283501,0.6661502711076684,0.6746707978311387,0.6630518977536793,0.667699457784663,0.6266460108443067,0.6235476374903176,0.5670023237800155,0.6096049573973664,1.0,0.667699457784663,0.6235476374903176,0.6638264910921766,0.6816421378776143,0.8512780790085205,0.6498838109992254,0.5902401239349342
ENSKMAT00000011992,0.879163439194423,0.9124709527498064,0.7072037180480247,0.9155693261037955,0.9178931061192874,0.7652982184353214,0.6684740511231604,0.7335398915569326,0.9155693261037955,0.9101471727343144,0.9202168861347793,0.91711851278079,0.8675445391169636,0.8721920991479474,0.7652982184353214,0.5886909372579395,0.667699457784663,1.0,0.7428350116189001,0.9124709527498064,0.8063516653756778,0.7769171185127808,0.7877614252517429,0.831138652207591
ENSECRT00000016349,0.7335398915569326,0.7366382649109218,0.5840433772269559,0.7327652982184353,0.7498063516653757,0.6026336173508908,0.6196746707978311,0.8427575522850503,0.7335398915569326,0.7405112316034083,0.7350890782339272,0.731990704879938,0.691711851278079,0.6932610379550735,0.6374903175832688,0.6746707978311387,0.6235476374903176,0.7428350116189001,1.0,0.7343144848954299,0.9209914794732765,0.7281177381874516,0.7079783113865221,0.65143299767622
ENSPRET00000020320,0.8760650658404338,0.9767621998450813,0.7010069713400465,0.9852827265685515,0.9225406661502711,0.831138652207591,0.6599535243996901,0.7273431448489543,0.9876065065840434,0.8993028659953525,0.9790859798605732,0.9852827265685515,0.9372579395817195,0.9287374128582494,0.7606506584043378,0.5855925639039504,0.6638264910921766,0.9124709527498064,0.7343144848954299,1.0,0.7978311386522076,0.7676219984508134,0.7776917118512781,0.8985282726568552
ENSECRT00000016340,0.7955073586367157,0.8001549186676995,0.6460108443067389,0.796281951975213,0.8117738187451587,0.6661502711076684,0.6777691711851278,0.9217660728117738,0.7970565453137103,0.8048024786986832,0.7986057319907048,0.7955073586367157,0.7552285050348567,0.7567776917118513,0.6994577846630519,0.5956622773044152,0.6816421378776143,0.8063516653756778,0.9209914794732765,0.7978311386522076,1.0,0.7862122385747483,0.7676219984508134,0.7149496514329977
ENSXETT00000001264,0.7683965917893106,0.7668474051123161,0.6297443841982959,0.7707203718048025,0.7792408985282726,0.6444616576297444,0.8683191324554609,0.7188226181254841,0.7699457784663052,0.7831138652207591,0.7683965917893106,0.7707203718048025,0.7304415182029435,0.7288923315259489,0.6723470178156468,0.7583268783888458,0.8512780790085205,0.7769171185127808,0.7281177381874516,0.7676219984508134,0.7862122385747483,1.0,0.7575522850503486,0.6932610379550735
ENSLACT00000010444,0.78001549186677,0.78001549186677,0.6893880712625872,0.7846630518977536,0.7807900852052673,0.7350890782339272,0.7164988381099923,0.7652982184353214,0.7838884585592564,0.796281951975213,0.7823392718822618,0.7854376452362509,0.8117738187451587,0.8102246320681642,0.7451587916343919,0.5670023237800155,0.6498838109992254,0.7877614252517429,0.7079783113865221,0.7776917118512781,0.7676219984508134,0.7575522850503486,1.0,0.7738187451587917
ENSPLAT00000017377,0.7955073586367157,0.8915569326103796,0.6924864446165763,0.9109217660728117,0.8435321456235476,0.8249419054996127,0.6506584043377227,0.7126258714175058,0.9085979860573199,0.814872192099148,0.8938807126258714,0.9124709527498064,0.9333849728892332,0.9186676994577847,0.7498063516653757,0.5081332300542215,0.5902401239349342,0.831138652207591,0.65143299767622,0.8985282726568552,0.7149496514329977,0.6932610379550735,0.7738187451587917,1.0
