,ENSCGOT00000041530,ENSHHUT00000042362,ENSLBET00000012790,ENSDCDT00000017503,ENSHHUT00000024308,ENSMAMT00000031789,ENSHHUT00000024305,ENSLBET00000012723,ENSCSET00000007850,ENSELUT00000042642,ENSLBET00000012737,ENSLBET00000012761,ENSSDUT00000012158,ENSEEET00000050881,ENSATET00000011724,ENSELUT00000034488,ENSBSLT00000002544,ENSMALT00000031329,ENSCSET00000007843,ENSBSLT00000002548,ENSCSET00000007847,ENSLBET00000012818,ENSPNAT00000003820,ENSLCRT00005066357
ENSLBET00000012737,0.5824858757062147,0.5542372881355933,0.6887005649717514,0.4867231638418079,0.5350282485875706,0.5697740112994351,0.5121468926553673,0.943502824858757,0.5338983050847458,0.5330508474576271,1.0,0.881638418079096,0.5759887005649718,0.6432203389830509,0.5686440677966101,0.5440677966101695,0.5655367231638418,0.5327683615819209,0.5542372881355933,0.5375706214689265,0.5576271186440678,0.515819209039548,0.5661016949152542,0.581638418079096
ENSLBET00000012761,0.5725988700564971,0.536723163841808,0.6466101694915254,0.457909604519774,0.5186440677966102,0.5652542372881356,0.4957627118644068,0.8838983050847458,0.5240112994350282,0.5161016949152543,0.881638418079096,1.0,0.5661016949152542,0.5838983050847457,0.5635593220338984,0.5271186440677966,0.5590395480225989,0.522316384180791,0.5443502824858757,0.5310734463276836,0.5477401129943503,0.515819209039548,0.5141242937853108,0.5734463276836158
ENSSDUT00000012158,0.9423728813559322,0.822316384180791,0.8036723163841808,0.6918079096045198,0.8189265536723164,0.9149717514124294,0.796045197740113,0.5641242937853107,0.8491525423728814,0.8169491525423729,0.5759887005649718,0.5661016949152542,1.0,0.37768361581920906,0.9101694915254237,0.8279661016949152,0.9257062146892655,0.8853107344632768,0.8694915254237288,0.8838983050847458,0.8870056497175142,0.8209039548022599,0.3550847457627119,0.9364406779661016
ENSEEET00000050881,0.38050847457627124,0.41158192090395485,0.4740112994350283,0.3923728813559322,0.39124293785310726,0.37627118644067803,0.36836158192090396,0.6635593220338983,0.35367231638418084,0.384180790960452,0.6432203389830509,0.5838983050847457,0.37768361581920906,1.0,0.37372881355932197,0.39519774011299436,0.37853107344632764,0.34039548022598876,0.3740112994350282,0.35056497175141244,0.37740112994350283,0.46016949152542375,0.8372881355932204,0.3771186440677966
ENSATET00000011724,0.9163841807909604,0.8096045197740113,0.8011299435028248,0.6833333333333333,0.7915254237288135,0.9169491525423729,0.7686440677966102,0.557909604519774,0.8581920903954803,0.7816384180790961,0.5686440677966101,0.5635593220338984,0.9101694915254237,0.37372881355932197,1.0,0.7926553672316384,0.922316384180791,0.8807909604519774,0.8785310734463276,0.8943502824858757,0.8819209039548023,0.8344632768361582,0.3612994350282486,0.9211864406779661
ENSELUT00000034488,0.8161016949152542,0.9107344632768362,0.7217514124293786,0.6957627118644067,0.9070621468926554,0.803954802259887,0.884180790960452,0.5350282485875706,0.7531073446327684,0.9889830508474576,0.5440677966101695,0.5271186440677966,0.8279661016949152,0.39519774011299436,0.7926553672316384,1.0,0.8161016949152542,0.7711864406779662,0.7734463276836158,0.7748587570621469,0.7903954802259887,0.7282485875706215,0.3709039548022599,0.8172316384180791
ENSBSLT00000002544,0.919774011299435,0.8189265536723164,0.7935028248587571,0.6974576271186441,0.8155367231638418,0.9124293785310734,0.7926553672316384,0.5550847457627118,0.8477401129943503,0.8050847457627118,0.5655367231638418,0.5590395480225989,0.9257062146892655,0.37853107344632764,0.922316384180791,0.8161016949152542,1.0,0.8790960451977401,0.8680790960451977,0.957909604519774,0.8853107344632768,0.8129943502824859,0.3502824858757062,0.9268361581920904
ENSMALT00000031329,0.8875706214689265,0.7692090395480226,0.7655367231638418,0.6584745762711864,0.7706214689265537,0.885593220338983,0.8022598870056498,0.5211864406779662,0.8155367231638418,0.7627118644067796,0.5327683615819209,0.522316384180791,0.8853107344632768,0.34039548022598876,0.8807909604519774,0.7711864406779662,0.8790960451977401,1.0,0.8358757062146893,0.9036723163841808,0.8531073446327684,0.7805084745762711,0.31581920903954797,0.8957627118644068
ENSCSET00000007843,0.8711864406779661,0.7887005649717514,0.7692090395480226,0.6703389830508475,0.772316384180791,0.8728813559322034,0.7494350282485875,0.5435028248587571,0.9587570621468926,0.7624293785310734,0.5542372881355933,0.5443502824858757,0.8694915254237288,0.3740112994350282,0.8785310734463276,0.7734463276836158,0.8680790960451977,0.8358757062146893,1.0,0.8401129943502825,0.9824858757062147,0.7909604519774012,0.34858757062146895,0.8762711864406779
ENSBSLT00000002548,0.8779661016949153,0.7909604519774012,0.7655367231638418,0.6570621468926554,0.7740112994350282,0.8785310734463276,0.8053672316384181,0.5271186440677966,0.8197740112994351,0.7638418079096045,0.5375706214689265,0.5310734463276836,0.8838983050847458,0.35056497175141244,0.8943502824858757,0.7748587570621469,0.957909604519774,0.9036723163841808,0.8401129943502825,1.0,0.843502824858757,0.7850282485875706,0.322316384180791,0.8850282485875707
ENSCSET00000007847,0.8887005649717514,0.792090395480226,0.7725988700564972,0.6861581920903955,0.78954802259887,0.8824858757062147,0.7666666666666667,0.5468926553672316,0.9621468926553672,0.7793785310734463,0.5576271186440678,0.5477401129943503,0.8870056497175142,0.37740112994350283,0.8819209039548023,0.7903954802259887,0.8853107344632768,0.8531073446327684,0.9824858757062147,0.843502824858757,1.0,0.7943502824858757,0.35197740112994347,0.8937853107344633
ENSLBET00000012818,0.8288135593220339,0.738135593220339,0.7796610169491526,0.63954802259887,0.7237288135593221,0.8220338983050848,0.7008474576271186,0.503954802259887,0.7706214689265537,0.7172316384180791,0.515819209039548,0.515819209039548,0.8209039548022599,0.46016949152542375,0.8344632768361582,0.7282485875706215,0.8129943502824859,0.7805084745762711,0.7909604519774012,0.7850282485875706,0.7943502824858757,1.0,0.42937853107344637,0.8330508474576271
ENSPNAT00000003820,0.35480225988700564,0.38276836158192085,0.4361581920903954,0.36440677966101687,0.36525423728813555,0.351412429378531,0.34237288135593213,0.5864406779661017,0.3282485875706215,0.35988700564971754,0.5661016949152542,0.5141242937853108,0.3550847457627119,0.8372881355932204,0.3612994350282486,0.3709039548022599,0.3502824858757062,0.31581920903954797,0.34858757062146895,0.322316384180791,0.35197740112994347,0.42937853107344637,1.0,0.3511299435028248
ENSLCRT00005066357,0.9516949152542373,0.8141242937853107,0.8166666666666667,0.6971751412429379,0.8132768361581921,0.9265536723163842,0.7903954802259887,0.5700564971751413,0.8559322033898306,0.8062146892655367,0.581638418079096,0.5734463276836158,0.9364406779661016,0.3771186440677966,0.9211864406779661,0.8172316384180791,0.9268361581920904,0.8957627118644068,0.8762711864406779,0.8850282485875707,0.8937853107344633,0.8330508474576271,0.3511299435028248,1.0
