	ENSMLET00000035113	ENSMNET00000060308	ENSCSAT00000005190	ENSPTRT00000014500	ENST00000537222	ENSTGET00000030899	ENSPANT00000039265	ENST00000424898	ENSGGOT00000068636	ENSMNET00000060312	ENSPANT00000006216	ENSGGOT00000015445	ENSMLET00000035109	ENSCATT00000056367	ENSTGET00000030900	ENSMFAT00000012041	ENSNLET00000049590	ENSCATT00000056366	ENSMMUT00000025699	ENSMFAT00000012049	ENSPPAT00000039315	ENSPTRT00000094277	ENSNLET00000015527
ENSPANT00000006216	0.9962264150943396	0.9974842767295596	0.9836477987421384	0.969811320754717	0.7496855345911949	0.9974842767295596	0.7735849056603774	0.9710691823899372	0.9723270440251572	0.7710691823899372	1.0	0.7496855345911949	0.769811320754717	0.769811320754717	0.7710691823899372	0.769811320754717	0.7509433962264151	0.9962264150943396	0.769811320754717	0.9962264150943396	0.9685534591194968	0.7496855345911949	0.9748427672955976
ENSGGOT00000015445	0.7459119496855345	0.7471698113207547	0.7484276729559748	0.7685534591194969	0.9949685534591196	0.7496855345911949	0.9761006289308176	0.7685534591194969	0.7735849056603774	0.9735849056603774	0.7496855345911949	1.0	0.9723270440251572	0.9723270440251572	0.9761006289308176	0.9723270440251572	0.9861635220125786	0.7459119496855345	0.9723270440251572	0.7459119496855345	0.7660377358490567	0.9949685534591196	0.759748427672956
ENSMLET00000035109	0.7735849056603774	0.769811320754717	0.7559748427672957	0.7484276729559748	0.9748427672955976	0.7672955974842768	0.9962264150943396	0.7484276729559748	0.7459119496855345	0.9962264150943396	0.769811320754717	0.9723270440251572	1.0	0.9949685534591196	0.9937106918238994	0.9949685534591196	0.9735849056603774	0.7685534591194969	0.9949685534591196	0.7685534591194969	0.7459119496855345	0.9748427672955976	0.7471698113207547
ENSCATT00000056367	0.7685534591194969	0.769811320754717	0.7559748427672957	0.7484276729559748	0.9748427672955976	0.7672955974842768	0.9962264150943396	0.7484276729559748	0.7459119496855345	0.9962264150943396	0.769811320754717	0.9723270440251572	0.9949685534591196	1.0	0.9937106918238994	0.9949685534591196	0.9735849056603774	0.7735849056603774	0.9949685534591196	0.7685534591194969	0.7459119496855345	0.9748427672955976	0.7471698113207547
ENSTGET00000030900	0.7672955974842768	0.7685534591194969	0.7572327044025158	0.7496855345911949	0.9761006289308176	0.7735849056603774	0.9974842767295596	0.7496855345911949	0.7496855345911949	0.9949685534591196	0.7710691823899372	0.9761006289308176	0.9937106918238994	0.9937106918238994	1.0	0.9937106918238994	0.9748427672955976	0.7672955974842768	0.9937106918238994	0.7672955974842768	0.7471698113207547	0.9761006289308176	0.7484276729559748
ENSMFAT00000012041	0.7685534591194969	0.7723270440251573	0.7559748427672957	0.7509433962264151	0.9773584905660376	0.7672955974842768	0.9962264150943396	0.7509433962264151	0.7459119496855345	0.99874213836478	0.769811320754717	0.9723270440251572	0.9949685534591196	0.9949685534591196	0.9937106918238994	1.0	0.9735849056603774	0.7685534591194969	1.0	0.7735849056603774	0.7484276729559748	0.9773584905660376	0.7471698113207547
ENSNLET00000049590	0.7471698113207547	0.7484276729559748	0.7509433962264151	0.759748427672956	0.9861635220125786	0.7484276729559748	0.9773584905660376	0.759748427672956	0.759748427672956	0.9748427672955976	0.7509433962264151	0.9861635220125786	0.9735849056603774	0.9735849056603774	0.9748427672955976	0.9735849056603774	1.0	0.7471698113207547	0.9735849056603774	0.7471698113207547	0.7584905660377359	0.9861635220125786	0.7735849056603774
ENSCATT00000056366	0.9949685534591196	0.9962264150943396	0.979874213836478	0.9685534591194968	0.7484276729559748	0.9937106918238994	0.769811320754717	0.969811320754717	0.9685534591194968	0.769811320754717	0.9962264150943396	0.7459119496855345	0.7685534591194969	0.7735849056603774	0.7672955974842768	0.7685534591194969	0.7471698113207547	1.0	0.7685534591194969	0.9949685534591196	0.9672955974842768	0.7484276729559748	0.9710691823899372
ENSMMUT00000025699	0.7685534591194969	0.7723270440251573	0.7559748427672957	0.7509433962264151	0.9773584905660376	0.7672955974842768	0.9962264150943396	0.7509433962264151	0.7459119496855345	0.99874213836478	0.769811320754717	0.9723270440251572	0.9949685534591196	0.9949685534591196	0.9937106918238994	1.0	0.9735849056603774	0.7685534591194969	1.0	0.7735849056603774	0.7484276729559748	0.9773584905660376	0.7471698113207547
ENSMFAT00000012049	0.9949685534591196	0.99874213836478	0.979874213836478	0.9710691823899372	0.7509433962264151	0.9937106918238994	0.769811320754717	0.9723270440251572	0.9685534591194968	0.7723270440251573	0.9962264150943396	0.7459119496855345	0.7685534591194969	0.7685534591194969	0.7672955974842768	0.7735849056603774	0.7471698113207547	0.9949685534591196	0.7735849056603774	1.0	0.969811320754717	0.7509433962264151	0.9710691823899372
ENSPPAT00000039315	0.9672955974842768	0.9685534591194968	0.9672955974842768	0.9962264150943396	0.7710691823899372	0.9685534591194968	0.7471698113207547	0.9974842767295596	0.9911949685534592	0.7471698113207547	0.9685534591194968	0.7660377358490567	0.7459119496855345	0.7459119496855345	0.7471698113207547	0.7484276729559748	0.7584905660377359	0.9672955974842768	0.7484276729559748	0.969811320754717	1.0	0.7710691823899372	0.979874213836478
ENSPTRT00000094277	0.7484276729559748	0.7496855345911949	0.7484276729559748	0.7735849056603774	1.0	0.7496855345911949	0.9761006289308176	0.7735849056603774	0.7685534591194969	0.9761006289308176	0.7496855345911949	0.9949685534591196	0.9748427672955976	0.9748427672955976	0.9761006289308176	0.9773584905660376	0.9861635220125786	0.7484276729559748	0.9773584905660376	0.7509433962264151	0.7710691823899372	1.0	0.759748427672956
ENSNLET00000015527	0.9710691823899372	0.9723270440251572	0.9723270440251572	0.979874213836478	0.759748427672956	0.9723270440251572	0.7509433962264151	0.981132075471698	0.9823899371069182	0.7484276729559748	0.9748427672955976	0.759748427672956	0.7471698113207547	0.7471698113207547	0.7484276729559748	0.7471698113207547	0.7735849056603774	0.9710691823899372	0.7471698113207547	0.9710691823899372	0.979874213836478	0.759748427672956	1.0
