	C16A11.5a.2	C16A11.5a.3	C16A11.5a.1	C09E7.8a.1	C09E7.8a.2	C16A11.5b.4	Y73C8C.3.1	C09E7.8b.2	C09E7.8b.1	C16A11.5d.1	F19B10.10.2	F19B10.10.1	C16A11.5e.1	C16A11.5b.5	C16A11.5c.1	C16A11.5c.2	C16A11.5b.6	C16A11.5b.1	C16A11.5b.3	C16A11.5b.2
F19B10.10.2	0.6700590938936309	0.6700590938936309	0.6700590938936309	0.489494418910046	0.489494418910046	0.6633289560078792	0.4606040709126724	0.512639527248851	0.512639527248851	0.6319763624425476	1.0	1.0	0.6240971766250821	0.6633289560078792	0.6373933026920552	0.6373933026920552	0.6633289560078792	0.6633289560078792	0.6633289560078792	0.6633289560078792
F19B10.10.1	0.6700590938936309	0.6700590938936309	0.6700590938936309	0.489494418910046	0.489494418910046	0.6633289560078792	0.4606040709126724	0.512639527248851	0.512639527248851	0.6319763624425476	1.0	1.0	0.6240971766250821	0.6633289560078792	0.6373933026920552	0.6373933026920552	0.6633289560078792	0.6633289560078792	0.6633289560078792	0.6633289560078792
C16A11.5e.1	0.8980630334865397	0.8980630334865397	0.8980630334865397	0.4238345370978331	0.4238345370978331	0.8340446487196324	0.4289231779382797	0.4868680236375574	0.4868680236375574	0.7851280367695338	0.6240971766250821	0.6240971766250821	1.0	0.8340446487196324	0.7936638214051215	0.7936638214051215	0.8340446487196324	0.8340446487196324	0.8340446487196324	0.8340446487196324
C16A11.5b.5	0.9359816152330924	0.9359816152330924	0.9359816152330924	0.4655285620485883	0.4655285620485883	1.0	0.5114904793171372	0.6157255416940249	0.6157255416940249	0.6749835850295469	0.6633289560078792	0.6633289560078792	0.8340446487196324	1.0	0.6799080761654629	0.6799080761654629	1.0	1.0	1.0	1.0
C16A11.5c.1	0.6966513460275772	0.6966513460275772	0.6966513460275772	0.4111950098489823	0.4111950098489823	0.6799080761654629	0.512639527248851	0.5011490479317138	0.5011490479317138	0.9904793171372293	0.6373933026920552	0.6373933026920552	0.7936638214051215	0.6799080761654629	1.0	1.0	0.6799080761654629	0.6799080761654629	0.6799080761654629	0.6799080761654629
C16A11.5c.2	0.6966513460275772	0.6966513460275772	0.6966513460275772	0.4111950098489823	0.4111950098489823	0.6799080761654629	0.512639527248851	0.5011490479317138	0.5011490479317138	0.9904793171372293	0.6373933026920552	0.6373933026920552	0.7936638214051215	0.6799080761654629	1.0	1.0	0.6799080761654629	0.6799080761654629	0.6799080761654629	0.6799080761654629
C16A11.5b.6	0.9359816152330924	0.9359816152330924	0.9359816152330924	0.4655285620485883	0.4655285620485883	1.0	0.5114904793171372	0.6157255416940249	0.6157255416940249	0.6749835850295469	0.6633289560078792	0.6633289560078792	0.8340446487196324	1.0	0.6799080761654629	0.6799080761654629	1.0	1.0	1.0	1.0
C16A11.5b.1	0.9359816152330924	0.9359816152330924	0.9359816152330924	0.4655285620485883	0.4655285620485883	1.0	0.5114904793171372	0.6157255416940249	0.6157255416940249	0.6749835850295469	0.6633289560078792	0.6633289560078792	0.8340446487196324	1.0	0.6799080761654629	0.6799080761654629	1.0	1.0	1.0	1.0
C16A11.5b.3	0.9359816152330924	0.9359816152330924	0.9359816152330924	0.4655285620485883	0.4655285620485883	1.0	0.5114904793171372	0.6157255416940249	0.6157255416940249	0.6749835850295469	0.6633289560078792	0.6633289560078792	0.8340446487196324	1.0	0.6799080761654629	0.6799080761654629	1.0	1.0	1.0	1.0
C16A11.5b.2	0.9359816152330924	0.9359816152330924	0.9359816152330924	0.4655285620485883	0.4655285620485883	1.0	0.5114904793171372	0.6157255416940249	0.6157255416940249	0.6749835850295469	0.6633289560078792	0.6633289560078792	0.8340446487196324	1.0	0.6799080761654629	0.6799080761654629	1.0	1.0	1.0	1.0
