,FBtr0079243,M7.12.1,FBtr0086514,ENSCINT00000025657,FBtr0340167,FBtr0081564,ENSCSAVT00000012822,T10B5.4a.1,ENSCSAVT00000014702,M7.8.1,ENSCINT00000004391,FBtr0081566,FBtr0303649,ENSCSAVT00000015511,R05H10.1.1,FBtr0302448,FBtr0302449,FBtr0302447,FBtr0300592,R05H10.7.1,FBtr0081350,FBtr0072254,ENSCINT00000033011,ENSCINT00000025116,W02D7.4.1,ENSCINT00000031038,FBtr0086562,ENSCSAVT00000019733,ENSCSAVT00000019734,FBtr0070832,FBtr0334669,W02D7.5.1,T10B5.4b.1,FBtr0070437,T10B5.4d.1,T10B5.4c.1,FBtr0072255,ENSCINT00000006854
R05H10.7.1,0.7691176470588236,0.7639705882352941,0.7678921568627451,0.7360294117647059,0.7691176470588236,0.7862745098039216,0.7384803921568628,0.7431372549019608,0.741421568627451,0.7727941176470589,0.725,0.7877450980392157,0.7924019607843137,0.7419117647058824,0.7764705882352941,0.7661764705882353,0.7661764705882353,0.7661764705882353,0.7634803921568627,1.0,0.770343137254902,0.7372549019607844,0.7352941176470589,0.7294117647058823,0.7958333333333333,0.7458333333333333,0.7642156862745098,0.741421568627451,0.7428921568627451,0.7698529411764706,0.7862745098039216,0.7943627450980392,0.758578431372549,0.7661764705882353,0.7696078431372549,0.8,0.7362745098039216,0.7473039215686275
FBtr0081350,0.9205882352941176,0.6588235294117647,0.9473039215686274,0.6683823529411764,0.9205882352941176,0.7975490196078432,0.6727941176470589,0.6617647058823529,0.6747549019607844,0.6669117647058823,0.6573529411764706,0.7980392156862746,0.8223039215686274,0.6735294117647059,0.6522058823529412,0.8629901960784314,0.8629901960784314,0.8629901960784314,0.9227941176470589,0.770343137254902,1.0,0.8004901960784314,0.6698529411764705,0.6551470588235294,0.6654411764705882,0.6992647058823529,0.9240196078431373,0.6735294117647059,0.675,0.908578431372549,0.7975490196078432,0.6654411764705882,0.6772058823529412,0.8629901960784314,0.6882352941176471,0.8036764705882353,0.7747549019607843,0.700735294117647
FBtr0072254,0.803186274509804,0.7183823529411765,0.8024509803921569,0.6551470588235294,0.803186274509804,0.7475490196078431,0.6595588235294118,0.7083333333333334,0.6507352941176471,0.7169117647058824,0.6441176470588236,0.7629901960784313,0.7865196078431372,0.6602941176470588,0.7267156862745098,0.7933823529411764,0.7933823529411764,0.7933823529411764,0.7965686274509803,0.7372549019607844,0.8004901960784314,1.0,0.6566176470588235,0.6419117647058824,0.7029411764705882,0.6860294117647059,0.796078431372549,0.6602941176470588,0.6617647058823529,0.8009803921568628,0.7475490196078431,0.7017156862745098,0.7149509803921569,0.7933823529411764,0.7151960784313726,0.8225490196078431,0.9742647058823529,0.6875
ENSCINT00000033011,0.674264705882353,0.7220588235294118,0.6683823529411764,0.8495098039215686,0.674264705882353,0.7169117647058824,0.8509803921568627,0.7426470588235294,0.7571078431372549,0.7522058823529412,0.8370098039215687,0.7333333333333333,0.7220588235294118,0.8517156862745098,0.7259803921568627,0.6654411764705882,0.6654411764705882,0.6654411764705882,0.6698529411764705,0.7352941176470589,0.6698529411764705,0.6566176470588235,1.0,0.7794117647058824,0.7333333333333333,0.8987745098039216,0.6698529411764705,0.8524509803921568,0.8509803921568627,0.674264705882353,0.7169117647058824,0.7294117647058823,0.7580882352941176,0.6654411764705882,0.7691176470588236,0.8,0.649264705882353,0.8463235294117647
ENSCINT00000025116,0.6595588235294118,0.7161764705882353,0.6536764705882353,0.7958333333333333,0.6595588235294118,0.7058823529411765,0.8026960784313726,0.7676470588235295,0.9100490196078431,0.7558823529411764,0.7823529411764706,0.7071078431372549,0.6977941176470588,0.8019607843137255,0.7159313725490196,0.6507352941176471,0.6507352941176471,0.6507352941176471,0.6551470588235294,0.7294117647058823,0.6551470588235294,0.6419117647058824,0.7794117647058824,1.0,0.7357843137254902,0.7865196078431372,0.6551470588235294,0.8144607843137255,0.8049019607843138,0.6595588235294118,0.7058823529411765,0.7340686274509803,0.7830882352941176,0.6507352941176471,0.7941176470588235,0.7852941176470588,0.6392156862745098,0.7980392156862746
W02D7.4.1,0.6698529411764705,0.8286764705882353,0.6639705882352941,0.7291666666666666,0.6698529411764705,0.7017156862745098,0.7333333333333333,0.8009803921568628,0.7132352941176471,0.8426470588235294,0.7186274509803922,0.7017156862745098,0.7068627450980393,0.7350490196078432,0.8553921568627451,0.6610294117647059,0.6610294117647059,0.6610294117647059,0.6654411764705882,0.7958333333333333,0.6654411764705882,0.7029411764705882,0.7333333333333333,0.7357843137254902,1.0,0.7409313725490196,0.6654411764705882,0.734313725490196,0.7352941176470589,0.6698529411764705,0.7017156862745098,0.9580882352941177,0.8036764705882353,0.6610294117647059,0.8002450980392157,0.8318627450980393,0.7046568627450981,0.7433823529411765
ENSCINT00000031038,0.7036764705882353,0.7325980392156862,0.6977941176470588,0.8659313725490196,0.7036764705882353,0.7392156862745098,0.8649509803921569,0.7531862745098039,0.7644607843137254,0.7622549019607843,0.8595588235294118,0.7509803921568627,0.7404411764705883,0.8693627450980392,0.734313725490196,0.6948529411764706,0.6948529411764706,0.6948529411764706,0.6992647058823529,0.7458333333333333,0.6992647058823529,0.6860294117647059,0.8987745098039216,0.7865196078431372,0.7409313725490196,1.0,0.6992647058823529,0.8713235294117647,0.871078431372549,0.7036764705882353,0.7392156862745098,0.7392156862745098,0.7686274509803922,0.6948529411764706,0.779656862745098,0.8294117647058824,0.675,0.8544117647058823
FBtr0086562,0.9100490196078431,0.6588235294117647,0.9183823529411764,0.6683823529411764,0.9100490196078431,0.7963235294117647,0.6727941176470589,0.6617647058823529,0.6723039215686275,0.6669117647058823,0.6573529411764706,0.7990196078431373,0.8240196078431372,0.6735294117647059,0.6522058823529412,0.8575980392156862,0.8575980392156862,0.8575980392156862,0.996078431372549,0.7642156862745098,0.9240196078431373,0.796078431372549,0.6698529411764705,0.6551470588235294,0.6654411764705882,0.6992647058823529,1.0,0.6735294117647059,0.675,0.9029411764705882,0.7963235294117647,0.6654411764705882,0.6772058823529412,0.8575980392156862,0.6882352941176471,0.8036764705882353,0.770343137254902,0.700735294117647
ENSCSAVT00000019733,0.6779411764705883,0.7276960784313725,0.6720588235294118,0.9213235294117647,0.6779411764705883,0.7262254901960784,0.933578431372549,0.7605392156862745,0.7911764705882353,0.7536764705882353,0.858578431372549,0.7379901960784314,0.7281862745098039,0.9485294117647058,0.7284313725490196,0.6691176470588235,0.6691176470588235,0.6691176470588235,0.6735294117647059,0.741421568627451,0.6735294117647059,0.6602941176470588,0.8524509803921568,0.8144607843137255,0.734313725490196,0.8713235294117647,0.6735294117647059,1.0,0.9598039215686275,0.6779411764705883,0.7262254901960784,0.7338235294117647,0.7759803921568628,0.6691176470588235,0.7870098039215686,0.8036764705882353,0.6549019607843137,0.8894607843137254
ENSCSAVT00000019734,0.6794117647058824,0.7274509803921568,0.6735294117647059,0.9279411764705883,0.6794117647058824,0.7276960784313725,0.9416666666666667,0.7637254901960784,0.7833333333333333,0.7561274509803921,0.8463235294117647,0.7404411764705883,0.7303921568627451,0.9541666666666667,0.729656862745098,0.6705882352941176,0.6705882352941176,0.6705882352941176,0.675,0.7428921568627451,0.675,0.6617647058823529,0.8509803921568627,0.8049019607843138,0.7352941176470589,0.871078431372549,0.675,0.9598039215686275,1.0,0.6794117647058824,0.7276960784313725,0.733578431372549,0.7791666666666667,0.6705882352941176,0.7901960784313725,0.8051470588235294,0.6561274509803922,0.8887254901960784
FBtr0070832,0.9088235294117647,0.663235294117647,0.9098039215686274,0.6727941176470589,0.9088235294117647,0.7977941176470589,0.6772058823529412,0.6661764705882353,0.6784313725490196,0.6713235294117647,0.6617647058823529,0.7980392156862746,0.8230392156862745,0.6779411764705883,0.6566176470588235,0.8610294117647059,0.8610294117647059,0.8610294117647059,0.9031862745098039,0.7698529411764706,0.908578431372549,0.8009803921568628,0.674264705882353,0.6595588235294118,0.6698529411764705,0.7036764705882353,0.9029411764705882,0.6779411764705883,0.6794117647058824,1.0,0.7977941176470589,0.6698529411764705,0.6816176470588236,0.8610294117647059,0.6926470588235294,0.8080882352941177,0.7752450980392157,0.7051470588235295
FBtr0334669,0.7997549019607844,0.6958333333333333,0.796813725490196,0.7218137254901961,0.7997549019607844,1.0,0.7264705882352941,0.7093137254901961,0.7056372549019608,0.7169117647058824,0.7122549019607843,0.8193627450980392,0.8112745098039216,0.7259803921568627,0.6950980392156862,0.7715686274509804,0.7715686274509804,0.7715686274509804,0.7963235294117647,0.7862745098039216,0.7975490196078432,0.7475490196078431,0.7169117647058824,0.7058823529411765,0.7017156862745098,0.7392156862745098,0.7963235294117647,0.7262254901960784,0.7276960784313725,0.7977941176470589,1.0,0.7019607843137254,0.7247549019607843,0.7715686274509804,0.7357843137254902,0.7823529411764706,0.7333333333333333,0.7191176470588235
W02D7.5.1,0.6698529411764705,0.8245098039215686,0.6639705882352941,0.7262254901960784,0.6698529411764705,0.7019607843137254,0.7311274509803921,0.8,0.7115196078431373,0.8411764705882353,0.7156862745098039,0.7019607843137254,0.7071078431372549,0.7333333333333333,0.8514705882352941,0.6610294117647059,0.6610294117647059,0.6610294117647059,0.6654411764705882,0.7943627450980392,0.6654411764705882,0.7017156862745098,0.7294117647058823,0.7340686274509803,0.9580882352941177,0.7392156862745098,0.6654411764705882,0.7338235294117647,0.733578431372549,0.6698529411764705,0.7019607843137254,1.0,0.8041666666666667,0.6610294117647059,0.7995098039215687,0.8311274509803922,0.7036764705882353,0.7428921568627451
T10B5.4b.1,0.6816176470588236,0.7931372549019607,0.6757352941176471,0.7727941176470589,0.6816176470588236,0.7247549019607843,0.7762254901960784,0.970343137254902,0.7580882352941176,0.8308823529411765,0.7455882352941177,0.7252450980392157,0.7215686274509804,0.7779411764705882,0.8102941176470588,0.6727941176470589,0.6727941176470589,0.6727941176470589,0.6772058823529412,0.758578431372549,0.6772058823529412,0.7149509803921569,0.7580882352941176,0.7830882352941176,0.8036764705882353,0.7686274509803922,0.6772058823529412,0.7759803921568628,0.7791666666666667,0.6816176470588236,0.7247549019607843,0.8041666666666667,1.0,0.6727941176470589,0.9637254901960784,0.8352941176470589,0.707843137254902,0.7683823529411765
FBtr0070437,0.8674019607843138,0.6544117647058824,0.8649509803921569,0.6639705882352941,0.8674019607843138,0.7715686274509804,0.6683823529411764,0.6573529411764706,0.6678921568627451,0.6625,0.6529411764705882,0.7757352941176471,0.8004901960784314,0.6691176470588235,0.6477941176470589,1.0,1.0,1.0,0.858578431372549,0.7661764705882353,0.8629901960784314,0.7933823529411764,0.6654411764705882,0.6507352941176471,0.6610294117647059,0.6948529411764706,0.8575980392156862,0.6691176470588235,0.6705882352941176,0.8610294117647059,0.7715686274509804,0.6610294117647059,0.6727941176470589,1.0,0.6838235294117647,0.799264705882353,0.7676470588235295,0.6963235294117647
T10B5.4d.1,0.6926470588235294,0.7926470588235294,0.6867647058823529,0.7838235294117647,0.6926470588235294,0.7357843137254902,0.7872549019607843,0.9735294117647059,0.7691176470588236,0.8325980392156863,0.7566176470588235,0.7362745098039216,0.7325980392156862,0.7889705882352941,0.8046568627450981,0.6838235294117647,0.6838235294117647,0.6838235294117647,0.6882352941176471,0.7696078431372549,0.6882352941176471,0.7151960784313726,0.7691176470588236,0.7941176470588235,0.8002450980392157,0.779656862745098,0.6882352941176471,0.7870098039215686,0.7901960784313725,0.6926470588235294,0.7357843137254902,0.7995098039215687,0.9637254901960784,0.6838235294117647,1.0,0.8571078431372549,0.7080882352941177,0.7794117647058824
T10B5.4c.1,0.8080882352941177,0.8174019607843137,0.8022058823529412,0.7985294117647059,0.8080882352941177,0.7823529411764706,0.8029411764705883,0.8580882352941176,0.7654411764705882,0.8254901960784313,0.7875,0.7860294117647059,0.8066176470588236,0.8036764705882353,0.8191176470588235,0.799264705882353,0.799264705882353,0.799264705882353,0.8036764705882353,0.8,0.8036764705882353,0.8225490196078431,0.8,0.7852941176470588,0.8318627450980393,0.8294117647058824,0.8036764705882353,0.8036764705882353,0.8051470588235294,0.8080882352941177,0.7823529411764706,0.8311274509803922,0.8352941176470589,0.799264705882353,0.8571078431372549,1.0,0.796813725490196,0.8308823529411765
FBtr0072255,0.7774509803921569,0.720343137254902,0.7767156862745098,0.6495098039215687,0.7774509803921569,0.7333333333333333,0.6536764705882353,0.7012254901960784,0.6475490196078432,0.7073529411764706,0.6384803921568627,0.7568627450980392,0.7803921568627451,0.654656862745098,0.725735294117647,0.7676470588235295,0.7676470588235295,0.7676470588235295,0.7708333333333334,0.7362745098039216,0.7747549019607843,0.9742647058823529,0.649264705882353,0.6392156862745098,0.7046568627450981,0.675,0.770343137254902,0.6549019607843137,0.6561274509803922,0.7752450980392157,0.7333333333333333,0.7036764705882353,0.707843137254902,0.7676470588235295,0.7080882352941177,0.796813725490196,1.0,0.6811274509803922
ENSCINT00000006854,0.7051470588235295,0.7441176470588236,0.6992647058823529,0.8855392156862745,0.7051470588235295,0.7191176470588235,0.8904411764705882,0.7529411764705882,0.7745098039215687,0.7465686274509804,0.8401960784313726,0.7281862745098039,0.7487745098039216,0.891421568627451,0.7350490196078432,0.6963235294117647,0.6963235294117647,0.6963235294117647,0.700735294117647,0.7473039215686275,0.700735294117647,0.6875,0.8463235294117647,0.7980392156862746,0.7433823529411765,0.8544117647058823,0.700735294117647,0.8894607843137254,0.8887254901960784,0.7051470588235295,0.7191176470588235,0.7428921568627451,0.7683823529411765,0.6963235294117647,0.7794117647058824,0.8308823529411765,0.6811274509803922,1.0
