	ENSDCDT00000071669	ENSAMXT00000046720	ENSAMXT00000004413	ENSDCDT00000071680	ENSDCDT00000071683	ENSCHAT00000052941	ENSDCDT00000071721	ENSDCDT00000071701	ENSCHAT00000052434	ENSCHAT00000052784	ENSDCDT00000071709	ENSCHAT00000052393	ENSAMXT00000038257	ENSAMXT00000052145	ENSCHAT00000052492	ENSCHAT00000052816	ENSDCDT00000071693	ENSCHAT00000052891	ENSDCDT00000071694	ENSDCDT00000071634	ENSDCDT00000071636
ENSDCDT00000071709	0.950830243430598	0.8273416088989198	0.7812348863453168	0.9200386909559891	0.856359825890698	0.7897791391262292	0.9966145413509592	0.8613574077059487	0.7664033532161857	0.8403998065452201	1.0	0.8004191520232146	0.8244397871997421	0.7834918587780106	0.7989682411736256	0.7963888441076898	0.7870385297436724	0.8400773819119781	0.7731742705142672	0.8702240851201032	0.9176205062066742
ENSCHAT00000052393	0.8392713203288731	0.8350798000967274	0.7884894405932613	0.8178300822182815	0.8566822505239399	0.9503466064807352	0.8038046106722554	0.8550701273577301	0.9574399484120588	0.9131065613412864	0.8004191520232146	1.0	0.8384652587457682	0.7731742705142672	0.9555054006126068	0.8607125584394648	0.7889730775431243	0.9213283894889571	0.7833306464613896	0.8658713525713364	0.8266967596324359
ENSAMXT00000038257	0.8708689343865872	0.9966145413509592	0.9476059970981784	0.8494276962759955	0.8225052394002902	0.8275028212155409	0.8278252458487828	0.8271803965822989	0.8009027889730775	0.9005320006448493	0.8244397871997421	0.8384652587457682	1.0	0.918265355473158	0.8358858616798324	0.8505561824923424	0.7539900048363695	0.8989198774786393	0.7502821215540867	0.8239561502498791	0.8491052716427535
ENSAMXT00000052145	0.8033209737223924	0.9216508141221991	0.9161695953570852	0.7755924552635821	0.7486699983878768	0.7551184910527164	0.7805900370788328	0.7533451555698856	0.7406093825568273	0.8281476704820249	0.7834918587780106	0.7731742705142672	0.918265355473158	1.0	0.7705948734483314	0.8247622118329839	0.6801547638239561	0.8265355473158149	0.6764468805416733	0.761889408350798	0.7944542963082379
ENSCHAT00000052492	0.8378204094792843	0.8325004030307915	0.7859100435273255	0.8163791713686925	0.8197646300177334	0.9126229243914236	0.8023536998226665	0.8207319039174593	0.9129453490246656	0.9160083830404644	0.7989682411736256	0.9555054006126068	0.8358858616798324	0.7705948734483314	1.0	0.8636143801386426	0.7754312429469612	0.9135901982911494	0.7489924230211188	0.8289537320651298	0.8252458487828471
ENSCHAT00000052816	0.842334354344672	0.8534580041915202	0.8990810897952604	0.8141221989359987	0.7818797356118008	0.8452361760438497	0.7930033854586491	0.7857488312107045	0.8181525068515234	0.9476059970981784	0.7963888441076898	0.8607125584394648	0.8505561824923424	0.8247622118329839	0.8636143801386426	1.0	0.7141705626309849	0.9393841689505078	0.7085281315492503	0.7839754957278736	0.8141221989359987
ENSDCDT00000071693	0.8362082863130743	0.7506045461873287	0.7044978236337256	0.8121876511365468	0.8971465419958085	0.7868773174270515	0.7904239883927132	0.8565210382073191	0.7494760599709818	0.7649524423665968	0.7870385297436724	0.7889730775431243	0.7539900048363695	0.6801547638239561	0.7754312429469612	0.7141705626309849	1.0	0.7731742705142672	0.8923101724971788	0.8742543930356279	0.8020312751894245
ENSCHAT00000052891	0.8860228921489601	0.8955344188295986	0.8489440593261325	0.8645816540383685	0.840883443495083	0.905852007093342	0.8434628405610188	0.8447525390939867	0.8787683379010156	0.9917781718523296	0.8400773819119781	0.9213283894889571	0.8989198774786393	0.8265355473158149	0.9135901982911494	0.9393841689505078	0.7731742705142672	1.0	0.7675318394325327	0.8429792036111559	0.8645816540383685
ENSDCDT00000071694	0.8223440270836692	0.7468966629050459	0.7007899403514428	0.8286313074318878	0.903272610027406	0.7947767209414799	0.7765597291633081	0.8460422376269547	0.7438336288892471	0.7593100112848622	0.7731742705142672	0.7833306464613896	0.7502821215540867	0.6764468805416733	0.7489924230211188	0.7085281315492503	0.8923101724971788	0.7675318394325327	1.0	0.8781234886345317	0.8059003707883282
ENSDCDT00000071634	0.906496856359826	0.8205706916008383	0.7744639690472352	0.8824762211832984	0.9667902627760759	0.857488312107045	0.873609543769144	0.9171368692568111	0.8305658552313396	0.8347573754634854	0.8702240851201032	0.8658713525713364	0.8239561502498791	0.761889408350798	0.8289537320651298	0.7839754957278736	0.8742543930356279	0.8429792036111559	0.8781234886345317	1.0	0.9110108012252136
ENSDCDT00000071636	0.9455102369821056	0.8457198129937127	0.7996130904401096	0.921489601805578	0.8945671449298727	0.8183137191681444	0.9210059648557151	0.87296469450266	0.7926809608254071	0.8649040786716106	0.9176205062066742	0.8266967596324359	0.8491052716427535	0.7944542963082379	0.8252458487828471	0.8141221989359987	0.8020312751894245	0.8645816540383685	0.8059003707883282	0.9110108012252136	1.0
