,ENSRNOT00000055210,ENSMUST00000180136,MGP_SPRETEiJ_T0084607,MGP_PahariEiJ_T0018070,MGP_SPRETEiJ_T0084605,MGP_SPRETEiJ_T0084604,MGP_SPRETEiJ_T0084603,ENSMUGT00000027803,MGP_SPRETEiJ_T0084609,MGP_SPRETEiJ_T0084608,ENSMSIT00000045282,MGP_PahariEiJ_T0018066,MGP_PahariEiJ_T0018067,MGP_PahariEiJ_T0018064,MGP_PahariEiJ_T0018065,MGP_PahariEiJ_T0018068,MGP_PahariEiJ_T0018069,ENSMUGT00000027815,ENSMSIT00000045276,MGP_SPRETEiJ_T0084606,ENSMUST00000060315,ENSMUST00000106848,ENSMUST00000106849,ENSMSIT00000045268,ENSMUST00000106847
MGP_PahariEiJ_T0018065,0.9251336898395722,0.9245395127748068,0.5650623885918004,1.0,0.9548425430778372,0.9548425430778372,0.9548425430778372,0.8853238265002971,0.928698752228164,0.9548425430778372,0.952465834818776,1.0,0.6215092097445039,1.0,1.0,0.5983363042186571,0.9726678550207962,0.8318478906714201,0.952465834818776,0.5882352941176471,0.9506833036244801,0.9506833036244801,0.9506833036244801,0.952465834818776,0.9506833036244801
MGP_PahariEiJ_T0018068,0.5460487225193108,0.5347593582887701,0.9590017825311943,0.5983363042186571,0.5650623885918004,0.5650623885918004,0.5650623885918004,0.5187165775401069,0.5389185977421271,0.5650623885918004,0.5614973262032086,0.5983363042186571,0.8817587641117053,0.5983363042186571,0.5983363042186571,1.0,0.5710041592394534,0.46524064171123003,0.5614973262032086,0.8484848484848485,0.5609031491384433,0.5609031491384433,0.5609031491384433,0.5614973262032086,0.5609031491384433
MGP_PahariEiJ_T0018069,0.8995840760546643,0.9518716577540107,0.5389185977421271,0.9726678550207962,0.928698752228164,0.928698752228164,0.928698752228164,0.8585858585858586,0.9554367201426025,0.928698752228164,0.9263220439691028,0.9726678550207962,0.5941770647653001,0.9726678550207962,0.9726678550207962,0.5710041592394534,1.0,0.8051099227569816,0.9263220439691028,0.5620915032679739,0.9245395127748068,0.9245395127748068,0.9245395127748068,0.9263220439691028,0.9245395127748068
ENSMUGT00000027815,0.8306595365418895,0.8045157456922163,0.46524064171123003,0.8318478906714201,0.8294711824123588,0.8294711824123588,0.8294711824123588,0.9429590017825312,0.8027332144979203,0.8294711824123588,0.8312537136066548,0.8318478906714201,0.48841354723707664,0.8318478906714201,0.8318478906714201,0.46524064171123003,0.8051099227569816,1.0,0.8312537136066548,0.48841354723707664,0.8324420677361853,0.8324420677361853,0.8324420677361853,0.8312537136066548,0.8312537136066548
ENSMSIT00000045276,0.9275103980986333,0.9619726678550208,0.5900178253119429,0.952465834818776,0.988116458704694,0.988116458704694,0.988116458704694,0.8841354723707665,0.9607843137254902,0.988116458704694,1.0,0.952465834818776,0.5846702317290553,0.952465834818776,0.952465834818776,0.5614973262032086,0.9263220439691028,0.8312537136066548,1.0,0.6131907308377896,0.98989898989899,0.98989898989899,0.98989898989899,1.0,0.9893048128342246
MGP_SPRETEiJ_T0084606,0.5715983363042186,0.5846702317290553,0.8817587641117053,0.5882352941176471,0.6215092097445039,0.6215092097445039,0.6215092097445039,0.5412953060011884,0.5941770647653001,0.6215092097445039,0.6131907308377896,0.5882352941176471,0.960190136660725,0.5882352941176471,0.5882352941176471,0.8484848484848485,0.5620915032679739,0.48841354723707664,0.6131907308377896,1.0,0.6125965537730244,0.6125965537730244,0.6125965537730244,0.6131907308377896,0.6120023767082591
ENSMUST00000060315,0.9263220439691028,0.9625668449197861,0.5894236482471776,0.9506833036244801,0.9863339275103981,0.9863339275103981,0.9863339275103981,0.8853238265002971,0.9590017825311943,0.9863339275103981,0.98989898989899,0.9506833036244801,0.5840760546642899,0.9506833036244801,0.9506833036244801,0.5609031491384433,0.9245395127748068,0.8324420677361853,0.98989898989899,0.6125965537730244,1.0,1.0,1.0,0.98989898989899,0.98989898989899
ENSMUST00000106848,0.9263220439691028,0.9625668449197861,0.5894236482471776,0.9506833036244801,0.9863339275103981,0.9863339275103981,0.9863339275103981,0.8853238265002971,0.9590017825311943,0.9863339275103981,0.98989898989899,0.9506833036244801,0.5840760546642899,0.9506833036244801,0.9506833036244801,0.5609031491384433,0.9245395127748068,0.8324420677361853,0.98989898989899,0.6125965537730244,1.0,1.0,1.0,0.98989898989899,0.98989898989899
ENSMUST00000106849,0.9263220439691028,0.9625668449197861,0.5894236482471776,0.9506833036244801,0.9863339275103981,0.9863339275103981,0.9863339275103981,0.8853238265002971,0.9590017825311943,0.9863339275103981,0.98989898989899,0.9506833036244801,0.5840760546642899,0.9506833036244801,0.9506833036244801,0.5609031491384433,0.9245395127748068,0.8324420677361853,0.98989898989899,0.6125965537730244,1.0,1.0,1.0,0.98989898989899,0.98989898989899
ENSMSIT00000045268,0.9275103980986333,0.9619726678550208,0.5900178253119429,0.952465834818776,0.988116458704694,0.988116458704694,0.988116458704694,0.8841354723707665,0.9607843137254902,0.988116458704694,1.0,0.952465834818776,0.5846702317290553,0.952465834818776,0.952465834818776,0.5614973262032086,0.9263220439691028,0.8312537136066548,1.0,0.6131907308377896,0.98989898989899,0.98989898989899,0.98989898989899,1.0,0.9893048128342246
ENSMUST00000106847,0.9275103980986333,0.9726678550207962,0.5888294711824124,0.9506833036244801,0.9869281045751634,0.9869281045751634,0.9869281045751634,0.8841354723707665,0.9595959595959596,0.9869281045751634,0.9893048128342246,0.9506833036244801,0.5840760546642899,0.9506833036244801,0.9506833036244801,0.5609031491384433,0.9245395127748068,0.8312537136066548,0.9893048128342246,0.6120023767082591,0.98989898989899,0.98989898989899,0.98989898989899,0.9893048128342246,1.0
