,ENSXETT00000025753,ENSXETT00000037993,ENSXETT00000026420,ENSARWT00000030051,ENSAOWT00000014600,ENSXETT00000025611,ENSAHAT00000022649,ENSXETT00000025591,ENSAHAT00000022726,ENSXETT00000037930,ENSXETT00000025726,ENSAOWT00000014772,ENSXETT00000026425,ENSAOWT00000014776,ENSXETT00000038513,ENSXETT00000025566,ENSAHAT00000022327,ENSAOWT00000014759,ENSXETT00000026428,ENSAHAT00000022775,ENSXETT00000025721,ENSAOWT00000014789,ENSXETT00000025767,ENSXETT00000025707,ENSAHAT00000022678
ENSXETT00000025726,0.8252032520325203,0.713229859571323,0.7195121951219512,0.5539541759053954,0.5546932742054693,0.7010347376201035,0.6844050258684405,0.679970436067997,0.6160384331116039,0.6747967479674797,1.0,0.5968218773096822,0.7261640798226164,0.6138211382113821,0.6382113821138211,0.6692535107169254,0.5546932742054693,0.6844050258684405,0.655210643015521,0.5617147080561715,0.8954175905395417,0.5617147080561715,0.8680709534368071,0.7509238728750924,0.5968218773096822
ENSAOWT00000014772,0.6836659275683666,0.6071692535107169,0.5916481892091648,0.6256467110125646,0.6274944567627494,0.6515151515151515,0.876940133037694,0.6382113821138211,0.8070953436807096,0.6452328159645233,0.5968218773096822,1.0,0.590539541759054,0.8056171470805618,0.6271249076127124,0.6182557280118256,0.6267553584626755,0.8776792313377679,0.5199556541019955,0.7117516629711752,0.656319290465632,0.7124907612712491,0.6810790835181079,0.6807095343680709,0.9992609016999261
ENSXETT00000026425,0.6729490022172949,0.704730229120473,0.9645232815964523,0.5417590539541759,0.541019955654102,0.6951219512195121,0.6755358462675536,0.6740576496674058,0.6060606060606061,0.6685144124168514,0.7261640798226164,0.590539541759054,1.0,0.6031042128603105,0.7520325203252033,0.663710273466371,0.5417590539541759,0.6747967479674797,0.8865484109386549,0.5506282335550629,0.7446415373244641,0.549889135254989,0.7073170731707317,0.7087952697708795,0.5912786400591279
ENSAOWT00000014776,0.7006651884700665,0.6714708056171471,0.6356245380635624,0.606430155210643,0.6082779009608278,0.6633407243163341,0.8939393939393939,0.7036215816703622,0.983739837398374,0.7014042867701404,0.6138211382113821,0.8056171470805618,0.6031042128603105,1.0,0.6821877309682187,0.6363636363636364,0.6075388026607539,0.8946784922394678,0.532520325203252,0.8070953436807096,0.6770140428677014,0.8078344419807835,0.6980783444198079,0.695861049519586,0.8048780487804879
ENSXETT00000038513,0.6810790835181079,0.7036215816703622,0.7365114560236512,0.540650406504065,0.5399113082039911,0.6980783444198079,0.7121212121212122,0.6770140428677014,0.6851441241685144,0.6818181818181818,0.6382113821138211,0.6271249076127124,0.7520325203252033,0.6821877309682187,1.0,0.6666666666666666,0.540650406504065,0.7113821138211383,0.6585365853658537,0.6592756836659276,0.6744271988174427,0.6585365853658537,0.7154471544715447,0.7198817442719881,0.6278640059127863
ENSXETT00000025566,0.7069475240206947,0.6674057649667405,0.6592756836659276,0.524759793052476,0.525129342202513,0.9161123429416113,0.7039911308203991,0.8835920177383592,0.6385809312638581,0.8787878787878788,0.6692535107169254,0.6182557280118256,0.663710273466371,0.6363636363636364,0.6666666666666666,1.0,0.525129342202513,0.7039911308203991,0.7095343680709535,0.6906873614190687,0.688470066518847,0.6906873614190687,0.7409460458240946,0.746119733924612,0.6182557280118256
ENSAHAT00000022327,0.5384331116038433,0.7124907612712491,0.5428677014042868,0.9981522542498152,0.9992609016999261,0.516629711751663,0.6042128603104213,0.515890613451589,0.6104951958610495,0.5266075388026608,0.5546932742054693,0.6267553584626755,0.5417590539541759,0.6075388026607539,0.540650406504065,0.525129342202513,1.0,0.6034737620103474,0.5262379896526238,0.5691056910569106,0.6178861788617886,0.5683665927568367,0.5358462675535847,0.5314116777531411,0.6274944567627494
ENSAOWT00000014759,0.745380635624538,0.6829268292682927,0.6759053954175905,0.6023651145602366,0.6042128603104213,0.7309682187730968,0.9992609016999261,0.7250554323725056,0.8961566888396156,0.7054693274205469,0.6844050258684405,0.8776792313377679,0.6747967479674797,0.8946784922394678,0.7113821138211383,0.7039911308203991,0.6034737620103474,1.0,0.6042128603104213,0.8340724316334073,0.7180339985218034,0.8348115299334812,0.7686622320768662,0.7675535846267554,0.876940133037694
ENSXETT00000026428,0.6019955654101996,0.6363636363636364,0.8710273466371027,0.5258684405025869,0.5254988913525499,0.6260162601626016,0.6049519586104952,0.6049519586104952,0.5354767184035477,0.5994087213599408,0.655210643015521,0.5199556541019955,0.8865484109386549,0.532520325203252,0.6585365853658537,0.7095343680709535,0.5262379896526238,0.6042128603104213,1.0,0.5927568366592757,0.6736881005173688,0.5920177383592018,0.6363636363636364,0.6385809312638581,0.5206947524020695
ENSAHAT00000022775,0.622690317812269,0.6345158906134516,0.5646711012564671,0.5676274944567627,0.5683665927568367,0.614929785661493,0.8348115299334812,0.6234294161123429,0.8100517368810052,0.5994087213599408,0.5617147080561715,0.7117516629711752,0.5506282335550629,0.8070953436807096,0.6592756836659276,0.6906873614190687,0.5691056910569106,0.8340724316334073,0.5927568366592757,1.0,0.5990391722099039,0.9988913525498891,0.6459719142645972,0.6467110125646711,0.7124907612712491
ENSXETT00000025721,0.9068736141906873,0.7631189948263118,0.737989652623799,0.6171470805617147,0.6178861788617886,0.7202512934220251,0.7180339985218034,0.6991869918699187,0.6792313377679231,0.721359940872136,0.8954175905395417,0.656319290465632,0.7446415373244641,0.6770140428677014,0.6744271988174427,0.688470066518847,0.6178861788617886,0.7180339985218034,0.6736881005173688,0.5990391722099039,1.0,0.5990391722099039,0.8765705838876571,0.7653362897265337,0.656319290465632
ENSAOWT00000014789,0.622690317812269,0.6352549889135255,0.5639320029563932,0.5676274944567627,0.5691056910569106,0.614929785661493,0.8340724316334073,0.6234294161123429,0.8093126385809313,0.5994087213599408,0.5617147080561715,0.7124907612712491,0.549889135254989,0.8078344419807835,0.6585365853658537,0.6906873614190687,0.5683665927568367,0.8348115299334812,0.5920177383592018,0.9988913525498891,0.5990391722099039,1.0,0.6459719142645972,0.647450110864745,0.7117516629711752
ENSXETT00000025767,0.9571322985957132,0.6943828529194382,0.7006651884700665,0.5351071692535108,0.5358462675535847,0.7727272727272727,0.7686622320768662,0.7516629711751663,0.7002956393200296,0.7464892830746489,0.8680709534368071,0.6810790835181079,0.7073170731707317,0.6980783444198079,0.7154471544715447,0.7409460458240946,0.5358462675535847,0.7686622320768662,0.6363636363636364,0.6459719142645972,0.8765705838876571,0.6459719142645972,1.0,0.8592017738359202,0.6810790835181079
ENSXETT00000025707,0.8229859571322986,0.6991869918699187,0.7039911308203991,0.5310421286031042,0.532150776053215,0.778640059127864,0.7668144863266815,0.7575757575757576,0.697339246119734,0.7524020694752402,0.7509238728750924,0.6807095343680709,0.7087952697708795,0.695861049519586,0.7198817442719881,0.746119733924612,0.5314116777531411,0.7675535846267554,0.6385809312638581,0.6467110125646711,0.7653362897265337,0.647450110864745,0.8592017738359202,1.0,0.679970436067997
ENSAHAT00000022678,0.6836659275683666,0.606430155210643,0.5923872875092387,0.6256467110125646,0.6267553584626755,0.6515151515151515,0.8776792313377679,0.6382113821138211,0.8078344419807835,0.6452328159645233,0.5968218773096822,0.9992609016999261,0.5912786400591279,0.8048780487804879,0.6278640059127863,0.6182557280118256,0.6274944567627494,0.876940133037694,0.5206947524020695,0.7124907612712491,0.656319290465632,0.7117516629711752,0.6810790835181079,0.679970436067997,1.0
