	ENSVURT00010030319	ENSSHAT00000010059	ENSMODT00000058369	ENSPCIT00000009981	ENSVURT00010030353	ENSPCIT00000009989	ENSMODT00000070595	ENSPCIT00000009959	ENSPCIT00000009972	ENSMODT00000085693	ENSCCNT00000017610	ENSMODT00000067020	ENSVVUT00000036485	ENSMOCT00000026591	ENSDNOT00000031381	ENSMODT00000079641	ENSVURT00010030387	ENSTSYT00000031624	ENSMOCT00000026593	ENSMODT00000016285	ENSDORT00000001819
ENSCCNT00000017610	0.6461651555991179	0.7974761087968635	0.6652781181083068	0.6645430041656457	0.6330556236216613	0.6453075226660132	0.35187454055378586	0.8201421220289145	0.7613330066160254	0.6845135996079392	1.0	0.816711590296496	0.3588581230090664	0.8640039206076942	0.7793432982112227	0.6480029404557707	0.6654006370987503	0.37858368047047297	0.816711590296496	0.8295760842930654	0.8637588826268071
ENSMODT00000067020	0.7300906640529282	0.8562852242097525	0.7922077922077922	0.7461406518010292	0.7455280568488115	0.7269051703013967	0.3326390590541535	0.882871845135996	0.8221024258760108	0.8114432737074246	0.816711590296496	1.0	0.32933104631217835	0.8251654006370988	0.6668708649840726	0.7749326145552561	0.7493261455525606	0.3463611859838275	0.8216123499142367	0.9845626072041166	0.8200196030384709
ENSVVUT00000036485	0.13562852242097526	0.3157314383729478	0.12349914236706695	0.15192354814996326	0.15106591521685864	0.13464837049742706	0.9773339867679491	0.2960058809115413	0.2799558931634403	0.140774320019603	0.3588581230090664	0.32933104631217835	1.0	0.3213673119333497	0.1912521440823327	0.140774320019603	0.1529037000735114	0.9723107081597648	0.3050722862043617	0.31389365351629506	0.3391325655476599
ENSMOCT00000026591	0.7011761823082577	0.8510169076206812	0.6726292575349179	0.7183288409703504	0.6880666503308013	0.6990933594707179	0.31352609654496444	0.8398676794903209	0.8153638814016172	0.6918647390345504	0.8640039206076942	0.8251654006370988	0.3213673119333497	1.0	0.6874540553785837	0.6899044351874539	0.7204116638078902	0.33864248958588583	0.9505023278608185	0.8380298946336682	0.8670668953687821
ENSDNOT00000031381	0.7788532222494486	0.6298701298701299	0.7957608429306543	0.7964959568733153	0.7656211712815486	0.7772604753736829	0.18390100465572168	0.653761333006616	0.5951972555746141	0.8149963244302867	0.7793432982112227	0.6668708649840726	0.1912521440823327	0.6874540553785837	1.0	0.7784856652781181	0.7980887037490811	0.20999754962019115	0.6552315608919382	0.6801029159519726	0.699583435432492
ENSMODT00000079641	0.9383729478069099	0.7594952217593727	0.9827248223474638	0.9177897574123988	0.9240382259250184	0.9354324920362656	0.1440823327615781	0.7541043861798579	0.692967409948542	0.9634893408478314	0.6480029404557707	0.7749326145552561	0.140774320019603	0.6899044351874539	0.7784856652781181	1.0	0.9206076941925998	0.15596667483459936	0.6613575104141142	0.7903700073511394	0.660132320509679
ENSVURT00010030387	0.9807645185003676	0.7642734623866699	0.9033325165400636	0.9813771134525852	0.9653271257044842	0.9621416319529528	0.15216858613085027	0.7715020828228375	0.7439353099730458	0.922567998039696	0.6654006370987503	0.7493261455525606	0.1529037000735114	0.7204116638078902	0.7980887037490811	0.9206076941925998	1.0	0.16956628277382998	0.6901494731683411	0.7636608674344524	0.6858613085028179
ENSTSYT00000031624	0.15045332026464098	0.30262190639549136	0.1386914971820632	0.16907620681205593	0.1658907130605244	0.1499632443028669	0.9645920117618232	0.3113207547169812	0.2661112472433227	0.15780445969125212	0.37858368047047297	0.3463611859838275	0.9723107081597648	0.33864248958588583	0.20999754962019115	0.15596667483459936	0.16956628277382998	1.0	0.32308257779955896	0.3309237931879441	0.35824552805684884
ENSMOCT00000026593	0.6728742955158049	0.8075226660132321	0.644082332761578	0.6879441313403577	0.6597647635383485	0.6706689536878216	0.29723107081597644	0.7968635138446459	0.7723597157559422	0.6613575104141142	0.816711590296496	0.8216123499142367	0.3050722862043617	0.9505023278608185	0.6552315608919382	0.6613575104141142	0.6901494731683411	0.32308257779955896	1.0	0.8344768439108061	0.8780936045086989
ENSMODT00000016285	0.7444253859348199	0.8700073511394266	0.8076451850036755	0.7605978926733644	0.7300906640529282	0.7413624111737319	0.31720166625826995	0.8973290860083313	0.8365596667483459	0.8268806665033079	0.8295760842930654	0.9845626072041166	0.31389365351629506	0.8380298946336682	0.6801029159519726	0.7903700073511394	0.7636608674344524	0.3309237931879441	0.8344768439108061	1.0	0.8332516540063709
ENSDORT00000001819	0.6685861308502818	0.80396961529037	0.6428571428571429	0.6824307767703994	0.6553540798823818	0.6651555991178633	0.3315363881401617	0.7906150453320264	0.7668463611859838	0.660132320509679	0.8637588826268071	0.8200196030384709	0.3391325655476599	0.8670668953687821	0.699583435432492	0.660132320509679	0.6858613085028179	0.35824552805684884	0.8780936045086989	0.8332516540063709	1.0
