,K10D11.2.1,F55G11.6.1,F55G11.4.1,F55G11.5a.1,K10D11.4.1,K10D11.1.1,C32H11.10.1,K08D8.4d.1,C32H11.13.1,K08D8.4b.1,K08D8.4b.2,F17C11.11a.1,ZK896.1.1,K08D8.3.1,K10D11.3c.1,K08D8.5.1,K10D11.5.1,T05E12.6a.1,C32H11.3.1,K08D8.6a.1,T19C9.8.1,C29F3.7b.1,ZK1037.6.1,F55C9.6.1,C32H11.12.1,F17C11.11b.1,C45B11.6.1,ZK896.4.1,K10D11.3a.1,ENSCABT00000029595,K10D11.3b.1,C32H11.1a.1,F55G11.8.1,T05E12.6b.1,F55G11.5b.1,ENSGAGT00000027995,C32H11.1b.1,ZK896.5.2,ZK896.5.1,K08D8.4a.2,F55G11.7.2,K08D8.4a.1,K08D8.6b.1,F55G11.7.1,ENSPNAT00000002131,C32H11.4.1,K10D11.6.1,F55G11.2.1,C49G7.13.1,C29F3.7a.1,K08D8.4c.1,C32H11.9.1
K08D8.4b.2,0.8276801938219261,0.828386836260852,0.8282858873410055,0.828386836260852,0.7620633959216636,0.8270745003028468,0.8422168382798304,0.9569957601453665,0.8299010700585504,1.0,1.0,0.8385826771653543,0.7702402584292348,0.8729053099131839,0.8113264688067837,0.908035534019786,0.7748839087421765,0.7783161720169595,0.8285887341005451,0.7667070462346053,0.8144558853220271,0.7888148596810014,0.779325661215425,0.8585705632949727,0.8436301231576823,0.8500908540278619,0.7458106198263679,0.7690288713910761,0.7726630325055522,0.7695336159903089,0.7756915001009489,0.9102564102564102,0.828386836260852,0.8264688067837674,0.830002018978397,0.7639814253987482,0.9101554613365637,0.7710478497880072,0.7710478497880072,0.9672925499697154,0.8278820916616192,0.9672925499697154,0.7904300423985463,0.8278820916616192,0.8494851605087825,0.8272763981425398,0.7755905511811023,0.8277811427417726,0.8269735513830002,0.7785180698566525,0.92287502523723,0.8398950131233596
F17C11.11a.1,0.8110236220472441,0.8110236220472441,0.8107207752877045,0.8104179285281647,0.8072885120129215,0.8107207752877045,0.8820916616192207,0.8123359580052494,0.8116293155663235,0.8385826771653543,0.8385826771653543,1.0,0.7689279224712295,0.8042600444175247,0.7733696749444781,0.851201292146174,0.8421158893599838,0.8435291742378357,0.8098122350090854,0.7652937613567535,0.8798707853825964,0.854633555420957,0.8460528972339996,0.872198667474258,0.8834039975772259,0.9884918231374924,0.7918433272763982,0.7671108419139915,0.7748839087421765,0.8006258833030486,0.7779123763375732,0.8154653745204926,0.8107207752877045,0.8740157480314961,0.823137492428831,0.7945689481122552,0.8125378558449424,0.7674136886735312,0.7674136886735312,0.8058752271350696,0.8104179285281647,0.8058752271350696,0.822228952150212,0.8104179285281647,0.9096507167373309,0.809206541490006,0.7750858065818695,0.8107207752877045,0.8107207752877045,0.8443367655966081,0.8228346456692913,0.8797698364627499
ZK896.1.1,0.8520088835049465,0.8506965475469412,0.8526145770240259,0.8516050878255602,0.7667070462346053,0.8522107813446396,0.777508580658187,0.7841712093680597,0.8516050878255602,0.7702402584292348,0.7702402584292348,0.7689279224712295,1.0,0.7976983646274984,0.8391883706844336,0.8214213607914396,0.7472239047042196,0.7476277003836059,0.850999394306481,0.9307490409852615,0.7694326670704623,0.7582273369674944,0.7475267514637594,0.8754290329093478,0.7788209166161922,0.7804360993337371,0.7159297395517868,0.9418534221683827,0.8285887341005451,0.7306682818493843,0.8245507773066828,0.7830607712497476,0.8519079345851,0.8310115081768625,0.8485766202301636,0.7246113466585907,0.7997173430244296,0.9392287502523723,0.9392287502523723,0.7738744195437108,0.8513022410660206,0.7738744195437108,0.9033918837068443,0.8513022410660206,0.7961841308298001,0.8500908540278619,0.8290934786997779,0.8525136281041793,0.8499899051080153,0.7479305471431456,0.7939632545931758,0.7750858065818695
K08D8.3.1,0.8174843529174238,0.8188976377952756,0.8180900464365032,0.8172824550777307,0.7368261659600243,0.818594791035736,0.8253583686654553,0.8956188168786594,0.818796688875429,0.8729053099131839,0.8729053099131839,0.8042600444175247,0.7976983646274984,1.0,0.8334342822531798,0.8858267716535433,0.7458106198263679,0.7465172622652938,0.8168786593983445,0.7951746416313346,0.7815465374520493,0.7550979204522512,0.7448011306279023,0.8463557439935393,0.8256612154249949,0.8155663234403392,0.7159297395517868,0.7951746416313346,0.7931556632344033,0.7314758732081567,0.7961841308298001,0.8948112255198869,0.8179890975166566,0.8143549364021805,0.8201090248334343,0.7255198869372098,0.9108621037754896,0.796890773268726,0.796890773268726,0.8853220270543105,0.8179890975166566,0.8853220270543105,0.8180900464365032,0.8179890975166566,0.8386836260852009,0.8157682212800323,0.7979002624671916,0.8183928931960428,0.8181909953563496,0.7448011306279023,0.9007672117908339,0.8228346456692913
K10D11.3c.1,0.8335352311730264,0.8319200484554815,0.8324247930547143,0.833636180092873,0.7270341207349081,0.8329295376539471,0.7884110640016152,0.82404603270745,0.8349485160508783,0.8113264688067837,0.8113264688067837,0.7733696749444781,0.8391883706844336,0.8334342822531798,1.0,0.8504946497072481,0.7218857258227337,0.7262265293761356,0.8307086614173228,0.8384817282455078,0.7615586513224308,0.7332929537653947,0.7235009085402786,0.8380779325661215,0.7879063194023824,0.7848778518069857,0.7074500302846759,0.8389864728447406,0.934484151019584,0.7225923682616596,0.9375126186149808,0.8242479305471432,0.8342418736119523,0.8058752271350696,0.8362608520088836,0.7167373309105592,0.8409045023218251,0.8407026044821321,0.8407026044821321,0.8137492428831011,0.8326266908944074,0.8137492428831011,0.8422168382798304,0.8326266908944074,0.7987078538259641,0.8320209973753281,0.8983444377145164,0.8339390268524127,0.8311124570967091,0.7229961639410458,0.8342418736119523,0.786392085604684
K08D8.5.1,0.8567534827377347,0.85806581869574,0.8568544316575812,0.8570563294972744,0.775893397940642,0.8569553805774278,0.8743185947910357,0.9111649505350293,0.8585705632949727,0.908035534019786,0.908035534019786,0.851201292146174,0.8214213607914396,0.8858267716535433,0.8504946497072481,1.0,0.788915808600848,0.7931556632344033,0.8577629719362003,0.8202099737532809,0.8281849384211589,0.8023420149404401,0.7915404805168584,0.8901675752069453,0.8768423177871997,0.8627094690086816,0.7598425196850394,0.8210175651120533,0.8100141328487785,0.7752877044215627,0.8130426004441752,0.9231778719967696,0.8578639208560468,0.8582677165354331,0.8585705632949727,0.7693317181506157,0.9401372905309913,0.822228952150212,0.822228952150212,0.9008681607106804,0.8572582273369675,0.9008681607106804,0.8428225317989098,0.8572582273369675,0.8818897637795275,0.8570563294972744,0.8116293155663235,0.8576620230163537,0.8563496870583485,0.7920452251160912,0.917625681405209,0.8754290329093478
K10D11.5.1,0.7529779931354734,0.75307894205532,0.7525741974560872,0.7514637593377751,0.8239450837876034,0.7528770442156268,0.8135473450434081,0.7524732485362406,0.7540884312537856,0.7748839087421765,0.7748839087421765,0.8421158893599838,0.7472239047042196,0.7458106198263679,0.7218857258227337,0.788915808600848,1.0,0.893196042802342,0.7514637593377751,0.7449020795477488,0.8790631940238239,0.8940036341611145,0.9006662628709873,0.8252574197456087,0.8134463961235615,0.8536240662224914,0.7336967494447809,0.7466182111851403,0.7437916414294367,0.7279426610135271,0.7264284272158288,0.7507571168988492,0.7524732485362406,0.8616999798102161,0.758328285887341,0.7219866747425803,0.7508580658186957,0.7465172622652938,0.7465172622652938,0.7421764587118918,0.7522713506965475,0.7421764587118918,0.7833636180092873,0.7522713506965475,0.8515041389057137,0.7515647082576217,0.7455077730668281,0.7525741974560872,0.75307894205532,0.8956188168786594,0.7589339794064204,0.8111245709670907
T05E12.6a.1,0.7569150010094892,0.7570159499293357,0.7570159499293357,0.7563093074904098,0.8335352311730264,0.7567131031697961,0.8133454472037149,0.755804562891177,0.7571168988491823,0.7783161720169595,0.7783161720169595,0.8435291742378357,0.7476277003836059,0.7465172622652938,0.7262265293761356,0.7931556632344033,0.893196042802342,1.0,0.7567131031697961,0.7452049263072885,0.883605895416919,0.9078336361800928,0.910761154855643,0.8293963254593176,0.8131435493640218,0.8550373511003432,0.7304663840096911,0.7472239047042196,0.7519685039370079,0.7281445588532203,0.7307692307692307,0.7585301837270341,0.7569150010094892,0.8924894003634161,0.7610539067231981,0.7220876236624268,0.753987482333939,0.7471229557843732,0.7471229557843732,0.7456087219866747,0.7568140520896426,0.7456087219866747,0.782959822329901,0.7568140520896426,0.854633555420957,0.7564102564102564,0.7537855844942459,0.7566121542499495,0.7571168988491823,0.9123763375731879,0.7629719362002827,0.8108217242075509
C32H11.3.1,0.9479103573591763,0.9512416717141127,0.9513426206339592,0.9487179487179487,0.7714516454673935,0.9486169997981022,0.8328285887341006,0.8061780738946094,0.9511407227942661,0.8285887341005451,0.8285887341005451,0.8098122350090854,0.850999394306481,0.8168786593983445,0.8307086614173228,0.8577629719362003,0.7514637593377751,0.7567131031697961,1.0,0.848475671310317,0.7913385826771654,0.7628709872804361,0.75307894205532,0.8940036341611145,0.8328285887341006,0.821320411871593,0.7568140520896426,0.8487785180698566,0.8063799717343024,0.7855844942459116,0.803755299818292,0.8059761760549162,0.952554007672118,0.86422370280638,0.9421562689279225,0.7796285079749646,0.8220270543105189,0.851201292146174,0.851201292146174,0.7958812840702605,0.9517464163133454,0.7958812840702605,0.8517060367454068,0.9517464163133454,0.837068443367656,0.9679991924086412,0.8110236220472441,0.9512416717141127,0.9492226933171815,0.7525741974560872,0.8141530385624873,0.8304058146577832
K08D8.6a.1,0.8488794669897032,0.848475671310317,0.849384211588936,0.8470623864324651,0.7638804764789017,0.8478699777912376,0.773167777104785,0.7808398950131233,0.8491823137492429,0.7667070462346053,0.7667070462346053,0.7652937613567535,0.9307490409852615,0.7951746416313346,0.8384817282455078,0.8202099737532809,0.7449020795477488,0.7452049263072885,0.848475671310317,1.0,0.7682212800323036,0.7554007672117908,0.7450030284675954,0.8720977185544114,0.7739753684635574,0.776801938219261,0.7122955784373107,0.9418534221683827,0.8287906319402383,0.7278417120936806,0.8239450837876034,0.7817484352917424,0.848475671310317,0.8279830405814658,0.8440339188370685,0.7218857258227337,0.7987078538259641,0.9406420351302242,0.9406420351302242,0.7705431051887744,0.8485766202301636,0.7705431051887744,0.9430648092065415,0.8485766202301636,0.7925499697153241,0.8485766202301636,0.8308096103371694,0.8499899051080153,0.8487785180698566,0.7451039773874419,0.7899252977993135,0.7707450030284676
T19C9.8.1,0.7911366848374722,0.7920452251160912,0.7917423783565516,0.7908338380779326,0.8308096103371694,0.7917423783565516,0.845951948314153,0.7918433272763982,0.7924490207954775,0.8144558853220271,0.8144558853220271,0.8798707853825964,0.7694326670704623,0.7815465374520493,0.7615586513224308,0.8281849384211589,0.8790631940238239,0.883605895416919,0.7913385826771654,0.7682212800323036,1.0,0.8912780133252575,0.8821926105390673,0.8538259640621846,0.8460528972339996,0.8913789622451039,0.7682212800323036,0.7703412073490814,0.7681203311124571,0.7662023016353725,0.7661013527155259,0.7903290934786997,0.7915404805168584,0.8553401978598829,0.7967898243488795,0.7600444175247325,0.7897233999596205,0.7702402584292348,0.7702402584292348,0.7817484352917424,0.7914395315970119,0.7817484352917424,0.8171815061578841,0.7914395315970119,0.8878457500504745,0.7915404805168584,0.7693317181506157,0.7918433272763982,0.7919442761962447,0.8809812235009086,0.7984050070664244,0.8435291742378357
C29F3.7b.1,0.7638804764789017,0.7642842721582879,0.7640823743185948,0.7631738340399757,0.8195033313143549,0.7638804764789017,0.8236422370280638,0.7657985059559863,0.7634766807995155,0.7888148596810014,0.7888148596810014,0.854633555420957,0.7582273369674944,0.7550979204522512,0.7332929537653947,0.8023420149404401,0.8940036341611145,0.9078336361800928,0.7628709872804361,0.7554007672117908,0.8912780133252575,1.0,0.9128810821724208,0.8376741368867353,0.8236422370280638,0.8661417322834646,0.7401574803149606,0.7577225923682617,0.7481324449828387,0.7385422975974157,0.7378356551584898,0.7709469008681608,0.7641833232384414,0.8638199071269937,0.7701393095093882,0.7324853624066222,0.7634766807995155,0.7572178477690289,0.7572178477690289,0.7561074096507168,0.7632747829598223,0.7561074096507168,0.7933575610740965,0.7632747829598223,0.866040783363618,0.7625681405208964,0.7480314960629921,0.7640823743185948,0.7633757318796689,0.9897032101756511,0.7722592368261659,0.8212194629517464
ZK1037.6.1,0.7544922269331719,0.7541893801736321,0.753987482333939,0.7525741974560872,0.8267716535433071,0.753987482333939,0.8141530385624873,0.7559055118110236,0.7542903290934787,0.779325661215425,0.779325661215425,0.8460528972339996,0.7475267514637594,0.7448011306279023,0.7235009085402786,0.7915404805168584,0.9006662628709873,0.910761154855643,0.75307894205532,0.7450030284675954,0.8821926105390673,0.9128810821724208,1.0,0.8273773470623864,0.8138501918029477,0.8575610740965072,0.7298606904906118,0.7474258025439128,0.7464163133454472,0.7292549969715324,0.7280436099333737,0.7596406218453463,0.7535836866545528,0.8688673531193216,0.7598425196850394,0.7230971128608924,0.7531798909751666,0.7475267514637594,0.7475267514637594,0.7466182111851403,0.7536846355743994,0.7466182111851403,0.7830607712497476,0.7536846355743994,0.8549364021804967,0.75307894205532,0.7486371895820715,0.753987482333939,0.7542903290934787,0.917625681405209,0.7627700383605895,0.81173026448617
F55C9.6.1,0.8940036341611145,0.8942055320008075,0.8942055320008075,0.8924894003634161,0.8311124570967091,0.8940036341611145,0.866040783363618,0.836159903089037,0.8934988895618817,0.8585705632949727,0.8585705632949727,0.872198667474258,0.8754290329093478,0.8463557439935393,0.8380779325661215,0.8901675752069453,0.8252574197456087,0.8293963254593176,0.8940036341611145,0.8720977185544114,0.8538259640621846,0.8376741368867353,0.8273773470623864,1.0,0.8671512214819301,0.8837068443367656,0.8192004845548153,0.8814859681001413,0.8273773470623864,0.8343428225317989,0.8232384413486775,0.8356551584898042,0.8948112255198869,0.9349888956188169,0.8892590349283263,0.828386836260852,0.8517060367454068,0.8872400565313951,0.8872400565313951,0.8258631132646881,0.8942055320008075,0.8258631132646881,0.8658388855239249,0.8942055320008075,0.8994548758328286,0.8918837068443368,0.8289925297799313,0.8940036341611145,0.8940036341611145,0.8273773470623864,0.8609933373712901,0.8636180092873006
C32H11.12.1,0.8348475671310317,0.8350494649707249,0.8342418736119523,0.8346456692913385,0.7844740561275995,0.8340399757722592,0.9602261255804563,0.8212194629517464,0.8328285887341006,0.8436301231576823,0.8436301231576823,0.8834039975772259,0.7788209166161922,0.8256612154249949,0.7879063194023824,0.8768423177871997,0.8134463961235615,0.8131435493640218,0.8328285887341006,0.7739753684635574,0.8460528972339996,0.8236422370280638,0.8138501918029477,0.8671512214819301,1.0,0.8852210781344639,0.7516656571774682,0.7772057338986473,0.7510599636583889,0.7519685039370079,0.7540884312537856,0.8214213607914396,0.8346456692913385,0.8500908540278619,0.8362608520088836,0.7459115687462144,0.8374722390470422,0.7774076317383404,0.7774076317383404,0.8109226731273975,0.8343428225317989,0.8109226731273975,0.8130426004441752,0.8343428225317989,0.899152029073289,0.8326266908944074,0.7506561679790026,0.8342418736119523,0.8337371290127196,0.8133454472037149,0.8460528972339996,0.9578033515041389
F17C11.11b.1,0.8225317989097517,0.8225317989097517,0.822228952150212,0.8219261053906723,0.8183928931960428,0.822228952150212,0.8847163335352312,0.8238441348677569,0.823137492428831,0.8500908540278619,0.8500908540278619,0.9884918231374924,0.7804360993337371,0.8155663234403392,0.7848778518069857,0.8627094690086816,0.8536240662224914,0.8550373511003432,0.821320411871593,0.776801938219261,0.8913789622451039,0.8661417322834646,0.8575610740965072,0.8837068443367656,0.8852210781344639,1.0,0.8033515041389057,0.7786190187764991,0.786392085604684,0.8088027458106198,0.7894205532000808,0.8269735513830002,0.822228952150212,0.8855239248940037,0.8346456692913385,0.8028467595396729,0.82404603270745,0.7789218655360388,0.7789218655360388,0.8173834039975773,0.8219261053906723,0.8173834039975773,0.8337371290127196,0.8219261053906723,0.9211588935998385,0.8207147183525136,0.7865939834443771,0.822228952150212,0.822228952150212,0.8558449424591157,0.8343428225317989,0.8823945083787603
C45B11.6.1,0.7580254391278013,0.7580254391278013,0.7577225923682617,0.7574197456087219,0.735513830002019,0.7577225923682617,0.7516656571774682,0.723399959620432,0.7586311326468806,0.7458106198263679,0.7458106198263679,0.7918433272763982,0.7159297395517868,0.7159297395517868,0.7074500302846759,0.7598425196850394,0.7336967494447809,0.7304663840096911,0.7568140520896426,0.7122955784373107,0.7682212800323036,0.7401574803149606,0.7298606904906118,0.8192004845548153,0.7516656571774682,0.8033515041389057,1.0,0.7141126589945488,0.7089642640823743,0.8206137694326671,0.711992731677771,0.7173430244296386,0.7577225923682617,0.8210175651120533,0.7701393095093882,0.8145568342418736,0.7210781344639612,0.7144155057540884,0.7144155057540884,0.7131031697960832,0.7574197456087219,0.7131031697960832,0.7692307692307693,0.7574197456087219,0.8028467595396729,0.7562083585705633,0.709267110841914,0.7577225923682617,0.7577225923682617,0.7298606904906118,0.7304663840096911,0.7492428831011508
