	ENSCHAT00000017460	ENSIPUT00000034587	ENSCHAT00000016972	ENSEEET00000036343	ENSEEET00000036341	ENSEEET00000036340	ENSEEET00000036344	ENSCHAT00000017556	ENSAMXT00000057678	ENSDCDT00000052790	ENSCHAT00000017315	ENSCHAT00000017477	ENSPNAT00000012235	ENSEEET00000036339	ENSPNAT00000036343	ENSEEET00000036337	ENSCHAT00000017165	ENSPNAT00000019172	ENSCHAT00000017303	ENSDCDT00000052783	ENSDCDT00000052786	ENSDCDT00000052785	ENSPNAT00000012253	ENSDCDT00000052788
ENSCHAT00000017315	0.7113486842105263	0.900904605263158	0.7590460526315791	0.8466282894736842	0.8400493421052632	0.8922697368421053	0.8881578947368421	0.8478618421052632	0.8828125	0.5629111842105263	1.0	0.5666118421052632	0.7939967105263158	0.8930921052631579	0.7397203947368421	0.8667763157894737	0.7569901315789473	0.8277138157894737	0.7541118421052632	0.8560855263157895	0.7841282894736842	0.9004934210526315	0.7919407894736842	0.7824835526315791
ENSCHAT00000017477	0.8223684210526315	0.5604440789473685	0.4720394736842105	0.5818256578947368	0.5707236842105263	0.5608552631578947	0.5485197368421053	0.6595394736842105	0.5736019736842105	0.9095394736842104	0.5666118421052632	1.0	0.5789473684210527	0.5522203947368421	0.4839638157894737	0.5509868421052632	0.501233552631579	0.4827302631578947	0.486842105263158	0.609375	0.6813322368421053	0.563733552631579	0.5826480263157895	0.4461348684210527
ENSPNAT00000012235	0.6685855263157895	0.8149671052631579	0.6648848684210527	0.7516447368421053	0.8305921052631579	0.8026315789473685	0.8050986842105263	0.7923519736842105	0.8071546052631579	0.5892269736842105	0.7939967105263158	0.5789473684210527	1.0	0.8087993421052632	0.6702302631578947	0.8277138157894737	0.6677631578947368	0.7767269736842105	0.626233552631579	0.7541118421052632	0.7541118421052632	0.7997532894736842	0.8992598684210527	0.6751644736842105
ENSEEET00000036339	0.6965460526315791	0.9144736842105264	0.7018914473684209	0.9136513157894736	0.9124177631578948	0.974095394736842	0.9708059210526316	0.8186677631578947	0.8930921052631579	0.5567434210526315	0.8930921052631579	0.5522203947368421	0.8087993421052632	1.0	0.7401315789473685	0.9444901315789472	0.6961348684210527	0.8363486842105263	0.6990131578947368	0.8388157894736842	0.7746710526315791	0.8840460526315791	0.8050986842105263	0.7648026315789473
ENSPNAT00000036343	0.5394736842105263	0.7615131578947368	0.5662006578947368	0.6854440789473685	0.6883223684210527	0.7388980263157895	0.7356085526315791	0.7586348684210527	0.7516447368421053	0.4942434210526317	0.7397203947368421	0.4839638157894737	0.6702302631578947	0.7401315789473685	1.0	0.7208059210526315	0.5452302631578947	0.8918585526315791	0.5608552631578947	0.6990131578947368	0.6258223684210527	0.7446546052631579	0.6739309210526315	0.6212993421052632
ENSEEET00000036337	0.6681743421052632	0.8856907894736842	0.7047697368421053	0.8819901315789473	0.875	0.9424342105263158	0.9391447368421052	0.8219572368421053	0.8651315789473685	0.5555098684210527	0.8667763157894737	0.5509868421052632	0.8277138157894737	0.9444901315789472	0.7208059210526315	1.0	0.6932565789473685	0.8104440789473685	0.6800986842105263	0.8137335526315791	0.7454769736842105	0.8589638157894737	0.8038651315789473	0.7397203947368421
ENSCHAT00000017165	0.5929276315789473	0.7064144736842105	0.8671875	0.6768092105263158	0.6488486842105263	0.7088815789473685	0.7039473684210527	0.7035361842105263	0.6899671052631579	0.501233552631579	0.7569901315789473	0.501233552631579	0.6677631578947368	0.6961348684210527	0.5452302631578947	0.6932565789473685	1.0	0.6332236842105263	0.7833059210526315	0.6644736842105263	0.6422697368421053	0.7080592105263158	0.6566611842105263	0.7882401315789473
ENSPNAT00000019172	0.6270559210526315	0.8560855263157895	0.6398026315789473	0.7816611842105263	0.7845394736842105	0.8351151315789473	0.8318256578947368	0.7574013157894737	0.8474506578947368	0.4930098684210527	0.8277138157894737	0.4827302631578947	0.7767269736842105	0.8363486842105263	0.8918585526315791	0.8104440789473685	0.6332236842105263	1.0	0.6344572368421053	0.7857730263157895	0.7125822368421053	0.8314144736842105	0.7713815789473685	0.7080592105263158
ENSCHAT00000017303	0.5990953947368421	0.7088815789473685	0.8273026315789473	0.7327302631578947	0.6546052631578947	0.7117598684210527	0.7068256578947368	0.6817434210526315	0.7162828947368421	0.4880756578947368	0.7541118421052632	0.486842105263158	0.626233552631579	0.6990131578947368	0.5608552631578947	0.6800986842105263	0.7833059210526315	0.6344572368421053	1.0	0.6657072368421053	0.5990953947368421	0.7092927631578947	0.6299342105263158	0.7631578947368421
ENSDCDT00000052783	0.7553453947368421	0.8536184210526315	0.6694078947368421	0.7976973684210527	0.7923519736842105	0.8384046052631579	0.8388157894736842	0.7960526315789473	0.8429276315789473	0.6398026315789473	0.8560855263157895	0.609375	0.7541118421052632	0.8388157894736842	0.6990131578947368	0.8137335526315791	0.6644736842105263	0.7857730263157895	0.6657072368421053	1.0	0.9128289473684209	0.9457236842105264	0.7508223684210527	0.8075657894736842
ENSDCDT00000052786	0.8273026315789473	0.7804276315789473	0.5982730263157895	0.7294407894736842	0.7923519736842105	0.7701480263157895	0.7705592105263158	0.7245065789473685	0.7726151315789473	0.7269736842105263	0.7841282894736842	0.6813322368421053	0.7541118421052632	0.7746710526315791	0.6258223684210527	0.7454769736842105	0.6422697368421053	0.7125822368421053	0.5990953947368421	0.9128289473684209	1.0	0.8585526315789473	0.7508223684210527	0.7203947368421053
ENSDCDT00000052785	0.7097039473684209	0.8996710526315791	0.7129934210526315	0.8429276315789473	0.8375822368421053	0.8836348684210527	0.8840460526315791	0.8416940789473685	0.8877467105263158	0.5855263157894737	0.9004934210526315	0.563733552631579	0.7997532894736842	0.8840460526315791	0.7446546052631579	0.8589638157894737	0.7080592105263158	0.8314144736842105	0.7092927631578947	0.9457236842105264	0.8585526315789473	1.0	0.7964638157894737	0.8618421052631579
ENSPNAT00000012253	0.6657072368421053	0.8112664473684209	0.6685855263157895	0.7479440789473685	0.8569078947368421	0.7989309210526315	0.8013980263157895	0.8013980263157895	0.8038651315789473	0.5929276315789473	0.7919407894736842	0.5826480263157895	0.8992598684210527	0.8050986842105263	0.6739309210526315	0.8038651315789473	0.6566611842105263	0.7713815789473685	0.6299342105263158	0.7508223684210527	0.7508223684210527	0.7964638157894737	1.0	0.671875
ENSDCDT00000052788	0.5921052631578947	0.7804276315789473	0.8009868421052632	0.7236842105263158	0.7183388157894737	0.7643914473684209	0.7717927631578947	0.7240953947368421	0.7648026315789473	0.4473684210526317	0.7824835526315791	0.4461348684210527	0.6751644736842105	0.7648026315789473	0.6212993421052632	0.7397203947368421	0.7882401315789473	0.7080592105263158	0.7631578947368421	0.8075657894736842	0.7203947368421053	0.8618421052631579	0.671875	1.0
