	ENSMUST00000186263	ENSMUST00000115857	ENSMUST00000235000	MGP_PahariEiJ_T0038692	ENSMUGT00000010531	MGP_PahariEiJ_T0038688	MGP_CAROLIEiJ_T0046074	MGP_CAROLIEiJ_T0046077	MGP_CAROLIEiJ_T0046076	ENSMUGT00000010506	ENSMSIT00000010321	MGP_CAROLIEiJ_T0046079	MGP_CAROLIEiJ_T0046078	ENSMUST00000234735	ENSMUST00000121018	MGP_PahariEiJ_T0038693	ENSMUGT00000010814	MGP_PahariEiJ_T0038691	MGP_PahariEiJ_T0038690	ENSMSIT00000010283	ENSMUST00000119108	ENSRNOT00000071392	MGP_SPRETEiJ_T0048001	MGP_SPRETEiJ_T0048003	ENSMUST00000191078	MGP_SPRETEiJ_T0048005	MGP_SPRETEiJ_T0048004	MGP_SPRETEiJ_T0048006
ENSMUST00000121018	0.29511465603190423	0.29511465603190423	0.6929212362911267	0.28963110667996017	0.2681954137587239	0.28963110667996017	0.28713858424725824	0.7482552342971087	0.9880358923230308	0.9621136590229312	0.2058823529411764	0.28713858424725824	0.28713858424725824	1.0	1.0	0.28963110667996017	0.2706879361914257	0.7492522432701895	0.9870388833499502	0.9905284147557328	0.7592223330009971	0.3504486540378864	0.2916251246261217	0.9915254237288136	0.29511465603190423	0.2916251246261217	0.7522432701894317	0.2916251246261217
MGP_PahariEiJ_T0038693	0.97357926221336	0.97357926221336	0.5797607178464607	1.0	0.9172482552342972	1.0	0.9785643070787636	0.5353938185443669	0.2946161515453639	0.2691924227318045	0.8968095712861416	0.9785643070787636	0.9785643070787636	0.28963110667996017	0.28963110667996017	1.0	0.9207377866400798	0.5403788634097707	0.2996011964107677	0.29112662013958124	0.5304087736789631	0.8803589232303091	0.979062811565304	0.2941176470588236	0.97357926221336	0.979062811565304	0.5348953140578265	0.979062811565304
ENSMUGT00000010814	0.9202392821535392	0.9202392821535392	0.5608175473579262	0.9207377866400798	0.996011964107677	0.9207377866400798	0.9197407776669989	0.5134596211365903	0.2726819541375872	0.2926221335992024	0.8464606181455633	0.9197407776669989	0.9197407776669989	0.2706879361914257	0.2706879361914257	0.9207377866400798	1.0	0.5134596211365903	0.2726819541375872	0.2721834496510469	0.5114656031904287	0.8584247258225324	0.923728813559322	0.27467597208374883	0.9202392821535392	0.923728813559322	0.5154536390827518	0.923728813559322
MGP_PahariEiJ_T0038691	0.5289132602193419	0.5289132602193419	0.9267198404785644	0.5403788634097707	0.5099700897308076	0.5403788634097707	0.5338983050847458	0.9950149551345964	0.7542372881355932	0.7288135593220338	0.4491525423728814	0.5338983050847458	0.5338983050847458	0.7492522432701895	0.7492522432701895	0.5403788634097707	0.5134596211365903	1.0	0.7592223330009971	0.7507477567298105	0.9900299102691924	0.5952143569292123	0.5333998005982054	0.7532402791625125	0.5289132602193419	0.5333998005982054	0.9940179461615156	0.5333998005982054
MGP_PahariEiJ_T0038690	0.288135593220339	0.288135593220339	0.6859421734795613	0.2996011964107677	0.2691924227318045	0.2996011964107677	0.29312063808574274	0.7542372881355932	0.9930209371884346	0.9596211365902292	0.20837487537387836	0.29312063808574274	0.29312063808574274	0.9870388833499502	0.9870388833499502	0.2996011964107677	0.2726819541375872	0.7592223330009971	1.0	0.9900299102691924	0.7492522432701895	0.3544366899302094	0.2926221335992024	0.9925224327018944	0.288135593220339	0.2926221335992024	0.7532402791625125	0.2926221335992024
ENSMSIT00000010283	0.28713858424725824	0.28713858424725824	0.6849451645064806	0.29112662013958124	0.26869391824526423	0.29112662013958124	0.2891326021934197	0.7502492522432702	0.9905284147557328	0.9626121635094717	0.21335992023928216	0.2891326021934197	0.2891326021934197	0.9905284147557328	0.9905284147557328	0.29112662013958124	0.2721834496510469	0.7507477567298105	0.9900299102691924	1.0	0.751246261216351	0.3509471585244267	0.2926221335992024	0.9940179461615156	0.28713858424725824	0.2926221335992024	0.7532402791625125	0.2926221335992024
ENSMUST00000119108	0.5358923230309073	0.5358923230309073	0.9336989032901296	0.5304087736789631	0.5089730807577268	0.5304087736789631	0.5279162512462612	0.9890329012961117	0.7482552342971087	0.7308075772681955	0.44666001994017945	0.5279162512462612	0.5279162512462612	0.7592223330009971	0.7592223330009971	0.5304087736789631	0.5114656031904287	0.9900299102691924	0.7492522432701895	0.751246261216351	1.0	0.5912263210368893	0.5324027916251246	0.7522432701894317	0.5358923230309073	0.5324027916251246	0.9930209371884346	0.5324027916251246
ENSRNOT00000071392	0.8763708873379861	0.8763708873379861	0.6405782652043869	0.8803589232303091	0.8554336989032901	0.8803589232303091	0.8783649052841476	0.5942173479561316	0.35343968095712863	0.34147557328015954	0.7986041874376869	0.8783649052841476	0.8783649052841476	0.3504486540378864	0.3504486540378864	0.8803589232303091	0.8584247258225324	0.5952143569292123	0.3544366899302094	0.3509471585244267	0.5912263210368893	1.0	0.8793619142572283	0.3544366899302094	0.8763708873379861	0.8793619142572283	0.5952143569292123	0.8793619142572283
MGP_SPRETEiJ_T0048001	0.9885343968095712	0.9885343968095712	0.5817547357926222	0.979062811565304	0.9202392821535392	0.979062811565304	0.9875373878364904	0.5333998005982054	0.2926221335992024	0.269690927218345	0.910269192422732	0.9875373878364904	0.9875373878364904	0.2916251246261217	0.2916251246261217	0.979062811565304	0.923728813559322	0.5333998005982054	0.2926221335992024	0.2926221335992024	0.5324027916251246	0.8793619142572283	1.0	0.2981056829511466	0.9885343968095712	1.0	0.5388833499501495	1.0
MGP_SPRETEiJ_T0048003	0.2916251246261217	0.2916251246261217	0.6894317048853441	0.2941176470588236	0.27118644067796605	0.2941176470588236	0.2926221335992024	0.7532402791625125	0.9935194416749752	0.9616151545363908	0.2113659022931207	0.2926221335992024	0.2926221335992024	0.9915254237288136	0.9915254237288136	0.2941176470588236	0.27467597208374883	0.7532402791625125	0.9925224327018944	0.9940179461615156	0.7522432701894317	0.3544366899302094	0.2981056829511466	1.0	0.2916251246261217	0.2981056829511466	0.7592223330009971	0.2981056829511466
ENSMUST00000191078	1.0	1.0	0.5852442671984048	0.97357926221336	0.9177467597208376	0.97357926221336	0.9800598205383848	0.5279162512462612	0.28713858424725824	0.2666999002991026	0.9037886340977068	0.9800598205383848	0.9800598205383848	0.29511465603190423	0.29511465603190423	0.97357926221336	0.9202392821535392	0.5289132602193419	0.288135593220339	0.28713858424725824	0.5358923230309073	0.8763708873379861	0.9885343968095712	0.2916251246261217	1.0	0.9885343968095712	0.5324027916251246	0.9885343968095712
MGP_SPRETEiJ_T0048005	0.9885343968095712	0.9885343968095712	0.5817547357926222	0.979062811565304	0.9202392821535392	0.979062811565304	0.9875373878364904	0.5333998005982054	0.2926221335992024	0.269690927218345	0.910269192422732	0.9875373878364904	0.9875373878364904	0.2916251246261217	0.2916251246261217	0.979062811565304	0.923728813559322	0.5333998005982054	0.2926221335992024	0.2926221335992024	0.5324027916251246	0.8793619142572283	1.0	0.2981056829511466	0.9885343968095712	1.0	0.5388833499501495	1.0
MGP_SPRETEiJ_T0048004	0.5324027916251246	0.5324027916251246	0.9302093718843468	0.5348953140578265	0.5119641076769691	0.5348953140578265	0.5333998005982054	0.9940179461615156	0.7532402791625125	0.730309072781655	0.4521435692921236	0.5333998005982054	0.5333998005982054	0.7522432701894317	0.7522432701894317	0.5348953140578265	0.5154536390827518	0.9940179461615156	0.7532402791625125	0.7532402791625125	0.9930209371884346	0.5952143569292123	0.5388833499501495	0.7592223330009971	0.5324027916251246	0.5388833499501495	1.0	0.5388833499501495
MGP_SPRETEiJ_T0048006	0.9885343968095712	0.9885343968095712	0.5817547357926222	0.979062811565304	0.9202392821535392	0.979062811565304	0.9875373878364904	0.5333998005982054	0.2926221335992024	0.269690927218345	0.910269192422732	0.9875373878364904	0.9875373878364904	0.2916251246261217	0.2916251246261217	0.979062811565304	0.923728813559322	0.5333998005982054	0.2926221335992024	0.2926221335992024	0.5324027916251246	0.8793619142572283	1.0	0.2981056829511466	0.9885343968095712	1.0	0.5388833499501495	1.0
