,ENSCVAT00000017490,ENSPLAT00000001485,ENSGAFT00000015890,ENSXETT00000024911,ENSKMAT00000016811,ENSXETT00000024884,ENSPMET00000005155,ENSKMAT00000016838,ENSLACT00000020407,ENSPLAT00000018673,ENSCVAT00000017537,ENSXETT00000024924,ENSXETT00000024864,ENSCMIT00000009040,ENSXETT00000024838,ENSORLT00000018900,ENSFHET00000030066,ENSXMAT00000011345,ENSPRET00000021870,ENSECRT00000029236,ENSFHET00000030040,ENSPMET00000015104
ENSCVAT00000017537,0.8521492678318375,0.8205007085498347,0.8932451582427964,0.5923476617855455,0.8431743032593293,0.634860651865848,0.8186112423240435,0.7992442135096836,0.644307982994804,0.8205007085498347,1.0,0.6282475200755786,0.682569674067076,0.6920170051960322,0.670760510155881,0.8493150684931506,0.6310817194142655,0.8993859234766178,0.8970240906943788,0.7161076995748701,0.6759565422768068,0.891828058573453
ENSXETT00000024924,0.6650921114785073,0.6986301369863014,0.6258856872933396,0.9475673122342938,0.6188001889466226,0.8625413320736892,0.6981577704298536,0.5838450637694851,0.6561171469059991,0.6986301369863014,0.6282475200755786,1.0,0.9163911195087387,0.7189418989135569,0.911195087387813,0.6329711856400567,0.5238545111006141,0.6291922531884743,0.6258856872933396,0.6589513462446859,0.5710911667453944,0.627302786962683
ENSXETT00000024864,0.7345299952763344,0.7524799244213509,0.6792631081719415,0.8639584317430326,0.6726499763816722,0.9319792158715163,0.7520075578649031,0.6376948512045347,0.7085498346717053,0.7524799244213509,0.682569674067076,0.9163911195087387,1.0,0.7846008502598016,0.958904109589041,0.687293339631554,0.5880963627775153,0.682569674067076,0.6797354747283892,0.7137458667926311,0.6405290505432215,0.6811525743977327
ENSCMIT00000009040,0.7463391591875296,0.7784600850259802,0.6995748700991969,0.6835144071799717,0.6924893717524799,0.7373641946150212,0.7760982522437412,0.6565895134624469,0.7425602267359471,0.7784600850259802,0.6920170051960322,0.7189418989135569,0.7846008502598016,1.0,0.7614548889938593,0.7005196032120926,0.5947094945677845,0.7009919697685404,0.7052432687765706,0.7227208313651393,0.6547000472366556,0.7052432687765706
ENSXETT00000024838,0.7076051015588096,0.7553141237600378,0.6683986773736419,0.8587623996221068,0.6613131790269249,0.9050543221539915,0.75484175720359,0.6263580538497875,0.7137458667926311,0.7553141237600378,0.670760510155881,0.911195087387813,0.958904109589041,0.7614548889938593,1.0,0.675484175720359,0.5880963627775153,0.6717052432687766,0.6683986773736419,0.7014643363249882,0.6136041568256967,0.6698157770429853
ENSORLT00000018900,0.757203589985829,0.7893245158242796,0.8412848370335381,0.5980160604629192,0.8384506376948512,0.6405290505432215,0.7897968823807274,0.7931034482758621,0.6457250826641474,0.7893245158242796,0.8493150684931506,0.6329711856400567,0.687293339631554,0.7005196032120926,0.675484175720359,1.0,0.6032120925838451,0.8441190363722249,0.8412848370335381,0.7175247992442135,0.649031648559282,0.8370335380255078
ENSFHET00000030066,0.6537553141237601,0.7128011336797355,0.6235238545111006,0.5762871988663203,0.6013226263580539,0.5876239962210675,0.7132735002361833,0.6537553141237601,0.5531412376003779,0.7128011336797355,0.6310817194142655,0.5238545111006141,0.5880963627775153,0.5947094945677845,0.5880963627775153,0.6032120925838451,1.0,0.6239962210675484,0.624940954180444,0.5111006140765234,0.858290033065659,0.6239962210675484
ENSXMAT00000011345,0.7779877184695324,0.8776570618800189,0.9707132735002362,0.5932923948984412,0.8474256022673595,0.6353330184222957,0.8781294284364667,0.8034955125177138,0.639584317430326,0.8776570618800189,0.8993859234766178,0.6291922531884743,0.682569674067076,0.7009919697685404,0.6717052432687766,0.8441190363722249,0.6239962210675484,1.0,0.9650448748228625,0.7179971658006613,0.6683986773736419,0.9626830420406235
ENSPRET00000021870,0.778932451582428,0.894189891355692,0.9603212092583845,0.5904581955597543,0.8450637694851204,0.6324988190836088,0.8951346244685876,0.8011336797354748,0.6381672177609825,0.894189891355692,0.8970240906943788,0.6258856872933396,0.6797354747283892,0.7052432687765706,0.6683986773736419,0.8412848370335381,0.624940954180444,0.9650448748228625,1.0,0.7203589985829003,0.6702881435994331,0.9820500708549834
ENSECRT00000029236,0.6594237128011337,0.6939064714218234,0.7194142654700048,0.620217288615966,0.7028814359943316,0.6669815777042986,0.6929617383089277,0.6665092111478508,0.6603684459140293,0.6939064714218234,0.7161076995748701,0.6589513462446859,0.7137458667926311,0.7227208313651393,0.7014643363249882,0.7175247992442135,0.5111006140765234,0.7179971658006613,0.7203589985829003,1.0,0.5578649031648559,0.7203589985829003
ENSFHET00000030040,0.7179971658006613,0.7397260273972602,0.6683986773736419,0.6235238545111006,0.646669815777043,0.593764761454889,0.7401983939537081,0.6991025035427492,0.584317430325933,0.7397260273972602,0.6759565422768068,0.5710911667453944,0.6405290505432215,0.6547000472366556,0.6136041568256967,0.649031648559282,0.858290033065659,0.6683986773736419,0.6702881435994331,0.5578649031648559,1.0,0.6693434104865376
ENSPMET00000015104,0.7751535191308455,0.9045819555975437,0.9607935758148323,0.59140292867265,0.8436466698157771,0.6334435521965045,0.9083608880491261,0.7987718469532357,0.6410014170996693,0.9045819555975437,0.891828058573453,0.627302786962683,0.6811525743977327,0.7052432687765706,0.6698157770429853,0.8370335380255078,0.6239962210675484,0.9626830420406235,0.9820500708549834,0.7203589985829003,0.6693434104865376,1.0
