	ENSNBRT00000011154	ENSXCOT00000008137	ENSPRET00000022144	ENSHBUT00000029224	ENSCHAT00000041591	ENSDCDT00000044510	ENSPFOT00000013237	ENSTNIT00000018420	ENSMZET00005009462	ENSTRUT00000052070	ENSCVAT00000018229	ENSBSLT00000013598	ENSKMAT00000023683	ENSCSET00000006501	ENSPMET00000035354	ENSBSLT00000013611	ENSPLAT00000013638	ENSDCDT00000011897	ENSACLT00000001926	ENSDCDT00000044520	ENSCSET00000006494	ENSDCDT00000011901	ENSGAFT00000001805	ENSFHET00000009045	ENSXMAT00000010074	ENSPNYT00000007616
ENSCVAT00000018229	0.42931034482758623	0.9025862068965518	0.7629310344827587	0.8594827586206897	0.7991379310344827	0.7232758620689655	0.9051724137931034	0.8181034482758621	0.8577586206896551	0.8387931034482758	1.0	0.8456896551724138	0.8646551724137931	0.8318965517241379	0.9051724137931034	0.7905172413793103	0.8974137931034483	0.8086206896551724	0.8586206896551725	0.7482758620689656	0.8318965517241379	0.8060344827586207	0.9043103448275862	0.9129310344827586	0.9051724137931034	0.8586206896551725
ENSBSLT00000013598	0.42068965517241375	0.8577586206896551	0.7310344827586207	0.8594827586206897	0.8215517241379309	0.7594827586206897	0.8689655172413793	0.8517241379310345	0.8586206896551725	0.8724137931034482	0.8456896551724138	1.0	0.8612068965517241	0.8422413793103448	0.8698275862068966	0.931896551724138	0.8594827586206897	0.8405172413793104	0.8594827586206897	0.7853448275862069	0.8422413793103448	0.8379310344827586	0.8612068965517241	0.8715517241379309	0.8655172413793103	0.8603448275862069
ENSKMAT00000023683	0.431896551724138	0.875	0.756896551724138	0.8543103448275862	0.8241379310344827	0.7560344827586207	0.8853448275862069	0.8543103448275862	0.8534482758620692	0.8732758620689656	0.8646551724137931	0.8612068965517241	1.0	0.843103448275862	0.8853448275862069	0.8008620689655173	0.8801724137931034	0.8396551724137931	0.8543103448275862	0.781896551724138	0.843103448275862	0.8370689655172414	0.8784482758620691	0.8784482758620691	0.8801724137931034	0.8551724137931035
ENSCSET00000006501	0.4353448275862069	0.8310344827586207	0.718103448275862	0.8491379310344828	0.8008620689655173	0.725	0.843103448275862	0.8293103448275863	0.8482758620689655	0.8491379310344828	0.8318965517241379	0.8422413793103448	0.843103448275862	1.0	0.843103448275862	0.7853448275862069	0.8344827586206897	0.8051724137931034	0.8491379310344828	0.75	1.0	0.8025862068965517	0.8405172413793104	0.8456896551724138	0.8379310344827586	0.85
ENSPMET00000035354	0.4353448275862069	0.9698275862068966	0.8370689655172414	0.868103448275862	0.8284482758620689	0.7405172413793103	0.9982758620689656	0.8491379310344828	0.8672413793103448	0.8594827586206897	0.9051724137931034	0.8698275862068966	0.8853448275862069	0.843103448275862	1.0	0.8129310344827586	0.986206896551724	0.8258620689655173	0.868103448275862	0.7663793103448275	0.843103448275862	0.8232758620689655	0.9698275862068966	0.9258620689655171	0.9732758620689655	0.8689655172413793
ENSBSLT00000013611	0.4422413793103448	0.8163793103448276	0.7655172413793103	0.8034482758620691	0.7706896551724138	0.7043103448275863	0.8120689655172414	0.7956896551724137	0.8025862068965517	0.8112068965517242	0.7905172413793103	0.931896551724138	0.8008620689655173	0.7853448275862069	0.8129310344827586	1.0	0.8172413793103448	0.7853448275862069	0.8034482758620691	0.7301724137931035	0.7853448275862069	0.7827586206896552	0.8198275862068966	0.8137931034482758	0.8094827586206896	0.8043103448275862
ENSPLAT00000013638	0.4275862068965517	0.9767241379310344	0.8465517241379309	0.8568965517241379	0.8189655172413793	0.7353448275862069	0.9879310344827588	0.8405172413793104	0.8560344827586207	0.8517241379310345	0.8974137931034483	0.8594827586206897	0.8801724137931034	0.8344827586206897	0.986206896551724	0.8172413793103448	1.0	0.8206896551724138	0.8568965517241379	0.7612068965517241	0.8344827586206897	0.8181034482758621	0.9784482758620692	0.9172413793103448	0.9646551724137932	0.8577586206896551
ENSDCDT00000011897	0.40689655172413786	0.8146551724137931	0.7034482758620689	0.8094827586206896	0.8715517241379309	0.8991379310344828	0.8258620689655173	0.8241379310344827	0.8086206896551724	0.8301724137931035	0.8086206896551724	0.8405172413793104	0.8396551724137931	0.8051724137931034	0.8258620689655173	0.7853448275862069	0.8206896551724138	1.0	0.8094827586206896	0.9258620689655171	0.8051724137931034	0.9974137931034482	0.8163793103448276	0.8224137931034483	0.8198275862068966	0.8103448275862069
ENSACLT00000001926	0.4870689655172413	0.8612068965517241	0.7327586206896551	0.9974137931034482	0.8043103448275862	0.7241379310344828	0.8663793103448276	0.8275862068965517	0.9991379310344828	0.8560344827586207	0.8586206896551725	0.8594827586206897	0.8543103448275862	0.8491379310344828	0.868103448275862	0.8034482758620691	0.8568965517241379	0.8094827586206896	1.0	0.75	0.8491379310344828	0.8068965517241379	0.8655172413793103	0.8732758620689656	0.868103448275862	0.9982758620689656
ENSDCDT00000044520	0.443103448275862	0.756896551724138	0.6448275862068965	0.75	0.8077586206896552	0.9353448275862069	0.7663793103448275	0.7655172413793103	0.7491379310344828	0.7732758620689655	0.7482758620689656	0.7853448275862069	0.781896551724138	0.75	0.7663793103448275	0.7301724137931035	0.7612068965517241	0.9258620689655171	0.75	1.0	0.75	0.9232758620689656	0.7586206896551724	0.7663793103448275	0.7620689655172413	0.7508620689655172
ENSCSET00000006494	0.4353448275862069	0.8310344827586207	0.718103448275862	0.8491379310344828	0.8008620689655173	0.725	0.843103448275862	0.8293103448275863	0.8482758620689655	0.8491379310344828	0.8318965517241379	0.8422413793103448	0.843103448275862	1.0	0.843103448275862	0.7853448275862069	0.8344827586206897	0.8051724137931034	0.8491379310344828	0.75	1.0	0.8025862068965517	0.8405172413793104	0.8456896551724138	0.8379310344827586	0.85
ENSDCDT00000011901	0.4043103448275862	0.8120689655172414	0.7060344827586207	0.8068965517241379	0.8689655172413793	0.8965517241379308	0.8232758620689655	0.8215517241379309	0.8060344827586207	0.8275862068965517	0.8060344827586207	0.8379310344827586	0.8370689655172414	0.8025862068965517	0.8232758620689655	0.7827586206896552	0.8181034482758621	0.9974137931034482	0.8068965517241379	0.9232758620689656	0.8025862068965517	1.0	0.8137931034482758	0.8198275862068966	0.8172413793103448	0.8077586206896552
ENSGAFT00000001805	0.4327586206896552	0.981896551724138	0.8387931034482758	0.8655172413793103	0.8146551724137931	0.7327586206896551	0.9698275862068966	0.8405172413793104	0.8646551724137931	0.8517241379310345	0.9043103448275862	0.8612068965517241	0.8784482758620691	0.8405172413793104	0.9698275862068966	0.8198275862068966	0.9784482758620692	0.8163793103448276	0.8655172413793103	0.7586206896551724	0.8405172413793104	0.8137931034482758	1.0	0.925	0.9715517241379309	0.8663793103448276
ENSFHET00000009045	0.4344827586206896	0.9206896551724136	0.7827586206896552	0.8715517241379309	0.8146551724137931	0.7396551724137931	0.9241379310344828	0.8439655172413794	0.8724137931034482	0.8672413793103448	0.9129310344827586	0.8715517241379309	0.8784482758620691	0.8456896551724138	0.9258620689655171	0.8137931034482758	0.9172413793103448	0.8224137931034483	0.8732758620689656	0.7663793103448275	0.8456896551724138	0.8198275862068966	0.925	1.0	0.9258620689655171	0.8724137931034482
ENSXMAT00000010074	0.4405172413793104	0.9853448275862068	0.8258620689655173	0.868103448275862	0.8120689655172414	0.7362068965517241	0.9732758620689655	0.8413793103448276	0.8672413793103448	0.8534482758620692	0.9051724137931034	0.8655172413793103	0.8801724137931034	0.8379310344827586	0.9732758620689655	0.8094827586206896	0.9646551724137932	0.8198275862068966	0.868103448275862	0.7620689655172413	0.8379310344827586	0.8172413793103448	0.9715517241379309	0.9258620689655171	1.0	0.8689655172413793
ENSPNYT00000007616	0.4879310344827586	0.8620689655172413	0.7336206896551725	0.9991379310344828	0.8051724137931034	0.725	0.8672413793103448	0.8284482758620689	0.9974137931034482	0.8568965517241379	0.8586206896551725	0.8603448275862069	0.8551724137931035	0.85	0.8689655172413793	0.8043103448275862	0.8577586206896551	0.8103448275862069	0.9982758620689656	0.7508620689655172	0.85	0.8077586206896552	0.8663793103448276	0.8724137931034482	0.8689655172413793	1.0
