	C24B9.16.1	K07C6.10.1	K07C6.9.1	T10H4.9.1	R05D8.4.1	T26H8.2.1	C03G6.2.1	C06B3.11.1	K07C6.6.1	T06E6.3.1	C29F3.6.1	K07C6.7.1	K06B4.9.1	Y102A5C.22.1	E02C12.3.1	C03A7.6.1	K07C6.8.1	C44B12.4.1	K09D9.10.1	C03A7.5.1	T07H8.3.1	R13D11.9.1	Y43B11AL.2a.1	T10C6.3.1	R13D7.4.1	T01C4.4.1	E02C12.2.1	F31F4.4.1	K07C6.11a.1	R05D8.5.1	F31F4.2.1	C44B12.8.1	T07H8.1.1	C47A10.8.1	Y43B11AL.2b.1	K01B6.2.1	T05A12.1.1	F55B12.8.1	T01C4.6.1	F59B1.7.1	F41H8.4.1	K07C6.11b.1	Y55F3AM.2.1	R13H7.1.1	F31F4.3.1	T01C4.3.1
C29F3.6.1	0.905766904153784	0.9439440785051756	0.9220325312542008	0.8739077833042076	0.9069767441860463	0.8778061567414975	0.915714477752386	0.8653044764081194	0.919209571178922	0.889366850383116	1.0	0.9184030111574136	0.9106062642828338	0.8756553300174754	0.8799569834655195	0.8791504234440113	0.9167898911143972	0.8858717569565802	0.9143702110498724	0.8817045301787875	0.8744454899852131	0.9084554375588116	0.8818389568490389	0.8567011695120312	0.9134292243581128	0.8760586100282296	0.8757897566877269	0.9100685576018284	0.9142357843796208	0.9054980508132814	0.906439037505041	0.8732356499529507	0.9130259443473584	0.9123538109961016	0.8737733566339562	0.8167764484473721	0.9072455975265492	0.9286194380965184	0.8780750100820003	0.8657077564188735	0.9080521575480576	0.9227046646054576	0.8650356230676166	0.9134292243581128	0.9097997042613254	0.904960344132276
K07C6.7.1	0.9158489044226374	0.9276784514047588	0.9403145584083882	0.8865438903078371	0.9165210377738944	0.8876193036698481	0.9443473585159295	0.8728323699421965	0.9346686382578304	0.8869471703185912	0.9184030111574136	1.0	0.9255276246807368	0.8896357037236188	0.8942062105121656	0.8924586637988977	0.9357440516198414	0.8931307971501546	0.9575211722005644	0.8923242371286463	0.8865438903078371	0.9181341578169108	0.8813012501680333	0.860196262938567	0.941658825110902	0.8899045570641215	0.8858717569565802	0.919612851189676	0.949858851996236	0.9166554644441456	0.9202849845409328	0.8764618900389838	0.923511224626966	0.9247210646592284	0.8837209302325582	0.8304879688130125	0.9165210377738944	0.9165210377738944	0.889366850383116	0.8737733566339562	0.9177308778061568	0.9102029842720796	0.8708159698884259	0.9266030380427476	0.9218981045839496	0.902137384056997
K06B4.9.1	0.9318456781825514	0.9091275709100686	0.9147734910606264	0.8841242102433122	0.9343997849173276	0.8857373302863288	0.9261997580319936	0.872294663261191	0.9142357843796208	0.8807635434870278	0.9106062642828338	0.9255276246807368	1.0	0.8885602903616078	0.8903078370748757	0.8890979970426133	0.9165210377738944	0.8938029305014115	0.925258771340234	0.8907111170856298	0.8760586100282296	0.9525473854012636	0.8776717300712461	0.8596585562575615	0.9189407178384192	0.8823766635300444	0.8821078101895417	0.9370883183223552	0.922435811264955	0.9401801317381367	0.9357440516198414	0.8815701035085359	0.9452883452076892	0.9372227449926064	0.8800914101357711	0.8255141820137115	0.9345342115875791	0.9323833848635568	0.8905766904153785	0.8704126898776717	0.952009678720258	0.895416050544428	0.8759241833579782	0.9384325850248688	0.9374915983331092	0.9013308240354886
Y102A5C.22.1	0.8783438634225029	0.8763274633687324	0.8835865035623067	0.909665277591074	0.8792848501142627	0.9048259174620245	0.8895012770533673	0.8755209033472241	0.8835865035623067	0.8819733835192902	0.8756553300174754	0.8896357037236188	0.8885602903616078	1.0	0.8886947170318591	0.8841242102433122	0.8787471434332571	0.8682618631536497	0.8865438903078371	0.8837209302325582	0.880494690146525	0.8808979701572792	0.899314423981718	0.8587175695658018	0.8936685038311601	0.8819733835192902	0.8798225567952682	0.8831832235515527	0.892593090469149	0.8765963167092351	0.8841242102433122	0.8728323699421965	0.8888291437021105	0.8885602903616078	0.9052291974727786	0.8286059954294932	0.8807635434870278	0.8849307702648206	0.8833176502218041	0.8779405834117489	0.8810323968275305	0.8611372496303267	0.8694717031859119	0.8865438903078371	0.8839897835730609	0.8892324237128646
E02C12.3.1	0.8821078101895417	0.8771340233902406	0.8841242102433122	0.9154456244118832	0.8821078101895417	0.9127570910068558	0.8940717838419142	0.8874848769995968	0.8900389837343728	0.9007931173544832	0.8799569834655195	0.8942062105121656	0.8903078370748757	0.8886947170318591	1.0	0.91316037101761	0.8881570103508536	0.8638257830353542	0.8943406371824171	0.9111439709638391	0.8989111439709638	0.8884258636913563	0.9048259174620245	0.8786127167630058	0.8901734104046243	0.90926199758032	0.9385670116951204	0.8897701303938701	0.8967603172469418	0.8829143702110499	0.8884258636913563	0.8729667966124479	0.8939373571716629	0.8921898104583951	0.9080521575480576	0.8487699959671999	0.8850651969350719	0.8916521037773895	0.9142357843796208	0.8951471972039252	0.888291437021105	0.8692028498454093	0.8721602365909397	0.8952816238741766	0.8885602903616078	0.8946094905229197
C03A7.6.1	0.87901599677376	0.8779405834117489	0.8813012501680333	0.9050947708025272	0.8787471434332571	0.9077833042075548	0.8927275171394005	0.8899045570641215	0.8813012501680333	0.9401801317381367	0.8791504234440113	0.8924586637988977	0.8890979970426133	0.8841242102433122	0.91316037101761	1.0	0.8850651969350719	0.8624815163328404	0.8928619438096518	0.9568490388493076	0.9067078908455436	0.8869471703185912	0.90146525070574	0.8803602634762737	0.8899045570641215	0.9132947976878611	0.9030783707487564	0.8886947170318591	0.889366850383116	0.8856029036160774	0.8869471703185912	0.8741766366447103	0.8921898104583951	0.8868127436483398	0.9028095174082538	0.8463503159026751	0.8905766904153785	0.8915176771071379	0.9213603979029441	0.8899045570641215	0.8868127436483398	0.8678585831428955	0.8892324237128646	0.8960881838956849	0.8869471703185912	0.8970291705874446
K07C6.8.1	0.9061701841645382	0.9197472778599274	0.9505309853474928	0.8768651700497379	0.9052291974727786	0.880494690146525	0.9341309315768248	0.8650356230676166	0.9430030918134158	0.880494690146525	0.9167898911143972	0.9357440516198414	0.9165210377738944	0.8787471434332571	0.8881570103508536	0.8850651969350719	1.0	0.888291437021105	0.9350719182685844	0.8847963435945692	0.8948783438634225	0.9119505309853476	0.8795537034547655	0.855222476139266	0.9261997580319936	0.8813012501680333	0.8798225567952682	0.9143702110498724	0.9358784782900929	0.9095308509208226	0.9132947976878611	0.8712192498991801	0.9165210377738944	0.9138325043688668	0.8753864766769727	0.8224223685979298	0.911412824304342	0.9175964511359054	0.8796881301250168	0.8654389030783708	0.9111439709638391	0.9056324774835328	0.8689339965049065	0.9198817045301788	0.9136980776986154	0.9080521575480576
C44B12.4.1	0.8877537303400995	0.8783438634225029	0.8853340502755747	0.8575077295335395	0.8881570103508536	0.8611372496303267	0.8936685038311601	0.8530716494152439	0.8857373302863288	0.8544159161177578	0.8858717569565802	0.8931307971501546	0.8938029305014115	0.8682618631536497	0.8638257830353542	0.8624815163328404	0.888291437021105	1.0	0.8897701303938701	0.8642290630461084	0.8475601559349375	0.8903078370748757	0.8549536227987633	0.8329076488775373	0.8927275171394005	0.8589864229063046	0.8584487162252991	0.8907111170856298	0.8946094905229197	0.8888291437021105	0.8901734104046243	0.8653044764081194	0.8964914639064391	0.8944750638526684	0.8588519962360532	0.8120715149885738	0.8881570103508536	0.8899045570641215	0.8610028229600752	0.8553569028095174	0.8903078370748757	0.8744454899852131	0.8571044495227853	0.8950127705336739	0.8901734104046243	0.8726979432719452
K09D9.10.1	0.9162521844333916	0.9253931980104853	0.9385670116951204	0.884393063583815	0.9182685844871622	0.8864094636375857	0.9459604785589459	0.8728323699421965	0.9323833848635568	0.8838553569028095	0.9143702110498724	0.9575211722005644	0.925258771340234	0.8865438903078371	0.8943406371824171	0.8928619438096518	0.9350719182685844	0.8897701303938701	1.0	0.8917865304476408	0.8873504503293453	0.9206882645516872	0.879419276784514	0.861271676300578	0.9404489850786396	0.8877537303400995	0.8858717569565802	0.9244522113187256	0.9506654120177443	0.9173275977954026	0.9236456512972172	0.8759241833579782	0.92781287807501	0.9221669579244522	0.8819733835192902	0.8280682887484877	0.9201505578706816	0.9182685844871622	0.8900389837343728	0.8700094098669175	0.9204194112111844	0.909665277591074	0.8748487699959672	0.9286194380965184	0.9247210646592284	0.90146525070574
C03A7.5.1	0.8795537034547655	0.8802258368060223	0.8841242102433122	0.9069767441860463	0.8795537034547655	0.9097997042613254	0.8955504772146794	0.8877537303400995	0.8831832235515527	0.9537572254335259	0.8817045301787875	0.8923242371286463	0.8907111170856298	0.8837209302325582	0.9111439709638391	0.9568490388493076	0.8847963435945692	0.8642290630461084	0.8917865304476408	1.0	0.9018685307164942	0.882242236859793	0.9018685307164942	0.8810323968275305	0.8901734104046243	0.9181341578169108	0.9052291974727786	0.8870815969888426	0.8903078370748757	0.8811668234977821	0.8837209302325582	0.872294663261191	0.8901734104046243	0.8866783169780884	0.9032127974190078	0.8462158892324237	0.8874848769995968	0.8886947170318591	0.919612851189676	0.8905766904153785	0.882242236859793	0.8674553031321414	0.8927275171394005	0.8915176771071379	0.8865438903078371	0.8982390106197069
T07H8.3.1	0.8626159430030919	0.8739077833042076	0.8917865304476408	0.9100685576018284	0.8649011963973653	0.9132947976878611	0.8870815969888426	0.8935340771609087	0.8856029036160774	0.8995832773222208	0.8744454899852131	0.8865438903078371	0.8760586100282296	0.880494690146525	0.8989111439709638	0.9067078908455436	0.8948783438634225	0.8475601559349375	0.8873504503293453	0.9018685307164942	1.0	0.8718913832504369	0.9151767710713804	0.8817045301787875	0.8823766635300444	0.9005242640139803	0.8935340771609087	0.8731012232826992	0.8849307702648206	0.8710848232289287	0.8755209033472241	0.8627503696733432	0.8775373034009948	0.8713536765694314	0.9111439709638391	0.8515929560424789	0.8737733566339562	0.8856029036160774	0.8943406371824171	0.8967603172469418	0.8718913832504369	0.855222476139266	0.8619438096518349	0.8825110902002957	0.8774028767307434	0.8971635972576959
R13D11.9.1	0.9354751982793388	0.903616077429762	0.9107406909530852	0.8803602634762737	0.9346686382578304	0.8829143702110499	0.9205538378814356	0.8689339965049065	0.910337410942331	0.8737733566339562	0.9084554375588116	0.9181341578169108	0.9525473854012636	0.8808979701572792	0.8884258636913563	0.8869471703185912	0.9119505309853476	0.8903078370748757	0.9206882645516872	0.882242236859793	0.8718913832504369	1.0	0.8748487699959672	0.8529372227449926	0.9147734910606264	0.8782094367522516	0.879419276784514	0.9397768517273828	0.9197472778599274	0.9464981852399516	0.9396424250571314	0.8802258368060223	0.9405834117488908	0.9325178115338084	0.877268450060492	0.8208092485549133	0.9374915983331092	0.9275440247345074	0.8849307702648206	0.8657077564188735	0.9954294932114532	0.8912488237666353	0.8683962898239009	0.9337276515660708	0.9436752251646728	0.8955504772146794
Y43B11AL.2a.1	0.8671864497916386	0.8757897566877269	0.8841242102433122	0.9485145852937222	0.8675897298023928	0.9463637585697002	0.8795537034547655	0.8982390106197069	0.8814356768382847	0.9030783707487564	0.8818389568490389	0.8813012501680333	0.8776717300712461	0.899314423981718	0.9048259174620245	0.90146525070574	0.8795537034547655	0.8549536227987633	0.879419276784514	0.9018685307164942	0.9151767710713804	0.8748487699959672	1.0	0.8825110902002957	0.8847963435945692	0.8981045839494556	0.8962226105659363	0.8791504234440113	0.8810323968275305	0.8721602365909397	0.8765963167092351	0.8670520231213873	0.8817045301787875	0.8764618900389838	0.9919343997849174	0.8575077295335395	0.8769995967199893	0.8892324237128646	0.9081865842183088	0.9087242908993144	0.8748487699959672	0.8595241295873102	0.8580454362145451	0.8817045301787875	0.8775373034009948	0.8896357037236188
T10C6.3.1	0.8497109826589595	0.8589864229063046	0.8528027960747412	0.8872160236590939	0.8503831160102164	0.8870815969888426	0.8626159430030919	0.8932652238204059	0.8521306627234844	0.8782094367522516	0.8567011695120312	0.860196262938567	0.8596585562575615	0.8587175695658018	0.8786127167630058	0.8803602634762737	0.855222476139266	0.8329076488775373	0.861271676300578	0.8810323968275305	0.8817045301787875	0.8529372227449926	0.8825110902002957	1.0	0.8611372496303267	0.8815701035085359	0.8714881032396827	0.8546847694582606	0.8584487162252991	0.8497109826589595	0.8544159161177578	0.8499798359994623	0.8596585562575615	0.8575077295335395	0.8834520768920554	0.8327732222072859	0.8526683694044899	0.8611372496303267	0.8765963167092351	0.8729667966124479	0.8529372227449926	0.8467535959134292	0.8571044495227853	0.8614061029708294	0.8542814894475064	0.8628847963435946
R13D7.4.1	0.9139669310391182	0.941658825110902	0.9415243984406506	0.8870815969888426	0.9145046377201236	0.888291437021105	0.9407178384191424	0.8769995967199893	0.9279473047452614	0.8878881570103508	0.9134292243581128	0.941658825110902	0.9189407178384192	0.8936685038311601	0.8901734104046243	0.8899045570641215	0.9261997580319936	0.8927275171394005	0.9404489850786396	0.8901734104046243	0.8823766635300444	0.9147734910606264	0.8847963435945692	0.8611372496303267	1.0	0.8860061836268316	0.8830487968813012	0.915714477752386	0.9428686651431644	0.9115472509745932	0.9173275977954026	0.8800914101357711	0.9228390912757092	0.925258771340234	0.8873504503293453	0.8318322355155263	0.912488237666353	0.9169243177846484	0.8927275171394005	0.8744454899852131	0.914639064390375	0.9041537841107676	0.8735045032934534	0.9241833579782228	0.9174620244656541	0.9045570641215216
T01C4.4.1	0.8740422099744589	0.8745799166554644	0.8779405834117489	0.9020029573867456	0.8744454899852131	0.907514450867052	0.8877537303400995	0.8911143970963841	0.8764618900389838	0.9059013308240356	0.8760586100282296	0.8899045570641215	0.8823766635300444	0.8819733835192902	0.90926199758032	0.9132947976878611	0.8813012501680333	0.8589864229063046	0.8877537303400995	0.9181341578169108	0.9005242640139803	0.8782094367522516	0.8981045839494556	0.8815701035085359	0.8860061836268316	1.0	0.9011963973652372	0.8799569834655195	0.8876193036698481	0.8774028767307434	0.8838553569028095	0.8692028498454093	0.8854684769458261	0.8830487968813012	0.9006586906842318	0.8542814894475064	0.87901599677376	0.8851996236053233	0.9061701841645382	0.8857373302863288	0.8782094367522516	0.8619438096518349	0.8733700766232021	0.8917865304476408	0.8800914101357711	0.8892324237128646
E02C12.2.1	0.8775373034009948	0.8693372765156607	0.8765963167092351	0.9044226374512704	0.8814356768382847	0.9030783707487564	0.8842586369135637	0.8802258368060223	0.8831832235515527	0.8977013039387014	0.8757897566877269	0.8858717569565802	0.8821078101895417	0.8798225567952682	0.9385670116951204	0.9030783707487564	0.8798225567952682	0.8584487162252991	0.8858717569565802	0.9052291974727786	0.8935340771609087	0.879419276784514	0.8962226105659363	0.8714881032396827	0.8830487968813012	0.9011963973652372	1.0	0.8849307702648206	0.8884258636913563	0.8771340233902406	0.880494690146525	0.8663798897701304	0.8845274902540664	0.8846619169243178	0.8999865573329748	0.8417798091141282	0.8800914101357711	0.8837209302325582	0.9050947708025272	0.884393063583815	0.8808979701572792	0.8627503696733432	0.8624815163328404	0.8866783169780884	0.87901599677376	0.8896357037236188
F31F4.4.1	0.9284850114262668	0.9059013308240356	0.9143702110498724	0.8839897835730609	0.9292915714477752	0.8847963435945692	0.919612851189676	0.8698749831966662	0.912488237666353	0.8787471434332571	0.9100685576018284	0.919612851189676	0.9370883183223552	0.8831832235515527	0.8897701303938701	0.8886947170318591	0.9143702110498724	0.8907111170856298	0.9244522113187256	0.8870815969888426	0.8731012232826992	0.9397768517273828	0.8791504234440113	0.8546847694582606	0.915714477752386	0.8799569834655195	0.8849307702648206	1.0	0.9228390912757092	0.9353407716090872	0.9467670385804544	0.8786127167630058	0.9436752251646728	0.9349374915983332	0.8821078101895417	0.8245731953219518	0.9421965317919077	0.9319801048528028	0.8870815969888426	0.8700094098669175	0.939911278397634	0.8927275171394005	0.8733700766232021	0.9405834117488908	0.9534883720930232	0.8989111439709638
K07C6.11a.1	0.9165210377738944	0.9342653582470762	0.9385670116951204	0.8864094636375857	0.9177308778061568	0.8873504503293453	0.9462293318994488	0.8698749831966662	0.9339965049065736	0.8858717569565802	0.9142357843796208	0.949858851996236	0.922435811264955	0.892593090469149	0.8967603172469418	0.889366850383116	0.9358784782900929	0.8946094905229197	0.9506654120177443	0.8903078370748757	0.8849307702648206	0.9197472778599274	0.8810323968275305	0.8584487162252991	0.9428686651431644	0.8876193036698481	0.8884258636913563	0.9228390912757092	1.0	0.9159833310928888	0.9205538378814356	0.8792848501142627	0.9257964780212394	0.9251243446699824	0.8829143702110499	0.8265895953757225	0.9171931711251512	0.9185374378276652	0.8876193036698481	0.8743110633149617	0.919209571178922	0.9346686382578304	0.8736389299637048	0.9257964780212394	0.9229735179459604	0.9032127974190078
R05D8.5.1	0.9330555182148138	0.9022718107272484	0.9084554375588116	0.8782094367522516	0.9329210915445624	0.8799569834655195	0.9179997311466594	0.8643634897163597	0.9068423175157952	0.8733700766232021	0.9054980508132814	0.9166554644441456	0.9401801317381367	0.8765963167092351	0.8829143702110499	0.8856029036160774	0.9095308509208226	0.8888291437021105	0.9173275977954026	0.8811668234977821	0.8710848232289287	0.9464981852399516	0.8721602365909397	0.8497109826589595	0.9115472509745932	0.8774028767307434	0.8771340233902406	0.9353407716090872	0.9159833310928888	1.0	0.9346686382578304	0.8764618900389838	0.9357440516198414	0.9294259981180266	0.8752520500067213	0.8206748218846619	0.9335932248958192	0.9240489313079716	0.8827799435407985	0.8643634897163597	0.9469014652507056	0.8880225836806023	0.8666487431106331	0.9298292781287808	0.9369538916521036	0.895416050544428
F31F4.2.1	0.923511224626966	0.9059013308240356	0.911412824304342	0.8829143702110499	0.9256620513509879	0.8842586369135637	0.921763677913698	0.8687995698346552	0.9111439709638391	0.8760586100282296	0.906439037505041	0.9202849845409328	0.9357440516198414	0.8841242102433122	0.8884258636913563	0.8869471703185912	0.9132947976878611	0.8901734104046243	0.9236456512972172	0.8837209302325582	0.8755209033472241	0.9396424250571314	0.8765963167092351	0.8544159161177578	0.9173275977954026	0.8838553569028095	0.880494690146525	0.9467670385804544	0.9205538378814356	0.9346686382578304	1.0	0.8791504234440113	0.9411211184298964	0.9326522382040596	0.8799569834655195	0.8208092485549133	0.9427342384729129	0.929157144777524	0.8864094636375857	0.8667831697808845	0.9397768517273828	0.8927275171394005	0.8721602365909397	0.9364161849710982	0.9557736254872968	0.8986422906304611
