,ENSTGET00000021727,ENSTGET00000021707,ENSMNET00000066417,ENSMNET00000066414,ENSMNET00000066413,ENSMFAT00000031597,ENSMFAT00000031592,ENSTGET00000021729,ENSANAT00000024095,ENSCATT00000000198,ENSPTET00000002543,ENSGGOT00000009619,ENSCATT00000000241,ENSPTRT00000106723,ENSMNET00000066423,ENSMMUT00000066909,ENSRROT00000040533,ENSMFAT00000031584,ENSPTRT00000020005,ENSANAT00000024106,ENSPPAT00000041673,ENSGGOT00000064619,ENSMMUT00000015849,ENSPPAT00000041681,ENSPTET00000002534,ENSPTET00000002537,ENSMMUT00000084807
ENSPTRT00000106723,0.8898305084745762,0.2651331719128329,0.28268765133171914,0.8904358353510896,0.8904358353510896,0.28268765133171914,0.28026634382566584,0.9933414043583535,0.2560532687651331,0.2657384987893463,0.9933414043583535,0.28208232445520576,0.9933414043583535,1.0,0.9939467312348669,0.28026634382566584,0.3214285714285714,0.8910411622276029,0.2832929782082325,0.9842615012106537,0.2832929782082325,0.9921307506053268,0.28026634382566584,1.0,0.9243341404358354,0.3214285714285714,0.28026634382566584
ENSMNET00000066423,0.8934624697336562,0.26694915254237284,0.2857142857142857,0.8964891041162227,0.8964891041162227,0.2857142857142857,0.2832929782082325,0.9969733656174334,0.25544794188861986,0.2675544794188862,0.9969733656174334,0.28026634382566584,0.9969733656174334,0.9939467312348669,1.0,0.2832929782082325,0.3232445520581113,0.8958837772397095,0.28026634382566584,0.9830508474576272,0.28026634382566584,0.9872881355932204,0.2832929782082325,0.9939467312348669,0.9279661016949152,0.3232445520581113,0.2832929782082325
ENSMMUT00000066909,0.3813559322033898,0.9763922518159807,0.9763922518159807,0.38559322033898313,0.38559322033898313,0.9776029055690073,0.9993946731234867,0.2814769975786925,0.9376513317191283,0.9794188861985472,0.2814769975786925,0.9769975786924939,0.28208232445520576,0.28026634382566584,0.2832929782082325,1.0,0.9309927360774818,0.3861985472154963,0.9757869249394673,0.27360774818401934,0.9757869249394673,0.276634382566586,1.0,0.28026634382566584,0.22699757869249393,0.9334140435835351,1.0
ENSRROT00000040533,0.4243341404358354,0.9303874092009685,0.9085956416464891,0.423728813559322,0.423728813559322,0.9098062953995157,0.9315980629539952,0.3238498789346247,0.8783292978208233,0.9322033898305084,0.3232445520581113,0.9164648910411622,0.3232445520581113,0.3214285714285714,0.3232445520581113,0.9309927360774818,1.0,0.4243341404358354,0.9170702179176755,0.3147699757869249,0.9170702179176755,0.31779661016949157,0.9309927360774818,0.3214285714285714,0.26876513317191275,0.9945520581113801,0.9309927360774818
ENSMFAT00000031584,0.9945520581113801,0.36743341404358354,0.3886198547215496,0.9987893462469734,0.9987893462469734,0.38922518159806296,0.38680387409200967,0.8940677966101694,0.3553268765133172,0.3686440677966102,0.8940677966101694,0.38014527845036317,0.8940677966101694,0.8910411622276029,0.8958837772397095,0.3861985472154963,0.4243341404358354,1.0,0.3795399515738499,0.8801452784503632,0.3795399515738499,0.8843825665859564,0.3861985472154963,0.8910411622276029,0.839588377723971,0.42493946731234866,0.3861985472154963
ENSPTRT00000020005,0.37832929782082325,0.9594430992736077,0.9539951573849879,0.37893462469733663,0.37893462469733663,0.9552058111380145,0.9763922518159807,0.27966101694915246,0.9400726392251816,0.9624697336561744,0.27966101694915246,0.9939467312348669,0.28026634382566584,0.2832929782082325,0.28026634382566584,0.9757869249394673,0.9170702179176755,0.3795399515738499,1.0,0.2742130750605327,0.9987893462469734,0.2784503631961259,0.9757869249394673,0.2832929782082325,0.225181598062954,0.9188861985472155,0.9757869249394673
ENSANAT00000024106,0.8801452784503632,0.25968523002421307,0.276634382566586,0.8795399515738499,0.8795399515738499,0.276634382566586,0.27360774818401934,0.9836561743341404,0.2651331719128329,0.2590799031476998,0.9836561743341404,0.2742130750605327,0.9824455205811138,0.9842615012106537,0.9830508474576272,0.27360774818401934,0.3147699757869249,0.8801452784503632,0.2742130750605327,1.0,0.2742130750605327,0.9776029055690073,0.27360774818401934,0.9842615012106537,0.9146489104116223,0.31598062953995165,0.27360774818401934
ENSPPAT00000041673,0.37832929782082325,0.9594430992736077,0.9539951573849879,0.37893462469733663,0.37893462469733663,0.9552058111380145,0.9763922518159807,0.27966101694915246,0.9400726392251816,0.9624697336561744,0.27966101694915246,0.9939467312348669,0.28026634382566584,0.2832929782082325,0.28026634382566584,0.9757869249394673,0.9170702179176755,0.3795399515738499,0.9987893462469734,0.2742130750605327,1.0,0.2784503631961259,0.9757869249394673,0.2832929782082325,0.225181598062954,0.9188861985472155,0.9757869249394673
ENSGGOT00000064619,0.8831719128329297,0.2615012106537531,0.2790556900726393,0.8837772397094431,0.8837772397094431,0.2790556900726393,0.276634382566586,0.986682808716707,0.2524213075060533,0.26210653753026636,0.986682808716707,0.27966101694915246,0.986682808716707,0.9921307506053268,0.9872881355932204,0.276634382566586,0.31779661016949157,0.8843825665859564,0.2784503631961259,0.9776029055690073,0.2784503631961259,1.0,0.276634382566586,0.9921307506053268,0.9176755447941889,0.31779661016949157,0.276634382566586
ENSMMUT00000015849,0.3813559322033898,0.9763922518159807,0.9763922518159807,0.38559322033898313,0.38559322033898313,0.9776029055690073,0.9993946731234867,0.2814769975786925,0.9376513317191283,0.9794188861985472,0.2814769975786925,0.9769975786924939,0.28208232445520576,0.28026634382566584,0.2832929782082325,1.0,0.9309927360774818,0.3861985472154963,0.9757869249394673,0.27360774818401934,0.9757869249394673,0.276634382566586,1.0,0.28026634382566584,0.22699757869249393,0.9334140435835351,1.0
ENSPPAT00000041681,0.8898305084745762,0.2651331719128329,0.28268765133171914,0.8904358353510896,0.8904358353510896,0.28268765133171914,0.28026634382566584,0.9933414043583535,0.2560532687651331,0.2657384987893463,0.9933414043583535,0.28208232445520576,0.9933414043583535,1.0,0.9939467312348669,0.28026634382566584,0.3214285714285714,0.8910411622276029,0.2832929782082325,0.9842615012106537,0.2832929782082325,0.9921307506053268,0.28026634382566584,1.0,0.9243341404358354,0.3214285714285714,0.28026634382566584
ENSPTET00000002534,0.8383777239709443,0.211864406779661,0.22941888619854722,0.8389830508474576,0.8389830508474576,0.22941888619854722,0.22699757869249393,0.927360774818402,0.20157384987893456,0.21246973365617428,0.9309927360774818,0.225181598062954,0.927360774818402,0.9243341404358354,0.9279661016949152,0.22699757869249393,0.26876513317191275,0.839588377723971,0.225181598062954,0.9146489104116223,0.225181598062954,0.9176755447941889,0.22699757869249393,0.9243341404358354,1.0,0.2705811138014528,0.22699757869249393
ENSPTET00000002537,0.423728813559322,0.9315980629539952,0.9110169491525424,0.4243341404358354,0.4243341404358354,0.912227602905569,0.9340193704600485,0.32263922518159804,0.8819612590799032,0.9346246973365617,0.32506053268765134,0.9194915254237288,0.3232445520581113,0.3214285714285714,0.3232445520581113,0.9334140435835351,0.9945520581113801,0.42493946731234866,0.9188861985472155,0.31598062953995165,0.9188861985472155,0.31779661016949157,0.9334140435835351,0.3214285714285714,0.2705811138014528,1.0,0.9334140435835351
ENSMMUT00000084807,0.3813559322033898,0.9763922518159807,0.9763922518159807,0.38559322033898313,0.38559322033898313,0.9776029055690073,0.9993946731234867,0.2814769975786925,0.9376513317191283,0.9794188861985472,0.2814769975786925,0.9769975786924939,0.28208232445520576,0.28026634382566584,0.2832929782082325,1.0,0.9309927360774818,0.3861985472154963,0.9757869249394673,0.27360774818401934,0.9757869249394673,0.276634382566586,1.0,0.28026634382566584,0.22699757869249393,0.9334140435835351,1.0
