	ENSEEET00000016009	ENSEEET00000016019	ENSEEET00000016018	ENSEEET00000016021	ENSCHAT00000051322	ENSDCDT00000064496	ENSDCDT00000064494	ENSCHAT00000051380	ENSDCDT00000064499	ENSIPUT00000015688	ENSDCDT00000064504	ENSDCDT00000064509	ENSIPUT00000015665	ENSIPUT00000015640	ENSCHAT00000051193	ENSEEET00000016004	ENSDCDT00000064498	ENSEEET00000016035	ENSEEET00000016032	ENSCHAT00000051333	ENSCHAT00000051246	ENSCHAT00000051359	ENSCHAT00000051264	ENSCHAT00000051351	ENSCHAT00000051372	ENSDCDT00000064487	ENSCHAT00000051221
ENSCHAT00000051193	0.6858900422914264	0.6270665128796616	0.6585928489042676	0.6862745098039216	0.8489042675893888	0.7520184544405998	0.7620146097654749	0.8269896193771626	0.6697424067666282	0.7028066128412149	0.7977700884275278	0.7816224529027297	0.7081891580161477	0.7389465590157631	1.0	0.7377931564782776	0.7850826605151865	0.6924259900038446	0.7078046905036525	0.7954632833525567	0.851595540176855	0.8096885813148789	0.8635140330642059	0.8331410995770857	0.845444059976932	0.7154940407535563	0.9234909650134564
ENSEEET00000016004	0.9381007304882736	0.8289119569396386	0.8996539792387543	0.8961937716262975	0.6993464052287581	0.8223760092272203	0.8323721645520954	0.6851211072664359	0.6339869281045751	0.7162629757785467	0.7585544021530181	0.7439446366782007	0.8569780853517878	0.889273356401384	0.7377931564782776	1.0	0.8200692041522492	0.7854671280276817	0.8039215686274509	0.6559015763168012	0.7074202229911573	0.6708958093041139	0.8200692041522492	0.6912725874663591	0.7004998077662438	0.7846981930026913	0.7631680123029604
ENSDCDT00000064498	0.7681660899653979	0.7074202229911573	0.7408688965782392	0.7700884275278739	0.7081891580161477	0.9653979238754326	0.9769319492502884	0.6920415224913494	0.7277970011534025	0.6735870818915801	0.8692810457516341	0.8508266051518647	0.7950788158400616	0.8266051518646674	0.7850826605151865	0.8200692041522492	1.0	0.6647443291041907	0.6793540945790081	0.6666666666666666	0.7124183006535948	0.6755094194540562	0.8281430219146482	0.6978085351787774	0.7081891580161477	0.9254133025759324	0.7747020376778162
ENSEEET00000016035	0.8119953863898499	0.7028066128412149	0.8788927335640139	0.8269896193771626	0.7074202229911573	0.6708958093041139	0.6808919646289888	0.7616301422529796	0.6378316032295271	0.8031526336024606	0.7581699346405228	0.7766243752402922	0.7243367935409458	0.7104959630911188	0.6924259900038446	0.7854671280276817	0.6647443291041907	1.0	0.9815455594002308	0.7139561707035755	0.6708958093041139	0.6789696270665129	0.6616685890042291	0.6993464052287581	0.7431757016532103	0.6935793925413303	0.726643598615917
ENSEEET00000016032	0.7935409457900807	0.6843521722414456	0.8973471741637832	0.8085351787773933	0.722798923490965	0.6855055747789311	0.6955017301038062	0.7431757016532103	0.6524413687043444	0.7846981930026913	0.7727797001153403	0.7581699346405228	0.7408688965782392	0.7270280661284122	0.7078046905036525	0.8039215686274509	0.6793540945790081	0.9815455594002308	1.0	0.7293348712033834	0.6862745098039216	0.6943483275663207	0.6770472895040369	0.714725105728566	0.7585544021530181	0.7081891580161477	0.7420222991157247
ENSCHAT00000051333	0.6562860438292965	0.5617070357554786	0.6743560169165705	0.6186082276047674	0.8750480584390619	0.6747404844290658	0.6847366397539408	0.8485198000768935	0.6189926951172626	0.7131872356785851	0.7470203767781622	0.7308727412533641	0.6728181468665898	0.6589773164167628	0.7954632833525567	0.6559015763168012	0.6666666666666666	0.7139561707035755	0.7293348712033834	1.0	0.800076893502499	0.8312187620146098	0.7712418300653595	0.8546712802768166	0.8669742406766628	0.6862745098039216	0.8719723183391004
ENSCHAT00000051246	0.655517108804306	0.6174548250672818	0.6312956555171088	0.6201460976547482	0.8973471741637832	0.73279507881584	0.7304882737408689	0.8754325259515571	0.7039600153787005	0.7070357554786619	0.7927720107650903	0.7766243752402922	0.6816608996539792	0.7124183006535948	0.851595540176855	0.7074202229911573	0.7124183006535948	0.6708958093041139	0.6862745098039216	0.800076893502499	1.0	0.8827374086889658	0.8273740868896579	0.8815840061514802	0.8938869665513264	0.6839677047289504	0.9281045751633988
ENSCHAT00000051359	0.6697424067666282	0.6070742022299116	0.6393694732795079	0.5836216839677048	0.928489042675894	0.6958861976163014	0.6935793925413303	0.9065743944636678	0.7224144559784699	0.7239523260284506	0.7558631295655517	0.7397154940407535	0.6855055747789311	0.6716647443291042	0.8096885813148789	0.6708958093041139	0.6755094194540562	0.6789696270665129	0.6943483275663207	0.8312187620146098	0.8827374086889658	1.0	0.7854671280276817	0.9765474817377932	0.9250288350634372	0.695117262591311	0.8861976163014226
ENSCHAT00000051264	0.7681660899653979	0.6735870818915801	0.7400999615532488	0.73279507881584	0.8246828143021915	0.8362168396770473	0.8462129950019224	0.8027681660899654	0.6405228758169934	0.6720492118415994	0.7685505574778931	0.7524029219530949	0.8008458285274894	0.831603229527105	0.8635140330642059	0.8200692041522492	0.8281430219146482	0.6616685890042291	0.6770472895040369	0.7712418300653595	0.8273740868896579	0.7854671280276817	1.0	0.8089196462898885	0.8212226066897347	0.7996924259900039	0.8992695117262591
ENSCHAT00000051351	0.6901191849288735	0.6059207996924261	0.6597462514417531	0.6039984621299499	0.9519415609381008	0.7108804306036139	0.7158785082660515	0.9300269127258748	0.7447135717031911	0.7443291041906959	0.778162245290273	0.7620146097654749	0.7058823529411765	0.6920415224913494	0.8331410995770857	0.6912725874663591	0.6978085351787774	0.6993464052287581	0.714725105728566	0.8546712802768166	0.8815840061514802	0.9765474817377932	0.8089196462898885	1.0	0.948481353325644	0.7174163783160323	0.9096501345636294
ENSCHAT00000051372	0.6993464052287581	0.6151480199923106	0.6689734717416378	0.6132256824298347	0.9642445213379468	0.7212610534409842	0.7262591311034218	0.9815455594002308	0.6997308727412533	0.7912341407151096	0.8242983467896963	0.8081507112648981	0.7174163783160323	0.7035755478662054	0.845444059976932	0.7004998077662438	0.7081891580161477	0.7431757016532103	0.7585544021530181	0.8669742406766628	0.8938869665513264	0.9250288350634372	0.8212226066897347	0.948481353325644	1.0	0.7277970011534025	0.9219530949634756
ENSDCDT00000064487	0.7858515955401768	0.7020376778162245	0.7689350249903883	0.6993464052287581	0.7277970011534025	0.9369473279507882	0.948481353325644	0.7116493656286044	0.7224144559784699	0.6893502499038832	0.8408304498269896	0.8223760092272203	0.8085351787773933	0.7946943483275664	0.7154940407535563	0.7846981930026913	0.9254133025759324	0.6935793925413303	0.7081891580161477	0.6862745098039216	0.6839677047289504	0.695117262591311	0.7996924259900039	0.7174163783160323	0.7277970011534025	1.0	0.7462514417531718
ENSCHAT00000051221	0.7112648981161092	0.6166858900422915	0.687043444828912	0.6758938869665513	0.9254133025759324	0.7827758554402153	0.7927720107650903	0.9034986543637062	0.7270280661284122	0.7627835447904652	0.8550557477893118	0.8389081122645137	0.7374086889657824	0.7681660899653979	0.9234909650134564	0.7631680123029604	0.7747020376778162	0.726643598615917	0.7420222991157247	0.8719723183391004	0.9281045751633988	0.8861976163014226	0.8992695117262591	0.9096501345636294	0.9219530949634756	0.7462514417531718	1.0
