,ENSMAMT00000016696,ENSGWIT00000022806,ENSGWIT00000022821,ENSCVAT00000017043,ENSMZET00005005992,ENSSDUT00000022598,ENSSDUT00000022614,ENSMZET00005005977,ENSPLAT00000002946,ENSNBRT00000026170,ENSNBRT00000026159,ENSORLT00000044082,ENSPFOT00000008868,ENSLCAT00010048677,ENSLCAT00010048673,ENSPRET00000018443,ENSGWIT00000022818,ENSORLT00000039721,ENSPRET00000018423,ENSLCAT00010048680,ENSGWIT00000022819,ENSCVAT00000017070,ENSMAMT00000016704,ENSPLAT00000002954
ENSNBRT00000026159,0.9356357927786499,0.49293563579277866,0.6609105180533752,0.8901098901098901,0.9356357927786499,0.9419152276295133,0.880690737833595,0.9968602825745683,0.9403453689167975,0.9387755102040817,1.0,0.9340659340659341,0.9309262166405023,0.8854003139717426,0.9466248037676609,0.8618524332810047,0.8963893249607535,0.8649921507064364,0.9356357927786499,0.6970172684458399,0.8367346938775511,0.9497645211930926,0.8744113029827315,0.8791208791208791
ENSORLT00000044082,0.9042386185243328,0.4740973312401884,0.6452119309262166,0.8602825745682888,0.8744113029827315,0.9089481946624803,0.8524332810047096,0.9309262166405023,0.9277864992150706,0.8775510204081632,0.9340659340659341,1.0,0.9167974882260597,0.8602825745682888,0.9167974882260597,0.858712715855573,0.8712715855572999,0.9262166405023547,0.9277864992150706,0.6766091051805337,0.8131868131868132,0.9183673469387755,0.847723704866562,0.8712715855572999
ENSPFOT00000008868,0.9058084772370487,0.4835164835164836,0.6389324960753532,0.8948194662480377,0.8665620094191523,0.9199372056514914,0.858712715855573,0.9277864992150706,0.989010989010989,0.869701726844584,0.9309262166405023,0.9167974882260597,1.0,0.8665620094191523,0.9277864992150706,0.9042386185243328,0.8791208791208791,0.847723704866562,0.978021978021978,0.6718995290423861,0.8194662480376766,0.9544740973312402,0.8445839874411303,0.9277864992150706
ENSLCAT00010048677,0.8995290423861853,0.4379905808477237,0.5949764521193093,0.9372056514913658,0.9466248037676609,0.9215070643642073,0.9827315541601256,0.8854003139717426,0.8759811616954474,0.9466248037676609,0.8854003139717426,0.8602825745682888,0.8665620094191523,1.0,0.9387755102040817,0.9277864992150706,0.8367346938775511,0.9089481946624803,0.8791208791208791,0.6750392464678179,0.8979591836734694,0.8759811616954474,0.9607535321821036,0.9372056514913658
ENSLCAT00010048673,0.9607535321821036,0.49764521193092626,0.6546310832025117,0.8759811616954474,0.8854003139717426,0.9827315541601256,0.9215070643642073,0.9466248037676609,0.9372056514913658,0.8854003139717426,0.9466248037676609,0.9167974882260597,0.9277864992150706,0.9387755102040817,1.0,0.8665620094191523,0.8963893249607535,0.847723704866562,0.9403453689167975,0.7362637362637363,0.8367346938775511,0.9356357927786499,0.8995290423861853,0.8759811616954474
ENSPRET00000018443,0.8414442700156985,0.44897959183673475,0.5934065934065934,0.9497645211930926,0.9199372056514914,0.858712715855573,0.9199372056514914,0.858712715855573,0.9152276295133438,0.9230769230769231,0.8618524332810047,0.858712715855573,0.9042386185243328,0.9277864992150706,0.8665620094191523,1.0,0.8194662480376766,0.9324960753532182,0.9262166405023547,0.6248037676609105,0.880690737833595,0.8885400313971743,0.902668759811617,0.9764521193092621
ENSGWIT00000022818,0.8838304552590267,0.5635792778649922,0.7362637362637363,0.8320251177394035,0.8335949764521193,0.8916797488226059,0.8320251177394035,0.8932496075353218,0.8885400313971743,0.8367346938775511,0.8963893249607535,0.8712715855572999,0.8791208791208791,0.8367346938775511,0.8963893249607535,0.8194662480376766,1.0,0.8006279434850864,0.8916797488226059,0.6546310832025117,0.9387755102040817,0.8901098901098901,0.8241758241758241,0.8288854003139717
ENSORLT00000039721,0.8351648351648352,0.42700156985871274,0.5871271585557299,0.9089481946624803,0.9230769230769231,0.8398744113029827,0.9010989010989011,0.8618524332810047,0.858712715855573,0.9262166405023547,0.8649921507064364,0.9262166405023547,0.847723704866562,0.9089481946624803,0.847723704866562,0.9324960753532182,0.8006279434850864,1.0,0.858712715855573,0.6200941915227629,0.8618524332810047,0.847723704866562,0.8963893249607535,0.9199372056514914
ENSPRET00000018423,0.9152276295133438,0.49764521193092626,0.6530612244897959,0.9010989010989011,0.8712715855572999,0.9324960753532182,0.8712715855572999,0.9324960753532182,0.989010989010989,0.8744113029827315,0.9356357927786499,0.9277864992150706,0.978021978021978,0.8791208791208791,0.9403453689167975,0.9262166405023547,0.8916797488226059,0.858712715855573,1.0,0.6860282574568289,0.8320251177394035,0.9607535321821036,0.8540031397174255,0.9277864992150706
ENSLCAT00010048680,0.7095761381475667,0.44897959183673475,0.9183673469387755,0.6295133437990581,0.6373626373626373,0.7268445839874411,0.6656200941915228,0.6985871271585558,0.6813186813186813,0.6357927786499215,0.6970172684458399,0.6766091051805337,0.6718995290423861,0.6750392464678179,0.7362637362637363,0.6248037676609105,0.6546310832025117,0.6200941915227629,0.6860282574568289,1.0,0.5949764521193093,0.6891679748822606,0.6483516483516484,0.6200941915227629
ENSGWIT00000022819,0.8241758241758241,0.5023547880690737,0.6750392464678179,0.8932496075353218,0.8948194662480377,0.8320251177394035,0.8932496075353218,0.8335949764521193,0.8288854003139717,0.8979591836734694,0.8367346938775511,0.8131868131868132,0.8194662480376766,0.8979591836734694,0.8367346938775511,0.880690737833595,0.9387755102040817,0.8618524332810047,0.8320251177394035,0.5949764521193093,1.0,0.8320251177394035,0.8854003139717426,0.8901098901098901
ENSCVAT00000017070,0.9277864992150706,0.49293563579277866,0.6546310832025117,0.9387755102040817,0.8869701726844584,0.9372056514913658,0.8775510204081632,0.9466248037676609,0.9638932496075353,0.8901098901098901,0.9497645211930926,0.9183673469387755,0.9544740973312402,0.8759811616954474,0.9356357927786499,0.8885400313971743,0.8901098901098901,0.847723704866562,0.9607535321821036,0.6891679748822606,0.8320251177394035,1.0,0.8681318681318682,0.9042386185243328
ENSMAMT00000016704,0.9387755102040817,0.42229199372056514,0.5934065934065934,0.9293563579277865,0.9356357927786499,0.9042386185243328,0.9654631083202512,0.8744113029827315,0.8540031397174255,0.9356357927786499,0.8744113029827315,0.847723704866562,0.8445839874411303,0.9607535321821036,0.8995290423861853,0.902668759811617,0.8241758241758241,0.8963893249607535,0.8540031397174255,0.6483516483516484,0.8854003139717426,0.8681318681318682,1.0,0.9152276295133438
ENSPLAT00000002954,0.8540031397174255,0.4332810047095761,0.5886970172684458,0.9654631083202512,0.9372056514913658,0.8681318681318682,0.9293563579277865,0.8759811616954474,0.9387755102040817,0.9403453689167975,0.8791208791208791,0.8712715855572999,0.9277864992150706,0.9372056514913658,0.8759811616954474,0.9764521193092621,0.8288854003139717,0.9199372056514914,0.9277864992150706,0.6200941915227629,0.8901098901098901,0.9042386185243328,0.9152276295133438,1.0
