	ENSMEUT00000012009	ENSTSYT00000043128	MGP_PahariEiJ_T0038297	MGP_PahariEiJ_T0038296	MGP_PahariEiJ_T0038295	ENSVURT00010012668	ENSMUST00000061309	ENSPCIT00000049730	ENSMSIT00000000220	ENSRNOT00000054953	ENSMICT00000017406	MGP_CAROLIEiJ_T0031581	MGP_CAROLIEiJ_T0031580	ENSPCOT00000038325	ENSMUGT00000001479	MGP_SPRETEiJ_T0033034	MGP_CAROLIEiJ_T0031579	MGP_SPRETEiJ_T0033032	MGP_SPRETEiJ_T0033033	ENSMUST00000106194	ENSMUST00000106195	ENSOGAT00000028376	ENSPSMT00000021565
ENSMICT00000017406	0.8120689655172414	0.7844827586206896	0.7379310344827587	0.7896551724137931	0.7775862068965518	0.8224137931034483	0.743103448275862	0.5948275862068966	0.7844827586206896	0.7913793103448276	1.0	0.7344827586206897	0.7844827586206896	0.8413793103448276	0.8051724137931034	0.7362068965517241	0.7724137931034483	0.7758620689655172	0.7879310344827586	0.7827586206896552	0.7948275862068965	0.8551724137931035	0.9603448275862068
MGP_CAROLIEiJ_T0031581	0.6879310344827586	0.653448275862069	0.9724137931034482	0.9103448275862068	0.8896551724137931	0.6913793103448276	0.9879310344827588	0.4724137931034482	0.9034482758620691	0.9	0.7344827586206897	1.0	0.9379310344827586	0.6155172413793103	0.843103448275862	0.9879310344827588	0.9172413793103448	0.9051724137931034	0.9258620689655171	0.9051724137931034	0.9258620689655171	0.7241379310344828	0.7241379310344828
MGP_CAROLIEiJ_T0031580	0.7310344827586207	0.7051724137931035	0.9103448275862068	0.9706896551724138	0.95	0.7362068965517241	0.9258620689655171	0.5172413793103449	0.9637931034482758	0.9603448275862068	0.7844827586206896	0.9379310344827586	1.0	0.6637931034482759	0.9	0.9258620689655171	0.9793103448275862	0.9655172413793104	0.986206896551724	0.9655172413793104	0.986206896551724	0.7706896551724138	0.7758620689655172
ENSPCOT00000038325	0.6896551724137931	0.7396551724137931	0.6172413793103448	0.6672413793103448	0.653448275862069	0.7017241379310345	0.6241379310344828	0.4741379310344828	0.6620689655172414	0.6706896551724137	0.8413793103448276	0.6155172413793103	0.6637931034482759	1.0	0.6862068965517242	0.6172413793103448	0.65	0.653448275862069	0.6672413793103448	0.6603448275862069	0.6741379310344827	0.7379310344827587	0.8448275862068966
ENSMUGT00000001479	0.7362068965517241	0.7120689655172414	0.8396551724137931	0.8982758620689655	0.8810344827586207	0.7482758620689656	0.8517241379310345	0.5258620689655172	0.8948275862068965	0.906896551724138	0.8051724137931034	0.843103448275862	0.9	0.6862068965517242	1.0	0.8448275862068966	0.8827586206896552	0.8862068965517241	0.9034482758620691	0.8931034482758621	0.9103448275862068	0.7775862068965518	0.7982758620689655
MGP_SPRETEiJ_T0033034	0.6913793103448276	0.656896551724138	0.9706896551724138	0.9086206896551724	0.8879310344827587	0.6879310344827586	0.9896551724137932	0.4706896551724138	0.9051724137931034	0.8948275862068965	0.7362068965517241	0.9879310344827588	0.9258620689655171	0.6172413793103448	0.8448275862068966	1.0	0.9051724137931034	0.9172413793103448	0.9379310344827586	0.906896551724138	0.9275862068965516	0.7224137931034482	0.7258620689655172
MGP_CAROLIEiJ_T0031579	0.7189655172413794	0.7258620689655172	0.8896551724137931	0.95	0.9706896551724138	0.7224137931034482	0.9051724137931034	0.5051724137931034	0.9844827586206896	0.9413793103448276	0.7724137931034483	0.9172413793103448	0.9793103448275862	0.65	0.8827586206896552	0.9051724137931034	1.0	0.986206896551724	0.9655172413793104	0.986206896551724	0.9655172413793104	0.7603448275862069	0.7637931034482759
MGP_SPRETEiJ_T0033032	0.7241379310344828	0.7310344827586207	0.8879310344827587	0.95	0.9706896551724138	0.7206896551724138	0.906896551724138	0.5051724137931034	0.9879310344827588	0.9379310344827586	0.7758620689655172	0.9051724137931034	0.9655172413793104	0.653448275862069	0.8862068965517241	0.9172413793103448	0.986206896551724	1.0	0.9793103448275862	0.9896551724137932	0.9689655172413794	0.7603448275862069	0.7672413793103449
MGP_SPRETEiJ_T0033033	0.7362068965517241	0.7103448275862069	0.9086206896551724	0.9706896551724138	0.95	0.7344827586206897	0.9275862068965516	0.5172413793103449	0.9672413793103448	0.956896551724138	0.7879310344827586	0.9258620689655171	0.986206896551724	0.6672413793103448	0.9034482758620691	0.9379310344827586	0.9655172413793104	0.9793103448275862	1.0	0.9689655172413794	0.9896551724137932	0.7706896551724138	0.7793103448275862
ENSMUST00000106194	0.7293103448275862	0.7379310344827587	0.8879310344827587	0.95	0.9706896551724138	0.7293103448275862	0.9172413793103448	0.5120689655172413	0.9982758620689656	0.9482758620689656	0.7827586206896552	0.9051724137931034	0.9655172413793104	0.6603448275862069	0.8931034482758621	0.906896551724138	0.986206896551724	0.9896551724137932	0.9689655172413794	1.0	0.9793103448275862	0.7603448275862069	0.7741379310344828
ENSMUST00000106195	0.7413793103448276	0.7172413793103448	0.9086206896551724	0.9706896551724138	0.95	0.743103448275862	0.9379310344827586	0.5241379310344828	0.9775862068965516	0.9672413793103448	0.7948275862068965	0.9258620689655171	0.986206896551724	0.6741379310344827	0.9103448275862068	0.9275862068965516	0.9655172413793104	0.9689655172413794	0.9896551724137932	0.9793103448275862	1.0	0.7706896551724138	0.7862068965517242
ENSOGAT00000028376	0.7810344827586206	0.7586206896551724	0.7224137931034482	0.7706896551724138	0.7603448275862069	0.7844827586206896	0.7224137931034482	0.5706896551724138	0.7620689655172413	0.7775862068965518	0.8551724137931035	0.7241379310344828	0.7706896551724138	0.7379310344827587	0.7775862068965518	0.7224137931034482	0.7603448275862069	0.7603448275862069	0.7706896551724138	0.7603448275862069	0.7706896551724138	1.0	0.8534482758620692
ENSPSMT00000021565	0.8034482758620691	0.7827586206896552	0.7258620689655172	0.7793103448275862	0.7672413793103449	0.8155172413793104	0.7327586206896551	0.593103448275862	0.7758620689655172	0.7827586206896552	0.9603448275862068	0.7241379310344828	0.7758620689655172	0.8448275862068966	0.7982758620689655	0.7258620689655172	0.7637931034482759	0.7672413793103449	0.7793103448275862	0.7741379310344828	0.7862068965517242	0.8534482758620692	1.0
