,ENSDCDT00000016516,ENSEEET00000029547,ENSDCDT00000016518,ENSIPUT00000012640,ENSIPUT00000012606,ENSAMXT00000054279,ENSPNAT00000038460,F32D8.4.1,ENSAMXT00000040981,ENSCHAT00000033483,ENSEEET00000029517,F32D8.12c.2,F32D8.12c.3,F32D8.12c.1,F32D8.12b.2,F32D8.12b.1,ENSDCDT00000016509,F32D8.12a.1,F32D8.12a.2,ENSCHAT00000033424,ENSEEET00000029532
ENSEEET00000029517,0.8922814337189455,0.9592262469182629,0.900436184335293,0.9156078133889627,0.9156078133889627,0.9161767494784753,0.9182628484733548,0.655983311208041,0.9269865351792149,0.9068841266831026,1.0,0.7684430115683671,0.7684430115683671,0.7684430115683671,0.786269675706429,0.786269675706429,0.8499905177318414,0.7879764839749668,0.7879764839749668,0.9042290915987105,0.9624502180921677
F32D8.12c.2,0.7625640053100702,0.7680637208420255,0.770149819836905,0.770149819836905,0.770149819836905,0.7699601744737341,0.7669258486630002,0.7293760667551679,0.7807699601744738,0.7739427271003224,0.7684430115683671,1.0,1.0,1.0,0.951640432391428,0.951640432391428,0.7274796131234591,0.9482268158543523,0.9482268158543523,0.7707187559264176,0.7707187559264176
F32D8.12c.3,0.7625640053100702,0.7680637208420255,0.770149819836905,0.770149819836905,0.770149819836905,0.7699601744737341,0.7669258486630002,0.7293760667551679,0.7807699601744738,0.7739427271003224,0.7684430115683671,1.0,1.0,1.0,0.951640432391428,0.951640432391428,0.7274796131234591,0.9482268158543523,0.9482268158543523,0.7707187559264176,0.7707187559264176
F32D8.12c.1,0.7625640053100702,0.7680637208420255,0.770149819836905,0.770149819836905,0.770149819836905,0.7699601744737341,0.7669258486630002,0.7293760667551679,0.7807699601744738,0.7739427271003224,0.7684430115683671,1.0,1.0,1.0,0.951640432391428,0.951640432391428,0.7274796131234591,0.9482268158543523,0.9482268158543523,0.7707187559264176,0.7707187559264176
F32D8.12b.2,0.7784942158164233,0.7811492509008154,0.7860800303432581,0.7832353498956951,0.7832353498956951,0.7836146406220368,0.7798217333586194,0.6855679878626968,0.7944244263227764,0.7953726531386308,0.786269675706429,0.951640432391428,0.951640432391428,0.951640432391428,1.0,1.0,0.7434098236298122,0.9920348947468235,0.9920348947468235,0.7845628674378912,0.7838042859852077
F32D8.12b.1,0.7784942158164233,0.7811492509008154,0.7860800303432581,0.7832353498956951,0.7832353498956951,0.7836146406220368,0.7798217333586194,0.6855679878626968,0.7944244263227764,0.7953726531386308,0.786269675706429,0.951640432391428,0.951640432391428,0.951640432391428,1.0,1.0,0.7434098236298122,0.9920348947468235,0.9920348947468235,0.7845628674378912,0.7838042859852077
ENSDCDT00000016509,0.9527783045704532,0.8742651242177129,0.9444339085909349,0.8774890953916177,0.8774890953916177,0.8810923572918642,0.8809027119286933,0.6491560781338896,0.8683861179594159,0.8530248435425754,0.8499905177318414,0.7274796131234591,0.7274796131234591,0.7274796131234591,0.7434098236298122,0.7434098236298122,1.0,0.7443580504456666,0.7443580504456666,0.8835577470130855,0.8776787407547886
F32D8.12a.1,0.7794424426322777,0.7828560591693533,0.7870282571591125,0.7845628674378912,0.7845628674378912,0.7849421581642329,0.7809596055376447,0.6776028826095202,0.7957519438649725,0.7968898160439978,0.7879764839749668,0.9482268158543523,0.9482268158543523,0.9482268158543523,0.9920348947468235,0.9920348947468235,0.7443580504456666,1.0,1.0,0.7860800303432581,0.7855110942537455
F32D8.12a.2,0.7794424426322777,0.7828560591693533,0.7870282571591125,0.7845628674378912,0.7845628674378912,0.7849421581642329,0.7809596055376447,0.6776028826095202,0.7957519438649725,0.7968898160439978,0.7879764839749668,0.9482268158543523,0.9482268158543523,0.9482268158543523,0.9920348947468235,0.9920348947468235,0.7443580504456666,1.0,1.0,0.7860800303432581,0.7855110942537455
ENSCHAT00000033424,0.9237625640053101,0.9266072444528731,0.9317276692584866,0.9300208609899488,0.9300208609899488,0.9294519249004362,0.9275554712687275,0.6802579176939124,0.916556040204817,0.9601744737341172,0.9042290915987105,0.7707187559264176,0.7707187559264176,0.7707187559264176,0.7845628674378912,0.7845628674378912,0.8835577470130855,0.7860800303432581,0.7860800303432581,1.0,0.931158733168974
ENSEEET00000029532,0.9199696567418927,0.9945002844680447,0.9281244073582401,0.9455717807699602,0.9455717807699602,0.9423478095960554,0.9440546178645932,0.6819647259624502,0.9292622795372654,0.9030912194196852,0.9624502180921677,0.7707187559264176,0.7707187559264176,0.7707187559264176,0.7838042859852077,0.7838042859852077,0.8776787407547886,0.7855110942537455,0.7855110942537455,0.931158733168974,1.0
