,ENSETET00000017072,ENSVPAT00000004935,ENSSMRT00000012386,ENSCMIT00000022507,ENSCMIT00000022502,ENSCMIT00000022426,ENSLACT00000006293,ENSLACT00000006292,ENSGAGT00000029949,ENSECRT00000016493,ENSGAGT00000029945,ENSGAGT00000029947,ENSCJPT00005008263,ENSGAGT00000030021,ENSGAGT00000030024,ENSECRT00000016507,ENSCMIT00000022515,ENSCMIT00000022512,ENSLOCT00000020266,ENSECRT00000016489,ENSGAGT00000030042,ENSGAGT00000029957
ENSGAGT00000029945,0.6985699808580115,0.6752617948429231,0.2667492399504561,0.7809931314041212,0.7975453214728071,0.8326765003940998,0.5686296588222047,0.8454002927598243,0.9781556131066321,0.7975453214728071,1.0,0.966670419997748,0.6324738205157077,0.9429118342528995,0.9469654318207409,0.8110573133656119,0.7894381263371242,0.7826821303907218,0.7957437225537665,0.7911271253237248,0.9303006418196149,0.9646436212138273
ENSGAGT00000029947,0.6755995946402432,0.6522914086251548,0.2437788537326877,0.7580227451863529,0.7745749352550388,0.8097061141763315,0.5456592726044365,0.827722103366738,0.9885148068911158,0.7781781330931201,0.966670419997748,1.0,0.6095034342979394,0.9429118342528995,0.9293998423600945,0.7916901249859251,0.7664677401193559,0.7689449386330368,0.7762639342416394,0.7717599369440379,0.9636302218218669,0.975002814998311
ENSCJPT00005008263,0.6491386105168336,0.6622002026798784,0.5128926922643846,0.6477874113275532,0.6463236122058327,0.6699695980182412,0.8978718612768832,0.6765003940997636,0.6209886274068236,0.6633262020042788,0.6324738205157077,0.6095034342979394,1.0,0.6253800247719852,0.6294336223398266,0.6454228127463123,0.6567954059227564,0.6538678076793154,0.6551064069361558,0.6569080058551965,0.6220020267987839,0.6274068235559058
ENSGAGT00000030021,0.6682805990316406,0.6681679990992005,0.24783245130052922,0.7738993356603986,0.7725481364711181,0.7955185226888863,0.5615358630784821,0.8103817137709718,0.9314266411440153,0.7940547235671659,0.9429118342528995,0.9429118342528995,0.6253800247719852,1.0,0.9864880081071952,0.7845963292422025,0.7823443305934017,0.7848215291070826,0.7921405247156852,0.7876365274180835,0.9065420560747663,0.9179146492512105
ENSGAGT00000030024,0.6794279923432046,0.6792027924783245,0.25188604886837074,0.7779529332282401,0.7766017340389596,0.8054273167436099,0.5655894606463236,0.8201779078932553,0.9354802387118568,0.7981083211350073,0.9469654318207409,0.9293998423600945,0.6294336223398266,0.9864880081071952,1.0,0.7956311226213264,0.7863979281612431,0.7796419322148407,0.8032879180272492,0.7986713207972075,0.8930300641819615,0.9219682468190519
ENSECRT00000016507,0.7727733363359982,0.7459745524152686,0.24862065082760954,0.8441616935029839,0.8616146830311902,0.8538452876928274,0.5813534511879292,0.8691588785046729,0.7995721202567279,0.9626168224299065,0.8110573133656119,0.7916901249859251,0.6454228127463123,0.7845963292422025,0.7956311226213264,1.0,0.852831888300867,0.8457380925571445,0.8934804639117216,0.9649814210111474,0.8119581128251323,0.80565251660849
ENSCMIT00000022515,0.7677063393761964,0.7672559396464362,0.2470442517734489,0.9863754081747551,0.9854746087152347,0.9447134331719401,0.597455241526855,0.8485530908681455,0.7779529332282401,0.8824456705325977,0.7894381263371242,0.7664677401193559,0.6567954059227564,0.7823443305934017,0.7863979281612431,0.852831888300867,1.0,0.9875014074991555,0.8836842697894381,0.8760274743835154,0.7789663326202004,0.7854971287017227
ENSCMIT00000022512,0.7644409413354352,0.763990541605675,0.24603085238148859,0.9804076117554329,0.9770296137822317,0.936268438238937,0.5964418421348947,0.8426978943812634,0.7711969372818376,0.8753518747888751,0.7826821303907218,0.7689449386330368,0.6538678076793154,0.7848215291070826,0.7796419322148407,0.8457380925571445,0.9875014074991555,1.0,0.8765904740457156,0.8689336786397928,0.7814435311338813,0.7787411327553203
ENSLOCT00000020266,0.7799797320121608,0.7781781330931201,0.2356716585970049,0.874901475059115,0.8738880756671547,0.8486656908005855,0.5895732462560522,0.863866681679991,0.7842585294448823,0.9200540479675712,0.7957437225537665,0.7762639342416394,0.6551064069361558,0.7921405247156852,0.8032879180272492,0.8934804639117216,0.8836842697894381,0.8765904740457156,1.0,0.9217430469541719,0.7887625267424839,0.7904515257290846
ENSECRT00000016489,0.7728859362684383,0.7709717374169576,0.23950005629996618,0.8673572795856322,0.8662312802612319,0.8397702961378223,0.5929512442292535,0.8557594865443081,0.7796419322148407,0.9935818038509177,0.7911271253237248,0.7717599369440379,0.6569080058551965,0.7876365274180835,0.7986713207972075,0.9649814210111474,0.8760274743835154,0.8689336786397928,0.9217430469541719,1.0,0.7842585294448823,0.7857223285666028
ENSGAGT00000030042,0.6880981871410877,0.6647900011259993,0.2562774462335322,0.7705213376871974,0.7870735277558834,0.822204706677176,0.5626618624028825,0.8402206958675825,0.9521450287129828,0.7906767255939646,0.9303006418196149,0.9636302218218669,0.6220020267987839,0.9065420560747663,0.8930300641819615,0.8119581128251323,0.7789663326202004,0.7814435311338813,0.7887625267424839,0.7842585294448823,1.0,0.9575498254701047
ENSGAGT00000029957,0.6936155838306497,0.6701947978831213,0.2647224411665353,0.7770521337687197,0.7936043238374056,0.8287355027586983,0.566602860038284,0.8419096948541831,0.9864880081071952,0.7921405247156852,0.9646436212138273,0.975002814998311,0.6274068235559058,0.9179146492512105,0.9219682468190519,0.80565251660849,0.7854971287017227,0.7787411327553203,0.7904515257290846,0.7857223285666028,0.9575498254701047,1.0
