geneTreeID,nbLeaves,NbSharedLeaves,AU_TreeBest,AU_Ensembl,AU_ReconstructEnsembl,AU_Isosel,TreeBestPassTest,EnsemblTreePassTest,ReconstructEnsemblTreePassTest,au_isosel_pass_test,TreeBestBetter,EnsemblBetter,ReconstructEnsemblBetter,REC_TreeBest,REC_Ensembl,REC_ReconstructEnsembl,RecIsosel,Treebest_REC_is_best,Ensembl_REC_is_best,Ensembl_REC_reconstruct_is_best,Isosel_REC_is_best
ENSGT00940000163197,6,100.0,0.498,0.67,0.498,0.498,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0
ENSGT00940000163356,3,100.0,0.535,0.535,0.535,0.535,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
ENSGT00390000015038,9,100.0,0.317,0.317,0.702,0.317,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0
ENSGT00950000185758,6,83.33,0.092,0.675,0.731,0.092,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0
ENSGT00910000147087,10,100.0,0.485,0.544,0.485,0.485,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0
ENSGT00910000147856,4,100.0,0.807,0.807,0.807,0.807,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
ENSGT00910000148089,6,100.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSGT00730000111086,4,75.0,0.914,0.914,0.914,0.914,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
ENSGT00940000162075,15,100.0,0.869,0.13,0.21,0.869,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
ENSGT00940000169686,3,66.67,0.544,0.442,0.544,0.544,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
ENSGT00940000156549,8,87.5,0.227,0.641,0.59,0.59,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0
ENSGT00860000135092,17,94.12,0.393,0.392,0.625,0.393,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0
ENSGT00390000015102,8,87.5,0.998,0.001,0.998,0.998,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
ENSGT00910000147247,13,100.0,0.041,0.222,0.888,0.041,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0
ENSGT00940000168794,4,75.0,0.101,0.1,0.101,0.101,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
ENSGT00940000179660,3,100.0,0.001,0.999,0.001,0.001,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
ENSGT00940000176300,3,100.0,0.528,0.496,0.535,0.528,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0
ENSGT00940000169173,6,100.0,0.489,0.466,0.489,0.489,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
ENSGT00940000158631,3,100.0,0.415,0.427,0.415,0.415,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0
ENSGT00390000009546,3,66.67,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSGT00940000176370,3,100.0,0.476,0.48,0.476,0.476,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0
ENSGT00940000171073,4,100.0,0.471,0.471,0.492,0.492,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
ENSGT00940000160160,5,100.0,0.323,0.707,0.323,0.323,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0
ENSGT00390000003738,3,100.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSGT00940000169832,8,75.0,0.552,0.616,0.008,0.552,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0
ENSGT00390000015552,4,100.0,0.495,0.466,0.495,0.495,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
ENSGT00940000156022,3,100.0,0.499,0.494,0.499,0.499,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
ENSGT00940000154852,5,80.0,0.682,0.593,0.682,0.682,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
ENSGT00940000156955,3,66.67,0.467,0.494,0.467,0.467,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0
ENSGT00730000111085,10,80.0,0.003,0.221,0.819,0.003,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0
ENSGT00530000063608,5,80.0,0.557,0.557,0.557,0.557,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
ENSGT00390000013172,3,100.0,0.491,0.491,0.491,0.491,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
ENSGT00940000165449,3,100.0,0.396,0.491,0.396,0.396,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0
ENSGT00390000014952,4,100.0,0.061,0.061,0.061,0.061,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
ENSGT00390000017410,10,100.0,0.621,0.439,0.621,0.621,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
ENSGT00940000167802,4,100.0,0.935,0.935,0.935,0.935,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
ENSGT00910000148667,3,100.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSGT00910000148708,3,100.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSGT00940000161807,13,46.15,0.704,0.716,1E-46,0.026,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
ENSGT00940000175748,3,100.0,0.499,0.475,0.499,0.499,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
ENSGT00390000000911,4,100.0,0.523,0.523,0.523,0.523,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
ENSGT00940000178817,3,100.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSGT00910000147035,9,100.0,0.561,0.134,0.561,0.561,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
ENSGT00390000008796,11,81.82,0.652,0.567,0.086,0.652,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
ENSGT00910000146968,8,87.5,0.486,0.514,0.486,0.486,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0
ENSGT00940000156489,7,57.14,0.623,0.377,0.623,0.623,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
ENSGT00940000154634,7,85.71,0.97,0.068,0.97,0.97,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
ENSGT00940000154886,3,66.67,0.489,0.507,0.489,0.489,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0
ENSGT00940000161809,8,100.0,0.899,0.24,0.899,0.899,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
ENSGT00860000134468,9,55.56,0.184,0.643,0.7,0.412,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0
ENSGT00940000166937,10,80.0,0.159,0.914,0.159,0.159,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0
ENSGT00660000097123,3,100.0,0.486,0.486,0.486,0.486,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
ENSGT00950000186428,4,100.0,0.636,0.486,0.495,0.636,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
ENSGT00940000160099,4,100.0,0.95,0.95,0.95,0.95,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
ENSGT00940000164149,28,89.29,2E-57,1E-10,;0,00007;,1E-48,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
ENSGT00390000007640,3,100.0,0.512,0.512,0.512,0.512,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
ENSGT00940000162864,3,100.0,0.612,0.612,0.612,0.612,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
ENSGT00390000014398,4,75.0,0.858,0.858,0.858,0.858,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
ENSGT00390000003833,6,100.0,0.546,0.489,0.546,0.546,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
ENSGT00390000006939,3,66.67,0.388,0.612,0.388,0.388,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0
ENSGT00960000189747,3,100.0,0.627,0.252,0.627,0.627,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
ENSGT00390000013249,4,25.0,0.543,0.491,0.329,0.329,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
ENSGT00940000162525,4,75.0,0.609,0.074,0.609,0.609,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
ENSGT00390000007899,6,83.33,0.484,0.516,0.484,0.484,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0
ENSGT00940000159365,4,50.0,0.612,0.601,0.612,0.612,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
ENSGT00940000169209,3,33.33,0.476,0.476,0.476,0.476,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
ENSGT00940000178784,3,100.0,0.524,0.467,0.524,0.524,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
ENSGT00960000189580,3,100.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSGT00390000012174,3,100.0,0.513,0.487,0.513,0.513,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
ENSGT00910000146924,14,100.0,0.06,0.967,0.06,0.06,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0
ENSGT00900000143602,7,100.0,0.652,0.609,0.652,0.652,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
ENSGT00730000112044,3,100.0,0.573,0.637,0.573,0.573,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0
ENSGT00910000144335,11,100.0,0.203,0.797,0.203,0.203,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0
ENSGT00910000147430,6,100.0,0.558,0.442,0.558,0.558,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
ENSGT00940000155077,3,100.0,0.477,0.48,0.477,0.477,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0
ENSGT00530000065031,15,93.33,0.031,0.969,;0,000002;,0.031,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
ENSGT00910000147034,10,100.0,0.516,0.514,0.516,0.516,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
ENSGT00910000146973,5,100.0,0.462,0.493,0.462,0.462,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0
ENSGT00940000163331,3,100.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSGT00650000094838,3,100.0,0.505,0.496,0.505,0.505,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
ENSGT00400000024336,3,100.0,0.521,0.521,0.521,0.521,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
ENSGT00940000162240,4,100.0,0.991,0.991,0.991,0.991,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
ENSGT00960000189571,4,100.0,0.494,0.488,0.465,0.494,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
ENSGT00940000159786,3,100.0,0.431,0.514,0.431,0.431,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0
ENSGT00910000147031,6,100.0,0.234,0.767,0.234,0.234,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0
ENSGT00390000009155,7,85.71,0.763,0.617,0.763,0.763,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
ENSGT00940000170790,3,0.0,0.448,0.473,0.441,0.482,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
ENSGT00400000024636,3,66.67,0.49,0.478,0.49,0.49,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
ENSGT00940000162992,4,100.0,0.464,0.478,0.464,0.464,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0
ENSGT00940000163297,4,100.0,0.516,0.599,0.516,0.516,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0
ENSGT00940000170201,3,66.67,0.483,0.487,0.483,0.483,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0
ENSGT00940000180431,3,100.0,0.476,0.476,0.476,0.476,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
ENSGT00390000013286,9,44.44,0.514,0.486,;0,000000004;,0.514,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
ENSGT00940000161666,4,100.0,0.558,0.558,0.558,0.558,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
ENSGT00390000000341,3,66.67,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSGT00390000009443,4,100.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSGT00390000014105,3,66.67,0.495,0.495,0.495,0.495,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
ENSGT00420000029792,3,0.0,0.485,0.454,0.485,0.485,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
ENSGT00530000063255,4,100.0,0.477,0.484,0.477,0.477,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0
ENSGT00910000147088,11,100.0,0.519,0.516,0.519,0.519,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
ENSGT00940000158806,5,100.0,0.61,0.487,0.61,0.61,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
ENSGT00940000167230,5,40.0,0.538,0.527,1E-79,0.538,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
ENSGT00390000004396,7,85.71,0.56,0.564,0.56,0.56,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0
ENSGT00940000177112,5,100.0,0.959,0.019,0.959,0.959,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
ENSGT00860000136287,4,100.0,0.469,0.469,0.469,0.469,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
ENSGT00940000165188,5,80.0,0.384,0.382,0.384,0.384,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
ENSGT00390000009065,3,100.0,0.436,0.275,0.436,0.436,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
ENSGT00390000005412,3,66.67,0.454,0.481,0.454,0.454,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0
ENSGT00940000177296,3,100.0,0.508,0.423,0.508,0.508,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
ENSGT00940000171555,8,62.5,0.768,0.238,;0,0000007;,0.768,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
ENSGT00860000135889,3,100.0,0.388,0.612,0.388,0.388,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0
ENSGT00940000157815,8,87.5,0.469,0.508,0.643,0.469,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0
ENSGT00950000183776,4,100.0,0.729,0.616,0.729,0.729,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
ENSGT00390000003282,3,66.67,0.503,0.491,0.503,0.503,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
ENSGT00940000162400,4,75.0,0.474,0.635,0.016,0.474,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0
ENSGT00530000063723,3,100.0,0.033,0.033,0.033,0.033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSGT00390000005351,3,66.67,0.532,0.532,0.532,0.468,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
ENSGT00860000136110,4,100.0,0.521,0.519,0.521,0.521,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
ENSGT00910000148442,5,100.0,0.551,0.466,0.551,0.551,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
ENSGT00910000148591,3,100.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSGT00940000156810,4,50.0,0.902,0.021,0.902,0.902,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
ENSGT00940000161207,3,100.0,0.782,0.612,0.782,0.782,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
ENSGT00940000170669,3,66.67,0.464,0.49,0.464,0.464,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0
ENSGT00940000168587,4,75.0,0.504,0.496,0.504,0.504,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
ENSGT00940000180465,3,100.0,0.505,0.505,0.505,0.505,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
ENSGT00950000183248,6,100.0,0.803,0.372,0.803,0.803,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
ENSGT00390000001810,4,75.0,0.979,0.979,0.979,0.979,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
ENSGT00940000156135,5,80.0,0.509,0.481,0.509,0.509,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
ENSGT00940000178763,3,100.0,0.663,0.634,0.663,0.663,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
ENSGT00390000013790,6,50.0,0.972,0.972,0.025,0.972,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
ENSGT00940000160978,3,100.0,0.024,0.529,0.024,0.024,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
ENSGT00940000162816,3,100.0,0.402,0.598,0.402,0.402,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0
ENSGT00940000161405,14,100.0,0.617,0.41,0.617,0.617,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
ENSGT00940000155543,4,75.0,0.087,0.944,0.087,0.087,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0
ENSGT00940000169068,4,100.0,0.531,0.525,0.531,0.531,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
ENSGT00390000018351,6,100.0,0.544,0.543,0.544,0.544,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
ENSGT00940000165309,4,75.0,0.003,0.003,0.003,0.003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
