gasterosteus_aculeatus ENSGACG00000008678
gopherus_agassizii ENSGAGG00000012519
chelonoidis_abingdonii ENSCABG00000006776
chrysemys_picta ENSCPBG00000020650
pelodiscus_sinensis ENSPSIG00000012185
pogona_vitticeps ENSPVIG00000013866
anolis_carolinensis ENSACAG00000000747
notechis_scutatus ENSNSUG00000011425
salvator_merianae ENSSMRG00000012124
sphenodon_punctatus ENSSPUG00000017541
notamacropus_eugenii ENSMEUG00000002559
phascolarctos_cinereus ENSPCIG00000026660
monodelphis_domestica ENSMODG00000015389
sarcophilus_harrisii ENSSHAG00000008101
pteropus_vampyrus ENSPVAG00000002691
myotis_lucifugus ENSMLUG00000001027
bos_mutus ENSBMUG00000015227
bos_taurus ENSBTAG00000004405
bison_bison ENSBBBG00000013275
capra_hircus ENSCHIG00000021401
ovis_aries ENSOARG00000000633
tursiops_truncatus ENSTTRG00000012284
sus_scrofa ENSSSCG00000016608
vicugna_pacos ENSVPAG00000003005
equus_caballus ENSECAG00000005249
equus_asinus ENSEASG00005009328
ursus_maritimus ENSUMAG00000005549
ursus_americanus ENSUAMG00000021466
ailuropoda_melanoleuca ENSAMEG00000004491
mustela_putorius ENSMPUG00000006817
neovison_vison ENSNVIG00000001202
canis_lupus ENSCAFG00000003584
canis_lupus ENSCAFG00020026130
panthera_pardus ENSPPRG00000006201
panthera_tigris ENSPTIG00000020106
felis_catus ENSFCAG00000008476
pan_troglodytes ENSPTRG00000019636
pan_paniscus ENSPPAG00000036104
homo_sapiens ENSG00000164675
gorilla_gorilla ENSGGOG00000015921
pongo_abelii ENSPPYG00000017955
nomascus_leucogenys ENSNLEG00000012115
rhinopithecus_roxellana ENSRROG00000016247
rhinopithecus_bieti ENSRBIG00000033940
colobus_angolensis ENSCANG00000032987
piliocolobus_tephrosceles ENSPTEG00000027443
macaca_mulatta ENSMMUG00000011536
macaca_fascicularis ENSMFAG00000038536
macaca_nemestrina ENSMNEG00000032100
mandrillus_leucophaeus ENSMLEG00000005762
cercocebus_atys ENSCATG00000042016
papio_anubis ENSPANG00000011913
theropithecus_gelada ENSTGEG00000019175
chlorocebus_sabaeus ENSCSAG00000010294
saimiri_boliviensis ENSSBOG00000035531
cebus_capucinus ENSCCAG00000026789
callithrix_jacchus ENSCJAG00000017429
aotus_nancymaae ENSANAG00000031863
carlito_syrichta ENSTSYG00000009083
propithecus_coquereli ENSPCOG00000016916
prolemur_simus ENSPSMG00000013811
microcebus_murinus ENSMICG00000008091
otolemur_garnettii ENSOGAG00000001073
chinchilla_lanigera ENSCLAG00000006424
octodon_degus ENSODEG00000012185
heterocephalus_glaber ENSHGLG00100004806
heterocephalus_glaber ENSHGLG00000007200
fukomys_damarensis ENSFDAG00000017080
cavia_porcellus ENSCPOG00000006286
cavia_aperea ENSCAPG00000013384
spermophilus_dauricus ENSSDAG00000008624
urocitellus_parryii ENSUPAG00010017217
ictidomys_tridecemlineatus ENSSTOG00000008080
marmota_marmota ENSMMMG00000015110
castor_canadensis ENSCCNG00000002566
dipodomys_ordii ENSDORG00000014986
mus_spicilegus ENSMSIG00000015438
mus_musculus ENSMUSG00000046192
mus_spretus MGP_SPRETEiJ_G0029141
mus_caroli MGP_CAROLIEiJ_G0028141
mus_pahari MGP_PahariEiJ_G0021897
rattus_norvegicus ENSRNOG00000021729
meriones_unguiculatus ENSMUGG00000008690
peromyscus_maniculatus ENSPEMG00000016127
microtus_ochrogaster ENSMOCG00000019365
cricetulus_griseus ENSCGRG00001019481
cricetulus_griseus ENSCGRG00015027234
cricetulus_griseus ENSCGRG00000016869
mesocricetus_auratus ENSMAUG00000010910
nannospalax_galili ENSNGAG00000017218
oryctolagus_cuniculus ENSOCUG00000009553
ochotona_princeps ENSOPRG00000010120
tupaia_belangeri ENSTBEG00000017631
choloepus_hoffmanni ENSCHOG00000003519
dasypus_novemcinctus ENSDNOG00000025600
loxodonta_africana ENSLAFG00000002619
procavia_capensis ENSPCAG00000014325
echinops_telfairi ENSETEG00000006009
erinaceus_europaeus ENSEEUG00000000100
sorex_araneus ENSSARG00000006529
ornithorhynchus_anatinus ENSOANG00000004826
xenopus_tropicalis ENSXETG00000022138
latimeria_chalumnae ENSLACG00000011571
petromyzon_marinus ENSPMAG00000007865
eptatretus_burgeri ENSEBUG00000015364
ciona_savignyi ENSCSAVG00000002704
ciona_intestinalis ENSCING00000005129
drosophila_melanogaster FBgn0038960
